出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/04/09","109/10","1101","台泥","水泥工業","10293900","9745147","11211942","5.631038710857825","-8.188073038551217","92542392","98773809","-6.308774626682666","-"
"114/04/09","109/10","1102","亞泥","水泥工業","7433331","7256519","7016219","2.436595287630336","5.944968365440133","61997504","73225486","-15.333434591338868","-"
"114/04/09","109/10","1103","嘉泥","水泥工業","165638","163492","176879","1.3126024514960977","-6.3551919673901365","1647163","1539872","6.967527171089545","-"
"114/04/09","109/10","1104","環泥","水泥工業","495885","450890","503315","9.97915234314356","-1.4762127097344606","4382436","4054671","8.083639831690414","-"
"114/04/09","109/10","1108","幸福","水泥工業","381651","380768","348338","0.23189973947390538","9.563412547583095","3739997","3007974","24.336081362405395","-"
"114/04/09","109/10","1109","信大","水泥工業","789783","675602","638725","16.900630844787315","23.649927590120946","6003212","6259154","-4.089082965525373","-"
"114/04/09","109/10","1110","東泥","水泥工業","143594","143254","143344","0.23734066762533682","0.17440562562786024","1280618","1282160","-0.1202658014600362","-"
"114/04/09","109/10","1201","味全","食品工業","1654044","1770907","1739332","-6.599047832551342","-4.903491685313672","15596088","17172143","-9.177975049474023","-"
"114/04/09","109/10","1203","味王","食品工業","435262","540372","514106","-19.45141495118178","-15.336136905618686","5026648","5258963","-4.417505884715295","-"
"114/04/09","109/10","1210","大成","食品工業","7578191","7188625","6863541","5.4192004729694485","10.412263873706006","64882736","64205759","1.054386725651822","-"
"114/04/09","109/10","1213","大飲","食品工業","26380","41327","27127","-36.16763858978392","-2.7537140118700925","352924","382109","-7.637872962950362","-"
"114/04/09","109/10","1215","卜蜂","食品工業","1913473","1920517","1908232","-0.3667762378567854","0.274652138733655","18280181","17483590","4.556221004953788","-"
"114/04/09","109/10","1216","統一","食品工業","36463221","40353475","36972407","-9.640443604918783","-1.3772054386396861","377275653","380327552","-0.8024396297221191","-"
"114/04/09","109/10","1217","愛之味","食品工業","266129","565045","284230","-52.901273349910184","-6.368434014706399","4051478","3898696","3.9187974645881596","-"
"114/04/09","109/10","1218","泰山","食品工業","676243","819145","690997","-17.445263048666597","-2.135175695408229","7105867","6887438","3.171411488568028","-"
"114/04/09","109/10","1219","福壽","食品工業","1099296","1086298","1083064","1.196540912346336","1.4987110641661066","10058390","10127804","-0.6853805622620659","-"
"114/04/09","109/10","1220","台榮","食品工業","241613","287415","309104","-15.9358419010838","-21.83439877840468","2297494","2384612","-3.653340669257724","-"
"114/04/09","109/10","1225","福懋油","食品工業","817026","835861","1023560","-2.2533650929999127","-20.178006174528118","8306554","8861930","-6.266986988161721","-"
"114/04/09","109/10","1227","佳格","食品工業","2812353","3958750","2305665","-28.958560151562992","21.97578572776184","27036883","23710561","14.028862497180054","-"
"114/04/09","109/10","1229","聯華","食品工業","807007","915901","716226","-11.889276242738026","12.67490987481605","7906778","6692813","18.138337347838643","-"
"114/04/09","109/10","1231","聯華食","食品工業","708224","694394","695551","1.9916646745219573","1.8220087383958905","7193868","7011674","2.598437976437581","-"
"114/04/09","109/10","1232","大統益","食品工業","1516071","1537742","1486022","-1.409274117504757","2.022110036055994","14001832","14095352","-0.6634811248417208","-"
"114/04/09","109/10","1233","天仁","食品工業","147219","180532","176532","-18.452684288657967","-16.60492148732241","1566522","1858834","-15.725556988951139","-"
"114/04/09","109/10","1234","黑松","食品工業","753787","876580","729907","-14.008190923817564","3.271649675917617","7622804","7481706","1.8859067704611756","-"
"114/04/09","109/10","1235","興泰","食品工業","6355","28185","10207","-77.45254568032641","-37.73880670128343","61710","58185","6.058262438772879","-"
"114/04/09","109/10","1236","宏亞","食品工業","112963","193049","149497","-41.48480437609104","-24.437948587597077","1262771","1425524","-11.417064882808006","-"
"114/04/09","109/10","1256","鮮活果汁-KY","食品工業","250600","570729","191665","-56.09124470633173","30.74896303446117","2957816","3028811","-2.3439891099180503","-"
"114/04/09","109/10","1301","台塑","塑膠工業","16712494","15836081","16583297","5.534279598595132","0.7790790938617332","147890638","175880157","-15.9139720349465","-"
"114/04/09","109/10","1303","南亞","塑膠工業","24739023","23828101","24199415","3.822889620956366","2.2298390271004487","218711317","238856644","-8.434065999855545","-"
"114/04/09","109/10","1304","台聚","塑膠工業","4622066","4307703","4560162","7.297694386080006","1.357495632830588","39250828","46545009","-15.671242001478612","-"
"114/04/09","109/10","1305","華夏","塑膠工業","1386393","1134914","1248897","22.158419052016278","11.009394689874345","10526829","12656114","-16.824161033947703","-"
"114/04/09","109/10","1307","三芳","塑膠工業","841490","840399","968475","0.12981928821904834","-13.111851106120447","7016582","8705491","-19.40050251042704","-"
"114/04/09","109/10","1308","亞聚","塑膠工業","458950","473181","583313","-3.007517208002857","-21.320114586851314","4444385","5623764","-20.971345881512807","-"
"114/04/09","109/10","1309","台達化","塑膠工業","1419625","1371229","1345676","3.529388599570167","5.49530496196707","12086690","14809338","-18.384670536927445","-"
"114/04/09","109/10","1310","台苯","塑膠工業","709251","642101","1007580","10.457856318554246","-29.60846781397011","6266452","10466940","-40.13100294833065","-"
"114/04/09","109/10","1312","國喬","塑膠工業","1567152","1487844","1595381","5.3303975416777565","-1.769420596083318","13038337","17179281","-24.104291675536363","-"
"114/04/09","109/10","1313","聯成","塑膠工業","4936665","5087822","4798646","-2.9709569242005713","2.876207163437353","39998168","51624733","-22.521307761533606","-"
"114/04/09","109/10","1314","中石化","塑膠工業","1294775","1224711","1931548","5.720859859999624","-32.96697778155138","14313110","26415314","-45.81510558610055","-"
"114/04/09","109/10","1315","達新","塑膠工業","214384","194188","155412","10.400230704265969","37.945589787146424","1845954","2047016","-9.822199728775935","-"
"114/04/09","109/10","1316","上曜","建材營造","63269","54133","44975","16.876951212753774","40.67593107281823","1057270","464590","127.57054607288147","本年度增加房地收入"
"114/04/09","109/10","1319","東陽","汽車工業","1488561","1627022","1807560","-8.51008775542064","-17.648044878178318","14115815","17577260","-19.69274505810348","-"
"114/04/09","109/10","1321","大洋","塑膠工業","454209","508942","386564","-10.754270624157567","17.499042849308264","4039583","3878228","4.160534140849894","-"
"114/04/09","109/10","1323","永裕","塑膠工業","293385","303129","335952","-3.2144730461288757","-12.67056008001143","2790015","3018857","-7.580418681640104","-"
"114/04/09","109/10","1324","地球","塑膠工業","82168","85306","94553","-3.678522026586641","-13.09847387179677","876090","951076","-7.88433311323175","-"
"114/04/09","109/10","1325","恆大","塑膠工業","474557","471539","53828","0.64003189555901","781.617373857472","3467485","651235","432.44758036653434","受新冠肺炎影響致營收增加"
"114/04/09","109/10","1326","台化","塑膠工業","22525959","20716904","24869514","8.732265207195052","-9.423404896452741","203110368","276042156","-26.42052542148671","-"
"114/04/09","109/10","1337","再生-KY","塑膠工業","104094","79338","96614","31.203206534069423","7.7421491709276085","750185","1017119","-26.244126793423384","-"
"114/04/09","109/10","1338","廣華-KY","汽車工業","636462","661004","665814","-3.712836836085712","-4.4084383927042685","4750711","6033557","-21.261852668334782","-"
"114/04/09","109/10","1339","昭輝","汽車工業","199428","206573","215992","-3.4588256935804775","-7.668802548242527","1722382","2151485","-19.94450344761874","-"
"114/04/09","109/10","1340","勝悅-KY","塑膠工業","63877","81580","93568","-21.700171610688894","-31.73200239398085","538382","972457","-44.63693510355728","-"
"114/04/09","109/10","1341","富林-KY","塑膠工業","243484","229233","280626","6.216818695388535","-13.235409406113474","2109495","2503972","-15.754049965414948","-"
"114/04/09","109/10","1342","八貫","其他","118416","162943","105818","-27.32673388853771","11.905346916403637","1278019","1199352","6.55912526097426","-"
"114/04/09","109/10","1402","遠東新","紡織纖維","16790724","16832713","19963313","-0.24944879651901627","-15.892096667522068","167533437","210315551","-20.341869061313492","-"
"114/04/09","109/10","1409","新纖","紡織纖維","2763433","2597618","2900775","6.383348128939667","-4.734665735880928","25591766","32692783","-21.720442092678375","-"
"114/04/09","109/10","1410","南染","紡織纖維","34020","40589","35521","-16.184187834142254","-4.225669322372681","337030","334033","0.8972167420584194","-"
"114/04/09","109/10","1413","宏洲","紡織纖維","141414","122414","219241","15.521100527717419","-35.498378496722786","1218550","2610227","-53.31632076443926","疫情影響，下游需求急速萎縮"
