出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/03/18","110/4","1240","茂生農經","農業科技","249389","235368","187177","5.957054484891744","33.23698958739589","894816","734280","21.86304951789508","-"
"114/03/18","110/4","1259","安心","觀光餐旅","433647","429387","366567","0.9921120108433651","18.299519596690374","1718811","1647847","4.306467772796868","-"
"114/03/18","110/4","1264","德麥","食品工業","409622","421628","342347","-2.8475338450008065","19.651114220367056","1601559","1246373","28.49756854488985","-"
"114/03/18","110/4","1268","漢來美食","觀光餐旅","287397","288162","114139","-0.2654756699356612","151.79561762412496","1314376","953376","37.8654381901789","去年受新冠肺炎影響"
"114/03/18","110/4","1294","漢田生技","食品工業","19180","0","17127","","11.98692123547615","83061","58846","41.14978078374061","-"
"114/03/18","110/4","1336","台翰","電子零組件業","187035","123105","94184","51.93127817716584","98.58468529686571","564026","561482","0.4530866528223523","去年同期收入因受新冠肺炎影響"
"114/03/18","110/4","1565","精華","生技醫療業","400742","486091","411937","-17.558234980692916","-2.717648572475888","1706824","1747349","-2.3192275841861014","-"
"114/03/18","110/4","1569","濱川","電腦及週邊設備業","279510","390104","574803","-28.34987593052109","-51.372905151852024","1405635","1510822","-6.9622364514151895","因去年同期的基期較高，且受到面板、IC缺料嚴重影響供應鏈出貨所致"
"114/03/18","110/4","1570","力肯","電機機械","39647","71173","40383","-44.2948871060655","-1.8225490924398882","202510","162860","24.346064104138524","-"
"114/03/18","110/4","1580","新麥","電機機械","387548","317231","242032","22.165866513676153","60.12262841277187","1176125","735172","59.979569406887094","主要係疫情受到控制，烘焙市場回溫，讓烘焙設備銷售重新回到軌道。"
"114/03/18","110/4","1584","精剛","其他","74531","71088","68407","4.843292820166554","8.952300203195579","253215","304996","-16.977599706225657","-"
"114/03/18","110/4","1586","和勤","電機機械","205459","204367","202289","0.5343328423864909","1.5670649417417655","831918","621101","33.94246668416248","合併營業收入係將母子公司及各子公司間重複營收部分消除後所得數字"
"114/03/18","110/4","1591","駿吉-KY","電機機械","66502","76143","23179","-12.661702323260181","186.9062513482031","273765","149083","83.6326073395357","去年同期受疫情影響，出貨較少"
"114/03/18","110/4","1593","祺驊","運動休閒","117827","87977","60912","33.92932243654592","93.43807459942212","383604","216282","77.36288734152635","新冠肺炎疫情帶動家用健身器材需求激增"
"114/03/18","110/4","1595","川寶","電子零組件業","179037","187084","219039","-4.3012764319770795","-18.26250119841672","651453","547763","18.929719605011655","-"
"114/03/18","110/4","1599","宏佳騰","電機機械","227624","303986","260326","-25.12023580033291","-12.56194156557547","985916","792440","24.415223865529253","-"
"114/03/18","110/4","1742","台蠟","化學工業","18137","41861","68893","-56.67327584147536","-73.67366786175664","122172","176168","-30.65028836110985","本期營收較去年同期減少係因太陽能收入較去年同期減少"
"114/03/18","110/4","1777","生泰","生技醫療業","71120","97017","102372","-26.6932599441335","-30.527878716836636","306703","337699","-9.178588032537851","-"
"114/03/18","110/4","1781","合世","生技醫療業","81691","91242","63849","-10.467767037110102","27.944055505959373","293108","169458","72.9679330571587","本年營收較去年累計大幅增加主要係因出貨量增加"
