出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/04/05","109/12","1101","台泥","水泥工業","10933035","10889658","12330504","0.3983320688308118","-11.333429679760048","114365085","122783014","-6.8559393728516875","-"
"114/04/05","109/12","1102","亞泥","水泥工業","8320877","7923604","8115203","5.013791703876166","2.5344282823239297","78241985","89341528","-12.423721922463649","-"
"114/04/05","109/12","1103","嘉泥","水泥工業","200989","208929","157879","-3.8003340847847835","27.305721470239867","2057081","1883793","9.198887563548649","-"
"114/04/05","109/12","1104","環泥","水泥工業","555150","488513","457657","13.640783356840043","21.30263494276281","5426099","5005731","8.397734516696962","-"
"114/04/05","109/12","1108","幸福","水泥工業","388124","402129","377849","-3.482713258680672","2.719340265555817","4530250","3731696","21.399224374118365","-"
"114/04/05","109/12","1109","信大","水泥工業","852626","719102","691591","18.568158620056682","23.284715966517783","7574940","7821396","-3.151048738613925","-"
"114/04/05","109/12","1110","東泥","水泥工業","160628","149741","150784","7.270553822934266","6.528544142614601","1590987","1584940","0.38152863830807476","-"
"114/04/05","109/12","1201","味全","食品工業","1472723","1588873","1499513","-7.310212962269483","-1.7865800429872898","18657684","20229153","-7.768338100957563","-"
"114/04/05","109/12","1203","味王","食品工業","519264","481337","579498","7.879510613146299","-10.394168746052618","6027250","6423637","-6.1707565355887946","-"
"114/04/05","109/12","1210","大成","食品工業","8214226","7431123","6971663","10.538151501462162","17.823050253576515","80528084","78080258","3.1350126942459644","-"
"114/04/05","109/12","1213","大飲","食品工業","31241","25440","28674","22.802672955974842","8.952361023924112","409605","435472","-5.939991549399273","-"
"114/04/05","109/12","1215","卜蜂","食品工業","2057868","1851586","1833883","11.140827377178267","12.213701746512728","22189635","21173634","4.798425249062112","-"
"114/04/05","109/12","1216","統一","食品工業","34159430","35858206","33014880","-4.737481847251366","3.466770135163296","447293289","447657706","-0.08140527798710562","-"
"114/04/05","109/12","1217","愛之味","食品工業","280185","284591","292321","-1.5481866959953055","-4.151600466610336","4616254","4468894","3.2974601769475846","-"
"114/04/05","109/12","1218","泰山","食品工業","694505","670202","653138","3.626220154520577","6.333577283820571","8470574","8123563","4.271660107763059","-"
"114/04/05","109/12","1219","福壽","食品工業","1185413","1086305","1144475","9.123404568698477","3.5770112933877978","12330108","12248463","0.6665734304785833","-"
"114/04/05","109/12","1220","台榮","食品工業","258665","218974","303764","18.125896225122617","-14.846723113996392","2775133","2979164","-6.84859913720762","-"
"114/04/05","109/12","1225","福懋油","食品工業","1006866","900073","912234","11.864926511516288","10.373654128217103","10213493","10646506","-4.067184107161542","-"
"114/04/05","109/12","1227","佳格","食品工業","3872526","3556835","4148791","8.87561554022045","-6.658927865973485","34466244","31266232","10.2347222396354","-"
"114/04/05","109/12","1229","聯華","食品工業","946645","701599","920437","34.926788664179966","2.847343164170932","9555022","8262610","15.641691910909508","-"
"114/04/05","109/12","1231","聯華食","食品工業","921214","702239","911649","31.18240371155689","1.049197662696937","8817321","8588903","2.6594548803263933","-"
"114/04/05","109/12","1232","大統益","食品工業","1845049","1594098","1615860","15.742507675186845","14.183716411075217","17440979","17150108","1.6960301357869","-"
"114/04/05","109/12","1233","天仁","食品工業","171334","186443","196555","-8.103817252457855","-12.831522983388874","1924299","2265630","-15.065610889686312","-"
"114/04/05","109/12","1234","黑松","食品工業","845690","737796","918928","14.623825556115783","-7.96993888530984","9206290","9147009","0.6480916330135895","-"
"114/04/05","109/12","1235","興泰","食品工業","8603","8146","1571","5.610115394058433","447.6129853596435","78459","61642","27.281723500210894","較去年差異為本月處分724萬透過損益按公允價值衡量之金融資產"
"114/04/05","109/12","1236","宏亞","食品工業","231166","143333","273232","61.27897971855749","-15.395707676992446","1637270","1863993","-12.163296750577926","-"
"114/04/05","109/12","1256","鮮活果汁-KY","食品工業","291122","231589","293317","25.706315930376658","-0.7483371233170938","3479698","3520166","-1.1496048765882063","-"
"114/04/05","109/12","1301","台塑","塑膠工業","19710124","18212643","15648643","8.222205859962225","25.954205741673576","185813405","207848572","-10.601548419586928","-"
"114/04/05","109/12","1303","南亞","塑膠工業","28327943","26310187","23906984","7.669105506547711","18.492332617113057","273349447","286303059","-4.524440655731869","-"
"114/04/05","109/12","1304","台聚","塑膠工業","5820253","5133507","4568559","13.37771624739189","27.39800449113167","50204588","55663249","-9.80657992134092","-"
"114/04/05","109/12","1305","華夏","塑膠工業","1680981","1525029","1233303","10.226166190938008","36.29910897808568","13732839","15118589","-9.165868587339732","-"
"114/04/05","109/12","1307","三芳","塑膠工業","693860","731314","767780","-5.121466292180924","-9.627757951496523","8441756","10271410","-17.813075322667483","-"
"114/04/05","109/12","1308","亞聚","塑膠工業","682421","576968","593109","18.277096823394018","15.058277652168488","5703774","6790970","-16.00943605994431","-"
"114/04/05","109/12","1309","台達化","塑膠工業","1789006","1622907","1397706","10.23465916408026","27.995873238005704","15498603","17671185","-12.294489588559001","-"
"114/04/05","109/12","1310","台苯","塑膠工業","870907","975087","915803","-10.684174847987924","-4.902364373123914","8112446","12219689","-33.61168193396739","-"
"114/04/05","109/12","1312","國喬","塑膠工業","1848773","1685135","1645058","9.710675999252285","12.383453957246493","16572244","20489355","-19.11778579657583","-"
"114/04/05","109/12","1313","聯成","塑膠工業","6091072","5696942","5711986","6.918272996284673","6.636675930228121","51870874","62715952","-17.29237563036594","-"
"114/04/05","109/12","1314","中石化","塑膠工業","1880643","1390823","1760840","35.217996826339515","6.803741396151836","17584576","29623258","-40.63929092471868","-"
"114/04/05","109/12","1315","達新","塑膠工業","213256","179377","191026","18.88703679958969","11.637159339566342","2238588","2445575","-8.463735522320926","-"
"114/04/05","109/12","1316","上曜","建材營造","49163","144820","313186","-66.05234083690098","-84.30229959193578","1251253","824739","51.715027420796154","本月減少營建收入;本年度增加房地收入。"
"114/04/05","109/12","1319","東陽","汽車工業","1593441","1610814","1925818","-1.0785230324543988","-17.259003706476935","17320070","21613680","-19.86524275366342","-"
"114/04/05","109/12","1321","大洋","塑膠工業","479536","471422","440232","1.7211755072949502","8.928019771393265","4990071","4693085","6.3281615397973825","-"
"114/04/05","109/12","1323","永裕","塑膠工業","301482","313683","325715","-3.88959554709691","-7.439939824693367","3405180","3642187","-6.507271592589837","-"
"114/04/05","109/12","1324","地球","塑膠工業","102720","76948","92103","33.49274834953475","11.527311813947428","1055758","1136341","-7.091445261589611","-"
"114/04/05","109/12","1325","恆大","塑膠工業","295463","293910","65899","0.528393045490116","348.35733470917614","4056858","772775","424.9727281550257","受新冠肺炎影響致營收增加"
"114/04/05","109/12","1326","台化","塑膠工業","26248571","23935729","24389832","9.662718022918792","7.620958602748884","253294668","324366935","-21.911070251349756","-"
"114/04/05","109/12","1337","再生-KY","塑膠工業","137055","120963","128450","13.303241487066293","6.699104710003892","1008203","1260924","-20.04252437101681","-"
"114/04/05","109/12","1338","廣華-KY","汽車工業","724559","677998","741239","6.86742438768256","-2.25028634489011","6165859","7427876","-16.99028093629996","-"
"114/04/05","109/12","1339","昭輝","汽車工業","189986","201196","254373","-5.571681345553589","-25.31204176543894","2112389","2659571","-20.574070028587318","-"
"114/04/05","109/12","1340","勝悅-KY","塑膠工業","46900","69788","90249","-32.79646930704419","-48.03266518188567","655070","1157023","-43.38314795816505","-"
"114/04/05","109/12","1341","富林-KY","塑膠工業","320897","234269","274823","36.97800391857224","16.764972364030665","2664661","3021131","-11.799223535821518","-"
"114/04/05","109/12","1342","八貫","其他","146660","105110","150134","39.53001617353249","-2.313932886621285","1529789","1442715","6.035426262290196","-"
"114/04/05","109/12","1402","遠東新","紡織纖維","20535299","18791926","20227978","9.27724491890826","1.5192868016763712","206860662","249921685","-17.229806609218404","-"
"114/04/05","109/12","1409","新纖","紡織纖維","4167286","2551167","2670865","63.34822455762402","56.02757908018563","32310219","38119524","-15.239710233527575","本月出售土地交易總金額新台幣1,200,088,888元"
"114/04/05","109/12","1410","南染","紡織纖維","42139","37087","30107","13.622023889772697","39.964127943667584","416256","398114","4.5569861898853095","-"
"114/04/05","109/12","1413","宏洲","紡織纖維","163371","183846","183726","-11.137038608400509","-11.078998073217726","1565767","2947365","-46.87570083786704","-"
"114/04/05","109/12","1414","東和","紡織纖維","87371","59309","68651","47.31491004737898","27.268357343665787","702472","790578","-11.144504400577805","-"
"114/04/05","109/12","1416","廣豐","其他","10118","16677","18678","-39.329615638304254","-45.82931791412357","203836","258885","-21.263881646290823","因商場出售，平穩租金估列數在剩餘合約期間沖減，本月沖減592萬。"
"114/04/05","109/12","1417","嘉裕","紡織纖維","90121","107100","143657","-15.853408029878619","-37.26654461669115","1058450","1405652","-24.70042371796149","-"
"114/04/05","109/12","1418","東華","紡織纖維","11891","11414","5238","4.179078324864202","127.01412752959145","100142","211540","-52.66048974189279","因客戶受新冠狀肺炎疫情之影響調降開工率，造成亞克力纖維市場需求停滯。"
"114/04/05","109/12","1419","新紡","紡織纖維","232948","229060","194686","1.6973718676329346","19.65318512887419","2149393","2082287","3.222706572148796","-"
"114/04/05","109/12","1423","利華","紡織纖維","12124","12038","11776","0.7144043861106496","2.9551630434782608","202723","455091","-55.454403624769554","受到今年所爆發之全球嚴重肺炎疫情影響，也連帶影響到民眾消費意願及下游紗廠訂單需求，因此仍較去年同期出現較大幅度萎縮。"
"114/04/05","109/12","1432","大魯閣","運動休閒","87314","67819","96781","28.745631755112875","-9.781878674533225","1149062","1172732","-2.018363956982499","-"
