出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/02/21","106/1","1259","安心","觀光餐旅","413708","381613","370840","8.410352896782866","11.559702297486787","413708","370840","11.559702297486787","-"
"114/02/21","106/1","1264","德麥","食品工業","320566","405119","424951","-20.87115143945359","-24.564008556280605","320566","424951","-24.564008556280605","-"
"114/02/21","106/1","1268","漢來美食","觀光餐旅","392838","309300","317424","27.008729388942776","23.758127929835172","392838","317424","23.758127929835172","-"
"114/02/21","106/1","1336","台翰","電子零組件業","147738","172492","188008","-14.350810472369734","-21.41930130632739","147738","188008","-21.41930130632739","-"
"114/02/21","106/1","1565","精華","生技醫療業","454538","592056","539637","-23.227194724823327","-15.769674799911792","454538","539637","-15.769674799911792","-"
"114/02/21","106/1","1569","濱川","電腦及週邊設備業","251351","263396","187254","-4.572962383635287","34.229976395697825","251351","187254","34.229976395697825","-"
"114/02/21","106/1","1570","力肯","電機機械","55984","78582","65790","-28.757221755618335","-14.90500075999392","55984","65790","-14.90500075999392","-"
"114/02/21","106/1","1580","新麥","電機機械","260900","467039","338688","-44.137427495348355","-22.967450869236583","260900","338688","-22.967450869236583","-"
"114/02/21","106/1","1584","精剛","其他","75038","85119","60938","-11.843419213101658","23.13827168597591","75038","60938","23.13827168597591","-"
"114/02/21","106/1","1586","和勤","電機機械","185742","199243","186846","-6.7761477191168575","-0.590860922899072","185742","186846","-0.590860922899072","-"
"114/02/21","106/1","1591","駿吉-KY","電機機械","39499","47809","37784","-17.381664540149345","4.538958289222951","39499","37784","4.538958289222951","-"
"114/02/21","106/1","1593","祺驊","運動休閒","56889","62161","74014","-8.481202039864224","-23.13751452427919","56889","74014","-23.13751452427919","-"
"114/02/21","106/1","1595","川寶","電子零組件業","86397","64543","56420","33.85959747765056","53.13186813186813","86397","56420","53.13186813186813","客戶需求增加"
"114/02/21","106/1","1599","宏佳騰","電機機械","167300","132026","205661","26.717464741793282","-18.652539859282996","167300","205661","-18.652539859282996","-"
"114/02/21","106/1","1742","台蠟","化學工業","32194","32591","51551","-1.218127703967353","-37.549223099454906","32194","51551","-37.549223099454906","-"
"114/02/21","106/1","1777","生泰","生技醫療業","59549","63820","69166","-6.692259479786901","-13.904230402220744","59549","69166","-13.904230402220744","-"
"114/02/21","106/1","1781","合世","生技醫療業","60091","62570","39169","-3.961962601885888","53.41469018866961","60091","39169","53.41469018866961","本月營收較去年同期增加主要係因出貨量增加所致。"
"114/02/21","106/1","1784","訊聯","生技醫療業","59457","60224","51272","-1.2735786397449522","15.963878920268373","59457","51272","15.963878920268373","-"
"114/02/21","106/1","1785","光洋科","其他電子業","1474384","1493647","2767569","-1.289662149088774","-46.72638694825675","1474384","2767569","-46.72638694825675","-"
"114/02/21","106/1","1788","杏昌","生技醫療業","247997","272139","229798","-8.871201849055078","7.919564138939417","247997","229798","7.919564138939417","-"
"114/02/21","106/1","1796","金穎生技","食品工業","24202","27519","42263","-12.053490315781824","-42.7347798310579","24202","42263","-42.7347798310579","-"
"114/02/21","106/1","1799","易威","生技醫療業","59399","25617","16286","131.8733653433267","264.72430308240206","59399","16286","264.72430308240206","原藥料營收增加"
"114/02/21","106/1","1813","寶利徠","生技醫療業","36418","34895","37563","4.364522137842098","-3.048212336607832","36418","37563","-3.048212336607832","-"
"114/02/21","106/1","1815","富喬","電子零組件業","413796","413497","436988","0.0723100772194236","-5.3072395580656675","413796","436988","-5.3072395580656675","-"
"114/02/21","106/1","2035","唐榮公司","鋼鐵工業","1778129","1808448","794612","-1.6765204197190078","123.77323775628861","1778129","794612","123.77323775628861","營收較上年同期增加，係因銷售量及售價都較上年同期同步明顯提升所致。"
"114/02/21","106/1","2061","風青","電器電纜","80997","107645","84359","-24.75544614241256","-3.9853483327208714","80997","84359","-3.9853483327208714","-"
"114/02/21","106/1","2063","世鎧","鋼鐵工業","63307","78481","60717","-19.33461602171226","4.2656916514320535","63307","60717","4.2656916514320535","-"
"114/02/21","106/1","2064","晉椿","鋼鐵工業","139646","213214","152009","-34.50430084328421","-8.133071068160438","139646","152009","-8.133071068160438","-"
