出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/02/21","107/9","1240","茂生農經","農業科技","123364","115624","107304","6.694111949076317","14.966823231193619","1066528","1041889","2.364839248710755","-"
"114/02/21","107/9","1259","安心","觀光餐旅","453036","469268","399781","-3.4590042363851787","13.321043271190977","3945426","3697663","6.700529496603665","-"
"114/02/21","107/9","1264","德麥","食品工業","340050","346480","329738","-1.8558069729854536","3.1273313964420235","2932105","2692073","8.916251528097492","-"
"114/02/21","107/9","1268","漢來美食","觀光餐旅","299610","299096","222897","0.1718511782170273","34.416344769108605","2704813","2474702","9.298533722444157","-"
"114/02/21","107/9","1336","台翰","電子零組件業","273897","262437","221323","4.366762308668366","23.7544222697144","2074787","1647722","25.918510525440578","-"
"114/02/21","107/9","1565","精華","生技醫療業","543529","560391","590243","-3.0089705223674184","-7.91436747238002","4968296","4775484","4.037538394014094","-"
"114/02/21","107/9","1569","濱川","電腦及週邊設備業","327331","311677","305320","5.022507275159861","7.209157605135595","2570886","2543846","1.062957427454335","-"
"114/02/21","107/9","1570","力肯","電機機械","62346","67522","87833","-7.665649714167234","-29.017567429098403","491599","639007","-23.06829189664589","-"
"114/02/21","107/9","1580","新麥","電機機械","390329","410346","452852","-4.878078499607648","-13.806497487037708","3167040","3304992","-4.174049437941151","-"
"114/02/21","107/9","1584","精剛","其他","35269","25986","77536","35.72308165935504","-54.51274246801486","421703","769390","-45.18995567917441","貿易鋼類需求減緩,調整產品組合"
"114/02/21","107/9","1586","和勤","電機機械","241297","210780","191948","14.47812885473005","25.709567174443077","1902867","1587269","19.88308219967756","-"
"114/02/21","107/9","1591","駿吉-KY","電機機械","80226","79517","28296","0.8916332356602991","183.52417302798983","590062","316699","86.31634454166259","營收成長係客戶需求增加"
"114/02/21","107/9","1593","祺驊","運動休閒","73617","89858","94566","-18.07407242538227","-22.152782183871583","580027","609816","-4.8849161058417625","-"
