出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/04/12","112/7","1240","茂生農經","農業科技","240796","222821","262129","8.06701343230665","-8.138359357415624","1664489","1899204","-12.35859865501547","-"
"114/04/12","112/7","1259","安心","觀光餐旅","543899","524226","507739","3.752770751546089","7.12176925546393","3475913","3254878","6.790884328076198","-"
"114/04/12","112/7","1264","德麥","食品工業","451975","441417","423243","2.391842634062576","6.788535191367607","3156987","2854913","10.580847822683213","-"
"114/04/12","112/7","1268","漢來美食","觀光餐旅","390642","366717","304830","6.524104418393475","28.150772561755733","2800135","1879048","49.01881165356074","-"
"114/04/12","112/7","1294","漢田生技","食品工業","56192","63374","26882","-11.332723198788146","109.03206606651291","303502","136953","121.61033347206705","本月及本年累計營收增加主係銷售訂單增加所致。"
"114/04/12","112/7","1336","台翰","電子零組件業","202210","196381","248172","2.9682097555262477","-18.520219847525105","1347040","1398672","-3.6915016529965565","-"
"114/04/12","112/7","1565","精華","生技醫療業","359944","325654","431500","10.52958047498265","-16.583082271147163","2565612","3002502","-14.550864578941162","-"
"114/04/12","112/7","1569","濱川","電腦及週邊設備業","321357","300457","435232","6.9560702529812914","-26.164206675979706","2123386","3278254","-35.228142785763396","-"
"114/04/12","112/7","1570","力肯","電機機械","31008","29017","72208","6.861494985698039","-57.05738976290716","266840","397448","-32.861657374046416","客戶調節庫存"
"114/04/12","112/7","1580","新麥","電機機械","372377","395391","356589","-5.8205674888907435","4.427506176578638","2414465","2199867","9.755044282222515","-"
"114/04/12","112/7","1584","精剛","其他","227341","203277","172086","11.838033815926051","32.10894552723638","1496667","920534","62.58682460397986","主要係因鎳基產品銷售增加所致。"
"114/04/12","112/7","1586","和勤","電機機械","174896","160389","239884","9.044884624257275","-27.09142752330293","1201095","1582672","-24.10967022857547","-"
"114/04/12","112/7","1591","駿吉-KY","電機機械","7002","2355","66903","197.3248407643312","-89.53410160979328","35038","448047","-92.17983827589516","因上游煤鐵原物料持續下跌，國際鋼價不穩，歐、美、亞洲等地區下跌至新低點，"
