出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/04/12","112/9","1240","茂生農經","農業科技","223358","237505","281078","-5.956506178817288","-20.535225097659723","2125352","2462143","-13.678774953363797","-"
"114/04/12","112/9","1259","安心","觀光餐旅","517430","533004","489931","-2.921929291337401","5.61283119459679","4526347","4269190","6.023554819532511","-"
"114/04/12","112/9","1264","德麥","食品工業","537887","512933","454924","4.864962870394379","18.236672499142713","4207807","3766152","11.726956320403424","-"
"114/04/12","112/9","1268","漢來美食","觀光餐旅","410264","399093","388161","2.7990969523394296","5.694286649096638","3609492","2613834","38.091860462447116","-"
"114/04/12","112/9","1294","漢田生技","食品工業","59282","61964","35342","-4.3283196694855075","67.73810197498727","424747","204857","107.33828963618524","本月及本年累計營收增加主係銷售訂單增加所致。"
"114/04/12","112/9","1336","台翰","電子零組件業","217748","197848","258105","10.058226517326432","-15.635884620600143","1762636","1911873","-7.805800908323931","-"
"114/04/12","112/9","1565","精華","生技醫療業","342909","350975","429047","-2.298169385283852","-20.076588345798946","3259496","3857670","-15.506095648409532","-"
"114/04/12","112/9","1569","濱川","電腦及週邊設備業","318996","336109","363730","-5.091503054068769","-12.298683089104555","2778490","3963284","-29.894249314457404","-"
"114/04/12","112/9","1570","力肯","電機機械","20095","19387","38607","3.651931706813844","-47.94985365348253","306324","471797","-35.0729233123568","-"
"114/04/12","112/9","1580","新麥","電機機械","449843","436714","334670","3.0063153459701315","34.41390025995757","3303382","2904561","13.730852958502163","-"
"114/04/12","112/9","1584","精剛","其他","210465","255866","133405","-17.744053528018572","57.763951875866724","1962998","1183267","65.89645447730732","主要係因鎳基產品銷售增加所致。"
"114/04/12","112/9","1586","和勤","電機機械","216274","196276","189692","10.188713851922802","14.013242519452586","1613645","1949447","-17.22550035984564","-"
"114/04/12","112/9","1591","駿吉-KY","電機機械","8575","9375","69152","-8.533333333333333","-87.59978019435447","52988","563084","-90.58968111329749","美國受到通膨衝擊及原物料持續波動不穩，導致客戶下單謹慎，故營收較去年同期減少。"
"114/04/12","112/9","1593","祺驊","運動休閒","88537","85923","94045","3.0422587665700687","-5.856770694880111","782138","521313","50.03232223251674","111年9月起韻智公司納入合併報表，使合併營收增加。"
"114/04/12","112/9","1595","川寶","電子零組件業","149944","104912","138072","42.92359310660363","8.5984124225042","1150131","1418639","-18.927154829382246","-"
"114/04/12","112/9","1599","宏佳騰","電機機械","315732","327220","308276","-3.5107878491534747","2.4186118932385265","1667928","2644586","-36.930468511895626","-"
"114/04/12","112/9","1742","台蠟","化學工業","23139","14460","81570","60.02074688796681","-71.63295329165135","291385","425212","-31.473006406216193","本月營收較去年同期減少，係因蠟品及太陽能事業較去年同期減少"
"114/04/12","112/9","1777","生泰","生技醫療業","82659","124542","125056","-33.62961892373657","-33.90241171954964","842794","738245","14.161829744867896","-"
"114/04/12","112/9","1781","合世","生技醫療業","79462","68107","54443","16.672295065118124","45.95448450673181","485745","568872","-14.612601780365354","-"
"114/04/12","112/9","1784","訊聯","生技醫療業","88613","109307","72177","-18.93199886558043","22.771797109882648","842740","718433","17.302518119295744","-"
"114/04/12","112/9","1785","光洋科","其他電子業","2306288","1907965","1922452","20.87685046633455","19.965960138406576","16546523","20625555","-19.776592678354593","-"
"114/04/12","112/9","1788","杏昌","生技醫療業","323708","352501","349226","-8.16820377814531","-7.307016087003832","2913627","3731126","-21.91024907762429","-"
"114/04/12","112/9","1796","金穎生技","食品工業","56009","66942","57939","-16.332048639120433","-3.3310895942284127","610822","463773","31.707106709532464","-"
"114/04/12","112/9","1799","易威","生技醫療業","45111","12809","18013","252.1820594894215","150.43579636928885","174590","112049","55.815759176788724","學名藥銷售增加且委託開發收入本期完工比例較高，故本期營收增加"
"114/04/12","112/9","1813","寶利徠","生技醫療業","25660","33888","31414","-24.279981114258735","-18.316674094352837","277736","283437","-2.011381717983185","-"
"114/04/12","112/9","1815","富喬","電子零組件業","286330","243125","378884","17.770694087403598","-24.428057136221113","2490697","3637811","-31.533084044223298","-"
"114/04/12","112/9","2035","唐榮公司","鋼鐵工業","839551","871230","1028865","-3.6361236412887528","-18.400276032326886","8575525","10625200","-19.290695704551442","-"
"114/04/12","112/9","2061","風青","電器電纜","73433","74411","80278","-1.3143218072596794","-8.526619995515583","652790","667212","-2.1615318669328487","-"
