出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/02/21","109/3","1240","茂生農經","農業科技","188934","168721","137999","11.980132882095294","36.909687751360515","547103","430940","26.95572469485311","-"
"114/02/21","109/3","1259","安心","觀光餐旅","401279","392606","442305","2.2090849350239172","-9.275499937825709","1281281","1302090","-1.5981230176101497","-"
"114/02/21","109/3","1264","德麥","食品工業","339263","214857","317415","57.9017672219197","6.883102562890853","904026","944529","-4.288169023926211","-"
"114/02/21","109/3","1268","漢來美食","觀光餐旅","140357","219866","290982","-36.162480783750105","-51.764370304692385","839237","1030022","-18.522419909477662","本月較去年同期減少係受新冠肺炎疫情影響"
"114/02/21","109/3","1336","台翰","電子零組件業","152811","152488","197116","0.21181994648759248","-22.476612755940664","467297","554487","-15.724444396351943","-"
"114/02/21","109/3","1565","精華","生技醫療業","455729","463892","554401","-1.7596768213291025","-17.79794769489954","1335412","1623563","-17.748063980270555","-"
"114/02/21","109/3","1569","濱川","電腦及週邊設備業","503631","147663","297800","241.06783689888462","69.11719274680993","936019","905453","3.3757688140632367","本月較去年同期增加69.12%，主係客戶需求增加所致。"
"114/02/21","109/3","1570","力肯","電機機械","40354","44416","45905","-9.145353025936599","-12.092364666158371","122477","124516","-1.6375405570368466","-"
"114/02/21","109/3","1580","新麥","電機機械","183018","82089","307897","122.95069985016262","-40.55869332926271","488641","823690","-40.67658949362017","-"
"114/02/21","109/3","1584","精剛","其他","74134","82528","68822","-10.171093447072508","7.7184621196710355","236589","178806","32.316029663434115","-"
"114/02/21","109/3","1586","和勤","電機機械","148616","79865","160161","86.0840167783134","-7.208371576101547","418813","425360","-1.5391668233966522","合併營業收入係將母子公司及各子公司間重複營收部分消除後所得數字"
"114/02/21","109/3","1591","駿吉-KY","電機機械","33415","47024","54173","-28.94054100034025","-38.31798128218854","125904","190689","-33.97416736151535","-"
"114/02/21","109/3","1593","祺驊","運動休閒","60177","52042","74097","15.631605241919988","-18.78618567553342","155370","188131","-17.413929655399695","-"
