出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/04/12","112/8","1240","茂生農經","農業科技","237505","240796","281860","-1.3667170551005832","-15.736535868871071","1901994","2181065","-12.795171166379728","-"
"114/04/12","112/8","1259","安心","觀光餐旅","533004","543899","524381","-2.0031292574540496","1.6444150341068804","4008917","3779259","6.07679971126615","-"
"114/04/12","112/8","1264","德麥","食品工業","512933","451975","456315","13.487029149842359","12.407656991332741","3669920","3311228","10.832597453271113","-"
"114/04/12","112/8","1268","漢來美食","觀光餐旅","399093","390642","346625","2.1633618504922665","15.136819329246304","3199228","2225673","43.74205015741306","-"
"114/04/12","112/8","1294","漢田生技","食品工業","61964","56192","32563","10.271924829157175","90.28959248226515","365466","169516","115.5938082540881","本月及本年累計營收增加主係銷售訂單增加所致。"
"114/04/12","112/8","1336","台翰","電子零組件業","197848","202210","255096","-2.1571633450373375","-22.44174742057892","1544887","1653767","-6.583756962135537","-"
"114/04/12","112/8","1565","精華","生技醫療業","350975","359944","426121","-2.4917764985664435","-17.634897130157867","2916587","3428623","-14.93415869869624","-"
"114/04/12","112/8","1569","濱川","電腦及週邊設備業","336109","321357","321300","4.590533269852531","4.609088079676315","2459495","3599554","-31.67222939286367","-"
"114/04/12","112/8","1570","力肯","電機機械","19387","31008","35742","-37.47742518059856","-45.75849141066532","286227","433190","-33.92576005909647","-"
"114/04/12","112/8","1580","新麥","電機機械","436714","372377","363931","17.277382867362913","19.999120712442743","2852326","2565443","11.182591076862748","-"
"114/04/12","112/8","1584","精剛","其他","255866","227341","129328","12.547230811864116","97.84269454410492","1752533","1049862","66.9298441128453","主要係因鎳基產品銷售增加所致。"
"114/04/12","112/8","1586","和勤","電機機械","196276","174896","177083","12.224407647973653","10.83842040173252","1397371","1759755","-20.592866620637533","-"
"114/04/12","112/8","1591","駿吉-KY","電機機械","9375","7002","45885","33.89031705227078","-79.56848643347499","44413","493932","-91.00827644291117","因原物料持續波動不穩，導致客戶下單謹慎，故營收較去年同期減少"
"114/04/12","112/8","1593","祺驊","運動休閒","85923","93338","69599","-7.944245644860614","23.454359976436443","693601","427268","62.33394497130607","111年9月起韻智公司納入合併報表，使合併營收增加。"
"114/04/12","112/8","1595","川寶","電子零組件業","104912","84113","119938","24.72744997800578","-12.528139538761694","1000187","1280567","-21.894988704222428","-"
"114/04/12","112/8","1599","宏佳騰","電機機械","327220","303522","330066","7.80767127259309","-0.8622517920658292","1352196","2336311","-42.122602684317286","-"
"114/04/12","112/8","1742","台蠟","化學工業","14460","23486","35053","-38.43140594396662","-58.748181325421506","268246","343642","-21.940275053689597","本月營收較去年同期減少，係因蠟品較去年同期減少"
"114/04/12","112/8","1777","生泰","生技醫療業","124542","123173","94700","1.1114448783418445","31.512143611404436","760135","613189","23.964226364138952","-"
"114/04/12","112/8","1781","合世","生技醫療業","68107","65713","86009","3.643114756593064","-20.814100849911057","406283","514429","-21.022531777951865","-"
"114/04/12","112/8","1784","訊聯","生技醫療業","109307","91333","88889","19.679633867276888","22.970221287223392","754127","646256","16.691682553043997","-"
"114/04/12","112/8","1785","光洋科","其他電子業","1907965","1736569","1985477","9.869806497755055","-3.903948522193911","14240235","18703103","-23.86164477627055","-"
"114/04/12","112/8","1788","杏昌","生技醫療業","352501","308239","321888","14.359636515820515","9.510450840043742","2589919","3381900","-23.418226440758154","-"
"114/04/12","112/8","1796","金穎生技","食品工業","66942","72216","54658","-7.30309072781655","22.47429470525815","554813","405834","36.709344214629624","-"
"114/04/12","112/8","1799","易威","生技醫療業","12809","10230","5419","25.210166177908114","136.37202435873778","129479","94036","37.69088434216683","新藥/學名藥收入本月增加，故營收增加"
"114/04/12","112/8","1813","寶利徠","生技醫療業","33888","32637","33540","3.833072892729111","1.037567084078712","252076","252023","0.02102982664280641","-"
"114/04/12","112/8","1815","富喬","電子零組件業","243125","248224","379835","-2.0541929869795026","-35.991943870364764","2204366","3258927","-32.359147658109556","-"
"114/04/12","112/8","2035","唐榮公司","鋼鐵工業","871230","823607","1087296","5.782248086769539","-19.871865618929895","7735974","9596335","-19.38616148769296","-"
"114/04/12","112/8","2061","風青","電器電纜","74411","78020","80710","-4.625736990515253","-7.804485193904101","579489","586669","-1.2238587687435334","-"
