出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/03/27","110/8","1101","台泥","水泥工業","8964476","8319971","9206588","7.7464813278796285","-2.6297690306115578","67307812","67398791","-0.13498610086344132","以上營收不包含停業部門營收:110年8月595,903仟元暨109年8月678,426仟元;110年1-8月8,113,370仟元暨109年1-8月5,104,554仟元"
"114/03/27","110/8","1102","亞泥","水泥工業","7193266","6477630","6683133","11.047806064872493","7.633141522097495","53979254","47307654","14.10258052534163","-"
"114/03/27","110/8","1103","嘉泥","水泥工業","166022","192983","152585","-13.97066062813823","8.80623914539437","1453918","1318033","10.309681168832647","-"
"114/03/27","110/8","1104","環泥","水泥工業","431224","493738","366990","-12.661371010535952","17.502929235129024","3829973","3435661","11.477034550265582","-"
"114/03/27","110/8","1108","幸福","水泥工業","249977","310860","366847","-19.58534388470694","-31.857968035720614","2635052","2977578","-11.503510571343556","-"
"114/03/27","110/8","1109","信大","水泥工業","591358","492134","625696","20.161988401532916","-5.487968598169079","4781224","4537827","5.363734668597988","-"
"114/03/27","110/8","1110","東泥","水泥工業","109276","159247","98636","-31.379555030864005","10.787136542438866","1203643","993770","21.1188705636113","-"
"114/03/27","110/8","1201","味全","食品工業","1917771","1802387","1860519","6.4017328132082625","3.077205876424804","13034161","12171137","7.090742631522429","-"
"114/03/27","110/8","1203","味王","食品工業","540451","494155","509509","9.368720340783762","6.07290548351452","3974812","4051015","-1.881084123361676","-"
"114/03/27","110/8","1210","大成","食品工業","7913624","9150386","6771132","-13.515954408917832","16.872983719708905","65837966","50115919","31.371363258847953","-"
"114/03/27","110/8","1213","大飲","食品工業","42312","52085","64820","-18.763559566093885","-34.7238506633755","299920","285217","5.155022316341593","-"
"114/03/27","110/8","1215","卜蜂","食品工業","2037783","2147399","1892166","-5.1045939762475445","7.695783562330155","16013397","14446191","10.848575932576276","-"
"114/03/27","110/8","1216","統一","食品工業","41942340","41852623","41212854","0.21436410329646483","1.7700448505701643","316592095","300458957","5.369498104195309","-"
"114/03/27","110/8","1217","愛之味","食品工業","605106","441314","639670","37.114616803455135","-5.4034111338659","3320654","3220304","3.1161654303444646","-"
"114/03/27","110/8","1218","泰山","食品工業","960802","895483","853882","7.294275826565105","12.521636479045114","6565812","5610479","17.027654857989845","-"
"114/03/27","110/8","1219","福壽","食品工業","1167521","1263633","975254","-7.606005857713434","19.714556412996","9590926","7872797","21.82361618113613","-"
"114/03/27","110/8","1220","台榮","食品工業","265446","258235","260431","2.792417759017949","1.9256540120031793","2021307","1768466","14.297193160626215","-"
"114/03/27","110/8","1225","福懋油","食品工業","1052440","1084754","826403","-2.9789242537939478","27.351909419496298","8401897","6653667","26.274684320691133","-"
"114/03/27","110/8","1227","佳格","食品工業","2813843","2558217","3167337","9.992350140742555","-11.160605897004329","21048567","20265780","3.8626048442250926","-"
"114/03/27","110/8","1229","聯華","食品工業","793517","965934","701837","-17.849770274159518","13.062862174550501","7217042","6183870","16.707531044475385","-"
"114/03/27","110/8","1231","聯華食","食品工業","887835","829241","900089","7.065979612681959","-1.3614209261528583","6247836","5791250","7.884066479602849","-"
"114/03/27","110/8","1232","大統益","食品工業","1634616","1556554","1457410","5.015052481314493","12.158966934493382","12951642","10948019","18.301237876916364","-"
"114/03/27","110/8","1233","天仁","食品工業","137571","128786","170359","6.821393629742364","-19.24641492377861","1132169","1238771","-8.605464609681693","-"
"114/03/27","110/8","1234","黑松","食品工業","853329","766210","983169","11.37012046305843","-13.206274811349829","6001388","5992437","0.14937161625562353","-"
"114/03/27","110/8","1235","興泰","食品工業","2284","2096","9481","8.969465648854962","-75.90971416517245","12009","27170","-55.80051527419948","與去年差異超過50%為昇鋒去年同期有238萬股利收入及認列出售股票收入446萬"
"114/03/27","110/8","1236","宏亞","食品工業","107836","119197","146991","-9.531280149668197","-26.63768530046057","1049765","956759","9.720943309652693","-"
"114/03/27","110/8","1256","鮮活果汁-KY","食品工業","481992","584754","469741","-17.573543746601135","2.6080329372994906","3378224","2138289","57.98725055406449","109年受新冠疫情影響，出貨較少"
"114/03/27","110/8","1301","台塑","塑膠工業","23158607","22344061","14622498","3.645469818579532","58.376544144509374","177757514","115342063","54.113347183672275","去年受疫情影響，石化產品價格大跌，今年疫情趨緩且供給減少，推升行情，因此8月和累計合併營收分別比去年增加58.38%和54.11%。"
"114/03/27","110/8","1303","南亞","塑膠工業","37422239","36795856","22209740","1.7023194133600261","68.49471898365312","267916767","170144193","57.46453774064449","去年全球經濟活動正開始緩步復甦，而今年本公司處於營運高峰，相較之下，營收大幅增加。"
"114/03/27","110/8","1304","台聚","塑膠工業","6074485","5995006","4006402","1.3257534688038677","51.61945805737916","46012825","30321059","51.7520380802003","因市場環境影響銷售量價皆優於去年同期，故營收增加。"
"114/03/27","110/8","1305","華夏","塑膠工業","1751859","1830303","1058853","-4.28584775307695","65.44874500993056","13136609","8005522","64.09434637741299","109年第二季全球爆發第一波新冠肺炎疫情，致需求驟降，今年因部分PVC大廠受疫情、歲修或天災而減產，價格大幅上漲。"
