出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/04/12","111/9","1101","台泥","水泥工業","10404901","10689860","9597804","-2.665694405726548","8.409184017510672","79341961","76905616","3.1679676033022086","以上營收不包含停業部門營收:111年9月 0 仟元暨110年9月 0 仟元；111年1-9月 0 仟元暨110年1-9月8,113,370仟元"
"114/04/12","111/9","1102","亞泥","水泥工業","6994078","7069221","7831470","-1.0629601196510903","-10.692654124959937","66096797","62488615","5.774143017892139","-"
"114/04/12","111/9","1103","嘉泥","水泥工業","205264","182371","201306","12.552982656233722","1.9661609688732575","1593823","1655224","-3.709528136373083","-"
"114/04/12","111/9","1104","環泥","水泥工業","597159","605512","528251","-1.379493717713274","13.044556470314301","5063948","4358224","16.192926292911974","-"
"114/04/12","111/9","1108","幸福","水泥工業","346635","390053","269964","-11.131307796632765","28.40045339378584","2946179","2905016","1.4169629358323672","-"
"114/04/12","111/9","1109","信大","水泥工業","634886","478276","376885","32.74469134976457","68.45616036722078","4675441","5158109","-9.357460263053767","因2021年9月16日至30日大陸地區能耗雙控政策下停運停產"
"114/04/12","111/9","1110","東泥","水泥工業","157462","176935","140017","-11.005736569926809","12.459201382689244","1231008","1343660","-8.383966181921021","-"
"114/04/12","111/9","1201","味全","食品工業","1834655","2008672","1821712","-8.663285991938952","0.710485521311821","15214413","14855873","2.4134562808930853","-"
"114/04/12","111/9","1203","味王","食品工業","523146","546197","504898","-4.2202721728607075","3.614195342425599","4696394","4479711","4.836986135936002","-"
"114/04/12","111/9","1210","大成","食品工業","9702507","10578033","9493296","-8.276831807955222","2.2037762227154825","82776655","75331263","9.883535339106155","-"
"114/04/12","111/9","1213","大飲","食品工業","31847","38696","34387","-17.699503824684722","-7.386512344781458","298052","334307","-10.844822274137245","-"
"114/04/12","111/9","1215","卜蜂","食品工業","2418414","2393814","2048288","1.027648764690991","18.070017497539407","21251007","18061685","17.657942766690926","-"
