出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/04/10","111/4","1240","茂生農經","農業科技","290585","274367","249389","5.911060732522497","16.518771878470982","1052157","894816","17.58361495547688","-"
"114/04/10","111/4","1259","安心","觀光餐旅","457469","474960","433647","-3.682625905339397","5.493408232963678","1796159","1718811","4.500087560528761","-"
"114/04/10","111/4","1264","德麥","食品工業","448442","425770","409622","5.324940695680767","9.47703004233171","1664370","1601559","3.9218661316879366","-"
"114/04/10","111/4","1268","漢來美食","觀光餐旅","203488","312061","287397","-34.79223613332009","-29.196198986071533","1240121","1314376","-5.649448863947607","-"
"114/04/10","111/4","1294","漢田生技","食品工業","20306","17972","19180","12.986868462052081","5.870698644421272","65727","83061","-20.8689998916459","-"
"114/04/10","111/4","1336","台翰","電子零組件業","200544","195442","187035","2.610493138629363","7.222712326569893","725882","564026","28.696549449848057","-"
"114/04/10","111/4","1565","精華","生技醫療業","371717","509145","400742","-26.99191782301702","-7.242814578956037","1717479","1706824","0.6242588573865847","-"
"114/04/10","111/4","1569","濱川","電腦及週邊設備業","436259","629328","279510","-30.6785968525157","56.07992558405782","1931077","1405635","37.38111245095633","因缺料問題獲得緩解及客戶需求強勁，故本月營收較去年同期增加"
"114/04/10","111/4","1570","力肯","電機機械","43253","75637","39647","-42.81502439282362","9.095265719978814","201783","202510","-0.35899461754975065","-"
"114/04/10","111/4","1580","新麥","電機機械","295592","314443","387548","-5.9950452069214455","-23.727641479249023","1097491","1176125","-6.6858539696035715","-"
"114/04/10","111/4","1584","精剛","其他","132880","132092","74531","0.5965539169669625","78.28822905904926","465466","253215","83.8224433781569","主要係因鎳基產品銷售增加所致。"
"114/04/10","111/4","1586","和勤","電機機械","172468","259666","205459","-33.58083075951414","-16.05721822845434","893767","831918","7.43450676629187","合併營業收入係將母子公司及各子公司間重複營收部分消除後所得數字"
"114/04/10","111/4","1591","駿吉-KY","電機機械","70732","71247","66502","-0.7228374528050304","6.360710956061472","248997","273765","-9.04717549723303","-"
"114/04/10","111/4","1593","祺驊","運動休閒","51202","47663","117827","7.425046681912595","-56.544764782265524","221918","383604","-42.14919552455136","因客戶庫存尚未去化，導致訂單量減少。"
"114/04/10","111/4","1595","川寶","電子零組件業","192211","164265","179037","17.0127537819986","7.358255556114099","692162","651453","6.248954260706451","-"
"114/04/10","111/4","1599","宏佳騰","電機機械","259565","416297","227624","-37.649082265786205","14.032351597371104","1153507","985916","16.998506972196413","-"
"114/04/10","111/4","1742","台蠟","化學工業","32909","64788","18137","-49.205099709822804","81.44676627887743","169110","122172","38.41960514684216","本月營收較去年同期增加係為各事業部營收皆增加"
