出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/03/27","110/5","1101","台泥","水泥工業","9832764","9672128","9872865","1.6608134218240287","-0.40617389177305674","41542544","39512532","5.137640888212378","以上營收不包含停業部門營收:110年5月1,452,352仟元暨109年5月412,651仟元;110年1-5月4,988,729仟元暨109年1-5月2,965,866仟元"
"114/03/27","110/5","1102","亞泥","水泥工業","7688883","7830830","7182969","-1.8126686443199507","7.043243538987848","33412854","27073435","23.415643415769","-"
"114/03/27","110/5","1103","嘉泥","水泥工業","196403","185227","171405","6.033677595598914","14.584171990315335","926157","825551","12.186527543422514","-"
"114/03/27","110/5","1104","環泥","水泥工業","533814","523569","403105","1.9567621459635693","32.42554669378946","2497881","2138069","16.828830126623604","-"
"114/03/27","110/5","1108","幸福","水泥工業","357039","345563","357162","3.3209573941654633","-0.03443815411493944","1748555","1866080","-6.297961502186402","-"
"114/03/27","110/5","1109","信大","水泥工業","627354","766026","706916","-18.10277980120779","-11.254802550798114","3205731","2644694","21.213682944038137","-"
"114/03/27","110/5","1110","東泥","水泥工業","141730","143902","106356","-1.5093605370321468","33.25999473466471","672974","640122","5.1321466845382595","-"
"114/03/27","110/5","1201","味全","食品工業","1659960","1567125","1557936","5.923905240488155","6.548664386727054","7596773","7005685","8.437262023627953","-"
"114/03/27","110/5","1203","味王","食品工業","488269","470972","467509","3.672617480444697","4.440556224586051","2447233","2531966","-3.346529929706797","-"
"114/03/27","110/5","1210","大成","食品工業","8266299","9053195","6059697","-8.69191484332327","36.4143949771746","39691821","30496584","30.15169502262942","-"
"114/03/27","110/5","1213","大飲","食品工業","35416","31631","28920","11.966109196674148","22.461964038727523","169313","131402","28.85115903867521","-"
"114/03/27","110/5","1215","卜蜂","食品工業","2086575","1997700","1803246","4.448866196125544","15.712165727804193","9803260","8896399","10.193573826893331","-"
"114/03/27","110/5","1216","統一","食品工業","39759158","38356552","36909155","3.656757260141631","7.721669596608213","193543871","180120300","7.452558651079307","-"
"114/03/27","110/5","1217","愛之味","食品工業","439985","273615","291246","60.80441496262997","51.06988593834765","1809439","1734913","4.295662087954843","本公司為食品業，5月因COVID-19疫情嚴峻，消費者囤貨抗疫心理因素，使醬菜調理等罐頭，業績迅速成長。"
"114/03/27","110/5","1218","泰山","食品工業","830360","810520","655813","2.4478112816463504","26.615361391128264","3915372","3190493","22.719968355987618","-"
"114/03/27","110/5","1219","福壽","食品工業","1176668","1240389","922349","-5.137178739895307","27.572968583475454","6135115","4929985","24.444901962176356","-"
"114/03/27","110/5","1220","台榮","食品工業","254687","262030","203469","-2.80235087585391","25.172384982478903","1225477","1020681","20.06464311572372","-"
"114/03/27","110/5","1225","福懋油","食品工業","1114265","1020599","809957","9.177551614297094","37.57088339257516","5230403","4187259","24.912335253205022","-"
"114/03/27","110/5","1227","佳格","食品工業","2373213","2337076","2583115","1.5462483890125953","-8.125925481443916","12974905","12232011","6.073359482753899","-"
"114/03/27","110/5","1229","聯華","食品工業","845247","724446","685815","16.67494885747178","23.247085584304806","3794986","3481453","9.00580878156333","-"
"114/03/27","110/5","1231","聯華食","食品工業","723277","695795","675104","3.949726571763235","7.135641323410911","3792625","3419401","10.914894158362824","-"
"114/03/27","110/5","1232","大統益","食品工業","1642167","1916817","1267534","-14.32844136920739","29.55605135641332","8401715","6600254","27.293813238096593","-"
"114/03/27","110/5","1233","天仁","食品工業","134815","141150","149497","-4.488133191640099","-9.820932861528993","758636","761846","-0.42134499623283445","-"
"114/03/27","110/5","1234","黑松","食品工業","731347","687081","733260","6.44261739154481","-0.26088972533617","3633327","3302921","10.003448462739497","-"
"114/03/27","110/5","1235","興泰","食品工業","1066","1112","1915","-4.136690647482014","-44.33420365535248","5999","8020","-25.199501246882793","-"
"114/03/27","110/5","1236","宏亞","食品工業","98044","100156","66599","-2.108710411757658","47.215423655009836","738812","606340","21.84780816043804","-"
