公司代號,公司名稱,營業收入,營業毛利（毛損）,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,基本每股盈餘（元）,毛利率,營益率,業外稅前率,年季
1583,程泰,7578484.0,1908137.0,766193,-98838,667355,3.44,0.2518,0.1011,-0.1481,2017Q4
1587,吉茂,1353380.0,288272.0,31995,-7478,24517,0.27,0.213,0.0236,-0.305,2017Q4
1589,永冠-KY,6404342.0,1432199.0,295449,46318,341767,2.28,0.2236,0.0461,0.1355,2017Q4
1590,亞德客-KY,13717905.0,7127172.0,4141128,216042,4357170,18.07,0.5196,0.3019,0.0496,2017Q4
1597,直得,1488259.0,622967.0,332517,-32393,300124,4.03,0.4186,0.2234,-0.1079,2017Q4
1598,岱宇,4457716.0,1270689.0,-23914,-177197,-201111,-1.62,0.2851,-0.0054,0.8811,2017Q4
1603,華電,2697914.0,317514.0,162732,178317,341049,1.77,0.1177,0.0603,0.5228,2017Q4
1604,聲寶,8669277.0,2122550.0,105081,266299,371380,0.67,0.2448,0.0121,0.7171,2017Q4
1605,華新,167792585.0,12004831.0,7895645,1498803,9394448,1.97,0.0715,0.0471,0.1595,2017Q4
1608,華榮,8299244.0,548426.0,361007,320066,681073,1.04,0.0661,0.0435,0.4699,2017Q4
1609,大亞,16743012.0,1551131.0,683026,13834,696860,0.83,0.0926,0.0408,0.0199,2017Q4
1611,中電,2705587.0,511037.0,-186811,841903,655092,1.55,0.1889,-0.069,1.2852,2017Q4
1612,宏泰,3572381.0,254524.0,59972,161237,221209,0.65,0.0712,0.0168,0.7289,2017Q4
1614,三洋電,4988617.0,939775.0,239705,15057,254762,0.82,0.1884,0.0481,0.0591,2017Q4
1615,大山,2739111.0,269095.0,147816,20110,167926,1.31,0.0982,0.054,0.1198,2017Q4
1616,億泰,2866521.0,55879.0,-109030,1754,-107276,-0.58,0.0195,-0.038,-0.0164,2017Q4
1617,榮星,3349685.0,488792.0,231507,-70462,161045,0.81,0.1459,0.0691,-0.4375,2017Q4
1618,合機,2119260.0,179366.0,72893,27625,100518,0.35,0.0846,0.0344,0.2748,2017Q4
1626,艾美特-KY,10024202.0,1739383.0,-46001,53336,7335,0.03,0.1735,-0.0046,7.2714,2017Q4
1702,南僑,17172886.0,5614146.0,1410720,94208,1504928,4.01,0.3269,0.0821,0.0626,2017Q4
1707,葡萄王,9388128.0,7864684.0,2254295,151175,2405470,10.03,0.8377,0.2401,0.0628,2017Q4
1708,東鹼,3876952.0,1109491.0,556639,26965,583604,2.44,0.2862,0.1436,0.0462,2017Q4
1709,和益,8787780.0,1650442.0,854811,-34046,820765,1.32,0.1878,0.0973,-0.0415,2017Q4
1710,東聯,28919810.0,4444555.0,3501721,-444429,3057292,2.01,0.1537,0.1211,-0.1454,2017Q4
1711,永光,9169480.0,1970272.0,362419,109973,472392,0.67,0.2149,0.0395,0.2328,2017Q4
1712,興農,17284376.0,4714366.0,890040,-131520,758520,1.5,0.2728,0.0515,-0.1734,2017Q4
1713,國化,663800.0,102267.0,45843,34394,80237,0.48,0.1541,0.0691,0.4287,2017Q4
1714,和桐,31429670.0,2366605.0,633208,10558,643766,0.34,0.0753,0.0201,0.0164,2017Q4
1717,長興,41551117.0,7438276.0,1861551,409058,2270609,1.65,0.179,0.0448,0.1802,2017Q4
1720,生達,3848684.0,1748998.0,541475,8737,550212,2.03,0.4544,0.1407,0.0159,2017Q4
1721,三晃,3408905.0,381618.0,110020,-41837,68183,0.32,0.1119,0.0323,-0.6136,2017Q4
1722,台肥,11658986.0,2601225.0,1227938,606115,1834053,1.65,0.2231,0.1053,0.3305,2017Q4
1723,中碳,6241824.0,1590112.0,1249264,115902,1365166,5.0,0.2548,0.2001,0.0849,2017Q4
1725,元禎,10166565.0,474633.0,226464,28422,254886,1.19,0.0467,0.0223,0.1115,2017Q4
1726,永記,7657777.0,2093510.0,1047067,11379,1058446,4.88,0.2734,0.1367,0.0108,2017Q4
1727,中華化,2450268.0,308869.0,107423,2373,109796,0.84,0.1261,0.0438,0.0216,2017Q4
1730,花仙子,2024012.0,893766.0,204828,53642,258470,3.13,0.4416,0.1012,0.2075,2017Q4
1731,美吾華,1575078.0,677090.0,158992,-44089,114903,0.65,0.4299,0.1009,-0.3837,2017Q4
1732,毛寶,592356.0,250036.0,9186,1442,10628,0.17,0.4221,0.0155,0.1357,2017Q4
1733,五鼎,1795300.0,431514.0,160999,-49025,111974,0.86,0.2404,0.0897,-0.4378,2017Q4
1734,杏輝,2134163.0,810259.0,-63027,10216,-52811,0.22,0.3797,-0.0295,-0.1934,2017Q4
1735,日勝化,3325124.0,466076.0,112011,-5612,106399,0.63,0.1402,0.0337,-0.0527,2017Q4
1736,喬山,19494431.0,9204477.0,136692,88305,224997,0.43,0.4722,0.007,0.3925,2017Q4
1737,臺鹽,2757075.0,1138857.0,418088,8390,426478,1.77,0.4131,0.1516,0.0197,2017Q4
1752,南光,1503720.0,516345.0,161022,56643,217665,1.84,0.3434,0.1071,0.2602,2017Q4
1760,寶齡富錦,1212478.0,694379.0,144723,-1584,143139,1.33,0.5727,0.1194,-0.0111,2017Q4
1762,中化生,1168248.0,407866.0,78135,31402,109537,1.11,0.3491,0.0669,0.2867,2017Q4
1773,勝一,6839686.0,1859819.0,995101,68899,1064000,5.86,0.2719,0.1455,0.0648,2017Q4
1776,展宇,2119854.0,319532.0,63169,87161,150330,1.35,0.1507,0.0298,0.5798,2017Q4
1783,和康生,427561.0,160285.0,21048,-4353,16695,0.23,0.3749,0.0492,-0.2607,2017Q4
1786,科妍,258418.0,152831.0,31147,-8477,22670,0.33,0.5914,0.1205,-0.3739,2017Q4
1789,神隆,3516481.0,1550157.0,558962,-83660,475302,0.53,0.4408,0.159,-0.176,2017Q4
1795,美時,6423760.0,3079674.0,547936,-312275,235661,0.09,0.4794,0.0853,-1.3251,2017Q4
1802,台玻,44869581.0,7638003.0,2640535,-249740,2390795,0.73,0.1702,0.0588,-0.1045,2017Q4
1805,寶徠,258606.0,35350.0,-65281,62886,-2395,-0.03,0.1367,-0.2524,-26.2572,2017Q4
1806,冠軍,4896100.0,1391568.0,34311,-83732,-49421,-0.21,0.2842,0.007,1.6943,2017Q4
1808,潤隆,4378108.0,993857.0,585126,31397,616523,2.38,0.227,0.1336,0.0509,2017Q4
1809,中釉,2418849.0,501259.0,-93746,140809,47063,-0.09,0.2072,-0.0388,2.9919,2017Q4
1810,和成,5709369.0,1538543.0,146094,100621,246715,0.46,0.2695,0.0256,0.4078,2017Q4
1817,凱撒衛,2269977.0,756392.0,330995,10937,341932,3.58,0.3332,0.1458,0.032,2017Q4
1903,士紙,186320.0,51466.0,-165236,-3540,-168776,-0.66,0.2762,-0.8868,0.021,2017Q4
1904,正隆,42664299.0,7552584.0,2270261,-438709,1831552,1.29,0.177,0.0532,-0.2395,2017Q4
1905,華紙,22708148.0,2311773.0,792055,92833,884888,0.56,0.1018,0.0349,0.1049,2017Q4
1906,寶隆,1815953.0,88995.0,11898,482503,494401,2.77,0.049,0.0066,0.9759,2017Q4
1907,永豐餘,66769908.0,12006570.0,2960426,-121377,2839049,0.97,0.1798,0.0443,-0.0428,2017Q4
1909,榮成,46716807.0,9609900.0,5309747,38517,5348264,3.5,0.2057,0.1137,0.0072,2017Q4
2002,中鋼,347012002.0,39339149.0,24921629,-1518332,23403297,1.09,0.1134,0.0718,-0.0649,2017Q4
2006,東和鋼鐵,31749271.0,3801861.0,1841990,157093,1999083,1.72,0.1197,0.058,0.0786,2017Q4
2007,燁興,7993007.0,267247.0,12929,-181876,-168947,-0.35,0.0334,0.0016,1.0765,2017Q4
2008,高興昌,1270214.0,-27334.0,-145961,-78566,-224527,-1.02,-0.0215,-0.1149,0.3499,2017Q4
2009,第一銅,3049654.0,224405.0,168027,135867,303894,0.75,0.0736,0.0551,0.4471,2017Q4
2010,春源,17266107.0,1124049.0,351103,201217,552320,0.6,0.0651,0.0203,0.3643,2017Q4
2012,春雨,8997470.0,1510979.0,544092,-159209,384883,0.88,0.1679,0.0605,-0.4137,2017Q4
2013,中鋼構,16503927.0,342758.0,1183,74907,76090,0.28,0.0208,0.0001,0.9845,2017Q4
2014,中鴻,40792444.0,3889103.0,2573740,32563,2606303,1.82,0.0953,0.0631,0.0125,2017Q4
2015,豐興,24741937.0,3815324.0,3033481,208665,3242146,4.69,0.1542,0.1226,0.0644,2017Q4
2017,官田鋼,4393004.0,748782.0,337561,42902,380463,1.0,0.1704,0.0768,0.1128,2017Q4
2020,美亞,4867221.0,732091.0,383361,120103,503464,1.46,0.1504,0.0788,0.2386,2017Q4
2022,聚亨,7833776.0,674782.0,110398,-86928,23470,-0.16,0.0861,0.0141,-3.7038,2017Q4
2023,燁輝,71158662.0,6299383.0,2211374,-406009,1805365,0.75,0.0885,0.0311,-0.2249,2017Q4
2024,志聯,1434651.0,222028.0,142312,-15940,126372,1.05,0.1548,0.0992,-0.1261,2017Q4
2025,千興,3645877.0,197787.0,146210,9195,155405,0.55,0.0542,0.0401,0.0592,2017Q4
2027,大成鋼,64424637.0,11399333.0,4711777,-2016477,2695300,1.25,0.1769,0.0731,-0.7481,2017Q4
2028,威致,9738711.0,889968.0,714164,-66915,647249,1.95,0.0914,0.0733,-0.1034,2017Q4
2029,盛餘,13769042.0,1751372.0,999451,-53380,946071,2.32,0.1272,0.0726,-0.0564,2017Q4
2030,彰源,12641864.0,1609992.0,838472,-123725,714747,1.98,0.1274,0.0663,-0.1731,2017Q4
2031,新光鋼,8351912.0,1113799.0,994525,214939,1209464,3.49,0.1334,0.1191,0.1777,2017Q4
2032,新鋼,2789687.0,117896.0,19481,65,19546,0.12,0.0423,0.007,0.0033,2017Q4
2033,佳大,773554.0,112610.0,34586,-3947,30639,0.29,0.1456,0.0447,-0.1288,2017Q4
2034,允強,19265629.0,1995245.0,1091710,-108447,983263,2.0,0.1036,0.0567,-0.1103,2017Q4
2038,海光,5265843.0,199306.0,31432,-1486,29946,0.06,0.0378,0.006,-0.0496,2017Q4
2049,上銀,21164764.0,7582638.0,3345101,-532966,2812135,9.77,0.3583,0.1581,-0.1895,2017Q4
2059,川湖,4110572.0,2192307.0,1665077,-441247,1223830,9.54,0.5333,0.4051,-0.3605,2017Q4
2062,橋椿,5975253.0,1109893.0,322941,5192,328133,1.33,0.1857,0.054,0.0158,2017Q4
2069,運錩,8543607.0,681168.0,273839,-42157,231682,1.55,0.0797,0.0321,-0.182,2017Q4
2101,南港,11326015.0,2117604.0,917353,-91584,825769,0.79,0.187,0.081,-0.1109,2017Q4
2102,泰豐,5585443.0,689897.0,-448341,-264941,-713282,-1.52,0.1235,-0.0803,0.3714,2017Q4
2103,台橡,31766237.0,3328879.0,1202526,-65391,1137135,1.06,0.1048,0.0379,-0.0575,2017Q4
2104,國際中橡,20113757.0,5569500.0,3640838,-75625,3565213,3.69,0.2769,0.181,-0.0212,2017Q4
2105,正新,112309166.0,25678070.0,8398492,-16623,8381869,1.71,0.2286,0.0748,-0.002,2017Q4
2106,建大,30532686.0,6062143.0,1179434,-520025,659409,0.38,0.1985,0.0386,-0.7886,2017Q4
2107,厚生,1726834.0,538798.0,304471,-106183,198288,0.47,0.312,0.1763,-0.5355,2017Q4
2108,南帝,11647603.0,2225388.0,1145309,-53581,1091728,1.74,0.1911,0.0983,-0.0491,2017Q4
2109,華豐,5743303.0,1079451.0,89445,-874869,-785424,-2.94,0.1879,0.0156,1.1139,2017Q4
2114,鑫永銓,1633863.0,579888.0,444512,-36132,408380,5.02,0.3549,0.2721,-0.0885,2017Q4
2115,六暉-KY,2647010.0,681005.0,395201,329,395530,3.35,0.2573,0.1493,0.0008,2017Q4
2201,裕隆,94111028.0,20005011.0,1897027,2241421,4138448,1.56,0.2126,0.0202,0.5416,2017Q4
2204,中華,38908093.0,6511280.0,2434560,2441447,4876007,3.01,0.1674,0.0626,0.5007,2017Q4
2206,三陽工業,31678500.0,5540620.0,384781,159186,543967,0.6,0.1749,0.0121,0.2926,2017Q4
2208,台船,16404344.0,-5721888.0,-6228965,-124077,-6353042,-7.91,-0.3488,-0.3797,0.0195,2017Q4
2227,裕日車,33221774.0,6184455.0,2075688,5927733,8003421,22.14,0.1862,0.0625,0.7406,2017Q4
2228,劍麟,4325937.0,1264840.0,650607,132493,783100,7.26,0.2924,0.1504,0.1692,2017Q4
2231,為升,3520466.0,1874618.0,1301952,-148781,1153171,10.0,0.5325,0.3698,-0.129,2017Q4
2233,宇隆,2389410.0,957212.0,585724,-17908,567816,8.05,0.4006,0.2451,-0.0315,2017Q4
2236,百達-KY,2073289.0,612108.0,231879,-2133,229746,3.45,0.2952,0.1118,-0.0093,2017Q4
2239,英利-KY,18879842.0,3934018.0,2007760,-283523,1724237,9.75,0.2084,0.1063,-0.1644,2017Q4
2241,艾姆勒,410097.0,85486.0,12339,-44448,-32109,-0.38,0.2085,0.0301,1.3843,2017Q4
2243,宏旭-KY,2159565.0,290645.0,91087,-22464,68623,1.14,0.1346,0.0422,-0.3274,2017Q4
2247,汎德永業,33642501.0,3960778.0,1188455,61313,1249768,13.32,0.1177,0.0353,0.0491,2017Q4
2248,華勝-KY,329039.0,97723.0,29664,15444,45108,0.97,0.297,0.0902,0.3424,2017Q4
2301,光寶科,214564322.0,27709817.0,8343964,-4972370,3371594,1.13,0.1291,0.0389,-1.4748,2017Q4
2302,麗正,449641.0,146110.0,-22724,-11098,-33822,-0.2,0.3249,-0.0505,0.3281,2017Q4
2303,聯電,149284706.0,27057758.0,6568321,1230101,7798422,0.79,0.1812,0.044,0.1577,2017Q4
2305,全友,646562.0,208611.0,-146872,909514,762642,2.54,0.3226,-0.2272,1.1926,2017Q4
2308,台達電,223577514.0,60768274.0,19773788,4024492,23798280,7.08,0.2718,0.0884,0.1691,2017Q4
2312,金寶,119204764.0,7437509.0,1229867,-307961,921906,0.28,0.0624,0.0103,-0.334,2017Q4
2313,華通,53964193.0,8090709.0,5757636,-850639,4906997,3.0,0.1499,0.1067,-0.1734,2017Q4
2314,台揚,7550804.0,1157736.0,187846,11894,199740,0.73,0.1533,0.0249,0.0595,2017Q4
2316,楠梓電,5376754.0,382531.0,-38748,46438,7690,-0.03,0.0711,-0.0072,6.0388,2017Q4
2317,鴻海,4706736096.0,303006947.0,112570431,70302192,182872623,8.01,0.0644,0.0239,0.3844,2017Q4
2321,東訊,3085255.0,331069.0,-66336,-721,-67057,-0.21,0.1073,-0.0215,0.0108,2017Q4
2323,中環,9155743.0,52560.0,-1328829,346755,-982074,-0.61,0.0057,-0.1451,-0.3531,2017Q4
2324,仁寶,887656959.0,31964569.0,9208429,-1094152,8114277,1.32,0.036,0.0104,-0.1348,2017Q4
2327,國巨,32258599.0,10498109.0,7593319,228903,7822222,15.64,0.3254,0.2354,0.0293,2017Q4
2328,廣宇,26238360.0,2185910.0,1050514,73102,1123616,1.33,0.0833,0.04,0.0651,2017Q4
2329,華泰,13886312.0,181636.0,-724373,-27152,-751525,-0.89,0.0131,-0.0522,0.0361,2017Q4
2330,台積電,977447241.0,494830955.0,385559223,10573807,396133030,13.23,0.5062,0.3945,0.0267,2017Q4
2331,精英,29947340.0,3033483.0,-2845,378646,375801,0.4,0.1013,-0.0001,1.0076,2017Q4
2332,友訊,19316079.0,5198754.0,-457690,332462,-125228,-0.3,0.2691,-0.0237,-2.6549,2017Q4
2337,旺宏,34196916.0,12634711.0,5753206,-216729,5536477,3.12,0.3695,0.1682,-0.0391,2017Q4
2338,光罩,1427073.0,243673.0,-7904,-57365,-65269,-0.33,0.1708,-0.0055,0.8789,2017Q4
2340,台亞,5589853.0,1654098.0,783575,29256,812831,1.33,0.2959,0.1402,0.036,2017Q4
2342,茂矽,1636477.0,275926.0,63143,-99132,-35989,-0.32,0.1686,0.0386,2.7545,2017Q4
2344,華邦電,47591792.0,16323687.0,6655768,441761,7097529,1.54,0.343,0.1399,0.0622,2017Q4
2345,智邦,36446757.0,7186035.0,3254205,-16127,3238078,4.68,0.1972,0.0893,-0.005,2017Q4
2347,聯強,364207877.0,12861364.0,4931564,2947774,7879338,3.67,0.0353,0.0135,0.3741,2017Q4
2348,海悅,787973.0,335242.0,203674,-3726,199948,2.13,0.4254,0.2585,-0.0186,2017Q4
2349,錸德,9797109.0,312128.0,-1376508,-563933,-1940441,-1.4,0.0319,-0.1405,0.2906,2017Q4
2351,順德,9581050.0,1853270.0,1061855,-82943,978912,3.93,0.1934,0.1108,-0.0847,2017Q4
2352,佳世達,136862492.0,16333047.0,3401908,3017284,6419192,2.69,0.1193,0.0249,0.47,2017Q4
2353,宏碁,237274883.0,25361234.0,3669734,-230602,3439132,0.93,0.1069,0.0155,-0.0671,2017Q4
2354,鴻準,147815617.0,14259307.0,10526142,920086,11446228,7.05,0.0965,0.0712,0.0804,2017Q4
2355,敬鵬,23645611.0,3290564.0,2035142,205760,2240902,3.78,0.1392,0.0861,0.0918,2017Q4
2356,英業達,467512347.0,25039143.0,8729569,-1543121,7186448,1.88,0.0536,0.0187,-0.2147,2017Q4
2357,華碩,433966791.0,59404485.0,12734837,7228897,19963734,20.93,0.1369,0.0293,0.3621,2017Q4
2359,所羅門,4009735.0,813015.0,216651,-104293,112358,0.34,0.2028,0.054,-0.9282,2017Q4
2360,致茂,14901346.0,7068807.0,3043081,78986,3122067,6.41,0.4744,0.2042,0.0253,2017Q4
2362,藍天,20876980.0,4778596.0,687923,815033,1502956,1.12,0.2289,0.033,0.5423,2017Q4
2363,矽統,211988.0,103399.0,-301322,74002,-227320,-0.5,0.4878,-1.4214,-0.3255,2017Q4
2364,倫飛,601919.0,102338.0,-167580,-16018,-183598,-1.24,0.17,-0.2784,0.0872,2017Q4
2365,昆盈,2330824.0,501300.0,-59760,106926,47166,0.19,0.2151,-0.0256,2.267,2017Q4
2367,燿華,18131323.0,2879257.0,1098590,-417696,680894,1.24,0.1588,0.0606,-0.6135,2017Q4
2368,金像電,19166120.0,1882825.0,-80070,-182543,-262613,-0.5,0.0982,-0.0042,0.6951,2017Q4
2369,菱生,6063665.0,665640.0,127985,71727,199712,0.35,0.1098,0.0211,0.3592,2017Q4
2371,大同,75553009.0,11817697.0,1087062,1622968,2710030,0.03,0.1564,0.0144,0.5989,2017Q4
2373,震旦行,14370795.0,6147134.0,1221348,999389,2220737,6.67,0.4278,0.085,0.45,2017Q4
2374,佳能,11201600.0,1416172.0,64853,163428,228281,0.77,0.1264,0.0058,0.7159,2017Q4
2375,凱美,2925473.0,542064.0,167341,255001,422342,2.52,0.1853,0.0572,0.6038,2017Q4
2376,技嘉,59884781.0,10198857.0,2226350,949277,3175627,4.41,0.1703,0.0372,0.2989,2017Q4
2377,微星,106419905.0,15031293.0,5613660,364892,5978552,5.84,0.1412,0.0528,0.061,2017Q4
2379,瑞昱,41688021.0,17903422.0,3204237,422116,3626353,6.71,0.4295,0.0769,0.1164,2017Q4
2380,虹光,2029132.0,436998.0,-470177,-54596,-524773,-3.06,0.2154,-0.2317,0.104,2017Q4
2382,廣達,1021182900.0,45652227.0,17605965,2491127,20097092,3.73,0.0447,0.0172,0.124,2017Q4
2383,台光電,23609983.0,5827978.0,4006558,21894,4028452,8.74,0.2468,0.1697,0.0054,2017Q4
2385,群光,78155686.0,13454337.0,4569330,1520689,6090019,5.92,0.1721,0.0585,0.2497,2017Q4
2387,精元,11642636.0,1962513.0,554254,-116850,437404,0.9,0.1686,0.0476,-0.2671,2017Q4
2388,威盛,4511868.0,1301987.0,-1343208,1368056,24848,0.1,0.2886,-0.2977,55.057,2017Q4
2390,云辰,705511.0,91259.0,-208149,70272,-137877,-0.65,0.1294,-0.295,-0.5097,2017Q4
2392,正崴,93624086.0,9488635.0,800965,433547,1234512,2.6,0.1013,0.0086,0.3512,2017Q4
2393,億光,27310581.0,6346412.0,1692463,-184744,1507719,2.74,0.2324,0.062,-0.1225,2017Q4
2395,研華,44374751.0,17380958.0,6778477,755066,7533543,8.84,0.3917,0.1528,0.1002,2017Q4
2397,友通,3717054.0,1196175.0,560811,-25884,534927,3.65,0.3218,0.1509,-0.0484,2017Q4
2399,映泰,3443392.0,455184.0,92425,-1792,90633,0.56,0.1322,0.0268,-0.0198,2017Q4
2401,凌陽,6820237.0,2736766.0,47185,587470,634655,0.72,0.4013,0.0069,0.9257,2017Q4
2402,毅嘉,7180059.0,126760.0,-326663,-37503,-364166,-0.97,0.0177,-0.0455,0.103,2017Q4
2404,漢唐,12525918.0,2234514.0,1610351,135231,1745582,5.1,0.1784,0.1286,0.0775,2017Q4
2405,輔信,4761143.0,564177.0,-258838,98957,-159881,-0.46,0.1185,-0.0544,-0.6189,2017Q4
2406,國碩,12609313.0,343585.0,-2267547,-349183,-2616730,-7.78,0.0272,-0.1798,0.1334,2017Q4
2408,南亞科,54918224.0,24644147.0,18791300,23039231,41830531,14.36,0.4487,0.3422,0.5508,2017Q4
2409,友達,341028267.0,61041745.0,39139124,224482,39363606,3.36,0.179,0.1148,0.0057,2017Q4
2412,中華電,227514183.0,80676700.0,46702977,1294085,47997062,5.01,0.3546,0.2053,0.027,2017Q4
2413,環科,3593045.0,550231.0,-15577,-102991,-118568,-0.98,0.1531,-0.0043,0.8686,2017Q4
2414,精技,16844529.0,1575161.0,339637,1166,340803,1.59,0.0935,0.0202,0.0034,2017Q4
2415,錩新,2262444.0,632554.0,249735,-31975,217760,1.65,0.2796,0.1104,-0.1468,2017Q4
2417,圓剛,2512689.0,1286297.0,-58693,41345,-17348,-0.3,0.5119,-0.0234,-2.3833,2017Q4
2419,仲琦,8548383.0,2054772.0,561443,-34570,526873,1.42,0.2404,0.0657,-0.0656,2017Q4
2420,新巨,2928087.0,1104668.0,601789,-61385,540404,3.02,0.3773,0.2055,-0.1136,2017Q4
2421,建準,10946728.0,2454464.0,755904,86181,842085,2.62,0.2242,0.0691,0.1023,2017Q4
2423,固緯,2305783.0,1141943.0,276296,89810,366106,1.96,0.4953,0.1198,0.2453,2017Q4
2424,隴華,24403.0,8155.0,-14473,-35234,-49707,-1.64,0.3342,-0.5931,0.7088,2017Q4
2425,承啟,5772839.0,104334.0,16831,-74656,-57825,-0.52,0.0181,0.0029,1.2911,2017Q4
2426,鼎元,3124520.0,732400.0,325887,-182851,143036,0.66,0.2344,0.1043,-1.2784,2017Q4
2427,三商電,3297432.0,840067.0,76803,10725,87528,0.39,0.2548,0.0233,0.1225,2017Q4
2428,興勤,5826763.0,2052348.0,1238998,247988,1486986,8.47,0.3522,0.2126,0.1668,2017Q4
2429,銘旺科,1059565.0,129971.0,13593,-18197,-4604,-2.21,0.1227,0.0128,3.9524,2017Q4
2430,燦坤,20759455.0,3147645.0,522658,-226390,296268,1.64,0.1516,0.0252,-0.7641,2017Q4
2431,聯昌,2303239.0,239370.0,-45092,1903,-43189,-0.34,0.1039,-0.0196,-0.0441,2017Q4
2433,互盛電,3739734.0,1133612.0,422183,224789,646972,3.85,0.3031,0.1129,0.3474,2017Q4
2434,統懋,261793.0,-91356.0,-114897,-9406,-124303,-1.83,-0.349,-0.4389,0.0757,2017Q4
2436,偉詮電,2381145.0,601805.0,118661,141422,260083,1.02,0.2527,0.0498,0.5438,2017Q4
2438,翔耀,516047.0,189056.0,46732,-40835,5897,-0.81,0.3664,0.0906,-6.9247,2017Q4
2439,美律,26678810.0,4660834.0,2572377,1684883,4257260,18.94,0.1747,0.0964,0.3958,2017Q4
2440,太空梭,3101784.0,280014.0,114563,10242,124805,0.84,0.0903,0.0369,0.0821,2017Q4
2441,超豐,11951769.0,3450473.0,2983650,-25336,2958314,4.41,0.2887,0.2496,-0.0086,2017Q4
2442,新美齊,1921525.0,299745.0,-132432,29782,-102650,-0.44,0.156,-0.0689,-0.2901,2017Q4
2444,兆勁,1537431.0,230396.0,32161,-18957,13204,0.14,0.1499,0.0209,-1.4357,2017Q4
2449,京元電子,19686911.0,5782405.0,3466624,-531459,2935165,1.88,0.2937,0.1761,-0.1811,2017Q4
2450,神腦,35737934.0,4341967.0,689921,275168,965089,3.3,0.1215,0.0193,0.2851,2017Q4
2451,創見,20964853.0,5526844.0,3997648,-685066,3312582,6.17,0.2636,0.1907,-0.2068,2017Q4
2453,凌群,4803074.0,1071109.0,61421,49455,110876,0.91,0.223,0.0128,0.446,2017Q4
2454,聯發科,238216318.0,84885882.0,9819142,17418321,27237463,15.56,0.3563,0.0412,0.6395,2017Q4
2455,全新,2137109.0,743467.0,515093,-35375,479718,2.15,0.3479,0.241,-0.0737,2017Q4
2457,飛宏,11283520.0,1313787.0,-205959,287463,81504,0.02,0.1164,-0.0183,3.527,2017Q4
2458,義隆,7503267.0,3347168.0,1349782,-87521,1262261,2.58,0.4461,0.1799,-0.0693,2017Q4
2459,敦吉,10285661.0,1290115.0,575533,64901,640434,4.13,0.1254,0.056,0.1013,2017Q4
2460,建通,3862576.0,425923.0,46556,-41888,4668,-0.01,0.1103,0.0121,-8.9734,2017Q4
2461,光群雷,5217612.0,1276534.0,412743,-137828,274915,1.12,0.2447,0.0791,-0.5013,2017Q4
2462,良得電,4424274.0,470940.0,71053,-28156,42897,0.21,0.1064,0.0161,-0.6564,2017Q4
2464,盟立,12376355.0,1958852.0,695530,-212479,483051,2.15,0.1583,0.0562,-0.4399,2017Q4
2465,麗臺,2943352.0,403566.0,-69923,-13140,-83063,-1.08,0.1371,-0.0238,0.1582,2017Q4
2466,冠西電,2163439.0,206428.0,-72372,120186,47814,0.01,0.0954,-0.0335,2.5136,2017Q4
2467,志聖,5002589.0,1658088.0,566823,-53034,513789,2.7,0.3314,0.1133,-0.1032,2017Q4
2468,華經,1368706.0,186894.0,35223,9060,44283,0.53,0.1365,0.0257,0.2046,2017Q4
2471,資通,676138.0,224947.0,39379,-3532,35847,0.69,0.3327,0.0582,-0.0985,2017Q4
2472,立隆電,7180439.0,1755447.0,894176,134050,1028226,3.57,0.2445,0.1245,0.1304,2017Q4
2474,可成,93295960.0,41969517.0,33433242,-688024,32745218,28.35,0.4499,0.3584,-0.021,2017Q4
2476,鉅祥,5143189.0,1501501.0,726660,-64582,662078,2.1,0.2919,0.1413,-0.0975,2017Q4
2477,美隆電,3600900.0,915557.0,403607,85177,488784,1.6,0.2543,0.1121,0.1743,2017Q4
2478,大毅,4078185.0,717178.0,275366,-34632,240734,1.05,0.1759,0.0675,-0.1439,2017Q4
2480,敦陽科,4201110.0,1115800.0,337473,26476,363949,2.56,0.2656,0.0803,0.0727,2017Q4
2481,強茂,11894196.0,2658101.0,943032,-746794,196238,-0.92,0.2235,0.0793,-3.8056,2017Q4
2482,連宇,837918.0,348541.0,-42476,-16195,-58671,-1.13,0.416,-0.0507,0.276,2017Q4
2483,百容,1792782.0,533158.0,221255,-14295,206960,1.46,0.2974,0.1234,-0.0691,2017Q4
2484,希華,3258695.0,544507.0,202783,3600,206383,1.05,0.1671,0.0622,0.0174,2017Q4
2485,兆赫,8669940.0,949859.0,135296,-106764,28532,0.1,0.1096,0.0156,-3.7419,2017Q4
2486,一詮,4134851.0,357004.0,-127250,-63594,-190844,-0.86,0.0863,-0.0308,0.3332,2017Q4
2488,漢平,2140424.0,544783.0,265468,-15207,250261,2.37,0.2545,0.124,-0.0608,2017Q4
2489,瑞軒,16861702.0,1271914.0,-793836,-280204,-1074040,-1.1,0.0754,-0.0471,0.2609,2017Q4
2491,吉祥全,389694.0,93323.0,-11109,43519,32410,0.51,0.2395,-0.0285,1.3428,2017Q4
2492,華新科,21645214.0,5621985.0,3292817,289970,3582787,5.15,0.2597,0.1521,0.0809,2017Q4
2493,揚博,2281684.0,677644.0,310926,-14759,296167,2.16,0.297,0.1363,-0.0498,2017Q4
2495,普安,1626233.0,724443.0,126384,4509,130893,0.42,0.4455,0.0777,0.0344,2017Q4
2496,卓越,822409.0,406489.0,148698,7690,156388,9.37,0.4943,0.1808,0.0492,2017Q4
