公司代號,year_quarter,預測季均價,營業收入,營業毛利（毛損）,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,EPS,營收成長_年季平均(%),毛利率,營益率,業外稅前率,SHAP_營業收入,SHAP_營業毛利（毛損）,SHAP_營業利益（損失）,SHAP_營業外收入及支出,SHAP_稅前淨利（淨損）,SHAP_EPS,SHAP_營收成長_年季平均(%),SHAP_毛利率,SHAP_營益率,SHAP_業外稅前率
2302,2018Q3,,,,,,,,,,,,,,,,,,,,,
1218,2016Q4,14.993486,4001435.0,317527.0,-415129.0,48330.0,-366799.0,-0.28,-16.328057568029497,0.0794,-0.1037,-0.1318,-2.6256249814853074,-3.2531314543634653,-0.1653137308359146,-0.6537151844799518,2.9620549937710168,-42.88939885681495,-2.1657278323359788,-17.10887858338654,-9.128298420775682,1.2977623553574085
6533,2018Q3,,,,,,,,,,,,,,,,,,,,,
5234,2018Q1,,,,,,,,,,,,,,,,,,,,,
8473,2019Q1,,,,,,,,,,,,,,,,,,,,,
8374,2018Q4,,,,,,,,,,,,,,,,,,,,,
2433,2019Q4,,,,,,,,,,,,,,,,,,,,,
4164,2017Q3,,,,,,,,,,,,,,,,,,,,,
2509,2018Q4,,,,,,,,,,,,,,,,,,,,,
8131,2019Q4,,,,,,,,,,,,,,,,,,,,,
3605,2019Q4,,,,,,,,,,,,,,,,,,,,,
1527,2018Q3,,,,,,,,,,,,,,,,,,,,,
3037,2017Q3,,,,,,,,,,,,,,,,,,,,,
8488,2018Q1,,,,,,,,,,,,,,,,,,,,,
2451,2019Q4,,,,,,,,,,,,,,,,,,,,,
2027,2019Q1,,,,,,,,,,,,,,,,,,,,,
2923,2016Q3,58.69659,1920881.0,493516.0,294826.0,16520.0,311346.0,3.08,2.513547778672809,0.2569,0.1535,0.0531,-2.29365558039397,-3.1942429385334252,0.14833026956766843,-0.8946331903338433,2.984612470753491,-6.589956476110965,-4.077593461535871,-14.48835751362145,-1.7099746817629784,0.08831775479018689
6505,2017Q2,,,,,,,,,,,,,,,,,,,,,
2305,2018Q3,,,,,,,,,,,,,,,,,,,,,
6165,2017Q2,,,,,,,,,,,,,,,,,,,,,
6449,2017Q1,70.07978,406532.0,277547.0,122205.0,1698.0,123903.0,1.78,12.135238478567116,0.6827,0.3006,0.0137,-2.069617930147797,-3.9417551842704417,-3.1814869556576015,-0.9748693105578422,2.4333731026574967,-35.01759084912948,5.491834294125438,25.107599309384824,-6.747373212203383,0.2559130236506462
2731,2018Q2,,,,,,,,,,,,,,,,,,,,,
2497,2018Q2,,,,,,,,,,,,,,,,,,,,,
2069,2017Q3,,,,,,,,,,,,,,,,,,,,,
2633,2017Q3,,,,,,,,,,,,,,,,,,,,,
4994,2016Q4,41.285347,1520095.0,457724.0,227135.0,-90200.0,136935.0,0.85,44.49636466839228,0.3011,0.1494,-0.6587,-2.0011914891190825,-3.1700095172598957,-0.010295144282281399,-0.7386191643588245,3.6147049662470816,-40.995056528602724,4.9783482163213195,-13.079285797402262,-1.8686804949026554,5.831683477759361
5534,2019Q2,,,,,,,,,,,,,,,,,,,,,
6281,2018Q2,,,,,,,,,,,,,,,,,,,,,
2606,2019Q3,,,,,,,,,,,,,,,,,,,,,
1722,2016Q3,17.889524,703799.0,41655.0,-21444.0,-13959.0,-35403.0,-0.22,14.020515135555389,0.0592,-0.0305,0.3943,-2.486666866056621,-3.9444340961426496,-0.24966190896928311,-0.08518781214952469,3.510030728187412,-43.39605646993965,3.392699968907982,-17.208426606282593,-7.856670274827629,-2.5098567675892265
1539,2017Q2,15.714425,673714.0,46781.0,-48133.0,3065.0,-45068.0,-0.15,-3.4789899160827327,0.0694,-0.0714,-0.068,-2.5524198440089823,-3.9614118614047764,-0.21595075979828834,-0.4878286837041378,3.4327093574777248,-43.84925182254985,-1.5755034571327269,-16.257179821059108,-8.575265305191278,1.032771037593484
1802,2018Q2,,,,,,,,,,,,,,,,,,,,,
9930,2017Q2,,,,,,,,,,,,,,,,,,,,,
2108,2017Q3,,,,,,,,,,,,,,,,,,,,,
9931,2018Q2,,,,,,,,,,,,,,,,,,,,,
3209,2019Q3,,,,,,,,,,,,,,,,,,,,,
6201,2019Q1,,,,,,,,,,,,,,,,,,,,,
2038,2018Q4,,,,,,,,,,,,,,,,,,,,,
3031,2018Q3,,,,,,,,,,,,,,,,,,,,,
4912,2019Q2,,,,,,,,,,,,,,,,,,,,,
1506,2017Q2,12.472795,64138.0,-2562.0,-41812.0,16211.0,-25601.0,-0.3,-47.70469798657718,-0.0399,-0.6519,-0.6332,-3.7921247682347894,-3.989624061957002,-0.1495450484752655,-0.5634083972871303,4.188407271541655,-44.850422983039174,-5.406683237645775,-16.906063520759343,-9.859397769458592,5.077903089150786
4572,2019Q3,,,,,,,,,,,,,,,,,,,,,
3518,2018Q2,,,,,,,,,,,,,,,,,,,,,
1323,2019Q1,,,,,,,,,,,,,,,,,,,,,
2498,2018Q3,,,,,,,,,,,,,,,,,,,,,
1413,2018Q2,,,,,,,,,,,,,,,,,,,,,
2305,2017Q4,,,,,,,,,,,,,,,,,,,,,
2505,2019Q4,,,,,,,,,,,,,,,,,,,,,
3622,2018Q2,,,,,,,,,,,,,,,,,,,,,
2367,2019Q3,,,,,,,,,,,,,,,,,,,,,
6206,2016Q4,15.250372,598397.0,71287.0,-54737.0,8480.0,-46257.0,-0.42,-19.219971927010228,0.1191,-0.0915,-0.1833,-2.5803747862949966,-3.5515826383978126,-0.14070437181741,-0.6886193412542343,3.348449201323092,-42.320291530098764,-3.0953125182725487,-16.524168920628725,-9.314927410073578,1.3941477006673813
4919,2018Q3,,,,,,,,,,,,,,,,,,,,,
2543,2016Q3,26.1166,936154.0,183897.0,30063.0,12393.0,42456.0,0.49,111.52530600788748,0.1964,0.0321,0.2919,-2.1370027259737254,-3.365151376649737,-0.14667829368263482,-0.5946043775603175,3.6243931970000265,-41.45660249924753,1.8553559048287571,-14.725617765448987,-3.9255157128348945,-1.735727249989286
3550,2018Q3,,,,,,,,,,,,,,,,,,,,,
8940,2017Q2,,,,,,,,,,,,,,,,,,,,,
5283,2020Q1,,,,,,,,,,,,,,,,,,,,,
2030,2019Q2,,,,,,,,,,,,,,,,,,,,,
1108,2018Q3,,,,,,,,,,,,,,,,,,,,,
4426,2019Q1,,,,,,,,,,,,,,,,,,,,,
5608,2016Q2,10.099578,16220775.0,-800641.0,-5008135.0,-6047266.0,-11055401.0,-0.6,-51.31635477153097,-0.0494,-0.3087,0.547,0.9261187080293893,-3.5822994324192403,0.5384576180577278,-0.7403953772038221,2.7756117606535553,-40.84830351484939,-5.350111748334021,-18.487677337005735,-11.344831116255373,-2.510749063277617
6209,2017Q2,,,,,,,,,,,,,,,,,,,,,
1464,2017Q3,,,,,,,,,,,,,,,,,,,,,
2399,2016Q3,124.92956,2858498.0,1031481.0,509090.0,5350.0,514440.0,5.96,9.043439196040312,0.3608,0.1781,0.0104,-2.8613442987017335,-1.89636946156621,3.253633648790419,-1.478360388800502,0.6301703560445457,35.39012360876426,8.235306463576853,-6.767063706815243,1.4519234857801349,0.24787731371819974
1326,2016Q4,18.181793,4886539.0,793577.0,126544.0,-26121.0,100423.0,0.47,-8.253869377186817,0.1624,0.0259,-0.2601,-2.508396683372557,-2.734896854236722,-0.22689270321279764,-0.16419015362858772,3.0202222278341653,-43.70531370369717,-1.401307107899338,-16.548003278039396,-7.6972044649161395,1.424020824804902
1905,2018Q3,,,,,,,,,,,,,,,,,,,,,
1305,2017Q2,15.140166,854858.0,144188.0,-21549.0,55694.0,34145.0,0.2,-28.21810995504552,0.1687,-0.0252,1.6311,-2.690700869299471,-3.2435235967487097,-0.21216466214507818,-0.9036718179285527,3.290351902283728,-40.25477190036327,-3.1441892037726937,-16.1685554568097,-7.517188268173486,-2.739175496408716
1736,2017Q2,29.619802,1028324.0,759972.0,95664.0,-67515.0,28149.0,0.21,-1.8299920557035376,0.739,0.093,-2.3985,-2.395661417655647,-3.5195183864980937,-4.170287506245077,-0.7356784397736191,2.2229515390098094,-65.98911597749219,-2.3642067864909766,12.028469625785947,-1.138295453377068,6.957406640723348
9927,2019Q1,,,,,,,,,,,,,,,,,,,,,
2313,2017Q1,275.1449,12717597.0,4710669.0,3208434.0,9571.0,3218005.0,16.63,31.36093773053558,0.3704,0.2523,0.003,2.7748043932765722,23.642651689872146,-6.781616419479251,-0.06309746611863375,-56.9879700775072,221.15966647333,6.046850394383073,-1.4784401038661599,-1.4286550974845886,-0.46298411980271337
6189,2017Q1,76.262085,1039493.0,309695.0,152032.0,16198.0,168230.0,2.5,28.25811643338654,0.2979,0.1463,0.0963,-2.521366280093789,-3.5227407867833973,0.2702867937460542,-0.8285720678791404,3.4677083845436574,-5.451316642002203,7.650700932387263,-11.533811798542738,-0.8922195746842772,0.8996594498306513
2492,2017Q4,,,,,,,,,,,,,,,,,,,,,
1459,2018Q4,,,,,,,,,,,,,,,,,,,,,
2308,2018Q1,,,,,,,,,,,,,,,,,,,,,
1439,2018Q3,,,,,,,,,,,,,,,,,,,,,
2201,2017Q3,,,,,,,,,,,,,,,,,,,,,
2317,2017Q1,38.3524,5254483.0,853708.0,424715.0,177103.0,601818.0,2.03,-21.207569616318136,0.1625,0.0808,0.2943,-1.9642092275619507,-3.223699787184596,2.2052185658738015,-2.350939776934683,-1.8554117171093822,-16.290760728549213,-4.177078361678869,-17.689687643647193,-1.0546133983694017,-3.970165507942438
8131,2017Q2,,,,,,,,,,,,,,,,,,,,,
1609,2018Q4,,,,,,,,,,,,,,,,,,,,,
2373,2017Q1,19.222214,794379.0,83885.0,-7463.0,-10677.0,-18140.0,-0.11,11.893128703176364,0.1056,-0.0094,0.5886,-2.5181701819226148,-3.1609181674569844,-0.23515449296683072,-0.12428846478462219,3.4139921130798756,-43.294773711878804,3.506906480062753,-17.000171941034495,-7.791798170078546,-2.2971632555965336
2313,2019Q4,,,,,,,,,,,,,,,,,,,,,
3002,2017Q2,,,,,,,,,,,,,,,,,,,,,
3501,2019Q1,,,,,,,,,,,,,,,,,,,,,
2929,2018Q3,,,,,,,,,,,,,,,,,,,,,
3380,2017Q1,51.931873,4926934.0,1897072.0,334584.0,79858.0,414442.0,1.74,5.795074944967213,0.385,0.0679,0.1927,-2.7102488638460636,-2.6490291468054057,-1.2751464533433319,-1.5657896583527326,1.6285938448272645,-20.285895610786973,-0.4485315403342247,-5.284986390098929,-3.653406126331538,-0.5474407671391964
4148,2018Q1,,,,,,,,,,,,,,,,,,,,,
1909,2017Q4,,,,,,,,,,,,,,,,,,,,,
1437,2019Q4,,,,,,,,,,,,,,,,,,,,,
1102,2018Q2,,,,,,,,,,,,,,,,,,,,,
2439,2019Q1,,,,,,,,,,,,,,,,,,,,,
3004,2019Q1,,,,,,,,,,,,,,,,,,,,,
6165,2017Q4,,,,,,,,,,,,,,,,,,,,,
1721,2018Q1,,,,,,,,,,,,,,,,,,,,,
2545,2019Q4,,,,,,,,,,,,,,,,,,,,,
1436,2017Q4,,,,,,,,,,,,,,,,,,,,,
6579,2019Q3,,,,,,,,,,,,,,,,,,,,,
4919,2018Q2,,,,,,,,,,,,,,,,,,,,,
2114,2018Q4,,,,,,,,,,,,,,,,,,,,,
2434,2018Q2,,,,,,,,,,,,,,,,,,,,,
3712,2019Q2,,,,,,,,,,,,,,,,,,,,,
6165,2019Q4,,,,,,,,,,,,,,,,,,,,,
8488,2018Q3,,,,,,,,,,,,,,,,,,,,,
3622,2017Q3,,,,,,,,,,,,,,,,,,,,,
1466,2018Q2,,,,,,,,,,,,,,,,,,,,,
1789,2018Q3,,,,,,,,,,,,,,,,,,,,,
3094,2016Q3,43.61216,401195.0,209071.0,112779.0,-8504.0,104275.0,0.41,15.34077583376331,0.5211,0.2811,-0.0816,-2.0976526210270823,-3.9771033361926675,-2.0493781692534685,-0.8072976370342075,3.1172054045274855,-47.08559768462553,4.593677268847824,4.205721002817154,-2.020272710826248,1.0091171817481517
2428,2018Q3,,,,,,,,,,,,,,,,,,,,,
1760,2018Q3,,,,,,,,,,,,,,,,,,,,,
3030,2018Q3,,,,,,,,,,,,,,,,,,,,,
4526,2016Q3,14.287018,3967242.0,81935.0,2123.0,-2463.0,-340.0,0.15,-15.88392835331162,0.0207,0.0005,7.2441,-2.5123801332339646,-3.1483696538954975,-0.2815789183229208,-0.12783861845731737,3.070725170336664,-42.11452274216339,-2.0630129079706965,-16.840662765204907,-7.48372601589188,-2.9353728546295317
6505,2018Q3,,,,,,,,,,,,,,,,,,,,,
1535,2019Q4,,,,,,,,,,,,,,,,,,,,,
2614,2018Q3,,,,,,,,,,,,,,,,,,,,,
8046,2016Q3,26.273739,897582.0,132353.0,55258.0,7278.0,62536.0,0.37,24.831346353763465,0.1475,0.0616,0.1164,-2.4371886936575176,-3.214015159085393,-0.20762102235108615,-0.5430462096258998,3.3903864242136477,-43.038799294070344,4.082298171613365,-17.458752810917794,-2.960684728585184,-0.06259445489384234
1732,2017Q2,167.86804,1233356.0,1110075.0,258141.0,10313.0,268454.0,6.66,5.197411208578544,0.9,0.2093,0.0384,-2.6609158376976847,-2.5558035662025214,-3.262580947354436,-2.1525121849775313,0.8312594152893871,48.53519427677617,-1.5265291312336922,34.523759890682996,5.691682640053332,1.7207422740757465
2228,2018Q1,,,,,,,,,,,,,,,,,,,,,
1213,2016Q3,13.238773,1205809.0,-164757.0,-246833.0,-39121.0,-285954.0,-0.77,-47.94131007666864,-0.1366,-0.2047,0.1368,-2.542930211536586,-4.035890396907925,-0.3149374456703663,-0.17758869260549545,3.585333145447075,-39.84560911295935,-5.895090185645968,-16.726913529634476,-9.634984924737363,0.10362975685857237
2501,2017Q1,18.371876,1684246.0,62377.0,-32695.0,-1149.0,-33844.0,-0.02,13.37674754512739,0.037,-0.0194,0.0339,-2.391254474110901,-3.333309898674488,-0.2400374437868595,-0.08632334247231484,3.417525298949331,-45.21572397548705,3.3702898020483554,-17.556546019017695,-8.909774292465299,0.5932770692557097
1618,2017Q3,,,,,,,,,,,,,,,,,,,,,
2105,2018Q4,,,,,,,,,,,,,,,,,,,,,
4943,2018Q4,,,,,,,,,,,,,,,,,,,,,
1711,2019Q3,,,,,,,,,,,,,,,,,,,,,
3532,2017Q1,114.05961,3896743.0,2055796.0,1032254.0,40701.0,1072955.0,3.64,6.4584328752065,0.5276,0.2649,0.0379,-2.916437883134931,-1.3706997456401586,7.8154944694042205,-1.7748503793030976,-0.9750297132506967,5.274066229816526,2.419045195430517,14.612630982920528,1.4336951733753085,0.8179413385689258
4930,2017Q2,,,,,,,,,,,,,,,,,,,,,
6116,2018Q2,,,,,,,,,,,,,,,,,,,,,
3686,2016Q2,17.64892,4719390.0,-63619.0,-579568.0,30652.0,-548916.0,-1.47,17.23544267182876,-0.0135,-0.1228,-0.0558,-2.4656668188795448,-3.976443796902895,-0.16472272783517838,-0.43728634223341944,3.235400061439723,-43.65340458255727,2.7370225265063346,-17.56691140383482,-9.85045332433656,1.0676336055248976
1339,2017Q2,77.65489,2523616.0,708815.0,346706.0,-17048.0,329658.0,3.04,112.26683153168344,0.2809,0.1374,-0.0517,-1.8612634602934122,-3.583661203607917,2.2772653422877194,-0.16773576576262714,3.569539078250527,-4.073101024352946,4.326253986563533,-12.382541098073125,-0.7828275918867439,1.609177555516362
3038,2016Q2,18.037891,36840688.0,913963.0,-22597.0,135679.0,113082.0,0.03,-2.279523091683412,0.0248,-0.0006,1.1998,3.620552770830691,-1.7205559884756803,-0.5911349219083786,-1.8068924849107861,2.4066197327151895,-42.19028823921457,-1.1952828179858626,-17.281434335261583,-8.995551518257708,-2.931904762396589
1709,2017Q3,,,,,,,,,,,,,,,,,,,,,
5285,2017Q2,,,,,,,,,,,,,,,,,,,,,
2375,2016Q4,34.997246,560194.0,188621.0,137459.0,-18227.0,119232.0,0.75,-0.5554401094429148,0.3367,0.2454,-0.1529,-2.216407657172531,-3.8967955657467246,0.12042656607925892,-0.777505857385695,3.35862669268623,-40.83707022486254,-2.535589800477028,-9.86204251922667,0.7366473721899092,2.1831966330856085
2462,2017Q4,,,,,,,,,,,,,,,,,,,,,
1525,2018Q3,,,,,,,,,,,,,,,,,,,,,
2464,2019Q2,,,,,,,,,,,,,,,,,,,,,
1906,2018Q1,,,,,,,,,,,,,,,,,,,,,
1786,2016Q4,34.858494,287938.0,145528.0,124016.0,241399.0,365415.0,0.74,2.513547778672809,0.5054,0.4307,0.6606,-2.1194528667628765,-3.884412104897201,-1.1635034266114235,-4.8876921345293525,2.7267937595769762,-39.73945760042407,-3.6103893207758664,6.674073782488704,-2.7266712278872727,-5.134539076788351
2634,2017Q2,,,,,,,,,,,,,,,,,,,,,
9940,2019Q2,,,,,,,,,,,,,,,,,,,,,
8940,2018Q3,,,,,,,,,,,,,,,,,,,,,
5907,2019Q2,,,,,,,,,,,,,,,,,,,,,
4414,2016Q2,123.01066,2103934.0,599379.0,344509.0,4215.0,348724.0,4.56,23.166121842496285,0.2849,0.1637,0.0121,-1.9278342104516923,-4.181100437864661,2.383167119137943,-0.9759514757618308,3.1160960925370453,42.68214957339224,8.819564791545272,-12.036169570311904,-4.600862510027364,1.0078565507382153
2633,2019Q1,,,,,,,,,,,,,,,,,,,,,
2373,2018Q3,,,,,,,,,,,,,,,,,,,,,
6164,2018Q3,,,,,,,,,,,,,,,,,,,,,
3167,2018Q1,,,,,,,,,,,,,,,,,,,,,
3050,2018Q1,,,,,,,,,,,,,,,,,,,,,
6177,2017Q2,,,,,,,,,,,,,,,,,,,,,
6226,2017Q4,,,,,,,,,,,,,,,,,,,,,
2312,2017Q1,26.062147,224381.0,90070.0,39777.0,-69399.0,-29622.0,-0.07,0.0913909705721074,0.4014,0.1773,2.3428,-3.4989620159193873,-3.9515879077836873,-2.15830794159323,-1.06832966607064,3.5761361708678305,-43.49084010247141,-2.703691618423909,-6.491230479106307,0.4571252222638577,-3.331907569542527
1714,2018Q3,,,,,,,,,,,,,,,,,,,,,
2493,2017Q1,24.595535,411917.0,118787.0,69367.0,-36840.0,32527.0,0.25,2.513547778672809,0.2884,0.1684,-1.1326,-2.691812290456146,-3.6288950346037745,0.191877634935081,-0.4148789435811341,3.41315118920058,-49.28437708457932,-2.3570469903200864,-13.506720615252853,-1.1988507947791367,5.349336438328027
1413,2019Q2,,,,,,,,,,,,,,,,,,,,,
2915,2019Q2,,,,,,,,,,,,,,,,,,,,,
2201,2017Q1,13.344358,7757925.0,232995.0,-109973.0,296187.0,186214.0,0.16,-23.57036846249823,0.03,-0.0142,1.5906,-2.0772628799453376,-3.1507686191052198,-0.2567816617339849,-2.319711041674018,3.024138790331781,-40.080522769670935,-3.012991537991911,-16.721247520297766,-7.848878569807857,-2.9353728546295317
3308,2016Q3,35.836773,12280688.0,2893834.0,1642224.0,11799.0,1654023.0,1.19,-2.68960254506648,0.2356,0.1337,0.0071,3.883562587723136,-1.603960844166577,-1.620637720860541,-0.6777789680659771,-1.614462268985808,-30.340016422234477,-1.496015766877681,-16.183972837626936,-4.039252218222246,0.8055574093014002
3130,2018Q1,,,,,,,,,,,,,,,,,,,,,
5225,2016Q2,12.349056,2155299.0,547137.0,-779881.0,835396.0,55515.0,0.09,-31.46386863858983,0.2539,-0.3618,15.0481,-2.5408335569873453,-3.3385843022912742,-0.32078691717237234,-4.275816740319133,3.103219992201775,-39.430773335918786,-3.6449252601154147,-14.141850133426487,-8.812016352284699,-2.9723395504895596
4426,2016Q3,17.33435,1716725.0,-43205.0,-137175.0,201190.0,64015.0,0.11,55.8116021401188,-0.0252,-0.0799,3.1429,-2.2975966634601352,-4.058943635746837,-0.2247458427399397,-2.2830677169188855,3.5118253825604917,-41.22577199921478,4.263205151911825,-18.00555602736771,-7.973926334269345,-3.0948286433611063
2313,2017Q3,,,,,,,,,,,,,,,,,,,,,
1582,2019Q2,,,,,,,,,,,,,,,,,,,,,
3605,2016Q2,99.271324,1435300.0,554233.0,178367.0,38076.0,216443.0,5.03,1.4347828799211493,0.3861,0.1243,0.1759,-3.238765915222466,-4.107075674161315,-2.3938281589373944,-1.3734490199387073,2.2646362876333295,32.12024172026664,-4.208350908011198,-5.584787321016193,-2.2107297367509453,-0.720327353477478
3711,2019Q4,,,,,,,,,,,,,,,,,,,,,
6451,2016Q3,25.800322,503524.0,112877.0,38467.0,-545.0,37922.0,0.37,2.513547778672809,0.2242,0.0764,-0.0144,-2.5291012220457194,-3.1448064630478623,0.06877175059169531,-0.17352021157741546,3.2689731042459607,-43.38524202860892,-2.3694784433767198,-15.011680230870843,-1.0230657832883299,1.3757185396552085
3031,2018Q1,,,,,,,,,,,,,,,,,,,,,
6177,2018Q2,,,,,,,,,,,,,,,,,,,,,
1465,2017Q3,,,,,,,,,,,,,,,,,,,,,
1903,2019Q2,,,,,,,,,,,,,,,,,,,,,
2023,2017Q3,,,,,,,,,,,,,,,,,,,,,
3338,2016Q4,44.683342,4549348.0,663460.0,477026.0,607832.0,1084858.0,3.01,-27.16357009653648,0.1458,0.1049,0.5603,-2.011040058359504,-3.5591769772022963,2.186027751751244,-3.2517418399825693,-2.1962887521460654,-7.364558664355427,-4.486762881260365,-17.421935122162104,-0.37503937555477024,-5.559892971366644
6214,2020Q1,,,,,,,,,,,,,,,,,,,,,
2482,2018Q3,,,,,,,,,,,,,,,,,,,,,
1235,2018Q4,,,,,,,,,,,,,,,,,,,,,
9939,2018Q2,,,,,,,,,,,,,,,,,,,,,
2392,2019Q4,,,,,,,,,,,,,,,,,,,,,
8996,2018Q3,,,,,,,,,,,,,,,,,,,,,
6213,2019Q3,,,,,,,,,,,,,,,,,,,,,
2462,2018Q3,,,,,,,,,,,,,,,,,,,,,
3016,2019Q4,,,,,,,,,,,,,,,,,,,,,
1416,2017Q3,,,,,,,,,,,,,,,,,,,,,
2204,2018Q2,,,,,,,,,,,,,,,,,,,,,
1810,2018Q2,,,,,,,,,,,,,,,,,,,,,
8046,2017Q4,,,,,,,,,,,,,,,,,,,,,
2454,2017Q4,,,,,,,,,,,,,,,,,,,,,
6582,2019Q1,,,,,,,,,,,,,,,,,,,,,
1723,2019Q2,,,,,,,,,,,,,,,,,,,,,
2449,2017Q2,,,,,,,,,,,,,,,,,,,,,
1305,2018Q1,,,,,,,,,,,,,,,,,,,,,
1626,2019Q3,,,,,,,,,,,,,,,,,,,,,
6285,2016Q3,18.004158,2836616.0,189503.0,72619.0,14172.0,86791.0,0.56,2.513547778672809,0.0668,0.0256,0.1633,-2.617217737697065,-3.0279597847908737,-0.27313364803791046,-0.4547907744348049,3.156533024199307,-41.366003282200545,-1.912320959456265,-16.339918938577174,-7.756319355573505,-0.12847507753409446
1616,2020Q1,,,,,,,,,,,,,,,,,,,,,
1312,2017Q1,39.173515,3331863.0,870872.0,745387.0,-13753.0,731634.0,0.9,8.051250565065143,0.2614,0.2237,-0.0188,-2.581793230101466,-1.7455388767644764,2.910811027213931,-0.6511915419623255,-1.8193591217324139,-39.23742087416351,2.699347153045237,-15.059972955584525,4.121059951148927,1.8138214396685362
2015,2017Q2,14.7498255,1389306.0,101419.0,-182579.0,-15722.0,-198301.0,-0.39,2.0346520925693867,0.073,-0.1314,0.0793,-2.5659590015932916,-3.325965814515948,-0.33004629030823707,-0.09060868829488754,3.3388267542794345,-43.42935109840706,-2.028517894782126,-15.786398845165968,-9.783974075186997,0.028066197112202644
1540,2019Q2,,,,,,,,,,,,,,,,,,,,,
2478,2018Q1,,,,,,,,,,,,,,,,,,,,,
3034,2019Q4,,,,,,,,,,,,,,,,,,,,,
2528,2017Q3,,,,,,,,,,,,,,,,,,,,,
5285,2016Q4,32.66142,4419480.0,811996.0,375132.0,-21578.0,353554.0,0.91,-13.877803061194951,0.1837,0.0849,-0.061,-2.380017309524119,-2.675979857221246,2.230886136107147,-0.1737295788526535,2.7637224980816244,-37.27698299508542,-2.2802741934172808,-16.628651281930505,-0.883251225668937,1.2419529872387647
2537,2017Q4,,,,,,,,,,,,,,,,,,,,,
3004,2018Q2,,,,,,,,,,,,,,,,,,,,,
4438,2017Q3,,,,,,,,,,,,,,,,,,,,,
6666,2018Q4,,,,,,,,,,,,,,,,,,,,,
5519,2019Q2,,,,,,,,,,,,,,,,,,,,,
2908,2017Q3,,,,,,,,,,,,,,,,,,,,,
1527,2017Q1,98.46314,4465890.0,853498.0,507890.0,41137.0,549027.0,5.52,2.513547778672809,0.1911,0.1137,0.0749,-2.7353454610705374,-2.2990915214270355,2.430869367234409,-0.7420068072527647,0.9011277299001813,32.70360511528328,-2.944508203975856,-15.932909197583795,-0.9979702013824135,-0.6443933168798686
2527,2018Q2,,,,,,,,,,,,,,,,,,,,,
3060,2018Q2,,,,,,,,,,,,,,,,,,,,,
1582,2017Q3,,,,,,,,,,,,,,,,,,,,,
1711,2017Q4,,,,,,,,,,,,,,,,,,,,,
1456,2017Q3,,,,,,,,,,,,,,,,,,,,,
2345,2019Q3,,,,,,,,,,,,,,,,,,,,,
1442,2019Q4,,,,,,,,,,,,,,,,,,,,,
1449,2019Q3,,,,,,,,,,,,,,,,,,,,,
3229,2016Q2,47.338223,476459.0,164441.0,95631.0,-60100.0,35531.0,0.37,18.275325438649222,0.3451,0.2007,-1.6915,-1.7450713915191591,-3.7762216598168017,-0.6418825907632708,-1.2876700777746737,3.366884390003979,-48.366430375915954,5.199915439970791,-8.694502828642726,7.558162551168352,7.001285782009363
3094,2017Q4,,,,,,,,,,,,,,,,,,,,,
8131,2017Q4,,,,,,,,,,,,,,,,,,,,,
8271,2018Q2,,,,,,,,,,,,,,,,,,,,,
6257,2017Q2,,,,,,,,,,,,,,,,,,,,,
1710,2018Q4,,,,,,,,,,,,,,,,,,,,,
2303,2020Q1,,,,,,,,,,,,,,,,,,,,,
4532,2019Q2,,,,,,,,,,,,,,,,,,,,,
1468,2018Q3,,,,,,,,,,,,,,,,,,,,,
3090,2018Q2,,,,,,,,,,,,,,,,,,,,,
3164,2018Q4,,,,,,,,,,,,,,,,,,,,,
3708,2018Q1,,,,,,,,,,,,,,,,,,,,,
1776,2019Q2,,,,,,,,,,,,,,,,,,,,,
1101,2019Q2,,,,,,,,,,,,,,,,,,,,,
3023,2017Q4,,,,,,,,,,,,,,,,,,,,,
2731,2018Q1,,,,,,,,,,,,,,,,,,,,,
2030,2017Q3,,,,,,,,,,,,,,,,,,,,,
3059,2016Q2,85.02567,3001462.0,1201073.0,418502.0,113088.0,531590.0,2.26,9.611507884735977,0.4002,0.1394,0.2127,-2.7336001746356486,-2.9388200671598317,6.2360902855172755,-2.7936994215101003,0.9684136983938515,-6.387409946601838,5.284659483879804,3.0971684835851194,-2.0847690989356487,-2.3461063204705717
1733,2016Q2,38.821987,2151182.0,640691.0,276112.0,21871.0,297983.0,0.83,40.844529947767214,0.2978,0.1284,0.0734,-2.4366890624910593,-3.2319866951182483,0.17763183627277612,-0.6712601103261113,3.3182678036391735,-39.369427576051095,5.653633477445692,-12.477681616619229,-1.0250157689210027,0.16077213309705257
3419,2018Q2,,,,,,,,,,,,,,,,,,,,,
3437,2018Q3,,,,,,,,,,,,,,,,,,,,,
1737,2017Q1,15.569168,593882.0,69861.0,-86443.0,197018.0,110575.0,0.72,2.4115082013004145,0.1176,-0.1456,1.7818,-2.6187649634853005,-3.535892229154706,-0.3245935831591487,-2.3387696385383605,3.290351902283728,-37.82722055565566,-1.8246778957918286,-16.425763727761804,-8.607986578736455,-2.9412726288381963
4956,2016Q4,13.468966,16044.0,2547.0,-15077.0,-4519.0,-19596.0,-0.24,-99.9436857665775,0.1588,-0.9397,0.2306,-3.810590078048408,-4.108829169943928,-0.29975371483713387,-0.1750058613717556,3.8665429805591702,-38.502308979146186,-5.9708572513796385,-16.349070459268987,-8.935418359357863,-0.9694969619903714
2471,2019Q2,,,,,,,,,,,,,,,,,,,,,
