公司代號,公司名稱,營業利益率,業外%
1603,華電,,
1604,聲寶,,
1605,華新,0.0324251861824389,-0.144120388239835
1608,華榮,0.0540933695927013,0.3120188489784667
1609,大亞,,
1611,中電,0.0263729140600268,-0.5882886972310486
1612,宏泰,0.0297799320296395,0.6140761277652631
1613,台一,0.0119435402138384,-0.8706950927210798
1614,三洋電,0.0290947961295086,0.1011644253468077
1615,大山,0.0261105535871546,-0.5281073954213112
1616,億泰,-0.0290963305742032,-0.6142650515277527
1617,榮星,0.075604136303699,-14.084187205760175
1618,合機,-0.0159879848504636,0.0508605985424096
1626,艾美特-KY,0.0149166892105574,0.303187797020451
1701,中化,,
1702,南僑,,
1704,榮化,0.0859847957200104,0.0110598430535916
1707,葡萄王,0.2230956171123742,0.0313013256369254
1708,東鹼,0.1464362643690417,-0.1852769314425292
1709,和益,,
1710,東聯,0.1661309972977644,-0.2535020866201842
1711,永光,,
1712,興農,0.0454350901374732,-0.1747016199115957
1713,國化,0.0749820037955631,0.4277580782100584
1714,和桐,0.0240834370185855,-0.3505121976977505
1715,萬洲,,
1717,長興,0.0401108314865047,0.3357685811572024
1718,中纖,,
1720,生達,0.1321431318892662,-0.4469608539212265
1721,三晃,0.0549516134470782,-2.8691832858499526
1722,台肥,0.116643325648752,0.3871444027032752
1723,中碳,0.196031412061046,-0.014153517836008
1724,台硝,0.0627873668747704,-13.421762969211304
1725,元禎,0.0240726153846153,-0.87856571154154
1726,永記,0.1513014363190748,-0.0806215150932513
1727,中華化,,
1730,花仙子,0.1198655085458111,0.0166163141993957
1731,美吾華,0.0998622844884663,-0.2939057031089149
1732,毛寶,-0.0226939167409642,0.1147672552166934
1733,五鼎,0.0344808113132073,1.3758206811653673
1734,杏輝,-0.0594245114054596,0.1855358636130668
1735,日勝化,0.0302993875588399,-3.950382468472193
1736,喬山,-0.0235121735859426,-0.9230825917942482
1737,臺鹽,0.1640434875423134,-0.3378307799442896
1762,中化生,,
1773,勝一,0.145280509407202,-0.0362377850162866
1776,展宇,,
1783,和康生,,
1786,科妍,0.0181948131509087,1.4232779097387174
1789,神隆,0.2406594960249703,-0.1510879686223919
1795,美時,0.056006155517335,2.184603148887285
1802,台玻,0.0417680787175671,-10.664932750890909
1805,寶徠,-10.640758293838864,-0.3122150789012273
1806,冠軍,,
1808,潤隆,0.018830527355655,-0.1362079898541534
1809,中釉,-0.0206522344036952,0.6510578279266572
1810,和成,-0.0059705039048267,1.2848720758852652
1817,凱撒衛,0.1266416624429802,0.0193720565149136
1902,台紙,0.0758788055122067,-0.0330020525008101
1903,士紙,-1.845843935538592,0.1066847279518913
1904,正隆,0.0634442053453458,-0.3141983138401949
1905,華紙,,
1906,寶隆,-0.0086215435410647,1.0592254479473804
1907,永豐餘,,
1909,榮成,0.1624988175877144,-0.160589237457408
2002,中鋼,0.0775291244674447,-0.1936991160950847
2006,東和鋼鐵,0.0803142275630906,-0.0402995099813458
2007,燁興,0.0168730342578278,2.500215442950706
2008,高興昌,-0.1652702642285509,0.2357659706429605
2009,第一銅,0.0735033799266727,-0.1033882272004127
2010,春源,,
2012,春雨,0.0794067504359272,-3.1227871084884247
2013,中鋼構,0.0092557110232824,-1.0629826128066395
2014,中鴻,0.0706809994386408,-0.0182161868674536
2015,豐興,0.1343918628527768,0.0190180071526669
2017,官田鋼,0.1006857817998133,0.2461458580393715
2020,美亞,,
2022,聚亨,,
2023,燁輝,0.0606713323188736,0.0533259681700512
2024,志聯,0.1167067789811472,-0.374582391252995
2025,千興,0.0607412860973144,0.0396462759950659
2027,大成鋼,0.0861814357094418,-1.1461447874170834
2028,威致,0.075314522040908,-0.078972609392453
2029,盛餘,0.1341154845456407,-0.0787784975328876
2030,彰源,0.1093079969626602,-0.3215787709326954
2031,新光鋼,0.1466103158373097,0.2231025232263005
2032,新鋼,0.0111803759000093,-0.2140802166187172
2033,佳大,0.0402477097087875,-0.7336860670194003
2034,允強,0.0677369132595748,-0.2982953150437597
2038,海光,-0.0256136928853562,0.3732429658974298
2049,上銀,0.1051621890639825,-0.6406247732385169
2059,川湖,0.4673684210526316,-3.747998880997717
2062,橋椿,0.1188699841165051,0.2000369502008067
2069,運錩,0.0639109007227323,-0.38423085216914
2101,南港,0.0852879361076082,0.1305266323346991
2102,泰豐,-0.0653902601734489,0.8631865447693489
2103,台橡,0.0602870474709521,0.0298676651338138
2104,國際中橡,0.1860002759012602,-0.1230919565666034
2105,正新,0.1114460437306332,-0.19100005895386
2106,建大,0.059529719745938,-0.7266001636102264
2107,厚生,0.2100098198275126,15.896577831617202
2108,南帝,0.0980718935596611,-0.2835831388936491
2109,華豐,0.0623305356119594,-0.0923805810560143
2114,鑫永銓,0.2434245939675174,-2.961087339541908
2115,六暉-KY,0.177242608081046,-0.0132411865719384
2201,裕隆,,
2204,中華,,
2206,三陽工業,0.0200731445302214,-1.0947108119247149
2207,和泰車,0.0723893092712478,1.4503543699177169e-06
2208,台船,-0.5591831618045345,-0.0043669797401049
2227,裕日車,0.0712953785251009,0.5957371901995988
2228,劍麟,0.1746501831658959,-0.1975293390982087
2231,為升,0.3807431699259723,-0.929762595862996
2233,宇隆,0.2598557147940862,-0.331531964624655
2236,百達-KY,0.131629307715767,-0.0743310516490354
2239,英利-KY,0.121345748128941,-0.2354004175766157
2301,光寶科,0.0399824543296521,0.1696820703120576
2302,麗正,,
2303,聯電,0.0366354383390859,-0.2842094908871183
2305,全友,-0.2415607097946066,-3.4829508621807337
2308,台達電,0.0810902313884245,0.2012220522690294
2311,日月光,0.0785509479392246,-0.3554491445242786
2312,金寶,0.0181760670581025,-0.0529574985784637
2313,華通,0.0850167760251297,-0.6147572355162662
2314,台揚,0.038582471382857,-0.0281354463290825
2316,楠梓電,0.0034110244658282,1.031259123603259
2317,鴻海,,
2321,東訊,,
2323,中環,,
2324,仁寶,,
2325,矽品,0.0889767532973021,-0.3789690293440841
2327,國巨,0.1467955218293803,-0.1281645188927047
2328,廣宇,0.0230261897064716,0.2521768651883892
2329,華泰,-0.0596784164571643,0.0932455461575964
2330,台積電,0.4076379649991621,0.025250929236637
2331,精英,,
2332,友訊,-0.0409109167942223,0.0101741212096411
2337,旺宏,0.0626800686235056,-1.031369203463458
2338,光罩,-0.0212113965564361,0.7745788556491432
2340,光磊,0.1597281644744788,-0.125231200540998
2342,茂矽,,
2344,華邦電,0.0886819709619989,-0.0464534005836104
2345,智邦,0.0909536417498712,0.0751074516007586
2347,聯強,,
2348,海悅,,
2349,錸德,,
2351,順德,0.1286850032743942,-0.4004846411517354
2352,佳世達,,
2353,宏碁,0.0081273430089243,8.970553757326568
2354,鴻準,,
2355,敬鵬,0.1013132400072514,-0.1593472787102398
2356,英業達,,
2357,華碩,0.0370586423101282,0.1596662073728393
2358,廷鑫,0.0084145104008117,0.7776958648884124
2359,所羅門,0.0499371813641508,4.237345180398492
2360,致茂,0.1685132812865897,-0.3368736048748281
2362,藍天,0.0947030185809693,-1.2760781898726634
2363,矽統,-1.6740822644847413,0.3137464645732105
2364,倫飛,,
2365,昆盈,-0.0578151049039036,-0.5538741175973285
2367,燿華,-0.0443247120624981,0.3831535098418179
2368,金像電,-0.0219837349467279,0.5770668826948928
2369,菱生,0.0177037276434224,0.5336207521194116
2371,大同,,
2373,震旦行,0.0842678199053484,0.3180553727956267
2374,佳能,0.0030173017337636,0.7242420265126657
2375,凱美,0.0640145951545323,-0.0219677148639976
2376,技嘉,0.0259506173395243,-0.0078114529127599
2377,微星,0.0602798407542789,0.0798482065922205
2379,瑞昱,0.0931420432235782,-0.6723973274102317
2380,虹光,-0.2373237097881196,0.1768455164681579
2382,廣達,0.020516477395081,-0.1861256183932467
2383,台光電,0.1738031901057472,-0.005171027004475
2385,群光,0.0494971966136249,0.0451040319201268
2387,精元,0.0881211050523035,0.096060958469189
2388,威盛,,
2390,云辰,,
2392,正崴,-0.0060652971568403,1.6296340745566662
2393,億光,,
2395,研華,0.1502361526407521,-0.0029221058642928
2397,友通,0.1567941221224702,-0.4302143437828406
2399,映泰,-0.0127529194126488,0.7556551062101559
2401,凌陽,-0.0505870259157063,1.2213292776025424
2402,毅嘉,-0.0294263696306949,0.5905456810866425
2404,漢唐,0.1453446198177388,-0.8333327139273436
2405,浩鑫,-0.0970683399319805,-0.0028301080780896
2406,國碩,-0.0323554771174909,0.6051508849230162
2408,南亞科,0.3150008544164335,-0.1722736993027164
2409,友達,0.1357027838172147,-0.0056624653486242
2412,中華電,0.2114901509900354,0.022547067766719
2413,環科,,
2414,精技,0.0207637844286529,0.0025664345247735
2415,錩新,0.0603374658226899,-0.2905151005367299
2417,圓剛,-0.0476958098904353,0.2605801509195765
2419,仲琦,0.0668354838222486,-1.2163976026310956
2420,新巨,0.2070959935466523,-4.109732634512041
2421,建準,0.0601227115840371,-0.0260727349226707
2423,固緯,0.1328449285131443,0.0960554268057164
2424,隴華,-4.5,0.7912665337923537
2425,承啟,,
2426,鼎元,0.0988414889167712,2.102851276307807
2427,三商電,0.02456181468151,-0.1339361619908803
2428,興勤,0.2295057782149004,-0.0901812827827367
2429,銘旺科,0.0298649879241398,-1.459406586240626
2430,燦坤,,
2431,聯昌,0.0463613524400342,-3.649120337790289
2433,互盛電,0.1503128204537336,0.3291475116472802
2434,統懋,,
2436,偉詮電,0.0445144484158235,-6.185136897001303
2437,旺詮,0.077692025760511,-0.9185932247220068
2438,翔耀,0.2196414196853274,-0.0523842917251051
2439,美律,0.10941926910299,-0.244468850997156
2440,太空梭,,
2441,超豐,0.2621973173762012,-0.0690454213157486
2442,新美齊,-0.0832628182144137,0.108046859996159
2443,億麗,,
2444,兆勁,0.0053972196141381,1.134622648636398
2448,晶電,0.0727750865534956,2.8924798518841213
2449,京元電子,0.192265540598826,-0.3176427202067434
2450,神腦,0.0154739301799854,0.2433568956381551
2451,創見,0.2145000588775996,-0.784824713803532
2453,凌群,0.0179756611059185,0.2716701094024941
2454,聯發科,,
2455,全新,0.2342464920107064,-0.2956885529060769
2456,奇力新,0.1281067975740107,0.0247374255705779
2457,飛宏,-0.0080806689204226,1.4301752670377614
2458,義隆,0.1429236616244242,-0.4323911864492287
2459,敦吉,0.0548970559938426,0.0702045028652127
2460,建通,-0.0093947481054407,0.5885887541345094
2461,光群雷,0.0612576811621563,-15.953239289446186
2462,良得電,0.0058147953139397,1.118883157658668
2464,盟立,0.0480956848030018,3.62362473347548
2465,麗臺,-0.0240451402198745,1.177362075595467
2466,冠西電,,
2467,志聖,,
2468,華經,0.0289257303295674,-0.1346532057165333
2471,資通,-0.0851780763489016,0.4724839306154794
2472,立隆電,0.1033873996036299,-1.249826214019209
2474,可成,0.3670602049837822,-0.734919854816686
2475,華映,0.1384217684673584,0.3664237800044632
2476,鉅祥,0.1358621469123029,-0.9415557791941556
2477,美隆電,0.1267837065492364,0.0055942385772813
2478,大毅,0.069637985189261,-0.2759236310936548
2480,敦陽科,0.0808064157652985,-0.0068075875755757
2481,強茂,0.0704631576035846,0.1648622732897874
2482,連宇,-0.0814604026845637,0.5072426112374148
2483,百容,0.1140152773165061,-34.991129032258065
2484,希華,0.0704753034073373,-1.6825590009524818
2485,兆赫,0.0352805863913832,1.4573289583829792
2486,一詮,-0.0195403205918619,0.7688160121374803
2488,漢平,0.15992572780974,-0.6788874075869592
2489,瑞軒,-0.067978710270374,0.5779568518840253
2491,吉祥全,-0.0490057864281956,-1.2677702044790653
2492,華新科,0.113213508374986,-0.0237304814747827
2493,揚博,0.1273321915312295,-0.7660214292934399
2495,普安,0.0120279268535082,1.5194763386629466
2496,卓越,,
2497,怡利電,-0.0325405055087491,0.5129852809233978
2498,宏達電,-0.1622483108317355,-0.1552676970118682
2499,東貝,-0.0224848650399893,0.7981039626268446
2501,國建,0.1311620209233979,-0.0498643959477751
2504,國產,-0.0038748206101569,1.0049429059451394
2505,國揚,0.0961427597507445,-0.2624899875924675
2506,太設,0.167681292523382,0.1154450805327321
2509,全坤建,0.0065933202357563,1.2013438924886009
2511,太子,0.0951484402869713,-0.2225306205597005
2514,龍邦,,
2515,中工,0.0233501491960586,-0.2515763796198279
2516,新建,,
2520,冠德,0.081819276271618,-0.3293785735780921
2524,京城,,
2527,宏璟,-0.4463458919655015,0.1699307783217964
2528,皇普,0.2301118059503505,0.6075433890307359
2530,華建,-0.135573461340648,0.7465140878930666
2534,宏盛,0.4246076290187456,0.0355989155122444
2535,達欣工,0.0832482399708684,-0.7087810271263508
2536,宏普,-0.0063531765882941,1.0016787838730998
2537,聯上發,-85.19047619047619,-0.0235724911317084
2538,基泰,0.2386669448211119,1.67365414906302
2539,櫻花建,0.3144860960990469,-0.0019252592447661
2540,愛山林,0.2240200546946217,-2.410149667955199
2542,興富發,0.0950691990914201,0.0372076249356002
2543,皇昌,,
2545,皇翔,0.1795689249983213,-1.007205259839683
2546,根基,0.0266273383054163,0.0400238027020474
2547,日勝生,-0.5853893505389943,0.0957453303336762
2548,華固,0.1256962369243309,0.4059199332241806
2597,潤弘,0.0692968269267421,0.0034456834983084
2601,益航,,
2603,長榮,0.0194461994923002,-1.9314272731727529
2605,新興,0.2052300601063152,0.2527451211901428
2606,裕民,0.0023876819471621,1.4940592917291498
2607,榮運,,
2608,嘉里大榮,,
2609,陽明,-0.0393086067192532,-0.3230495388757245
2610,華航,,
2611,志信,,
2612,中航,0.0698755240245082,1.8518792262934425
2613,中櫃,-0.0074335180509558,0.4685888420065635
2614,東森,,
2615,萬海,0.000987901467836,1.0582504057855242
2616,山隆,0.0194270747134294,0.7949602041436297
2617,台航,,
2618,長榮航,0.0076310860193302,1.9856399746188589
2633,台灣高鐵,0.4359361710594875,-1.412557383648778
2634,漢翔,0.1060597203543889,-3.585161163091352
2636,台驊投控,0.0250825610541559,-0.1887273010071159
2637,慧洋-KY,0.1288502455462397,-6.8543185642176105
2642,宅配通,0.0245461709493118,0.6714509050498201
2701,萬企,0.4314496059726255,0.5268908900714059
2702,華園,0.0803339911947775,-3.9068991097922847
2704,國賓,0.1726144888319783,-0.0173362666154054
2705,六福,-0.0905606849297719,0.2146991312751913
2706,第一店,0.6356156156156156,0.5730319852822515
2707,晶華,0.1780702671919854,-0.056057180667751
2712,遠雄來,-0.0870667978572209,-0.021025641025641
2722,夏都,,
2723,美食-KY,0.1234756228552427,0.0306829796937714
2727,王品,0.0781576666219004,-0.1171518618441488
2731,雄獅,0.0174038598125295,0.1740269493015198
2739,寒舍,,
2748,雲品,0.2177340823970037,-0.0119485751230914
2801,彰銀,0.3358577841833107,
2809,京城銀,0.613356858855721,
2812,台中銀,0.3066943762379595,
2816,旺旺保,0.0563375645364349,
2820,華票,0.5487681429103088,
2823,中壽,,
2832,台產,0.1894985217193541,
2833,台壽保,,
2834,臺企銀,0.2424032850659174,
2836,高雄銀,0.1576585755825345,
2837,萬泰銀,,
2838,聯邦銀,,
2841,台開,-0.2807164103537751,2.445527130519798
2845,遠東銀,,
2847,大眾銀,,
2849,安泰銀,0.3105643041395406,
2850,新產,0.0850065050338018,
2851,中再保,0.0855875605404027,
2852,第一保,0.1322437043524838,
2855,統一證,0.3918913599685101,0.0807159015712285
2856,元富證,,
2867,三商壽,-0.0247980250257246,
2880,華南金,0.2179356727049042,
2881,富邦金,0.0796528470902088,
2882,國泰金,0.082975090474502,
2883,開發金,0.2621122275606765,
2884,玉山金,0.3155766853750505,
2885,元大金,0.1924064959719169,
2886,兆豐金,0.4234255386950081,
2887,台新金,0.3364722135096369,
2888,新光金,-0.0732012861368197,
2889,國票金,0.425225246928451,
2890,永豐金,0.2572315514275264,
2891,中信金,0.119380993867073,
2892,第一金,0.3302009599566168,
2897,王道銀行,0.3027826657520355,
2901,欣欣,0.1422043010752688,0.279291553133515
2903,遠百,,
2904,匯僑,0.2350974398165838,-0.0291473257224104
2905,三商,-0.0155885782200956,9.757658786381431e-07
2906,高林,0.0370342328700448,-1.4588868940754038
2908,特力,0.0409024857619785,-0.039759423831063
2910,統領,0.2952159777055271,-0.517379679144385
2911,麗嬰房,,
2912,統一超,0.0523990352804133,0.2325348305801122
2913,農林,0.268956361698062,0.0587088247147626
2915,潤泰全,0.3930623161733088,0.0955988495250382
2923,鼎固-KY,0.5638118205597302,-0.4947968652917243
2929,淘帝-KY,0.1878643505506151,0.0627726823437464
2936,客思達-KY,0.0402747659510348,-0.2269846814031235
3002,歐格,,
3003,健和興,0.2139648338245756,-0.303418439606535
3004,豐達科,0.1584877278311229,-0.5134306918841274
3005,神基,0.10996492874228,-0.0465763151056439
3006,晶豪科,0.0775473287552744,-0.6530226144954026
3008,大立光,0.6187112880272555,-0.1685241359159303
3010,華立,0.0354608547451316,0.1933019234625792
3011,今皓,-0.0922363614467504,-0.0444565662075548
3013,晟銘電,0.0567638440433752,-1.148908358651876
3014,聯陽,0.164515255705661,-0.1089981658743122
3015,全漢,0.0076625113113004,0.1980153232874388
3016,嘉晶,0.0447057219357397,-0.91967850109118
3017,奇鋐,0.0363743526740587,0.2154654251750878
3018,同開,0.0233440901383799,0.0222222222222222
3019,亞光,0.039310727798325,0.0641039427656923
3021,鴻名,0.0599809274578075,-0.7101485931078091
3022,威強電,0.1916158121288072,0.0992418388822246
3023,信邦,0.1227891346961635,-0.0421775677981096
3024,憶聲,-0.016272647862718,1.7984790874524714
3025,星通,-0.1880972853457806,0.1867764206054168
3026,禾伸堂,0.0333736963026457,0.0716394096529716
3027,盛達,-0.1679558011049723,-1.671301660872924
3028,增你強,0.0154890129048115,0.2058826402524201
3029,零壹,0.0132973134158809,0.019270042415039
3030,德律,0.1921572022160664,-0.6682313766750297
3031,佰鴻,0.0561366668854036,-0.3599703248370515
3032,偉訓,0.0858372811295341,-0.823027508230275
3033,威健,0.0153388217488017,-0.247128665612601
3034,聯詠,0.110468432592636,-0.094368622668866
3035,智原,-0.0111789966134832,0.5963594191206132
3036,文曄,,
3037,欣興,,
3038,全台,0.0415458272569683,1.5995711392606122
3040,遠見,-0.1512478798158468,1.0088564759965664
3041,揚智,-0.1891067076401398,-0.0370230477006777
3042,晶技,0.1236205595120327,0.2832588976266653
3043,科風,,
3044,健鼎,0.090482251023325,0.1493606624357988
3045,台灣大,0.1759305355461822,-0.0348275661636263
3046,建碁,-0.2250233292656665,-0.0033446956967049
3047,訊舟,0.0039756611576795,1.0810178084182314
3048,益登,0.0113347006468084,-1.991850935518788
3049,和鑫,0.1978050654212445,-2.0217577586528077
3050,鈺德,0.0989616764206154,0.3130426235953215
3051,力特,,
3052,夆典,0.0131754471586482,-0.5698836972046522
3054,立萬利,-0.0825096153846153,1.190888261072676
3055,蔚華科,0.0054559564156979,0.6032934131736527
3056,總太,0.0735205183585313,2.0913754408464253
3057,喬鼎,-0.2029382278090537,0.2063934858823086
3058,立德,-0.0080412153714053,4.188769414575866
3059,華晶科,0.0177843080519031,-0.5026035052070104
3060,銘異,0.0353120620890374,-0.6591035705241833
3062,建漢,0.0277363661868485,-0.9324872943794544
3090,日電貿,0.0480614856538463,0.3358360221725821
3094,聯傑,0.1761977929878474,-1.2777175875767426
3130,一零四,,
3149,正達,-0.5098972958418279,24.350008807468733
3164,景岳,0.0592438248219427,-1.9527945619335347
3167,大量,0.1391067313041405,-2.5021608643457385
3189,景碩,0.0203611825347964,0.1879217788334229
3209,全科,0.0049098672605152,0.5762637830927396
3229,晟鈦,,
3231,緯創,0.0029164806849266,0.3677906738765827
3257,虹冠電,0.1149593688830891,-1.6067249495628784
3266,昇陽,-0.1232554275587062,-0.1525414951189828
3296,勝德,,
3305,昇貿,0.0602658716978686,-0.7146215543468241
3308,聯德,,
3311,閎暉,-0.076390701545329,0.4225066132837635
3312,弘憶股,,
3315,宣昶,0.0053487291157294,1.3342351841168163
3321,同泰,-0.0991230658274324,0.3753692647757555
3338,泰碩,0.0202556235642373,2.224303419998136
3346,麗清,0.1095410474410777,-0.1427711150803776
3356,奇偶,-0.0171398395654688,0.9415246821434088
3376,新日興,,
3380,明泰,0.0465656224356808,-0.0354336220413648
3383,新世紀,-0.7880225406062392,0.1054939817466522
3406,玉晶光,0.1154912138988572,-5.469752605615518
3413,京鼎,0.1772485624389714,-0.2605402727353947
3416,融程電,0.1430558722919042,-0.3856858846918489
3419,譁裕,0.0394908840729274,-0.4163680159802597
3432,台端,-0.4978856319077366,0.1300100761307658
3437,榮創,-0.0066887986309519,0.6105789788762508
3443,創意,0.0576030323285077,0.1775838870481124
3450,聯鈞,0.2024216799060655,-0.4860760928071617
3454,晶睿,0.0639628419115313,-1.72027665317139
3481,群創,0.1700889861259015,0.0470329627960161
3494,誠研,,
3501,維熹,0.2109223935197282,-0.8191906867583173
3504,揚明光,-0.0667746762657743,0.043995344051013
3514,昱晶,,
3515,華擎,0.0450359028834662,0.1481302587980718
3518,柏騰,-0.2442247100623449,0.3739302285616085
3519,綠能,-0.1496119487064322,-0.539734645351593
3528,安馳,,
3532,台勝科,0.1503560525583842,-0.315130126888005
3533,嘉澤,0.1300306287966461,-0.1211204391993428
3535,晶彩科,-0.1886356323071972,0.5086883642966895
3536,誠創,,
3545,敦泰,0.0074388731560145,2.540879900316304
3550,聯穎,0.0522235802364558,-1.1192300137497544
3557,嘉威,-1.5847236180904525,0.2893616062374654
3559,全智科,0.0056368359882409,0.5082016104980615
3561,昇陽光電,-0.2094755279829008,0.1680411391726196
3563,牧德,0.3653839501902456,-0.166533226581265
3576,聯合再生,,
3579,尚志,,
3583,辛耘,,
