公司代號,公司名稱,營業收入,營業毛利（毛損）,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,基本每股盈餘（元）,毛利率,營益率,業外稅前率,年季
5202,力新,66736.0,48371.0,2504,-906,1598,-0.01,0.7248,0.0375,-0.567,2016Q1
5205,中茂,294.0,-388.0,-4684,9,-4675,-0.27,-1.3197,-15.932,-0.0019,2016Q1
5206,坤悅,86984.0,11819.0,-8640,114,-8526,-0.06,0.1359,-0.0993,-0.0134,2016Q1
5209,新鼎,277694.0,51582.0,21655,-1632,20023,0.7,0.1858,0.078,-0.0815,2016Q1
5210,寶碩,48889.0,32956.0,-20741,-2314,-23055,-0.35,0.6741,-0.4242,0.1004,2016Q1
5211,蒙恬,67747.0,47237.0,6755,1305,8060,0.21,0.6973,0.0997,0.1619,2016Q1
5212,凌網,124211.0,62266.0,-13414,-4769,-18183,-0.51,0.5013,-0.108,0.2623,2016Q1
5213,亞昕,619989.0,200163.0,100133,-58146,41987,0.09,0.3228,0.1615,-1.3849,2016Q1
5227,立凱-KY,251005.0,102509.0,-75579,-2604,-78183,-0.48,0.4084,-0.3011,0.0333,2016Q1
5230,雷笛克光學,302037.0,120024.0,27592,-3120,24472,0.49,0.3974,0.0914,-0.1275,2016Q1
5245,智晶,435301.0,158222.0,97861,-5510,92351,1.98,0.3635,0.2248,-0.0597,2016Q1
5251,天鉞電,180666.0,55178.0,11551,376,11927,0.37,0.3054,0.0639,0.0315,2016Q1
5263,智崴,167275.0,75136.0,6372,1650,8022,0.22,0.4492,0.0381,0.2057,2016Q1
5272,笙科,146631.0,78557.0,10213,-126,10087,0.15,0.5357,0.0697,-0.0125,2016Q1
5274,信驊,286452.0,162824.0,115766,-8168,107598,2.83,0.5684,0.4041,-0.0759,2016Q1
5276,達輝-KY,226395.0,47098.0,26130,-1360,24770,0.41,0.208,0.1154,-0.0549,2016Q1
5278,尚凡*,78727.0,57049.0,-15456,-922,-16378,-1.31,0.7246,-0.1963,0.0563,2016Q1
5287,數字,332324.0,254893.0,119532,4327,123859,2.39,0.767,0.3597,0.0349,2016Q1
5289,宜鼎,1092112.0,322635.0,154089,-9569,144520,2.04,0.2954,0.1411,-0.0662,2016Q1
5291,邑昇,261179.0,37208.0,1524,-1112,412,0.01,0.1425,0.0058,-2.699,2016Q1
5301,寶得利,666033.0,464357.0,-6272,7317,1045,0.01,0.6972,-0.0094,7.0019,2016Q1
5302,太欣,40162.0,15640.0,-17460,6061,-11399,-0.06,0.3894,-0.4347,-0.5317,2016Q1
5309,系統電,487967.0,111371.0,-33389,28069,-5320,0.0,0.2282,-0.0684,-5.2761,2016Q1
5310,天剛,80595.0,21639.0,1279,-7191,-5912,-0.12,0.2685,0.0159,1.2163,2016Q1
5312,寶島科,654058.0,401934.0,41348,76194,117542,1.67,0.6145,0.0632,0.6482,2016Q1
5314,世紀,54453.0,10385.0,-27759,6140,-21619,-0.34,0.1907,-0.5098,-0.284,2016Q1
5315,光聯,654693.0,156938.0,105530,-3118,102412,0.94,0.2397,0.1612,-0.0304,2016Q1
5321,美而快,207150.0,32430.0,13044,-2729,10315,0.3,0.1566,0.063,-0.2646,2016Q1
5324,士開,34557.0,28081.0,-31454,-11539,-42993,-0.4,0.8126,-0.9102,0.2684,2016Q1
5328,華容,278528.0,57101.0,17978,-3043,14935,0.08,0.205,0.0645,-0.2037,2016Q1
5340,建榮,274920.0,7934.0,-13735,-3629,-17364,-0.08,0.0289,-0.05,0.209,2016Q1
5344,立衛,35691.0,-5438.0,-12250,12696,446,0.01,-0.1524,-0.3432,28.4664,2016Q1
5345,天揚,32215.0,12897.0,-7778,-36928,-44706,-0.91,0.4003,-0.2414,0.826,2016Q1
5347,世界,6214552.0,2190362.0,1590242,-58443,1531799,0.83,0.3525,0.2559,-0.0382,2016Q1
5348,正能量智能,35120.0,7398.0,-11622,-380,-12002,-0.46,0.2106,-0.3309,0.0317,2016Q1
5351,鈺創,1698819.0,226745.0,-66754,-5706,-72460,-0.16,0.1335,-0.0393,0.0787,2016Q1
5353,台林,318928.0,64054.0,15444,-3294,12150,0.1,0.2008,0.0484,-0.2711,2016Q1
5355,佳總,271096.0,12354.0,-25063,-7122,-32185,-0.19,0.0456,-0.0925,0.2213,2016Q1
5356,協益,2396927.0,265848.0,145412,33371,178783,1.08,0.1109,0.0607,0.1867,2016Q1
5364,力麗店,124558.0,7412.0,-8164,-40,-8204,-0.5,0.0595,-0.0655,0.0049,2016Q1
5371,中光電,13896157.0,2064088.0,197158,217193,414351,0.59,0.1485,0.0142,0.5242,2016Q1
5381,合正,130702.0,26626.0,-36321,200446,164125,0.8,0.2037,-0.2779,1.2213,2016Q1
5386,青雲,229670.0,18929.0,883,-484,399,0.03,0.0824,0.0038,-1.213,2016Q1
5392,能率,1536516.0,264910.0,34606,13637,48243,0.59,0.1724,0.0225,0.2827,2016Q1
5398,慕康生醫,53772.0,16451.0,2614,-9143,-6529,-0.19,0.3059,0.0486,1.4004,2016Q1
5403,中菲,346900.0,121913.0,64667,1665,66332,0.88,0.3514,0.1864,0.0251,2016Q1
5410,國眾,474238.0,113906.0,20928,4152,25080,0.29,0.2402,0.0441,0.1656,2016Q1
5425,台半,1946522.0,693154.0,325363,5952,331315,0.76,0.3561,0.1672,0.018,2016Q1
5426,振發,394178.0,98359.0,51865,-5735,46130,0.25,0.2495,0.1316,-0.1243,2016Q1
5432,新門,30458.0,10515.0,4884,-1758,3126,0.15,0.3452,0.1604,-0.5624,2016Q1
5438,東友,561071.0,146019.0,30234,-9964,20270,0.18,0.2603,0.0539,-0.4916,2016Q1
5439,高技,499195.0,95479.0,64739,-7689,57050,0.61,0.1913,0.1297,-0.1348,2016Q1
5443,均豪,607029.0,196070.0,44211,2951,47162,0.21,0.323,0.0728,0.0626,2016Q1
5450,南良,211249.0,61149.0,7992,4624,12616,0.14,0.2895,0.0378,0.3665,2016Q1
5452,佶優,1188681.0,125663.0,18714,-11274,7440,0.02,0.1057,0.0157,-1.5153,2016Q1
5455,昇益,3197.0,186.0,-6066,8156,2090,0.06,0.0582,-1.8974,3.9024,2016Q1
5457,宣德,580829.0,90026.0,9833,-11165,-1332,-0.11,0.155,0.0169,8.3821,2016Q1
5460,同協,202649.0,56148.0,17181,2598,19779,0.22,0.2771,0.0848,0.1314,2016Q1
5464,霖宏,291212.0,23854.0,3864,-50165,-46301,-0.47,0.0819,0.0133,1.0835,2016Q1
5465,富驊,578954.0,112638.0,29380,-6760,22620,0.11,0.1946,0.0507,-0.2989,2016Q1
5468,凱鈺,46908.0,16870.0,-12103,-4888,-16991,-0.32,0.3596,-0.258,0.2877,2016Q1
5474,聰泰,236242.0,119142.0,75302,-4806,70496,1.73,0.5043,0.3187,-0.0682,2016Q1
5475,德宏,489958.0,-34430.0,-99818,-9539,-109357,-0.46,-0.0703,-0.2037,0.0872,2016Q1
5478,智冠,4187088.0,810640.0,74803,63964,138767,1.09,0.1936,0.0179,0.4609,2016Q1
5481,新華,5051.0,-5903.0,-11942,12428,486,0.01,-1.1687,-2.3643,25.572,2016Q1
5483,中美晶,7090560.0,1122587.0,567157,-168694,398463,0.36,0.1583,0.08,-0.4234,2016Q1
5487,通泰,83154.0,32284.0,10744,-1511,9233,0.34,0.3882,0.1292,-0.1637,2016Q1
5488,松普,382151.0,43295.0,-1017,14767,13750,0.15,0.1133,-0.0027,1.074,2016Q1
5489,彩富,488896.0,200042.0,84088,-21512,62576,0.56,0.4092,0.172,-0.3438,2016Q1
5490,同亨,560119.0,208092.0,85068,6118,91186,0.77,0.3715,0.1519,0.0671,2016Q1
5493,三聯,444829.0,88653.0,39572,12722,52294,0.4,0.1993,0.089,0.2433,2016Q1
5498,凱崴,170677.0,28539.0,1353,-2616,-1263,-0.01,0.1672,0.0079,2.0713,2016Q1
5508,永信建,189871.0,60378.0,34774,443,35217,0.16,0.318,0.1831,0.0126,2016Q1
5511,德昌,919723.0,72353.0,36927,35430,72357,0.4,0.0787,0.0402,0.4897,2016Q1
5512,力麒,594606.0,232425.0,153944,-66313,87631,0.03,0.3909,0.2589,-0.7567,2016Q1
5514,三豐,1455.0,1113.0,-7540,38367,30827,0.18,0.7649,-5.1821,1.2446,2016Q1
5516,雙喜,159217.0,-303.0,-7034,558,-6476,-0.17,-0.0019,-0.0442,-0.0862,2016Q1
5520,力泰,458700.0,44570.0,29803,19440,49243,0.56,0.0972,0.065,0.3948,2016Q1
5523,豐謙,886.0,753.0,-8848,-9652,-18500,-0.14,0.8499,-9.9865,0.5217,2016Q1
5529,鉅陞,34089.0,3078.0,-17104,-10486,-27590,-0.26,0.0903,-0.5017,0.3801,2016Q1
5530,龍巖,841340.0,510494.0,270884,-10527,260357,0.5,0.6068,0.322,-0.0404,2016Q1
5536,聖暉*,1800710.0,300792.0,133172,-38670,94502,1.63,0.167,0.074,-0.4092,2016Q1
5543,桓鼎-KY,227288.0,79396.0,11810,4270,16080,0.27,0.3493,0.052,0.2655,2016Q1
5601,台聯櫃,18327.0,11282.0,6578,203,6781,0.09,0.6156,0.3589,0.0299,2016Q1
5603,陸海,487537.0,96629.0,41965,-3414,38551,0.36,0.1982,0.0861,-0.0886,2016Q1
5604,中連,322812.0,103080.0,24297,1850,26147,0.21,0.3193,0.0753,0.0708,2016Q1
5609,中菲行,3638123.0,625868.0,77644,-10615,67029,0.44,0.172,0.0213,-0.1584,2016Q1
5701,劍湖山,378188.0,204457.0,-69685,-5105,-74790,-0.29,0.5406,-0.1843,0.0683,2016Q1
5703,亞都麗緻,254160.0,84001.0,6923,277,7200,0.05,0.3305,0.0272,0.0385,2016Q1
5704,老爺知,91840.0,42587.0,19503,459,19962,0.44,0.4637,0.2124,0.023,2016Q1
5878,台名,157325.0,45726.0,23766,752,24518,0.92,0.2906,0.1511,0.0307,2016Q1
5902,德記,483510.0,52393.0,6039,-4904,1135,0.02,0.1084,0.0125,-4.3207,2016Q1
5903,全家,14110658.0,5075953.0,172790,35559,208349,0.71,0.3597,0.0122,0.1707,2016Q1
5904,寶雅,3003298.0,1169144.0,287825,9920,297745,2.59,0.3893,0.0958,0.0333,2016Q1
5905,南仁湖,397329.0,295948.0,45732,-5510,40222,0.12,0.7448,0.1151,-0.137,2016Q1
6101,寬魚國際,93012.0,28829.0,-720,-6592,-7312,-0.1,0.3099,-0.0077,0.9015,2016Q1
6103,合邦,275710.0,8677.0,2829,857,3686,0.05,0.0315,0.0103,0.2325,2016Q1
6104,創惟,408940.0,204165.0,57636,-8663,48973,0.48,0.4993,0.1409,-0.1769,2016Q1
6109,亞元,403638.0,90899.0,24326,-6783,17543,0.2,0.2252,0.0603,-0.3866,2016Q1
6111,大宇資,126506.0,98779.0,-86810,-2252,-89062,-1.99,0.7808,-0.6862,0.0253,2016Q1
6113,亞矽,505045.0,38010.0,2890,-3817,-927,-0.02,0.0753,0.0057,4.1176,2016Q1
6114,久威,362742.0,80196.0,46124,-5644,40480,0.99,0.2211,0.1272,-0.1394,2016Q1
6118,建達,1628098.0,71254.0,3768,2493,6261,0.06,0.0438,0.0023,0.3982,2016Q1
6121,新普,13346779.0,1352928.0,747306,146246,893552,2.08,0.1014,0.056,0.1637,2016Q1
6122,擎邦,210631.0,21264.0,7315,-1189,6126,0.08,0.101,0.0347,-0.1941,2016Q1
6123,上奇,1227314.0,258443.0,62181,13142,75323,1.05,0.2106,0.0507,0.1745,2016Q1
6124,業強,407971.0,33984.0,-42165,-9365,-51530,-0.28,0.0833,-0.1034,0.1817,2016Q1
6125,廣運,2813740.0,379220.0,150211,-16167,134044,0.11,0.1348,0.0534,-0.1206,2016Q1
6126,信音,642750.0,133853.0,11347,-1656,9691,0.02,0.2083,0.0177,-0.1709,2016Q1
6127,九豪,260025.0,65618.0,24196,-5032,19164,0.13,0.2524,0.0931,-0.2626,2016Q1
6129,普誠,326655.0,109969.0,-17326,20405,3079,0.01,0.3367,-0.053,6.6272,2016Q1
6130,上亞科技,54687.0,16389.0,428,2484,2912,0.1,0.2997,0.0078,0.853,2016Q1
6134,萬旭,329864.0,52796.0,-8935,9985,1050,0.01,0.1601,-0.0271,9.5095,2016Q1
6138,茂達,839135.0,261085.0,85226,-3262,81964,0.57,0.3111,0.1016,-0.0398,2016Q1
6140,訊達電腦,312561.0,24289.0,-14168,599,-13569,-0.35,0.0777,-0.0453,-0.0441,2016Q1
6143,振曜,1019368.0,184782.0,55084,-147238,-92154,-0.91,0.1813,0.054,1.5977,2016Q1
6144,得利影,187450.0,42090.0,-8207,3637,-4570,-0.04,0.2245,-0.0438,-0.7958,2016Q1
6146,耕興,684740.0,330372.0,197174,-32,197142,1.8,0.4825,0.288,-0.0002,2016Q1
6147,頎邦,3733921.0,761218.0,396920,-109366,287554,0.31,0.2039,0.1063,-0.3803,2016Q1
6148,驊宏資,1904415.0,116963.0,15564,-11630,3934,0.04,0.0614,0.0082,-2.9563,2016Q1
6150,撼訊,508252.0,38755.0,6232,-462,5770,0.12,0.0763,0.0123,-0.0801,2016Q1
6151,晉倫,434123.0,101874.0,46751,1944,48695,0.66,0.2347,0.1077,0.0399,2016Q1
6154,順發,1287784.0,189762.0,35831,958,36789,0.38,0.1474,0.0278,0.026,2016Q1
6156,松上,1021758.0,205307.0,78988,4633,83621,0.42,0.2009,0.0773,0.0554,2016Q1
6158,禾昌,437566.0,117784.0,13954,10093,24047,0.2,0.2692,0.0319,0.4197,2016Q1
6160,欣技,365704.0,173847.0,65647,-4737,60910,0.77,0.4754,0.1795,-0.0778,2016Q1
6161,捷波,282425.0,97425.0,40913,-1089,39824,0.24,0.345,0.1449,-0.0273,2016Q1
6163,華電網,776337.0,94703.0,-64995,2492,-62503,-0.63,0.122,-0.0837,-0.0399,2016Q1
6167,久正,527507.0,98367.0,48700,-8163,40537,0.24,0.1865,0.0923,-0.2014,2016Q1
6169,昱泉,69475.0,37527.0,-31060,-688,-31748,-0.9,0.5402,-0.4471,0.0217,2016Q1
6170,統振,830881.0,96712.0,-11355,-829,-12184,0.04,0.1164,-0.0137,0.068,2016Q1
6171,大城地產,163032.0,45208.0,39252,89,39341,0.44,0.2773,0.2408,0.0023,2016Q1
6173,信昌電,622343.0,138193.0,64499,18821,83320,0.37,0.2221,0.1036,0.2259,2016Q1
6174,安碁,130082.0,38851.0,12302,-2789,9513,0.16,0.2987,0.0946,-0.2932,2016Q1
6175,立敦,494199.0,72914.0,35344,-18510,16834,0.08,0.1475,0.0715,-1.0996,2016Q1
6179,亞通,296172.0,45731.0,21654,-7497,14157,0.23,0.1544,0.0731,-0.5296,2016Q1
6180,橘子,2319634.0,386813.0,4884,-2580,2304,0.12,0.1668,0.0021,-1.1198,2016Q1
6182,合晶,1414235.0,227252.0,18236,-94238,-76002,-0.18,0.1607,0.0129,1.2399,2016Q1
6185,幃翔,296171.0,123015.0,76066,5445,81511,0.52,0.4154,0.2568,0.0668,2016Q1
6186,新潤,235660.0,83594.0,53881,425,54306,0.76,0.3547,0.2286,0.0078,2016Q1
6187,萬潤,291132.0,109973.0,18480,-7187,11293,0.12,0.3777,0.0635,-0.6364,2016Q1
6188,廣明,1845613.0,364845.0,71501,46011,117512,0.33,0.1977,0.0387,0.3915,2016Q1
6190,萬泰科,967458.0,106221.0,33089,-11797,21292,0.1,0.1098,0.0342,-0.5541,2016Q1
6194,育富,127979.0,-419.0,-17315,-6555,-23870,-0.3,-0.0033,-0.1353,0.2746,2016Q1
6195,詩肯,393519.0,214494.0,48923,20,48943,0.94,0.5451,0.1243,0.0004,2016Q1
6198,瑞築,10829.0,4329.0,-14707,97,-14610,-0.6,0.3998,-1.3581,-0.0066,2016Q1
6199,天品,15565.0,13338.0,4688,-2181,2507,0.04,0.8569,0.3012,-0.87,2016Q1
6203,海韻電,445397.0,133117.0,72840,-11539,61301,0.63,0.2989,0.1635,-0.1882,2016Q1
6204,艾華,138311.0,34093.0,106,1010,1116,-0.01,0.2465,0.0008,0.905,2016Q1
6207,雷科,373155.0,89437.0,26563,-60,26503,0.27,0.2397,0.0712,-0.0023,2016Q1
6208,日揚,329036.0,82573.0,23604,22779,46383,0.34,0.251,0.0717,0.4911,2016Q1
6210,慶生,234907.0,88465.0,44449,-1608,42841,0.95,0.3766,0.1892,-0.0375,2016Q1
6212,理銘,1334197.0,379007.0,238631,-7034,231597,2.27,0.2841,0.1789,-0.0304,2016Q1
6217,中探針,357116.0,129656.0,17638,-10987,6651,0.1,0.3631,0.0494,-1.6519,2016Q1
6218,豪勉,220046.0,96286.0,10848,6118,16966,0.24,0.4376,0.0493,0.3606,2016Q1
6219,富旺,59487.0,10082.0,-40180,-13693,-53873,-0.31,0.1695,-0.6754,0.2542,2016Q1
6220,岳豐,1364651.0,301996.0,62448,-13775,48673,0.25,0.2213,0.0458,-0.283,2016Q1
6221,晉泰,393150.0,95312.0,13145,1336,14481,0.32,0.2424,0.0334,0.0923,2016Q1
6222,立軒,67835.0,271.0,-12278,-1529,-13807,-0.25,0.004,-0.181,0.1107,2016Q1
6223,旺矽,908246.0,403705.0,62405,-910,61495,0.69,0.4445,0.0687,-0.0148,2016Q1
6227,茂綸,2677229.0,209039.0,115711,2976,118687,1.23,0.0781,0.0432,0.0251,2016Q1
6228,全譜,28426.0,14422.0,-1671,-1011,-2682,-0.1,0.5074,-0.0588,0.377,2016Q1
6229,研通,305154.0,29813.0,1532,-999,533,0.01,0.0977,0.005,-1.8743,2016Q1
6231,系微,173050.0,143563.0,-24029,5118,-18911,-0.44,0.8296,-0.1389,-0.2706,2016Q1
6233,旺玖,99641.0,45898.0,-29319,2100,-27219,-0.33,0.4606,-0.2942,-0.0772,2016Q1
6234,高僑,243380.0,27525.0,12568,-2084,10484,0.12,0.1131,0.0516,-0.1988,2016Q1
6236,中湛,41869.0,33618.0,-10042,1671,-8371,-0.23,0.8029,-0.2398,-0.1996,2016Q1
6237,驊訊,80760.0,49447.0,-13024,10037,-2987,-0.04,0.6123,-0.1613,-3.3602,2016Q1
6240,松崗,36163.0,4294.0,-10461,-2865,-13326,-0.58,0.1187,-0.2893,0.215,2016Q1
6241,易通展,51613.0,13113.0,-1715,3705,1990,0.08,0.2541,-0.0332,1.8618,2016Q1
6242,立康,95401.0,63859.0,10974,-928,10046,0.5,0.6694,0.115,-0.0924,2016Q1
6244,茂迪,9620161.0,1384117.0,965522,-10029,955493,1.68,0.1439,0.1004,-0.0105,2016Q1
6245,立端,1387070.0,402896.0,100154,-13883,86271,0.65,0.2905,0.0722,-0.1609,2016Q1
6246,臺龍,172707.0,43624.0,10333,5636,15969,0.11,0.2526,0.0598,0.3529,2016Q1
6248,沛波,360740.0,22775.0,10425,3352,13777,0.45,0.0631,0.0289,0.2433,2016Q1
6259,百徽,127828.0,-94486.0,-365314,-44080,-409394,-5.53,-0.7392,-2.8579,0.1077,2016Q1
6261,久元,908404.0,234980.0,181852,-23932,157920,1.09,0.2587,0.2002,-0.1515,2016Q1
6263,普萊德,300205.0,119500.0,74407,1921,76328,1.02,0.3981,0.2479,0.0252,2016Q1
6264,富裔,3423.0,-1760.0,-24320,-12393,-36713,-0.43,-0.5142,-7.1049,0.3376,2016Q1
6265,方方土昶,1643934.0,44374.0,-406,-8087,-8493,-0.06,0.027,-0.0002,0.9522,2016Q1
6266,泰詠,598975.0,73116.0,35421,-3356,32065,0.29,0.1221,0.0591,-0.1047,2016Q1
6270,倍微,536385.0,54907.0,5263,-133,5130,0.08,0.1024,0.0098,-0.0259,2016Q1
6274,台燿,3208132.0,700178.0,335899,-12253,323646,0.94,0.2183,0.1047,-0.0379,2016Q1
6275,元山,535643.0,111509.0,12758,263,13021,0.2,0.2082,0.0238,0.0202,2016Q1
6276,安鈦克,283517.0,49259.0,1443,-25750,-24307,-0.47,0.1737,0.0051,1.0594,2016Q1
6279,胡連,911562.0,381321.0,243324,-16267,227057,1.78,0.4183,0.2669,-0.0716,2016Q1
6284,佳邦,644531.0,116407.0,-28278,-17725,-46003,-0.49,0.1806,-0.0439,0.3853,2016Q1
6287,元隆,278856.0,-48697.0,-71699,-14961,-86660,-0.47,-0.1746,-0.2571,0.1726,2016Q1
6290,良維,1830771.0,318395.0,151342,7844,159186,1.02,0.1739,0.0827,0.0493,2016Q1
6291,沛亨,54242.0,15482.0,-8608,-520,-9128,-0.33,0.2854,-0.1587,0.057,2016Q1
6292,迅德,360486.0,109804.0,41172,-3059,38113,0.59,0.3046,0.1142,-0.0803,2016Q1
6294,智基,187166.0,88200.0,60790,-333,60457,3.58,0.4712,0.3248,-0.0055,2016Q1
6411,晶焱,525946.0,174976.0,62755,-14502,48253,0.63,0.3327,0.1193,-0.3005,2016Q1
6417,韋僑,203809.0,52928.0,17148,-391,16757,0.39,0.2597,0.0841,-0.0233,2016Q1
6419,京晨科,86044.0,48350.0,-19887,-1062,-20949,-0.98,0.5619,-0.2311,0.0507,2016Q1
6432,今展科,235578.0,61551.0,16195,-4071,12124,0.52,0.2613,0.0687,-0.3358,2016Q1
6435,大中,336876.0,71591.0,32134,-18,32116,0.87,0.2125,0.0954,-0.0006,2016Q1
6462,神盾,106195.0,81991.0,-36221,-2988,-39209,-0.81,0.7721,-0.3411,0.0762,2016Q1
6465,威潤,76246.0,43963.0,21044,-982,20062,0.78,0.5766,0.276,-0.0489,2016Q1
6469,大樹,637784.0,152951.0,14274,10213,24487,0.87,0.2398,0.0224,0.4171,2016Q1
6470,宇智,419733.0,81587.0,34511,-5593,28918,0.82,0.1944,0.0822,-0.1934,2016Q1
6482,弘煜科,94540.0,93049.0,8930,4357,13287,0.71,0.9842,0.0945,0.3279,2016Q1
6485,點序,299566.0,121203.0,51458,-1149,50309,2.0,0.4046,0.1718,-0.0228,2016Q1
6486,互動,447618.0,158321.0,29753,84,29837,0.58,0.3537,0.0665,0.0028,2016Q1
6488,環球晶,3647314.0,837120.0,433975,-93591,340384,0.78,0.2295,0.119,-0.275,2016Q1
6494,九齊,185797.0,77542.0,16691,-1580,15111,0.51,0.4173,0.0898,-0.1046,2016Q1
6496,科懋,343095.0,110239.0,28486,-86,28400,0.5,0.3213,0.083,-0.003,2016Q1
6499,益安,,,-50761,1553,-49208,-1.11,,,-0.0316,2016Q1
6506,雙邦,545367.0,112052.0,65666,38500,104166,1.13,0.2055,0.1204,0.3696,2016Q1
6508,惠光,539330.0,156932.0,74795,-4166,70629,0.64,0.291,0.1387,-0.059,2016Q1
6509,聚和,789402.0,206785.0,75878,-17550,58328,0.23,0.262,0.0961,-0.3009,2016Q1
6510,精測,500600.0,257736.0,137432,-519,136913,3.91,0.5149,0.2745,-0.0038,2016Q1
6512,啟發電,175615.0,51834.0,31676,-3534,28142,1.02,0.2952,0.1804,-0.1256,2016Q1
6523,達爾膚,234133.0,157656.0,81690,-1882,79808,2.38,0.6734,0.3489,-0.0236,2016Q1
6532,瑞耘,66242.0,21497.0,6505,-425,6080,0.2,0.3245,0.0982,-0.0699,2016Q1
6535,順藥,0.0,0.0,-51269,-1682,-52951,-0.63,,-inf,0.0318,2016Q1
6538,倉和,354472.0,171396.0,78260,-8827,69433,1.94,0.4835,0.2208,-0.1271,2016Q1
6542,隆中,779914.0,358770.0,71140,-9273,61867,2.05,0.46,0.0912,-0.1499,2016Q1
6548,長科*,108888.0,38535.0,22284,1522,23806,0.91,0.3539,0.2047,0.0639,2016Q1
6568,宏觀,346236.0,150907.0,88014,-6404,81610,2.92,0.4359,0.2542,-0.0785,2016Q1
6603,富強鑫,666831.0,156673.0,14378,39795,54173,0.34,0.235,0.0216,0.7346,2016Q1
6609,瀧澤科,533004.0,125465.0,29597,-13454,16143,0.17,0.2354,0.0555,-0.8334,2016Q1
6803,崑鼎,1613946.0,876043.0,836272,2404,838676,4.34,0.5428,0.5182,0.0029,2016Q1
7402,邑錡,75757.0,35918.0,7461,-1699,5762,0.26,0.4741,0.0985,-0.2949,2016Q1
