公司代號,公司名稱,year_quarter,產業別,實際股價,預測股價,誤差,誤差率(%)
1459,聯發,2017Q4,紡織纖維,9.68,17.62908333333334,7.949083333333341,82.12
2399,映泰,2018Q1,電腦及週邊設備業,16.05,29.168574999999997,13.118574999999996,81.74
3481,群創,2018Q2,光電業,10.05,18.22404166666667,8.174041666666668,81.33
1313,聯成,2017Q1,塑膠工業,13.36,24.198433333333355,10.838433333333356,81.13
2425,承啟,2018Q4,電腦及週邊設備業,27.75,50.26156666666666,22.51156666666666,81.12
2010,春源,2019Q3,鋼鐵工業,9.65,17.443958333333352,7.793958333333352,80.77
1103,嘉泥,2017Q4,水泥工業,12.74,22.864558333333335,10.124558333333335,79.47
6674,鋐寶科技,2019Q2,通信網路業,19.83,35.350674999999995,15.520674999999997,78.27
1468,昶和,2018Q3,紡織纖維,10.2875,18.33200833333334,8.044508333333342,78.2
1731,美吾華,2019Q1,生技醫療業,13.215,23.524,10.309000000000001,78.01
2204,中華,2018Q2,汽車工業,26.4975,47.12689999999997,20.629399999999972,77.85
1416,廣豐,2017Q3,其他,17.79,31.57300000000001,13.783000000000012,77.48
1905,華紙,2018Q3,造紙工業,9.64,17.086741666666672,7.4467416666666715,77.25
2511,太子,2018Q2,建材營造,11.11,19.643066666666673,8.533066666666674,76.81
2484,希華,2016Q2,,20.39,36.03938333333333,15.649383333333333,76.75
3031,佰鴻,2018Q1,光電業,11.15,19.68910833333333,8.53910833333333,76.58
1541,錩泰,2017Q4,電機機械,31.06,54.40155000000002,23.341550000000023,75.15
2472,立隆電,2019Q3,電子零組件業,36.77,64.36475000000002,27.594750000000012,75.05
3711,日月光投控,2018Q3,半導體業,60.88,106.52432499999995,45.644324999999945,74.97
2313,華通,2019Q4,電子零組件業,39.59,69.193925,29.60392499999999,74.78
2482,連宇,2018Q3,其他電子業,10.55,18.438325,7.888324999999998,74.77
1323,永裕,2017Q4,塑膠工業,36.9825,64.61852500000003,27.636025000000032,74.73
6257,矽格,2017Q3,半導體業,26.1,45.59924999999998,19.499249999999975,74.71
2024,志聯,2019Q3,鋼鐵工業,11.84,20.68088333333334,8.840883333333341,74.67
2383,台光電,2017Q3,電子零組件業,106.4175,185.85157500000003,79.43407500000002,74.64
1732,毛寶,2017Q2,化學工業,12.18,21.26684166666668,9.086841666666679,74.6
1324,地球,2018Q2,塑膠工業,11.0,19.203033333333327,8.203033333333327,74.57
1445,大宇,2017Q2,紡織纖維,8.43,14.667233333333332,6.237233333333332,73.99
5533,皇鼎,2019Q1,建材營造,15.885,27.57163333333333,11.686633333333331,73.57
6206,飛捷,2017Q4,電腦及週邊設備業,75.56,131.10234999999994,55.54234999999994,73.51
4560,強信-KY,2018Q2,電機機械,54.2275,93.99890833333339,39.77140833333339,73.34
2413,環科,2019Q2,電子零組件業,10.35,17.890608333333336,7.540608333333337,72.86
1737,臺鹽,2018Q4,食品工業,30.585,52.741325,22.156325000000002,72.44
2444,兆勁,2016Q2,,15.14,26.04942499999999,10.909424999999988,72.06
8131,福懋科,2017Q4,半導體業,31.705,54.5432,22.8382,72.03
8940,新天地,2017Q3,觀光餐旅,13.92,23.942441666666664,10.022441666666664,72.0
1341,富林-KY,2019Q4,塑膠工業,58.65,100.7898916666667,42.139891666666706,71.85
2706,第一店,2017Q3,觀光餐旅,14.9,25.583858333333325,10.683858333333324,71.7
9927,泰銘,2019Q4,其他,28.11,48.26209166666668,20.152091666666678,71.69
6670,復盛應用,2018Q4,運動休閒,164.79000000000002,282.6388749999998,117.8488749999998,71.51
1419,新紡,2017Q4,紡織纖維,44.09,75.47965833333332,31.389658333333315,71.19
2367,燿華,2018Q1,電子零組件業,15.71,26.886716666666675,11.176716666666675,71.14
2496,卓越,2018Q4,其他,70.61,120.83107499999998,50.221074999999985,71.12
2392,正崴,2019Q4,電子零組件業,37.245000000000005,63.62450833333332,26.379508333333312,70.83
3025,星通,2017Q3,通信網路業,19.46333333333333,33.20683333333332,13.74349999999999,70.61
3679,新至陞,2019Q4,電子零組件業,67.3,114.79702500000003,47.497025000000036,70.58
1604,聲寶,2018Q1,電器電纜,13.85,23.57046666666666,9.720466666666661,70.18
3031,佰鴻,2018Q3,光電業,11.85,20.163041666666675,8.313041666666676,70.15
2438,翔耀,2016Q3,,8.61,14.632991666666674,6.022991666666675,69.95
2399,映泰,2016Q3,,9.4,15.955824999999997,6.555824999999997,69.74
3002,歐格,2018Q3,電腦及週邊設備業,9.99,16.947716666666675,6.957716666666675,69.65
2356,英業達,2016Q4,,23.57,39.98209166666666,16.41209166666666,69.63
1110,東泥,2017Q4,水泥工業,13.86,23.508025000000007,9.648025000000008,69.61
1517,利奇,2019Q2,電機機械,7.39,12.527716666666665,5.137716666666665,69.52
2355,敬鵬,2016Q3,,60.95,103.16390833333335,42.21390833333335,69.26
2430,燦坤,2019Q1,電子通路業,16.69,28.223108333333336,11.533108333333335,69.1
1904,正隆,2017Q1,造紙工業,15.305,25.750099999999996,10.445099999999996,68.25
4952,凌通,2016Q3,,39.96,67.19045,27.230449999999998,68.14
8443,阿瘦,2016Q4,,14.17,23.779325,9.609325,67.81
6579,研揚,2018Q3,電腦及週邊設備業,82.79,138.79475833333328,56.00475833333327,67.65
2434,統懋,2018Q3,半導體業,6.77,11.34899999999999,4.57899999999999,67.64
5283,禾聯碩,2019Q2,電器電纜,94.295,157.95786666666663,63.66286666666663,67.51
1229,聯華,2017Q3,食品工業,28.26,47.30393333333332,19.043933333333317,67.39
4545,銘鈺,2016Q4,,35.365,59.17234166666669,23.807341666666687,67.32
1714,和桐,2017Q1,化學工業,8.524999999999999,14.240141666666668,5.7151416666666695,67.04
4426,利勤,2016Q3,,87.57499999999999,145.91479166666662,58.33979166666663,66.62
4999,鑫禾,2016Q4,,54.29,90.42285833333335,36.13285833333335,66.56
1522,堤維西,2017Q4,汽車工業,30.62,50.868275,20.248274999999996,66.13
1312,國喬,2017Q1,塑膠工業,21.055,34.911341666666665,13.856341666666665,65.81
2608,嘉里大榮,2019Q4,航運業,38.91,64.45505000000004,25.545050000000046,65.65
1304,台聚,2018Q4,塑膠工業,13.23,21.852958333333323,8.622958333333322,65.18
6165,浪凡,2017Q4,數位雲端,9.39,15.488691666666659,6.098691666666658,64.95
6141,柏承,2017Q1,電子零組件業,14.92,24.568400000000015,9.648400000000015,64.67
3003,健和興,2019Q4,電子零組件業,40.45,66.59348333333332,26.14348333333332,64.63
8940,新天地,2016Q3,,14.57,23.982375000000005,9.412375000000004,64.6
8443,阿瘦,2017Q2,貿易百貨,14.44,23.753083333333343,9.313083333333344,64.5
2616,山隆,2017Q1,油電燃氣業,30.56,50.23290833333333,19.67290833333333,64.37
3557,嘉威,2020Q1,居家生活,49.26,80.96339999999994,31.703399999999938,64.36
1339,昭輝,2017Q2,汽車工業,45.54,74.82034166666665,29.28034166666665,64.3
2015,豐興,2017Q3,鋼鐵工業,52.54,86.19796666666663,33.65796666666663,64.06
1525,江申,2018Q3,汽車工業,56.14,91.92850000000004,35.78850000000004,63.75
2501,國建,2017Q1,建材營造,18.4725,30.23505833333333,11.762558333333331,63.68
3703,欣陸,2017Q4,建材營造,15.96,26.073150000000005,10.113150000000005,63.37
1305,華夏,2019Q3,塑膠工業,14.8,24.150108333333336,9.350108333333335,63.18
1218,泰山,2017Q3,食品工業,18.145,29.56146666666666,11.416466666666661,62.92
1470,大統新創,2016Q3,,18.54,30.119333333333326,11.579333333333327,62.46
6177,達麗,2017Q3,建材營造,33.895,55.046316666666684,21.15131666666668,62.4
1711,永光,2018Q3,化學工業,16.88,27.382825000000004,10.502825000000005,62.22
4755,三福化,2017Q3,化學工業,40.77,65.93905833333332,25.169058333333318,61.73
1802,台玻,2018Q2,玻璃陶瓷,13.68,22.10089166666667,8.42089166666667,61.56
6141,柏承,2019Q3,電子零組件業,20.58333333333333,33.238141666666664,12.654808333333335,61.48
3702,大聯大,2019Q3,電子通路業,37.943333333333335,61.16141666666668,23.218083333333347,61.19
9924,福興,2016Q3,,42.135,67.70251666666667,25.56751666666667,60.68
1725,元禎,2019Q3,化學工業,14.075,22.609825,8.534825000000001,60.64
2461,光群雷,2019Q2,其他電子業,18.77,30.068633333333356,11.298633333333356,60.2
2449,京元電子,2017Q2,半導體業,30.55,48.90122499999997,18.351224999999967,60.07
1906,寶隆,2018Q1,造紙工業,15.16,24.262900000000005,9.102900000000005,60.05
2404,漢唐,2018Q4,其他電子業,88.36,141.3488333333333,52.98883333333329,59.97
5706,鳳凰,2017Q2,觀光餐旅,35.33,56.50540833333334,21.175408333333344,59.94
1444,力麗,2018Q2,紡織纖維,10.05,16.06339999999999,6.01339999999999,59.83
6197,佳必琪,2018Q4,電子零組件業,28.83,45.83953333333336,17.00953333333336,59.0
3004,豐達科,2018Q2,鋼鐵工業,58.67,93.26473333333334,34.59473333333334,58.96
9940,信義,2019Q2,其他,28.16,44.73691666666666,16.57691666666666,58.87
4560,強信-KY,2017Q3,電機機械,43.71,69.37654166666664,25.66654166666664,58.72
6139,亞翔,2017Q4,其他電子業,34.31666666666667,54.26656666666665,19.949899999999978,58.13
1213,大飲,2016Q3,,17.13,27.077691666666666,9.947691666666667,58.07
6202,盛群,2018Q4,半導體業,66.46,104.73359999999998,38.27359999999999,57.59
3031,佰鴻,2018Q2,光電業,12.32,19.409833333333335,7.089833333333335,57.55
3094,聯傑,2017Q4,半導體業,21.85,34.423083333333345,12.573083333333344,57.54
1517,利奇,2017Q4,電機機械,10.83,17.05708333333334,6.227083333333338,57.5
5521,工信,2018Q2,建材營造,7.94,12.491616666666664,4.551616666666663,57.33
1103,嘉泥,2018Q2,水泥工業,13.33,20.964166666666674,7.634166666666674,57.27
1436,華友聯,2018Q1,建材營造,36.94,58.02612500000003,21.08612500000003,57.08
3055,蔚華科,2016Q3,,16.9,26.543699999999998,9.643699999999999,57.06
2032,新鋼,2018Q4,鋼鐵工業,9.52,14.945083333333336,5.425083333333337,56.99
2033,佳大,2018Q1,鋼鐵工業,12.795,20.057849999999995,7.262849999999995,56.76
6243,迅杰,2018Q1,半導體業,10.68,16.73953333333334,6.059533333333341,56.74
2543,皇昌,2016Q2,,9.13,14.255400000000003,5.125400000000003,56.14
1732,毛寶,2017Q1,化學工業,12.805,19.952091666666668,7.147091666666668,55.81
2434,統懋,2018Q2,半導體業,8.92,13.891508333333343,4.971508333333343,55.73
2458,義隆,2018Q3,半導體業,51.55,80.24644166666666,28.696441666666658,55.67
3094,聯傑,2018Q2,半導體業,19.99,31.115600000000015,11.125600000000016,55.66
1517,利奇,2018Q1,電機機械,9.88,15.322616666666669,5.442616666666668,55.09
3050,鈺德,2018Q1,光電業,12.07,18.715008333333326,6.645008333333326,55.05
4916,事欣科,2019Q2,電腦及週邊設備業,32.0875,49.70431666666667,17.616816666666672,54.9
2495,普安,2016Q3,,16.445,25.394341666666673,8.949341666666673,54.42
1218,泰山,2019Q4,食品工業,22.29,34.41788333333332,12.127883333333322,54.41
1727,中華化,2018Q4,化學工業,12.2,18.826950000000007,6.626950000000008,54.32
3701,大眾控,2019Q2,電腦及週邊設備業,13.675,21.015733333333333,7.340733333333333,53.68
1809,中釉,2017Q3,玻璃陶瓷,13.046666666666669,20.048800000000007,7.002133333333338,53.67
3037,欣興,2018Q4,電子零組件業,23.08,35.41346666666667,12.333466666666673,53.44
2480,敦陽科,2018Q2,資訊服務業,39.27666666666666,60.15981666666669,20.883150000000036,53.17
2634,漢翔,2016Q4,,33.67,51.500941666666655,17.830941666666654,52.96
2373,震旦行,2018Q3,其他電子業,96.4475,147.42801666666665,50.980516666666645,52.86
6451,訊芯-KY,2016Q4,,104.39,159.351325,54.961325,52.65
3694,海華,2017Q3,通信網路業,17.15,26.17279166666664,9.022791666666642,52.61
4720,德淵,2017Q2,化學工業,14.49,22.064833333333336,7.574833333333336,52.28
3702,大聯大,2016Q3,,38.8,59.07759166666667,20.277591666666673,52.26
1402,遠東新,2019Q2,紡織纖維,26.705,40.64652500000001,13.941525000000013,52.21
8213,志超,2016Q4,,31.67,48.11154166666663,16.44154166666663,51.92
2313,華通,2018Q3,電子零組件業,25.31,38.40306666666667,13.093066666666669,51.73
9939,宏全,2019Q2,其他,53.91,81.69693333333333,27.786933333333337,51.54
1102,亞泥,2018Q3,水泥工業,37.156666666666666,56.26435833333335,19.107691666666682,51.42
1423,利華,2019Q4,紡織纖維,9.995,15.121800000000006,5.1268000000000065,51.29
2929,淘帝-KY,2018Q3,貿易百貨,85.34,129.09306666666677,43.75306666666677,51.27
1452,宏益,2017Q2,紡織纖維,23.2,35.04068333333333,11.840683333333327,51.04
9942,茂順,2017Q4,其他,86.18,129.59730833333336,43.41730833333335,50.38
6235,華孚,2019Q1,電腦及週邊設備業,13.06,19.623991666666672,6.563991666666672,50.26
9944,新麗,2016Q4,,19.32,29.025566666666673,9.705566666666673,50.24
3338,泰碩,2016Q4,,33.09,49.671925000000016,16.581925000000012,50.11
8215,明基材,2018Q2,光電業,18.56,27.856224999999995,9.296224999999996,50.09
2338,光罩,2019Q4,半導體業,30.79,46.139008333333315,15.349008333333316,49.85
1909,榮成,2018Q1,造紙工業,16.15,24.180400000000013,8.030400000000014,49.72
3002,歐格,2017Q2,電腦及週邊設備業,13.5225,20.23618333333332,6.713683333333318,49.65
8482,商億-KY,2018Q3,居家生活,98.77,147.79873333333336,49.02873333333336,49.64
1711,永光,2017Q4,化學工業,17.96,26.83297499999997,8.872974999999968,49.4
2459,敦吉,2017Q4,其他電子業,41.445,61.72852500000003,20.283525000000033,48.94
9931,欣高,2018Q2,油電燃氣業,32.370000000000005,48.20835833333333,15.838358333333325,48.93
3694,海華,2017Q4,通信網路業,16.74,24.912058333333306,8.172058333333307,48.82
2417,圓剛,2016Q3,,11.045,16.40850833333333,5.36350833333333,48.56
1733,五鼎,2016Q3,,33.79,49.95084166666665,16.16084166666665,47.83
2428,興勤,2017Q3,電子零組件業,90.4225,133.66619166666666,43.24369166666666,47.82
1503,士電,2018Q3,電機機械,44.59,65.90259999999995,21.312599999999946,47.8
9929,秋雨,2017Q4,其他,11.13,16.442466666666654,5.312466666666653,47.73
2425,承啟,2016Q4,,17.29,25.542216666666675,8.252216666666676,47.73
6128,上福,2019Q1,電腦及週邊設備業,31.155,45.93665000000001,14.781650000000006,47.45
1339,昭輝,2016Q2,,41.98,61.818299999999994,19.838299999999997,47.26
5215,科嘉-KY,2019Q3,電腦及週邊設備業,63.39,93.26747499999999,29.87747499999999,47.13
3576,聯合再生,2017Q4,光電業,11.935,17.56010000000001,5.625100000000009,47.13
1540,喬福,2016Q3,,15.28,22.47851666666668,7.198516666666679,47.11
1459,聯發,2018Q3,紡織纖維,7.959999999999999,11.708983333333332,3.7489833333333333,47.1
4414,如興,2017Q3,紡織纖維,15.655,23.024224999999998,7.369224999999998,47.07
2106,建大,2016Q2,,50.05,73.32515000000004,23.27515000000004,46.5
2704,國賓,2016Q3,,23.41,34.29120833333334,10.881208333333337,46.48
8271,宇瞻,2018Q2,半導體業,32.155,46.846666666666685,14.691666666666684,45.69
2471,資通,2017Q2,資訊服務業,15.6425,22.777508333333348,7.135008333333348,45.61
3593,力銘,2018Q1,電子零組件業,9.34,13.593116666666669,4.253116666666669,45.54
6224,聚鼎,2018Q2,電子零組件業,61.28,89.06440000000003,27.784400000000034,45.34
3023,信邦,2017Q4,電子零組件業,82.52,119.6192083333333,37.09920833333331,44.96
6215,和椿,2016Q3,,13.81,19.981375,6.171374999999999,44.69
1733,五鼎,2016Q2,,40.05,57.923591666666645,17.87359166666665,44.63
2008,高興昌,2019Q1,鋼鐵工業,12.356666666666667,17.85834166666667,5.501675000000004,44.52
3030,德律,2018Q3,其他電子業,50.37,72.60874166666663,22.238741666666634,44.15
6165,浪凡,2019Q4,數位雲端,18.06,26.03385000000001,7.973850000000013,44.15
3515,華擎,2019Q3,電腦及週邊設備業,69.67,100.30017500000004,30.630175000000037,43.96
1776,展宇,2019Q2,化學工業,15.81,22.70435833333335,6.894358333333349,43.61
2484,希華,2017Q2,電子零組件業,20.035,28.767974999999996,8.732974999999996,43.59
1101,台泥,2019Q2,水泥工業,44.48,63.80270833333336,19.32270833333336,43.44
2908,特力,2017Q3,貿易百貨,22.69,32.52267500000001,9.832675000000005,43.33
2433,互盛電,2019Q4,其他電子業,51.36,73.60105,22.24105,43.3
2369,菱生,2017Q3,半導體業,14.6775,21.026108333333344,6.348608333333344,43.25
2712,遠雄來,2016Q3,,25.46,36.43169166666667,10.971691666666672,43.09
1611,中電,2018Q2,電器電纜,10.3125,14.737275000000006,4.424775000000006,42.91
2535,達欣工,2017Q1,建材營造,18.805,26.859824999999987,8.054824999999987,42.83
1460,宏遠,2018Q4,紡織纖維,10.28,14.654625000000005,4.374625000000005,42.55
1608,華榮,2018Q1,電器電纜,11.46,16.331100000000006,4.8711000000000055,42.51
8222,寶一,2019Q2,電機機械,18.0775,25.723,7.645499999999998,42.29
1465,偉全,2018Q1,紡織纖維,14.12,20.074758333333325,5.954758333333325,42.17
5285,界霖,2017Q2,半導體業,45.69,64.91172499999999,19.221724999999992,42.07
2379,瑞昱,2017Q4,半導體業,105.44,149.6460166666666,44.20601666666661,41.93
2348,海悅,2018Q2,其他,50.65,71.774175,21.124175,41.71
2362,藍天,2019Q3,電腦及週邊設備業,30.87,43.74679166666666,12.876791666666659,41.71
6205,詮欣,2019Q2,電子零組件業,20.13,28.522650000000016,8.392650000000017,41.69
6139,亞翔,2018Q3,其他電子業,27.49,38.93233333333333,11.442333333333334,41.62
2415,錩新,2017Q2,電子零組件業,22.91,32.40264166666669,9.492641666666689,41.43
2029,盛餘,2018Q3,鋼鐵工業,18.74,26.486191666666677,7.746191666666679,41.34
2344,華邦電,2020Q1,半導體業,13.01,18.322150000000008,5.312150000000008,40.83
1611,中電,2018Q3,電器電纜,9.48,13.350466666666673,3.8704666666666725,40.83
9942,茂順,2016Q4,,81.77,115.05507500000003,33.285075000000035,40.71
1102,亞泥,2018Q2,水泥工業,33.36,46.84069999999999,13.480699999999992,40.41
1440,南紡,2019Q2,紡織纖維,9.51,13.34539166666667,3.83539166666667,40.33
4306,炎洲,2017Q1,塑膠工業,13.366666666666667,18.710858333333334,5.344191666666667,39.98
2538,基泰,2018Q4,建材營造,11.67,16.32813333333334,4.658133333333341,39.92
8081,致新,2019Q4,半導體業,113.935,159.29032499999994,45.35532499999994,39.81
2613,中櫃,2017Q3,航運業,12.765,17.827141666666677,5.062141666666676,39.66
9939,宏全,2017Q2,其他,57.3925,80.01044166666665,22.617941666666653,39.41
2006,東和鋼鐵,2017Q3,鋼鐵工業,23.81,33.12279166666664,9.312791666666644,39.11
4999,鑫禾,2017Q2,電子零組件業,50.87,70.69255833333334,19.82255833333334,38.97
2704,國賓,2016Q2,,23.58,32.75704166666668,9.177041666666682,38.92
9938,百和,2016Q4,,105.42,146.2811833333334,40.861183333333386,38.76
1721,三晃,2018Q3,化學工業,9.17,12.720599999999989,3.5505999999999887,38.72
8112,至上,2017Q2,電子通路業,30.7225,42.583358333333315,11.860858333333315,38.61
1473,台南,2016Q2,,28.3,39.213375000000006,10.913375000000006,38.56
8131,福懋科,2019Q4,半導體業,35.87,49.69312499999999,13.82312499999999,38.54
4919,新唐,2018Q3,半導體業,44.89,62.02639166666666,17.13639166666666,38.17
2727,王品,2017Q3,觀光餐旅,98.99,136.66694166666653,37.676941666666536,38.06
3037,欣興,2018Q1,電子零組件業,18.876666666666665,26.01431666666665,7.1376499999999865,37.81
2109,華豐,2019Q1,橡膠工業,11.02,15.161858333333335,4.141858333333335,37.58
4960,誠美材,2017Q4,光電業,9.98,13.72689999999999,3.7468999999999895,37.54
6117,迎廣,2018Q3,電腦及週邊設備業,14.14,19.419241666666668,5.2792416666666675,37.34
1229,聯華,2017Q2,食品工業,27.49,37.60845,10.11845,36.81
2426,鼎元,2018Q2,光電業,22.14,30.27038333333332,8.13038333333332,36.72
3705,永信,2016Q4,,40.08,54.72177499999996,14.64177499999996,36.53
2375,凱美,2016Q4,,17.41,23.711158333333337,6.301158333333337,36.19
9945,潤泰新,2017Q2,其他,34.08,46.23638333333332,12.156383333333324,35.67
6201,亞弘電,2019Q3,其他電子業,34.00333333333333,46.10157499999998,12.098241666666652,35.58
2601,益航,2018Q2,貿易百貨,11.8975,16.123891666666665,4.2263916666666645,35.52
4306,炎洲,2019Q1,塑膠工業,12.49,16.903891666666667,4.413891666666666,35.34
2607,榮運,2017Q1,航運業,14.1475,19.143391666666663,4.995891666666662,35.31
3229,晟鈦,2016Q2,,10.36,14.010141666666662,3.650141666666663,35.23
2314,台揚,2017Q4,通信網路業,21.34,28.835475000000006,7.495475000000006,35.12
2108,南帝,2017Q3,橡膠工業,23.38,31.58209166666666,8.20209166666666,35.08
3052,夆典,2019Q3,建材營造,11.82,15.963825,4.143825,35.06
5706,鳳凰,2019Q4,觀光餐旅,39.57,53.441466666666656,13.871466666666656,35.06
2603,長榮,2018Q1,航運業,12.19,16.45284166666667,4.262841666666672,34.97
1817,凱撒衛,2016Q3,,38.46,51.90628333333332,13.44628333333332,34.96
6189,豐藝,2019Q2,電子通路業,33.89,45.718025,11.828024999999997,34.9
3046,建碁,2018Q1,電腦及週邊設備業,21.02,28.34253333333334,7.3225333333333396,34.84
1440,南紡,2017Q2,紡織纖維,13.28,17.88282500000001,4.602825000000012,34.66
1734,杏輝,2020Q1,生技醫療業,18.67,25.12020833333332,6.450208333333318,34.55
8467,波力-KY,2017Q4,運動休閒,29.95,40.265508333333315,10.315508333333316,34.44
2722,夏都,2017Q3,觀光餐旅,30.46,40.920825,10.460825,34.34
2701,萬企,2018Q1,觀光餐旅,12.52,16.803466666666672,4.283466666666673,34.21
2031,新光鋼,2018Q2,鋼鐵工業,37.24,49.85758333333334,12.617583333333336,33.88
5871,中租-KY,2018Q2,其他,102.69,137.43455833333334,34.744558333333345,33.83
1503,士電,2018Q4,電機機械,45.39,60.72256666666668,15.332566666666679,33.78
9802,鈺齊-KY,2019Q4,運動休閒,124.1,165.84692499999997,41.746924999999976,33.64
1305,華夏,2018Q1,塑膠工業,24.295,32.466399999999986,8.171399999999984,33.63
2032,新鋼,2017Q1,鋼鐵工業,10.0,13.360441666666663,3.360441666666663,33.6
3706,神達,2017Q4,電腦及週邊設備業,30.59,40.75769166666665,10.167691666666652,33.24
3209,全科,2016Q3,,25.61,34.03685833333333,8.426858333333328,32.9
1805,寶徠,2017Q4,建材營造,12.465,16.564658333333337,4.099658333333338,32.89
2062,橋椿,2016Q3,,41.46,54.98123333333332,13.52123333333332,32.61
8996,高力,2018Q3,電機機械,44.6775,59.23115833333333,14.553658333333331,32.57
2630,亞航,2018Q4,航運業,19.54,25.65009166666666,6.110091666666662,31.27
3669,圓展,2018Q3,通信網路業,17.36,22.775216666666655,5.415216666666655,31.19
8926,台汽電,2018Q4,油電燃氣業,27.36,35.89265000000001,8.532650000000011,31.19
4414,如興,2019Q2,紡織纖維,11.7725,15.440283333333316,3.6677833333333147,31.16
1721,三晃,2018Q1,化學工業,10.23,13.41326666666667,3.18326666666667,31.12
9944,新麗,2017Q4,其他,17.535,22.95731666666666,5.42231666666666,30.92
2430,燦坤,2017Q2,電子通路業,23.630000000000003,30.931583333333325,7.301583333333323,30.9
2303,聯電,2020Q1,半導體業,14.31,18.716891666666672,4.406891666666672,30.8
2706,第一店,2016Q3,,16.86,22.043666666666663,5.183666666666664,30.75
1905,華紙,2018Q1,造紙工業,10.13,13.22106666666667,3.09106666666667,30.51
2359,所羅門,2019Q2,其他電子業,20.77,27.103774999999995,6.333774999999996,30.49
4943,康控-KY,2018Q4,電子零組件業,173.98,226.93137499999986,52.95137499999987,30.44
2353,宏碁,2016Q2,,14.51,18.879733333333323,4.369733333333324,30.12
6591,動力-KY,2019Q4,電腦及週邊設備業,55.51,72.05423333333329,16.54423333333329,29.8
1464,得力,2017Q3,紡織纖維,25.3625,32.869266666666654,7.506766666666653,29.6
2006,東和鋼鐵,2020Q1,鋼鐵工業,22.18,28.736941666666656,6.556941666666656,29.56
1513,中興電,2017Q1,電機機械,20.54,26.593008333333326,6.053008333333327,29.47
2712,遠雄來,2016Q4,,25.2,32.596574999999994,7.396574999999995,29.35
2402,毅嘉,2018Q3,電子零組件業,14.7,19.004291666666667,4.304291666666668,29.28
1504,東元,2018Q1,電機機械,18.05,23.327150000000007,5.277150000000006,29.24
3034,聯詠,2019Q4,半導體業,199.125,256.97428333333335,57.84928333333335,29.05
8374,羅昇,2018Q4,電機機械,21.54,27.78916666666667,6.249166666666671,29.01
3037,欣興,2017Q3,電子零組件業,17.21,22.170941666666664,4.960941666666663,28.83
5007,三星,2017Q4,鋼鐵工業,56.6875,72.98569999999994,16.298199999999937,28.75
9918,欣天然,2018Q3,油電燃氣業,33.85,43.57569166666671,9.725691666666705,28.73
3014,聯陽,2017Q2,半導體業,36.39,46.73149166666666,10.341491666666663,28.42
1464,得力,2016Q3,,29.28,37.556166666666634,8.276166666666633,28.27
8249,菱光,2018Q3,電子零組件業,22.33,28.62455,6.294550000000001,28.19
2329,華泰,2017Q4,半導體業,9.585,12.24180000000001,2.6568000000000094,27.72
1301,台塑,2018Q2,塑膠工業,108.51,138.33945833333328,29.829458333333278,27.49
3669,圓展,2017Q1,通信網路業,21.2375,27.014908333333327,5.777408333333327,27.2
6243,迅杰,2017Q4,半導體業,16.1925,20.57487499999999,4.382374999999993,27.06
3454,晶睿,2019Q2,光電業,99.1925,125.96424166666674,26.771741666666742,26.99
1583,程泰,2018Q3,電機機械,57.15,72.39664999999998,15.246649999999981,26.68
3025,星通,2017Q2,通信網路業,15.86,20.083150000000014,4.223150000000015,26.63
2701,萬企,2016Q3,,14.04,17.769258333333347,3.729258333333348,26.56
3528,安馳,2019Q2,電子通路業,40.21,50.86661666666671,10.656616666666707,26.5
2303,聯電,2017Q2,半導體業,13.79,17.397416666666665,3.6074166666666656,26.16
2901,欣欣,2017Q3,貿易百貨,25.8975,32.63957499999999,6.742074999999986,26.03
6189,豐藝,2017Q3,電子通路業,28.7,36.13818333333334,7.438183333333338,25.92
5243,乙盛-KY,2018Q3,光電業,33.88,42.611233333333324,8.731233333333321,25.77
3022,威強電,2019Q4,電腦及週邊設備業,43.23,54.29559166666668,11.065591666666684,25.6
8488,吉源-KY,2018Q3,其他,15.86,19.920224999999988,4.060224999999988,25.6
2493,揚博,2019Q1,電子零組件業,28.0,35.165808333333324,7.165808333333324,25.59
2723,美食-KY,2018Q4,觀光餐旅,146.28,183.59229166666654,37.31229166666654,25.51
6243,迅杰,2018Q2,半導體業,11.42,14.324933333333336,2.904933333333336,25.44
3321,同泰,2017Q3,電子零組件業,16.27,20.32884166666666,4.058841666666659,24.95
3617,碩天,2016Q3,,97.365,121.36233333333327,23.997333333333273,24.65
2390,云辰,2016Q4,,12.79,15.923633333333326,3.133633333333327,24.5
2492,華新科,2017Q4,電子零組件業,107.12,133.22508333333334,26.10508333333334,24.37
1473,台南,2017Q3,紡織纖維,21.18,26.340233333333316,5.160233333333316,24.36
2464,盟立,2019Q2,其他電子業,39.26,48.78935833333333,9.529358333333334,24.27
6230,尼得科超眾,2016Q3,,133.86,166.30568333333343,32.44568333333342,24.24
2428,興勤,2018Q3,電子零組件業,79.48,98.74432499999999,19.264324999999985,24.24
4137,麗豐-KY,2016Q3,,138.82,172.42391666666666,33.60391666666666,24.21
2536,宏普,2018Q2,建材營造,20.133333333333333,24.97202500000001,4.838691666666676,24.03
1720,生達,2016Q3,,34.12,42.30889166666666,8.188891666666663,24.0
3003,健和興,2017Q3,電子零組件業,67.32,83.47067500000001,16.15067500000002,23.99
1540,喬福,2016Q2,,15.24,18.840866666666674,3.6008666666666738,23.63
2013,中鋼構,2019Q2,鋼鐵工業,19.94,24.60857499999999,4.66857499999999,23.41
