公司代號,year_quarter,季均價
1535,2018Q3,32.37
1535,2018Q4,33.72
1535,2019Q4,31.985
1535,NaT,32.91
1536,2016Q2,132.79
1536,2016Q3,147.2
1536,2016Q4,140.71
1536,2017Q4,136.87
1536,2018Q2,131.235
1536,2018Q3,95.09
1536,2018Q4,113.63
1536,2019Q1,115.69
1536,2020Q1,84.81
1536,NaT,103.87333333333333
1537,2016Q3,159.715
1537,2017Q2,147.16333333333333
1537,2017Q3,147.0
1537,2018Q3,143.60500000000002
1537,2019Q1,155.595
1537,2019Q2,132.06
1537,NaT,142.48333333333332
1538,2016Q3,6.51
1538,2017Q2,6.3149999999999995
1538,2018Q4,4.826666666666667
1539,2016Q3,24.89
1539,2016Q4,21.74
1539,2017Q1,20.47
1539,2017Q2,18.05
1539,2017Q3,21.01
1539,2018Q3,25.785
1539,2018Q4,21.02
1539,2019Q1,20.01
1539,2019Q2,14.1
1539,NaT,20.153333333333332
1540,2016Q2,15.24
1540,2016Q3,15.28
1540,2017Q1,15.25
1540,2017Q4,15.5
1540,2018Q1,16.330000000000002
1540,2019Q1,17.5
1540,2019Q2,19.2025
1540,NaT,15.56
1541,2017Q1,52.7525
1541,2017Q2,45.09
1541,2017Q3,40.75
1541,2017Q4,31.06
1541,2018Q1,31.54
1541,2018Q2,29.84
1541,2018Q3,35.76
1541,2019Q3,35.75
1541,2019Q4,32.9
1541,NaT,50.35999999999999
1558,2016Q4,143.14333333333335
1558,2017Q1,129.29
1558,2017Q2,129.37
1558,2017Q3,128.7
1558,2018Q3,140.69
1558,2018Q4,137.93
1558,2019Q1,148.89
1558,2019Q2,132.9975
1558,NaT,138.57000000000002
1560,2017Q1,76.28
1560,2017Q3,78.09
1560,2017Q4,75.695
1560,2018Q1,58.43
1560,2018Q2,60.88
1560,2018Q3,60.04
1560,2018Q4,60.37
1560,2019Q4,61.82
1560,NaT,62.89333333333334
1568,2016Q4,31.78
1568,2017Q2,41.36
1568,2017Q3,35.935
1568,2017Q4,20.53
1568,2018Q1,20.43
1568,2018Q2,19.96
1568,2018Q3,19.8
1568,2019Q3,18.540000000000003
1568,NaT,18.44333333333333
1582,2017Q1,66.07
1582,2017Q2,70.17
1582,2017Q3,65.9125
1582,2017Q4,57.9
1582,2018Q4,66.42
1582,2019Q1,80.75
1582,2019Q2,79.625
1582,2019Q4,89.16
1582,2020Q1,72.3
1582,NaT,84.57000000000001
1583,2017Q1,66.575
1583,2018Q1,60.185
1583,2018Q2,54.86
1583,2018Q3,57.15
1583,2019Q3,54.70333333333334
1583,NaT,60.22666666666667
1587,2018Q2,19.22
1587,2018Q3,18.75
1587,2019Q2,14.353333333333333
1587,NaT,23.073333333333334
1589,2016Q2,115.82
1589,2016Q3,90.26
1589,2016Q4,78.43
1589,2017Q1,66.87
1589,2017Q2,85.37
1589,2018Q1,57.73666666666667
1589,2018Q2,72.71
1589,2019Q2,57.735
1589,NaT,81.70333333333333
1590,2017Q1,295.25
1590,2017Q2,336.39
1590,2017Q3,425.97
1590,2017Q4,494.21
1590,2018Q1,494.6
1590,2018Q2,372.48249999999996
1590,2019Q2,342.44
1590,2019Q4,444.95
1590,2020Q1,424.15
1590,NaT,683.1333333333333
1592,2016Q3,50.945
1592,2017Q1,34.085
1592,2017Q2,31.73
1592,2017Q3,29.73
1592,2017Q4,21.09
1592,2018Q1,26.52
1592,2018Q2,25.6
1592,2018Q4,21.425
1592,2019Q1,17.11
1592,2019Q3,11.46
1592,NaT,11.133333333333333
1597,NaT,85.93
1598,2016Q3,42.17
1598,2017Q1,42.535
1598,2018Q1,34.5875
1598,2018Q2,34.6
1598,2019Q2,44.2
1598,2019Q3,38.26
1598,NaT,98.27999999999999
1603,2017Q1,26.953333333333333
1603,2017Q4,26.45
1603,2018Q1,23.92
1603,2018Q3,21.63
1603,2018Q4,20.74
1603,2019Q4,28.54
1603,2020Q1,29.34
1603,NaT,28.313333333333333
1604,2016Q4,17.03
1604,2017Q1,12.85
1604,2017Q2,14.02
1604,2017Q3,13.93
1604,2017Q4,13.36
1604,2018Q1,13.85
1604,2019Q1,15.71
1604,2019Q2,17.67
1604,2019Q3,17.91
1604,2019Q4,18.695
1604,NaT,23.333333333333332
1605,2017Q1,13.565
1605,2017Q3,14.89
1605,2017Q4,17.08
1605,2018Q1,17.64
1605,2018Q2,19.6375
1605,2018Q3,15.55
1605,2018Q4,14.6
1605,2019Q1,15.48
1605,2019Q2,12.1
1605,NaT,16.96
1608,2017Q1,9.32
1608,2017Q3,9.98
1608,2017Q4,11.19
1608,2018Q1,11.46
1608,2018Q2,10.11
1608,2018Q3,10.14
1608,2019Q2,9.143333333333333
1608,NaT,11.343333333333334
1609,2017Q1,6.635
1609,2017Q3,8.17
1609,2017Q4,13.68
1609,2018Q1,14.42
1609,2018Q2,12.265
1609,2018Q3,11.31
1609,2018Q4,10.68
1609,2019Q1,11.0
1609,2020Q1,8.6
1609,NaT,15.976666666666667
1611,2016Q2,8.5
1611,2017Q1,8.07
1611,2017Q3,9.655000000000001
1611,2018Q1,10.63
1611,2018Q2,10.3125
1611,2018Q3,9.48
1611,2019Q2,9.03
1611,2019Q4,10.89
1611,2020Q1,11.6
1611,NaT,12.666666666666666
1612,2017Q1,10.51
1612,2018Q1,11.58
1612,2018Q2,10.27
1612,2018Q3,10.06
1612,2019Q3,10.453333333333333
1612,NaT,14.666666666666666
1614,2017Q1,24.41
1614,2017Q2,23.38
1614,2018Q2,23.343333333333334
1614,2019Q1,24.66
1614,2019Q2,28.915
1614,NaT,37.18
1615,2017Q1,11.67
1615,2017Q2,11.99
1615,2017Q3,14.870000000000001
1615,2018Q1,16.22
1615,2018Q2,17.77
1615,2018Q3,17.25
1615,2019Q2,17.07
1615,2020Q1,18.43
1615,NaT,23.36
1616,2017Q1,6.0175
1616,2017Q2,6.04
1616,2018Q2,5.1775
1616,2018Q3,4.51
1616,2018Q4,4.75
1616,2019Q4,4.79
1616,2020Q1,4.01
1616,NaT,5.596666666666667
1617,2017Q1,8.51
1617,2017Q2,9.04
1617,2017Q3,13.98
1617,2017Q4,14.59
1617,2018Q1,13.57
1617,2018Q2,13.37
1617,2019Q2,11.93
1617,NaT,12.839999999999998
1618,2017Q1,8.585
1618,2017Q3,9.530000000000001
1618,2018Q1,9.35
1618,2018Q2,9.0875
1618,2018Q3,8.45
1618,2018Q4,8.18
1618,2019Q4,8.17
1618,NaT,10.593333333333334
1626,2016Q2,28.76
1626,2017Q2,26.965
1626,2017Q4,19.57
1626,2018Q1,13.4
1626,2019Q1,25.41
1626,2019Q3,27.66333333333333
1626,NaT,25.266666666666666
1701,2017Q1,18.8325
1701,2018Q1,19.38
1701,2018Q2,20.46
1701,2018Q3,22.51
1701,2018Q4,18.79
1701,2019Q3,19.07
1701,2020Q1,19.88
1701,NaT,24.343333333333334
1702,2016Q3,62.9
1702,2016Q4,60.85
1702,2017Q3,61.593333333333334
1702,2018Q1,49.08
1702,2018Q2,54.06
1702,2018Q3,55.09
1702,2019Q3,47.419999999999995
1702,NaT,44.973333333333336
1704,2017Q1,42.52333333333333
1704,2017Q4,45.46
1704,2018Q3,51.935
1707,2016Q4,192.28
1707,2017Q1,206.47
1707,2018Q1,239.4
1707,2018Q2,209.39499999999998
1707,2018Q3,210.27
1707,2019Q2,190.14499999999998
1707,2020Q1,211.26
1707,NaT,183.89666666666668
1708,2017Q1,29.74
1708,2017Q2,28.35
1708,2017Q3,29.6325
1708,2018Q1,26.259999999999998
1708,2018Q2,25.81
1708,2018Q3,26.29
1708,2019Q3,24.09
1708,NaT,24.27
1709,2017Q1,19.04
1709,2017Q2,18.7625
1709,2017Q3,18.94
1709,2018Q3,15.39
1709,2018Q4,12.94
1709,2019Q1,12.95
1709,2020Q1,14.49
1709,NaT,14.459999999999999
1710,2017Q1,24.97
1710,2017Q4,31.12
1710,2018Q1,30.13
1710,2018Q2,32.47
1710,2018Q3,27.740000000000002
1710,2018Q4,22.22
1710,2019Q2,18.615000000000002
1710,NaT,17.936666666666667
1711,2017Q1,19.74
1711,2017Q3,18.58
1711,2017Q4,17.96
1711,2018Q1,15.88
1711,2018Q2,17.1
1711,2018Q3,16.88
1711,2019Q3,15.413333333333332
1711,NaT,16.213333333333335
1712,2017Q1,16.145
1712,2017Q3,16.78
1712,2017Q4,17.155
1712,2018Q2,16.71
1712,2019Q1,17.69
1712,2019Q2,19.1425
1712,NaT,19.8
1713,2017Q1,15.87
1713,2017Q2,16.263333333333332
1713,2018Q1,18.63
1713,2018Q4,18.736666666666665
1713,2019Q1,18.06
1713,2019Q2,16.63
1713,NaT,18.68
1714,2017Q1,8.524999999999999
1714,2017Q3,9.44
1714,2017Q4,8.9575
1714,2018Q1,6.66
1714,2018Q2,6.81
1714,2018Q3,7.45
1714,2018Q4,7.2
1714,2019Q2,7.19
1714,2020Q1,7.17
1714,NaT,9.463333333333333
1715,2016Q2,11.25
1715,2016Q3,10.29
1715,2017Q1,10.7
1717,2016Q3,33.265
1717,2017Q1,30.725
1717,2017Q2,30.02
1717,2017Q3,28.02
1717,2018Q1,25.275
1717,2018Q2,25.2
1717,2018Q3,26.82
1717,2019Q2,25.775
1717,2020Q1,23.55
1717,NaT,34.33
1718,2017Q1,8.596666666666666
1718,2017Q4,10.29
1718,2018Q1,10.030000000000001
1718,2018Q3,10.14
1718,2018Q4,8.31
1718,2019Q1,8.07
1718,2019Q2,5.74
1718,NaT,8.43
1720,2016Q3,34.12
1720,2017Q2,33.78
1720,2017Q4,34.805
1720,2018Q2,32.29
1720,2018Q3,33.01
1720,2019Q1,32.49
1720,2019Q4,33.96
1720,NaT,40.88999999999999
1721,2016Q3,15.11
1721,2016Q4,13.01
1721,2017Q1,13.82
1721,2017Q2,12.73
1721,2017Q4,10.48
1721,2018Q1,10.23
1721,2018Q2,9.73
1721,2018Q3,9.17
1721,2018Q4,8.87
1721,2019Q1,8.77
1721,2020Q1,9.45
1721,NaT,10.656666666666666
1722,2016Q2,41.68
1722,2016Q3,40.38
1722,2017Q1,38.864999999999995
1722,2017Q3,38.7
1722,2018Q2,42.91
1722,2018Q3,45.27
1722,2018Q4,44.985
1722,2019Q2,46.485
1722,NaT,51.656666666666666
1723,2017Q1,120.55000000000001
1723,2018Q1,153.98
1723,2018Q2,141.32999999999998
1723,2018Q3,139.27
1723,2018Q4,126.44
1723,2019Q1,121.55
1723,2019Q2,99.28
1723,NaT,101.19333333333333
1724,2017Q1,15.5725
1724,2017Q2,14.07
1724,2017Q3,14.02
1724,2018Q1,13.225
1724,2018Q2,13.3
1724,2018Q3,13.23
1724,2019Q3,12.270000000000001
1724,NaT,12.783333333333331
1725,2017Q1,14.446666666666667
1725,2017Q4,14.87
1725,2018Q1,17.72
1725,2018Q2,19.13
1725,2018Q3,15.2675
1725,2018Q4,14.61
1725,2019Q3,14.075
1725,NaT,14.953333333333333
1726,2017Q1,82.15
1726,2017Q2,81.54
1726,2017Q3,80.04
1726,2018Q1,74.94
1726,2018Q3,74.15
1726,2018Q4,70.69
1726,2019Q3,67.46000000000001
1726,NaT,70.16666666666667
1727,2017Q1,13.17
1727,2017Q4,15.0025
1727,2018Q1,14.25
1727,2018Q2,14.12
1727,2018Q3,13.18
1727,2018Q4,12.2
1727,2019Q1,11.75
1727,2019Q2,9.5
1727,NaT,10.58
1729,2016Q4,66.61
1730,2017Q1,40.15
1730,2017Q2,40.99666666666667
1730,2018Q1,44.83
1730,2018Q2,48.65
1730,2018Q3,50.71
1730,2018Q4,65.21
1730,2019Q1,70.96
1730,2019Q2,79.20666666666666
1730,2020Q1,61.0
1730,NaT,73.05333333333333
1731,2016Q2,14.07
1731,2017Q1,13.865
1731,2017Q4,14.129999999999999
1731,2018Q2,13.49
1731,2018Q3,13.38
1731,2019Q1,13.215
1731,2020Q1,13.83
1731,NaT,16.41
1732,2017Q1,12.805
1732,2017Q2,12.18
1732,2018Q2,11.085
1732,2019Q1,10.603333333333333
1732,2020Q1,30.1
1732,NaT,25.573333333333334
1733,2016Q2,40.05
1733,2016Q3,33.79
1733,2016Q4,34.22
1733,2017Q1,31.9
1733,2017Q2,32.12
1733,2017Q3,29.55
1733,2018Q1,29.689999999999998
1733,2019Q1,31.025
1733,2019Q2,22.2
1733,NaT,25.503333333333334
1734,2016Q2,24.88
1734,2016Q3,22.35
1734,2016Q4,22.33
1734,2017Q1,21.52
1734,2018Q1,23.38
1734,2018Q2,20.82
1734,2018Q3,19.45
1734,2019Q1,19.35
1734,2020Q1,18.67
1734,NaT,34.24666666666667
1735,2016Q2,13.64
1735,2017Q1,13.045
1735,2017Q4,19.18
1735,2018Q1,15.5625
1735,2018Q3,15.830000000000002
1735,2019Q2,15.94
1735,2019Q4,16.915
1735,NaT,16.793333333333333
1736,2016Q2,45.34
1736,2016Q3,39.09
1736,2016Q4,36.89
1736,2017Q1,36.64
1736,2017Q2,32.76
1736,2017Q3,29.62
1736,2018Q3,35.765
1736,2019Q1,40.09
1736,2019Q2,68.3
1736,2019Q3,75.23666666666666
1736,NaT,78.62333333333333
1737,2016Q2,30.57
1737,2016Q3,30.4
1737,2017Q1,28.104999999999997
1737,2017Q2,28.06
1737,2018Q2,30.09
1737,2018Q3,30.73
1737,2018Q4,30.585
1737,2019Q2,32.1
1737,NaT,31.563333333333333
1760,2018Q1,81.96
1760,2018Q2,96.8025
1760,2018Q3,92.19
1760,2019Q1,88.74000000000001
1760,2019Q2,70.75
1760,NaT,118.72666666666667
1762,2016Q2,27.86
1762,2016Q3,24.25
1762,2016Q4,22.66
1762,2017Q1,25.87
1762,2017Q4,24.955
1762,2018Q3,24.8825
1762,2019Q3,34.870000000000005
1762,2020Q1,40.33
1762,NaT,63.81666666666666
1773,2017Q1,62.28
1773,2017Q2,66.5
1773,2017Q4,74.54
1773,2018Q1,86.57
1773,2018Q2,99.27
1773,2018Q3,89.69
1773,2018Q4,83.64
1773,2019Q4,91.995
1773,NaT,105.67666666666666
1776,2016Q2,22.5
1776,2016Q3,22.64
1776,2016Q4,21.02
1776,2017Q1,20.86
1776,2017Q2,21.95
1776,2017Q3,21.38
1776,2018Q1,18.05
1776,2018Q2,16.53
1776,2018Q3,15.79
1776,2018Q4,15.1
1776,2019Q2,15.81
1776,2020Q1,17.23
1776,NaT,16.573333333333334
1783,2016Q3,23.075000000000003
1783,2016Q4,23.43
1783,2017Q4,23.62
1783,2018Q1,25.25
1783,2018Q2,28.455
1783,2018Q3,24.54
1783,2019Q1,25.634999999999998
1783,2019Q2,17.65
1783,NaT,26.02
1786,2016Q2,52.73
1786,2016Q3,47.41
1786,2016Q4,42.34
1786,2017Q1,36.23
1786,2018Q1,73.72
1786,2018Q2,73.0525
1786,2018Q3,63.64
1786,2018Q4,73.7
1786,2019Q4,60.39
1786,NaT,66.62666666666667
1789,2016Q2,44.56
1789,2016Q3,42.84
1789,2017Q1,34.769999999999996
1789,2017Q2,32.98
1789,2017Q3,33.28
1789,2017Q4,30.4
1789,2018Q1,25.61
1789,2018Q2,26.71
1789,2018Q3,24.79
1789,2018Q4,23.93
1789,2019Q4,27.15
1789,2020Q1,30.99
1789,NaT,32.60333333333333
1795,2019Q4,112.27
1795,2020Q1,69.86
1795,NaT,83.16666666666667
1802,2017Q1,15.87
1802,2017Q4,19.57
1802,2018Q1,16.16
1802,2018Q2,13.68
1802,2018Q3,12.07
1802,2018Q4,11.91
1802,2019Q1,11.5
1802,2019Q2,8.11
1802,NaT,13.790000000000001
1805,2017Q1,9.17
1805,2017Q2,12.24
1805,2017Q3,13.43
1805,2017Q4,12.465
1805,2018Q2,11.3775
1805,2018Q3,10.02
1805,2019Q1,9.08
1805,2020Q1,8.56
1805,NaT,10.07
1806,2017Q1,7.9175
1806,2018Q1,7.8149999999999995
1806,2018Q2,6.95
1806,2018Q3,7.0
1806,2018Q4,6.55
1806,2019Q2,5.5600000000000005
1806,NaT,6.38
1808,2017Q1,44.5875
1808,2018Q1,49.44
1808,2018Q2,58.083333333333336
1808,2019Q1,63.019999999999996
1808,2019Q2,51.25
1808,NaT,63.833333333333336
1809,2016Q4,12.184999999999999
1809,2017Q3,13.046666666666667
1809,2018Q2,12.0075
1809,2019Q2,12.1775
1809,NaT,11.313333333333333
1810,2017Q1,9.7025
1810,2018Q1,8.9975
1810,2018Q2,7.93
1810,2018Q3,7.88
1810,2018Q4,7.58
1810,2019Q4,7.505
1810,NaT,9.01
1817,2016Q3,38.46
1817,2017Q3,40.72
1817,2017Q4,44.77
1817,2018Q1,39.3875
1817,2018Q2,37.17
1817,2018Q3,38.96
1817,2019Q2,33.06666666666666
1817,NaT,31.986666666666665
1902,2017Q1,13.6
1902,2017Q2,18.29
1902,2017Q3,19.1825
1902,2017Q4,18.0
1902,2018Q1,17.93
1902,2019Q1,19.12
1902,2019Q3,20.43
1902,2020Q1,20.1
1903,2017Q1,33.2625
1903,2018Q1,32.4125
1903,2018Q2,32.79
1903,2019Q2,31.4475
1903,NaT,59.06
1904,2017Q1,15.305
1904,2017Q3,17.5025
1904,2018Q3,20.994999999999997
1904,2018Q4,18.1
1904,2019Q2,18.91
1904,2020Q1,21.39
1904,NaT,28.830000000000002
1905,2017Q1,11.265
1905,2017Q3,11.25
1905,2018Q1,10.129999999999999
1905,2018Q2,9.8
1905,2018Q3,9.64
1905,2019Q3,8.806666666666667
1905,NaT,10.056666666666667
1906,2017Q1,27.8
1906,2017Q3,28.87
1906,2017Q4,20.1
1906,2018Q1,15.16
1906,2018Q2,17.05
1906,2018Q3,13.32
1906,2018Q4,12.71
1906,2019Q1,13.73
1906,2020Q1,13.88
1906,NaT,14.976666666666667
1907,2017Q1,10.870000000000001
1907,2017Q3,12.58
1907,2017Q4,13.31
1907,2018Q1,12.5075
1907,2018Q2,11.86
1907,2018Q3,11.77
1907,2018Q4,11.79
1907,2019Q4,13.45
1907,2020Q1,11.99
1907,NaT,19.496666666666666
1909,2017Q1,30.03
1909,2017Q2,33.12
1909,2017Q3,38.2775
1909,2017Q4,21.26
1909,2018Q1,16.15
1909,2018Q2,18.86
1909,2018Q3,14.49
1909,2019Q1,14.375
1909,2020Q1,14.89
1909,NaT,17.846666666666668
2002,2017Q1,24.8125
2002,2017Q2,23.68
2002,2017Q3,23.82
2002,2018Q3,24.68
2002,2018Q4,23.23
2002,2019Q1,23.68
2002,2019Q2,20.27
2002,NaT,21.886666666666667
2002A,2017Q1,42.71
2002A,2017Q2,42.24
2002A,2017Q3,42.06
2002A,2018Q3,43.12
2002A,2018Q4,43.03
2002A,2019Q1,46.84
2002A,2019Q2,47.08
2002A,2019Q3,48.55
2002A,2019Q4,53.99
2002A,2020Q1,51.42
2002A,NaT,52.54
2006,2017Q1,24.01
2006,2017Q2,24.02
2006,2017Q3,23.81
2006,2017Q4,25.06
2006,2018Q1,22.6925
2006,2018Q2,20.89
2006,2018Q3,22.92
2006,2018Q4,21.17
2006,2019Q3,22.8
2006,2020Q1,22.18
2006,NaT,29.543333333333333
2007,2017Q1,5.205
2007,2018Q1,5.265
2007,2018Q4,4.943333333333333
2007,2019Q1,4.12
2007,2019Q2,3.8
2007,NaT,6.656666666666666
2008,2016Q4,10.49
2008,2017Q4,11.43
2008,2018Q1,12.515
2008,2018Q2,12.4
2008,2019Q1,12.356666666666667
2008,2020Q1,12.27
2008,NaT,14.843333333333334
2009,2017Q1,10.35
2009,2017Q4,12.57
2009,2018Q1,10.765
2009,2018Q2,10.47
2009,2019Q1,9.82
2009,2019Q2,6.17
2009,NaT,13.31
2010,2017Q1,11.8475
2010,2018Q1,11.125
2010,2018Q2,10.46
2010,2018Q3,10.68
2010,2018Q4,10.32
2010,2019Q3,9.65
2010,NaT,11.796666666666667
2012,2016Q3,14.105
2012,2017Q3,14.55
2012,2018Q1,17.9
2012,2018Q2,19.849999999999998
2012,2019Q1,21.89
2012,2019Q2,20.2475
2012,NaT,18.35
2013,2016Q2,22.21
2013,2017Q1,19.983333333333334
2013,2018Q1,24.05
2013,2018Q2,29.3675
2013,2018Q3,25.82
2013,2018Q4,25.09
2013,2019Q1,24.72
2013,2019Q2,19.94
2013,NaT,30.083333333333332
2014,2018Q3,10.49
2014,2018Q4,10.07
2014,2019Q2,8.725
2014,NaT,11.023333333333333
2015,2017Q1,51.59
2015,2017Q2,51.59
2015,2017Q3,52.54
2015,2017Q4,54.03
2015,2018Q1,58.535
2015,2019Q1,60.13
2015,2019Q2,54.6325
2015,NaT,60.09
2017,2017Q1,9.5425
2017,2018Q1,9.8025
2017,2018Q2,8.13
2017,2018Q3,8.03
2017,2018Q4,6.91
2017,2019Q1,6.69
2017,2019Q2,6.58
2017,NaT,9.633333333333335
2020,2016Q4,13.956666666666665
2020,2017Q1,13.67
2020,2018Q1,15.45
2020,2018Q2,15.0075
2020,2019Q2,15.3675
2020,NaT,17.836666666666666
2022,2017Q1,6.16
2022,2018Q1,6.68
2022,2018Q3,7.37
2022,2018Q4,6.53
2022,2019Q1,5.28
2022,2019Q2,3.78
2022,NaT,5.8500000000000005
2023,2017Q1,12.68
2023,2017Q3,10.76
2023,2018Q1,10.425
2023,2018Q4,9.476666666666667
2023,2019Q1,9.18
2023,2019Q2,8.32
2023,NaT,10.803333333333333
2024,2017Q1,9.196666666666667
2024,2017Q4,10.18
2024,2018Q1,11.27
2024,2018Q2,10.2975
2024,2019Q2,10.69
2024,2019Q3,11.84
2024,2020Q1,12.16
2024,NaT,15.049999999999999
2027,2016Q4,17.495
2027,2017Q3,18.8
2027,2017Q4,20.33
2027,2018Q1,28.49
2027,2018Q2,37.79
2027,2018Q3,45.515
2027,2018Q4,37.85
2027,2019Q1,30.98
2027,2019Q3,28.31
2027,NaT,26.33
2028,2018Q2,9.525
2028,2018Q3,9.31
2028,2019Q2,9.205
2028,2020Q1,9.06
2028,NaT,13.753333333333332
2029,2017Q1,34.725
2029,2017Q3,26.825
2029,2017Q4,21.4
2029,2018Q1,19.41
2029,2018Q2,19.95
2029,2018Q3,18.74
2029,2018Q4,20.03
2029,2019Q1,19.58
2029,2019Q3,16.1
2029,NaT,19.83
2030,2017Q1,12.21
2030,2017Q3,16.27
2030,2017Q4,15.697500000000002
2030,2018Q1,12.99
2030,2018Q2,14.32
2030,2018Q3,12.82
2030,2018Q4,13.65
2030,2019Q1,12.15
2030,2019Q2,9.73
2030,NaT,11.74
2031,2017Q1,23.44
2031,2017Q2,24.8
2031,2017Q3,28.295
2031,2018Q1,35.03
2031,2018Q2,37.24
2031,2018Q3,31.26
2031,2018Q4,28.38
2031,2019Q1,30.43
2031,2019Q2,22.16
2031,NaT,32.63666666666666
2032,2016Q2,10.96
2032,2016Q4,9.96
2032,2017Q1,10.0
2032,2018Q1,10.055
2032,2018Q2,9.1
2032,2018Q3,8.71
2032,2018Q4,9.52
2032,2019Q3,8.295
2032,NaT,11.12
2033,2017Q1,9.2075
2033,2018Q1,12.795
2033,2018Q2,9.56
2033,2018Q3,9.87
2033,2018Q4,9.29
2033,2019Q2,8.55
2033,NaT,11.046666666666667
2034,2016Q4,26.05666666666667
2034,2017Q1,25.94
2034,2017Q3,26.67
2034,2017Q4,25.98
2034,2018Q1,24.62
2034,2018Q2,26.19
2034,2019Q2,26.81
2034,2019Q3,25.189999999999998
2034,NaT,25.3
2038,2017Q1,8.42
2038,2017Q2,8.076666666666666
2038,2018Q1,11.1675
2038,2018Q2,8.14
2038,2018Q3,7.4
2038,2018Q4,7.38
2038,2019Q1,7.23
2038,2019Q2,5.46
2038,NaT,12.15
2049,2017Q1,200.8
2049,2017Q2,206.62
2049,2017Q3,279.9
2049,2017Q4,318.74
2049,2018Q1,396.1
2049,2018Q2,290.0475
2049,2018Q3,246.04
2049,2019Q2,271.83500000000004
2049,2020Q1,231.85
2049,NaT,321.9533333333333
2059,2017Q1,423.17
2059,2017Q2,411.575
2059,2018Q2,372.995
2059,2018Q3,296.05
2059,2018Q4,342.17
2059,2019Q4,332.925
2059,NaT,311.68333333333334
2062,2016Q3,41.46
2062,2017Q2,39.1825
2062,2017Q3,36.15
2062,2017Q4,36.4
2062,2018Q3,33.84
2062,2019Q2,25.44333333333333
2062,NaT,24.05333333333333
2069,2017Q1,26.545
2069,2017Q2,23.99
2069,2017Q3,24.81
2069,2017Q4,23.9
2069,2018Q2,24.2
2069,2019Q1,22.765
2069,2019Q2,13.87
2069,NaT,16.099999999999998
2101,2016Q2,30.22
2101,2017Q1,27.353333333333335
2101,2017Q2,26.07
2101,2017Q3,26.58
2101,2017Q4,25.32
2101,2018Q1,26.07
2101,2019Q1,30.59
2101,2019Q2,35.0
2101,2019Q3,42.11
2101,2019Q4,43.79
2101,NaT,44.38
2102,2017Q1,14.275
2102,2017Q3,12.735
2102,2017Q4,12.65
2102,2018Q1,11.14
2102,2018Q2,11.27
2102,2019Q2,12.254999999999999
2102,2019Q4,12.68
2102,NaT,19.900000000000002
2103,2017Q1,34.635
2103,2017Q4,31.81
2103,2018Q1,27.43
2103,2018Q4,26.633333333333336
2103,2019Q2,19.845
2103,NaT,19.56
2104,2017Q1,29.89
2104,2017Q2,31.22
2104,2017Q3,43.37
2104,2017Q4,42.81
2104,2018Q1,43.56
2104,2018Q3,39.92
2104,2019Q1,31.96
2104,2019Q2,21.18
2104,NaT,21.923333333333332
2105,2016Q3,63.36
2105,2016Q4,60.85
2105,2017Q1,51.55
2105,2017Q3,47.53
2105,2017Q4,47.3
2105,2018Q1,41.85
2105,2018Q3,41.28
2105,2018Q4,44.52
2105,2019Q4,37.635000000000005
2105,NaT,38.71
2106,2016Q2,50.05
2106,2016Q3,47.68
2106,2017Q1,40.735
2106,2017Q2,36.5
2106,2017Q3,34.47
2106,2017Q4,30.78
2106,2018Q1,29.61
2106,2018Q2,30.18
2106,2018Q3,29.25
2106,2019Q3,31.26
2106,2019Q4,28.935000000000002
2106,NaT,31.80666666666667
2107,2017Q1,15.907499999999999
2107,2017Q2,15.12
2107,2018Q1,15.106666666666667
2107,2019Q1,17.65
2107,2019Q2,18.15
2107,2019Q3,17.733333333333334
2107,NaT,21.356666666666666
2108,2016Q2,25.16
2108,2016Q3,23.83
2108,2017Q1,22.68
2108,2017Q3,23.38
2108,2018Q2,28.33
2108,2018Q3,29.630000000000003
2108,2019Q1,33.1675
2108,2019Q2,26.7
2108,NaT,49.97666666666667
2109,2016Q3,10.92
2109,2017Q1,11.31
2109,2017Q4,12.95
2109,2018Q1,15.69
2109,2018Q2,13.67
2109,2018Q3,11.42
2109,2018Q4,11.15
2109,2019Q1,11.02
2109,2020Q1,11.46
2109,NaT,13.253333333333332
2114,2016Q2,77.39
2114,2016Q3,71.1
2114,2016Q4,72.28
2114,2017Q4,88.72
2114,2018Q1,90.51
2114,2018Q2,88.5625
2114,2018Q3,85.93
2114,2018Q4,83.51
2114,2019Q1,82.71
2114,2019Q3,72.71
2114,NaT,83.83666666666666
2115,2016Q3,59.535
2115,2017Q2,47.10999999999999
2115,2017Q3,37.77
2115,2017Q4,31.29
2115,2018Q1,32.61
2115,2018Q2,36.34
2115,2019Q2,39.239999999999995
2115,2019Q4,38.3
2115,NaT,42.16
2201,2016Q2,28.29
2201,2016Q3,26.98
2201,2017Q1,24.58
2201,2017Q2,23.19
2201,2017Q3,22.31
2201,2017Q4,21.02
2201,2018Q2,19.695
2201,2019Q2,19.9325
2201,NaT,29.456666666666667
2204,2017Q1,27.5225
2204,2017Q2,26.93
2204,2018Q2,26.4975
2204,2019Q1,26.225
2204,2019Q4,34.01
2204,NaT,43.04333333333333
2206,2016Q3,21.575
2206,2017Q3,21.47
2206,2018Q2,20.807499999999997
2206,2019Q2,22.23
2206,2019Q3,20.64
2206,NaT,26.77
2207,2016Q3,350.46
2207,2017Q2,346.4875
2207,2018Q1,261.98
2207,2019Q1,363.28
2207,2019Q2,480.645
2207,2019Q4,558.375
