公司代號,公司名稱,日期,季底月均價,日期_西元,year_quarter
2031,新光鋼鐵Hsin Kuang Steel,108/04/02,22.16,2019-04-02,2019Q2
2032,新鋼工業Sinkang,108/09/04,7.44,2019-09-04,2019Q3
2033,佳大世界Chia Ta,108/04/15,8.12,2019-04-15,2019Q2
2034,允強YC,108/09/04,22.86,2019-09-04,2019Q3
2038,海光企業HAIKWANG,108/04/01,5.46,2019-04-01,2019Q2
2069,運錩鋼鐵YC,108/04/10,13.87,2019-04-10,2019Q2
3004,豐達科技NAFCO,108/08/29,56.01,2019-08-29,2019Q3
5007,三星科技SAN SHING,108/12/31,45.57,2019-12-31,2019Q4
5538,東明-KYTONG MING,108/04/17,27.72,2019-04-17,2019Q2
9958,世紀鋼CIAS,109/03/13,79.37,2020-03-13,2020Q1
2101,南港輪胎Nan Kang Rubber Tire,108/10/24,39.3,2019-10-24,2019Q4
2102,泰豐輪胎FEDERAL CORP,108/10/24,11.79,2019-10-24,2019Q4
2103,台橡TSRC,108/04/22,15.99,2019-04-22,2019Q2
2104,國際中橡CSRC,108/04/30,21.18,2019-04-30,2019Q2
2105,正新橡膠CST,108/10/18,33.53,2019-10-18,2019Q4
2106,建大工業Kenda Rubber Ind.,108/10/24,26.92,2019-10-24,2019Q4
2107,厚生Formosan Rubber Group,108/07/24,15.58,2019-07-24,2019Q3
2108,南帝化工Nantex,108/06/05,26.7,2019-06-05,2019Q2
2109,華豐橡膠Hwa Fong,109/02/20,11.46,2020-02-20,2020Q1
2114,鑫永銓HYC,108/07/08,72.71,2019-07-08,2019Q3
6582,申豐Shin Foong,109/03/06,73.1,2020-03-06,2020Q1
1319,東陽TYG,108/09/19,31.88,2019-09-19,2019Q3
1338,廣華-KYHiroca,108/04/17,41.47,2019-04-17,2019Q2
1339,昭輝Y.C.C.,109/01/02,38.4,2020-01-02,2020Q1
1521,大億DAIOKU,108/09/16,54.28,2019-09-16,2019Q3
1522,堤維西TYC,108/09/04,19.98,2019-09-04,2019Q3
1524,耿鼎GORDON,108/05/27,8.33,2019-05-27,2019Q2
1525,江申KSC,108/04/03,42.36,2019-04-03,2019Q2
1533,車王電MORE,108/04/18,26.61,2019-04-18,2019Q2
1536,和大HOTA,109/01/07,84.81,2020-01-07,2020Q1
1568,倉佑T.Y.,108/08/06,13.77,2019-08-06,2019Q3
1587,吉茂CM,108/04/17,10.7,2019-04-17,2019Q2
1592,英瑞-KYEnterex,108/07/10,11.46,2019-07-10,2019Q3
2115,六暉-KYLU HAI,108/11/27,35.1,2019-11-27,2019Q4
2201,裕隆汽車Yulon Motor,108/05/29,17.27,2019-05-29,2019Q2
2204,中華汽車China-Motor,108/10/07,29.05,2019-10-07,2019Q4
2206,三陽工業Sanyang Industry,108/07/09,19.83,2019-07-09,2019Q3
2207,和泰汽車Hotai Motor,108/12/30,464.14,2019-12-30,2019Q4
2227,裕日車YNM,108/11/27,222.59,2019-11-27,2019Q4
2228,劍麟IRF,108/08/21,74.8,2019-08-21,2019Q3
2231,為升CUB,108/04/24,135.6,2019-04-24,2019Q2
2233,宇隆TURVO,108/09/17,51.4,2019-09-17,2019Q3
2236,百達-KYPatec,108/04/11,15.54,2019-04-11,2019Q2
2239,英利-KYCayman Engley,108/04/19,57.59,2019-04-19,2019Q2
2243,宏旭-KYHS,108/04/10,10.88,2019-04-10,2019Q2
2497,怡利電E-LEAD,108/09/06,14.82,2019-09-06,2019Q3
3346,麗清Laster Tech,108/04/11,19.46,2019-04-11,2019Q2
4551,智伸科技GLOBAL PMX,108/10/04,109.07,2019-10-04,2019Q4
4557,永新-KYYusin,108/04/25,61.97,2019-04-25,2019Q2
4581,光隆精密-KYWKG,109/03/09,39.15,2020-03-09,2020Q1
6288,聯嘉光電EOI,109/01/15,17.38,2020-01-15,2020Q1
6605,帝寶DEPO,108/07/26,45.45,2019-07-26,2019Q3
1316,上曜SUN YAD,108/04/10,9.45,2019-04-10,2019Q2
1436,華友聯HUA YU LIEN,108/07/22,37.4,2019-07-22,2019Q3
1438,裕豐Yu Foung,108/07/09,10.69,2019-07-09,2019Q3
1442,名軒ADVANCETEK,109/01/20,15.45,2020-01-20,2020Q1
1805,寶徠建設KPT,109/02/26,8.56,2020-02-26,2020Q1
1808,潤隆RUN LONG,108/04/08,51.25,2019-04-08,2019Q2
2501,國建Cathay Const.,108/05/31,17.68,2019-05-31,2019Q2
2504,國產GBM,108/11/04,10.95,2019-11-04,2019Q4
2505,國揚Ky,109/01/17,15.31,2020-01-17,2020Q1
2506,太設PCC,108/07/08,9.32,2019-07-08,2019Q3
2509,全坤建CHAINQUI,108/05/28,19.42,2019-05-28,2019Q2
2511,太子PHD,108/07/17,9.44,2019-07-17,2019Q3
2515,中工BES,108/05/27,5.92,2019-05-27,2019Q2
2516,新建New Asia,108/04/09,4.11,2019-04-09,2019Q2
2520,冠德Kindom,108/12/10,22.4,2019-12-10,2019Q4
2524,京城KTC,109/01/10,28.95,2020-01-10,2020Q1
2527,宏璟Hung Ching,108/11/08,17.59,2019-11-08,2019Q4
2528,皇普CROWELL,108/10/17,17.14,2019-10-17,2019Q4
2530,華建Delpha Construction,108/04/23,16.02,2019-04-23,2019Q2
2534,宏盛HSC,108/04/01,16.34,2019-04-01,2019Q2
2535,達欣工DA CIN,109/02/21,20.23,2020-02-21,2020Q1
2536,宏普Hung Poo,108/12/30,21.1,2019-12-30,2019Q4
2537,聯上開發WE &WIN,108/12/27,7.76,2019-12-27,2019Q4
2538,基泰Kee Tai,108/12/18,9.33,2019-12-18,2019Q4
2539,櫻花建SAKURAD,109/03/26,30.25,2020-03-26,2020Q1
2540,愛山林I- Sunny,109/01/02,20.55,2020-01-02,2020Q1
2542,興富發Highwealth,108/04/01,39.44,2019-04-01,2019Q2
2543,皇昌Hwang Chang,108/10/22,6.77,2019-10-22,2019Q4
2545,皇翔Huang Hsiang,109/01/02,28.67,2020-01-02,2020Q1
2546,根基Kedge,108/06/25,35.2,2019-06-25,2019Q2
2547,日勝生Radium,108/04/01,8.76,2019-04-01,2019Q2
2548,華固HUAKU,108/11/26,83.67,2019-11-26,2019Q4
2597,潤弘精密REC,109/01/20,56.22,2020-01-20,2020Q1
2841,台開TDC,108/05/30,5.65,2019-05-30,2019Q2
2923,鼎固-KYSino Horizon,108/06/21,21.92,2019-06-21,2019Q2
3052,夆典APEX,108/12/05,9.61,2019-12-05,2019Q4
3056,總太地產ZongTai,108/12/27,26.2,2019-12-27,2019Q4
3266,昇陽SUNTY,108/10/17,12.37,2019-10-17,2019Q4
3703,欣陸CONTINENTAL,108/07/29,10.54,2019-07-29,2019Q3
5515,建國CHIEN KUO,108/04/01,8.13,2019-04-01,2019Q2
5519,隆大LD,108/06/20,12.2,2019-06-20,2019Q2
5521,工信KSECO,108/12/10,6.74,2019-12-10,2019Q4
5522,遠雄建設Farglory,108/12/19,34.72,2019-12-19,2019Q4
5525,順天SWEETEN,108/06/28,18.23,2019-06-28,2019Q2
5531,鄉林建設SHINING,108/10/17,8.16,2019-10-17,2019Q4
5533,皇鼎建設FOUNDING,108/04/08,14.66,2019-04-08,2019Q2
5534,長虹CHONG HONG,108/05/31,73.44,2019-05-31,2019Q2
6177,"達麗DA-LI CO., LTD.",108/04/09,24.68,2019-04-09,2019Q2
9906,欣巴巴HSIN BA BA,109/01/07,17.67,2020-01-07,2020Q1
9946,三發地產SanFar,108/11/26,15.4,2019-11-26,2019Q4
2208,台船公司CSBC,108/05/06,19.02,2019-05-06,2019Q2
2603,長榮EMC,108/07/31,10.38,2019-07-31,2019Q3
2605,新興SNC,108/07/23,11.3,2019-07-23,2019Q3
2606,裕民U-Ming,108/07/22,26.08,2019-07-22,2019Q3
2607,榮運EITC,108/10/21,12.4,2019-10-21,2019Q4
2608,嘉里大榮Kerry TJ,109/02/20,36.32,2020-02-20,2020Q1
2609,陽明YMTC,108/07/22,5.57,2019-07-22,2019Q3
2610,華航CAL,108/06/21,6.9,2019-06-21,2019Q2
2611,志信TSI,108/08/27,6.34,2019-08-27,2019Q3
2612,中航CMT,108/07/23,22.01,2019-07-23,2019Q3
2613,中櫃CCTC,108/04/24,11.02,2019-04-24,2019Q2
2615,萬海WANHAI,108/07/29,13.91,2019-07-29,2019Q3
2617,台航TAIWANLINE,108/07/23,13.94,2019-07-23,2019Q3
2618,長榮航EVAAIR,108/04/15,9.66,2019-04-15,2019Q2
2630,亞洲航空AACL,108/04/09,12.99,2019-04-09,2019Q2
2633,台灣高鐵THSRC,108/06/10,30.13,2019-06-10,2019Q2
2634,漢翔AIDC,109/01/02,27.95,2020-01-02,2020Q1
2636,台驊投控T3EX,108/04/15,19.99,2019-04-15,2019Q2
2637,慧洋-KYWISDOM,108/07/22,23.21,2019-07-22,2019Q3
2642,宅配通Pelican,108/11/04,26.81,2019-11-04,2019Q4
5607,遠雄港Farglory FTZ,108/11/28,19.25,2019-11-28,2019Q4
5608,四維航S. W.,108/04/01,5.41,2019-04-01,2019Q2
8367,建新國際CS,108/12/11,22.18,2019-12-11,2019Q4
2701,萬企WANHWA,108/06/26,11.3,2019-06-26,2019Q2
2702,華園HG,109/01/10,12.14,2020-01-10,2020Q1
2704,國賓AMBH,108/12/12,23.72,2019-12-12,2019Q4
2705,六福LEOFOO,108/11/14,11.08,2019-11-14,2019Q4
2706,第一店First Hotel,108/07/22,12.89,2019-07-22,2019Q3
2707,晶華酒店GFRT,108/06/20,118.51,2019-06-20,2019Q2
2712,遠雄來FGH,108/09/26,32.57,2019-09-26,2019Q3
2722,夏都Chateau,108/04/17,20.9,2019-04-17,2019Q2
2723,美食-KYGourmet,108/04/10,76.47,2019-04-10,2019Q2
2727,王品WOWPRIME,108/04/25,60.54,2019-04-25,2019Q2
2731,雄獅旅遊Liontravel,109/01/10,57.12,2020-01-10,2020Q1
2739,寒舍My Humble House,108/04/16,20.82,2019-04-16,2019Q2
2748,雲品FDC,108/04/10,40.09,2019-04-10,2019Q2
5706,鳳凰旅遊PHX TOUR,109/01/10,28.01,2020-01-10,2020Q1
8462,柏文Fitness Factory,108/07/05,137.98,2019-07-05,2019Q3
8940,新天地New Palace,108/07/31,9.25,2019-07-31,2019Q3
9943,好樂迪Holiday,108/09/02,55.45,2019-09-02,2019Q3
2801,彰銀C.H.B,108/10/31,20.92,2019-10-31,2019Q4
2809,京城銀KTB,109/02/21,30.7,2020-02-21,2020Q1
2812,台中商銀TCCB,108/07/25,10.82,2019-07-25,2019Q3
2816,旺旺保險UNION INS.,109/01/03,17.83,2020-01-03,2020Q1
2820,華票CBF,109/02/21,14.16,2020-02-21,2020Q1
2823,中國人壽CHINA LIFE,108/07/16,18.37,2019-07-16,2019Q3
2832,台灣產物TFMI,108/12/18,18.78,2019-12-18,2019Q4
2834,台灣企銀TBB,108/06/19,10.23,2019-06-19,2019Q2
2836,高雄銀行B.O.K,109/01/16,8.96,2020-01-16,2020Q1
2838,聯邦銀行        (普 通)UBOT common,108/05/24,10.0,2019-05-24,2019Q2
2838A,聯邦銀行        (特 別)UBOT preferred,109/02/24,51.49,2020-02-24,2020Q1
2845,遠東商銀FEIB,108/07/30,10.27,2019-07-30,2019Q3
2849,安泰商銀ETB,108/10/30,12.11,2019-10-30,2019Q4
2850,新光產險SK Insurance,108/05/28,33.66,2019-05-28,2019Q2
2851,中再保C.R.C.,109/02/20,17.65,2020-02-20,2020Q1
2852,第一保First Ins.,108/05/07,12.18,2019-05-07,2019Q2
2855,統一證券PSC,109/01/03,12.32,2020-01-03,2020Q1
2867,三商壽Mercuries Life,109/01/20,9.2,2020-01-20,2020Q1
2880,華南金HNFHC,109/01/20,18.77,2020-01-20,2020Q1
2881,富邦金          (普 通)Fubon Financial common,108/12/13,38.94,2019-12-13,2019Q4
2881A,富邦金          (特 別)Fubon Financial preferred,109/03/11,62.49,2020-03-11,2020Q1
2881B,富邦金          (特 別)Fubon Financial preferred,109/03/11,62.13,2020-03-11,2020Q1
2882,國泰金          (普 通)Cathay Holdings common,108/05/02,36.74,2019-05-02,2019Q2
2882A,國泰金          (特 別)Cathay Holdings preferred,109/02/27,61.6,2020-02-27,2020Q1
2882B,國泰金          (特 別)Cathay Holdings preferred,109/03/11,62.96,2020-03-11,2020Q1
2883,開發金CDIBH,108/04/12,7.99,2019-04-12,2019Q2
2884,玉山金E.SUN FHC,109/02/20,24.23,2020-02-20,2020Q1
2885,元大金Yuanta Group,109/01/20,16.5,2020-01-20,2020Q1
2886,兆豐金MEGA FHC,109/02/20,29.23,2020-02-20,2020Q1
2887,台新金          (普 通)TSFHC common,108/07/25,12.25,2019-07-25,2019Q3
2887E,台新金          (特 別)TSFHC preferred,109/03/11,53.38,2020-03-11,2020Q1
2887F,台新金          (特 別)TSFHC preferred,108/12/27,51.58,2019-12-27,2019Q4
2888,新光金          (普 通)SKFHC common,108/12/19,8.02,2019-12-19,2019Q4
2888A,新光金          (特 別)SKFHC preferred,108/11/08,44.13,2019-11-08,2019Q4
2889,國票金Waterland Holdings,109/01/20,10.13,2020-01-20,2020Q1
2890,永豐金控SINOPACHOLDINGS,109/01/20,11.3,2020-01-20,2020Q1
2891,中信金          (普 通)Chinatrust Group common,109/02/20,19.05,2020-02-20,2020Q1
2891B,中信金          (特 別)Chinatrust Group preferred,109/03/09,63.69,2020-03-09,2020Q1
2891C,中信金          (特 別)Chinatrust Group preferred,109/03/11,61.6,2020-03-11,2020Q1
2892,第一金FFHC,109/02/19,20.2,2020-02-19,2020Q1
2897,王道銀行        (普 通)O-Bank  common,108/05/30,6.45,2019-05-30,2019Q2
2897A,王道銀行        (特 別)O-Bank  preferred,108/09/27,9.94,2019-09-27,2019Q3
5876,上海商銀SCSB,108/05/31,41.89,2019-05-31,2019Q2
5880,合庫金控TCFHC,109/02/19,18.28,2020-02-19,2020Q1
6005,群益證CSC,108/12/31,8.66,2019-12-31,2019Q4
6024,群益期CFC,108/04/08,37.6,2019-04-08,2019Q2
1432,大魯閣TAROKO,108/04/01,4.56,2019-04-01,2019Q2
2601,益航FSC,108/04/23,8.18,2019-04-23,2019Q2
2614,東森EMIC,108/04/01,10.99,2019-04-01,2019Q2
2901,欣欣大眾Shin Shin,109/01/15,22.47,2020-01-15,2020Q1
2903,遠東百貨FEDS,108/11/26,21.93,2019-11-26,2019Q4
2905,三商MERCURIES HOLDING,109/01/20,17.47,2020-01-20,2020Q1
2906,高林實業Collins,108/08/15,10.58,2019-08-15,2019Q3
2908,特力Test Rite,108/06/20,18.75,2019-06-20,2019Q2
2910,統領百貨TONLIN,109/01/13,27.72,2020-01-13,2020Q1
2911,麗嬰房LES,108/04/01,5.94,2019-04-01,2019Q2
2912,統一超商PCSC,108/05/21,280.9,2019-05-21,2019Q2
2913,臺灣農林TTC,108/05/17,13.23,2019-05-17,2019Q2
2915,潤泰全球RUENTEX IND. LTD,108/04/09,66.25,2019-04-09,2019Q2
2929,淘帝-KYTOPBI,108/11/27,61.66,2019-11-27,2019Q4
2936,客思達-KYCOASTER,108/06/04,14.05,2019-06-04,2019Q2
2939,凱羿-KYKE,108/07/03,94.09,2019-07-03,2019Q3
4807,日成-KYRGH,108/04/02,25.12,2019-04-02,2019Q2
5907,大洋-KYGORG,108/05/24,18.69,2019-05-24,2019Q2
8429,金麗-KYJinli,108/04/16,7.36,2019-04-16,2019Q2
8443,阿瘦ASO,108/07/17,8.72,2019-07-17,2019Q3
8454,富邦媒momo,109/03/31,340.87,2020-03-31,2020Q1
1708,東鹼Sesoda,108/07/19,21.6,2019-07-19,2019Q3
1709,和益化工FUCC,109/03/02,14.49,2020-03-02,2020Q1
1710,東聯化學OUCC,108/04/09,16.37,2019-04-09,2019Q2
1711,永光化學EVERLIGHT,108/07/17,14.22,2019-07-17,2019Q3
1712,興農Sinon,108/06/25,17.86,2019-06-25,2019Q2
1713,國泰化工Cathay Chemical,108/04/19,16.63,2019-04-19,2019Q2
1714,和桐化學HO TUNG,109/01/30,7.17,2020-01-30,2020Q1
1717,長興ETERNAL,109/01/17,23.55,2020-01-17,2020Q1
1718,中國人纖CMFC,108/04/10,5.74,2019-04-10,2019Q2
1721,三晃Sunko Ink,109/01/31,9.45,2020-01-31,2020Q1
1722,台灣肥料Taiwan Fertilizer,108/05/27,42.96,2019-05-27,2019Q2
1723,中鋼碳素CSCC,108/04/10,99.28,2019-04-10,2019Q2
1724,台硝T.N.C.,108/07/16,10.86,2019-07-16,2019Q3
1725,元禎YJE,108/07/17,13.33,2019-07-17,2019Q3
1726,永記造漆YCP,108/07/05,64.61,2019-07-05,2019Q3
1727,中華化CHCIW,108/04/22,9.5,2019-04-22,2019Q2
1730,花仙子FARCENT,109/02/03,61.0,2020-02-03,2020Q1
1732,毛寶Mao Bao,109/03/03,30.1,2020-03-03,2020Q1
1735,日勝化工EMC,108/11/15,16.32,2019-11-15,2019Q4
1773,勝一化工SHINY,108/11/05,89.85,2019-11-05,2019Q4
1776,展宇科技Headway,109/02/17,17.23,2020-02-17,2020Q1
3708,上緯投控Swancor,108/04/02,63.37,2019-04-02,2019Q2
4720,德淵企業TEX YEAR,109/03/09,14.46,2020-03-09,2020Q1
4722,國精化學QPC,108/06/19,24.92,2019-06-19,2019Q2
4725,信昌化工TPCC,108/04/09,8.52,2019-04-09,2019Q2
4739,康普COREMAX,108/04/08,45.34,2019-04-08,2019Q2
4755,三福化SAN FU,108/12/25,43.3,2019-12-25,2019Q4
4763,材料-KYACE,108/06/13,104.97,2019-06-13,2019Q2
4764,雙鍵DBC,108/08/02,57.29,2019-08-02,2019Q3
4766,南寶NAN PAO,108/07/23,122.83,2019-07-23,2019Q3
1598,岱宇Dyaco,108/07/23,33.43,2019-07-23,2019Q3
1701,中國化學CCPC,109/03/06,19.88,2020-03-06,2020Q1
1707,葡萄王Grape King,109/03/06,211.26,2020-03-06,2020Q1
1720,生達化學S.C.P.C,108/11/22,34.21,2019-11-22,2019Q4
1731,美吾華Maywufa,109/03/06,13.83,2020-03-06,2020Q1
1733,五鼎ApexBio,108/04/09,22.2,2019-04-09,2019Q2
1734,杏輝藥品SINPHAR,109/02/03,18.67,2020-02-03,2020Q1
1736,喬山JHT,108/08/13,54.55,2019-08-13,2019Q3
1760,寶齡富錦PBF,108/04/03,70.75,2019-04-03,2019Q2
1762,中化合成CCSB,109/03/09,40.33,2020-03-09,2020Q1
1783,和康生MBI,108/04/10,17.65,2019-04-10,2019Q2
1786,科妍SVBI,108/11/28,47.83,2019-11-28,2019Q4
1789,台灣神隆SPT,109/03/09,30.99,2020-03-09,2020Q1
1795,美時Lotus Pharm,109/01/02,69.86,2020-01-02,2020Q1
3164,景岳生技GenMont,108/07/08,20.51,2019-07-08,2019Q3
3705,永信Y.S.H.,109/01/30,42.72,2020-01-30,2020Q1
4104,佳醫EXCELSIOR,108/07/19,50.49,2019-07-19,2019Q3
4106,雃博APEX,109/03/06,25.74,2020-03-06,2020Q1
4108,懷特PhytoHealth,108/04/09,14.8,2019-04-09,2019Q2
4119,旭富SCI,109/03/31,122.6,2020-03-31,2020Q1
4133,亞諾法Abnova,109/03/04,37.06,2020-03-04,2020Q1
4137,麗豐-KYCHLITINA,108/04/01,169.4,2019-04-01,2019Q2
4141,龍燈-KYRotam,108/04/23,13.87,2019-04-23,2019Q2
4142,國光生技ADIM,109/03/06,30.6,2020-03-06,2020Q1
4144,康聯-KYColand,109/01/30,21.12,2020-01-30,2020Q1
4148,全宇生技-KYACBT,108/04/09,25.59,2019-04-09,2019Q2
4155,訊映OK BIOTECH,108/10/28,32.11,2019-10-28,2019Q4
4164,承業生醫CHC,108/07/29,32.29,2019-07-29,2019Q3
4190,佐登-KYJDS,109/01/02,74.69,2020-01-02,2020Q1
4737,華廣BIONIME,109/01/08,68.35,2020-01-08,2020Q1
4746,台耀化學FRMSL,109/03/12,44.7,2020-03-12,2020Q1
6452,康友-KYPharmally,108/11/15,168.08,2019-11-15,2019Q4
6491,晶碩PEGAVISION,108/12/31,105.96,2019-12-31,2019Q4
6541,泰福-KYTanvex,108/07/22,35.82,2019-07-22,2019Q3
6666,羅麗芬-KYLLF-KY,108/07/10,107.68,2019-07-10,2019Q3
2616,山隆SLC,108/07/12,28.28,2019-07-12,2019Q3
6505,台塑化FPCC,108/06/19,76.61,2019-06-19,2019Q2
8926,台汽電TCC,109/02/18,30.18,2020-02-18,2020Q1
9908,大台北瓦斯GTG,109/01/14,29.01,2020-01-14,2020Q1
9918,欣天然S.S.N.G.,108/10/07,32.0,2019-10-07,2019Q4
9926,新海瓦斯S.H.,109/02/21,39.21,2020-02-21,2020Q1
9931,欣高Hsin Kao,108/09/18,34.38,2019-09-18,2019Q3
9937,全國加油站NPC,109/01/16,40.92,2020-01-16,2020Q1
2302,麗正Rectron,108/04/11,6.2,2019-04-11,2019Q2
2303,聯電UMC,109/02/12,14.31,2020-02-12,2020Q1
2329,華泰OSE,108/08/29,10.63,2019-08-29,2019Q3
2330,台積電TSMC,109/01/14,281.61,2020-01-14,2020Q1
2337,旺宏MXIC,109/02/06,28.93,2020-02-06,2020Q1
2338,光罩TMC,108/12/17,26.35,2019-12-17,2019Q4
2342,茂矽MVI,109/03/10,26.41,2020-03-10,2020Q1
2344,華邦電WEC,109/01/03,13.01,2020-01-03,2020Q1
2351,順德SDI Corporation,108/04/08,43.99,2019-04-08,2019Q2
2363,矽統SiS,108/04/25,7.57,2019-04-25,2019Q2
2369,菱生LPI,109/01/16,9.33,2020-01-16,2020Q1
2379,瑞昱RT,109/01/17,201.33,2020-01-17,2020Q1
2388,威盛VIA,108/04/16,22.3,2019-04-16,2019Q2
2401,凌陽Sunplus,108/08/23,9.24,2019-08-23,2019Q3
2408,南亞科NTC,109/01/02,59.3,2020-01-02,2020Q1
2436,偉詮電Weltrend,108/08/28,22.96,2019-08-28,2019Q3
2441,超豐GTK,109/02/18,40.57,2020-02-18,2020Q1
2449,京元電子KYEC,108/11/12,31.46,2019-11-12,2019Q4
2451,創見Transcend,109/02/03,72.67,2020-02-03,2020Q1
2454,聯發科MediaTek,108/12/17,335.28,2019-12-17,2019Q4
2458,義隆Elan,109/01/17,80.09,2020-01-17,2020Q1
2481,強茂Pan Jit,108/04/11,19.08,2019-04-11,2019Q2
3006,晶豪科ESMT,108/12/25,31.27,2019-12-25,2019Q4
3014,聯陽ITE,109/03/06,43.42,2020-03-06,2020Q1
3016,嘉晶PRECISION,108/10/28,51.51,2019-10-28,2019Q4
3034,聯詠NOVATEK,108/12/17,175.27,2019-12-17,2019Q4
3035,智原Faraday,108/07/26,36.85,2019-07-26,2019Q3
3041,揚智Ali,108/11/04,16.21,2019-11-04,2019Q4
3054,立萬利LIWANLI,109/01/02,24.43,2020-01-02,2020Q1
3094,聯傑國際DAVICOM,109/01/09,17.39,2020-01-09,2020Q1
3189,景碩KINSUS,108/12/17,41.25,2019-12-17,2019Q4
3257,虹冠電CMC,108/04/16,47.25,2019-04-16,2019Q2
3413,京鼎Fiti,108/12/12,121.83,2019-12-12,2019Q4
3443,創意GUC,108/10/18,190.27,2019-10-18,2019Q4
3530,晶相光SOI,109/01/16,95.66,2020-01-16,2020Q1
3532,台勝科FST,109/03/10,138.56,2020-03-10,2020Q1
3545,敦泰FocalTech,109/03/06,29.79,2020-03-06,2020Q1
3583,辛耘Scientech,108/04/17,43.41,2019-04-17,2019Q2
3588,通嘉LD,108/12/18,24.55,2019-12-18,2019Q4
3661,世芯-KYAlchip,109/01/16,202.4,2020-01-16,2020Q1
3711,日月光投控ASEH,108/12/23,60.42,2019-12-23,2019Q4
4919,新唐科技NTC,108/04/10,37.26,2019-04-10,2019Q2
4952,凌通科技Generalplus,108/09/05,31.35,2019-09-05,2019Q3
4961,天鈺FITIPOWER,108/04/25,25.22,2019-04-25,2019Q2
4967,十銓TEAM,109/03/05,38.17,2020-03-05,2020Q1
4968,立積Richwave,108/10/22,140.47,2019-10-22,2019Q4
5269,祥碩科技Asmedia,109/02/12,760.78,2020-02-12,2020Q1
5285,界霖Jih Lin,109/01/17,42.69,2020-01-17,2020Q1
5305,敦南LSC,108/11/01,39.38,2019-11-01,2019Q4
5471,松翰SONIX,109/03/06,39.59,2020-03-06,2020Q1
6202,盛群HOLTEK,108/04/22,67.89,2019-04-22,2019Q2
6239,力成PTI,109/02/14,84.74,2020-02-14,2020Q1
6243,迅杰ENE,108/09/26,6.91,2019-09-26,2019Q3
6257,矽格SIGURD,108/11/04,32.59,2019-11-04,2019Q4
6271,同欣電子THEIL,109/01/20,121.33,2020-01-20,2020Q1
6415,矽力-KYSilergy,109/02/04,923.5,2020-02-04,2020Q1
6451,訊芯-KYShunSin,108/10/30,97.97,2019-10-30,2019Q4
6525,捷敏-KYGEM,108/04/09,49.65,2019-04-09,2019Q2
6531,愛普科技AP Memory,109/02/25,105.72,2020-02-25,2020Q1
6533,晶心科ANDES,108/07/22,86.77,2019-07-22,2019Q3
6552,易華電JMC,108/04/02,52.69,2019-04-02,2019Q2
6573,虹揚-KYHY,108/04/19,16.59,2019-04-19,2019Q2
8016,矽創Sitronix,108/10/28,131.01,2019-10-28,2019Q4
8028,昇陽半導體PSI,108/08/21,48.44,2019-08-21,2019Q3
8081,致新GMT,108/10/28,102.08,2019-10-28,2019Q4
8110,華東科技WALTON,108/12/18,8.42,2019-12-18,2019Q4
8131,福懋科技FATC,109/02/17,35.05,2020-02-17,2020Q1
8150,南茂ChipMOS,108/11/12,28.14,2019-11-12,2019Q4
8261,富鼎先進APEC,108/12/17,20.3,2019-12-17,2019Q4
8271,宇瞻Apacer,109/03/06,42.81,2020-03-06,2020Q1
2301,光寶科LTC,108/10/22,41.68,2019-10-22,2019Q4
2305,全友MII,108/04/16,4.49,2019-04-16,2019Q2
2324,仁寶Compal,108/07/02,17.08,2019-07-02,2019Q3
2331,精英Elitegroup,108/10/21,9.03,2019-10-21,2019Q4
2352,佳世達Qisda,108/11/07,16.01,2019-11-07,2019Q4
2353,宏碁ACER,108/04/19,14.67,2019-04-19,2019Q2
2356,英業達Inventec,108/07/10,21.51,2019-07-10,2019Q3
2357,華碩Asustek,108/11/22,188.62,2019-11-22,2019Q4
2362,藍天CLEVO,108/11/11,28.47,2019-11-11,2019Q4
2365,昆盈KYE,108/04/02,6.38,2019-04-02,2019Q2
2376,技嘉GIGABYTE,109/02/13,46.56,2020-02-13,2020Q1
2377,微星MSI,109/02/13,82.07,2020-02-13,2020Q1
2380,虹光Avision,108/12/10,3.46,2019-12-10,2019Q4
2382,廣達QCI,109/01/20,58.3,2020-01-20,2020Q1
2387,精元Sunrex,108/10/18,28.07,2019-10-18,2019Q4
2395,研華Advantech,108/11/20,257.73,2019-11-20,2019Q4
2397,友通DFI,108/05/31,66.38,2019-05-31,2019Q2
2399,映泰Biostar,108/07/10,8.07,2019-07-10,2019Q3
2405,浩鑫Shuttle,108/07/24,7.8,2019-07-24,2019Q3
2417,圓剛AVerMedia,108/05/08,11.5,2019-05-08,2019Q2
2424,隴華Lung Hwa,108/08/08,23.92,2019-08-08,2019Q3
2425,承啟CHAINTECH,108/04/08,25.62,2019-04-08,2019Q2
2442,新美齊Jean,108/04/22,7.14,2019-04-22,2019Q2
2465,麗臺Leadtek,108/06/26,7.22,2019-06-26,2019Q2
3002,歐格Ahoku,108/12/09,9.05,2019-12-09,2019Q4
3005,神基MTC,109/02/14,45.9,2020-02-14,2020Q1
3013,晟銘電UNEEC,108/04/29,11.05,2019-04-29,2019Q2
3017,奇鋐AVC,108/07/24,31.05,2019-07-24,2019Q3
3022,威強電IEI,108/10/16,33.29,2019-10-16,2019Q4
3046,建碁AOpen,108/04/12,10.35,2019-04-12,2019Q2
3057,喬鼎Promise.,108/04/01,4.74,2019-04-01,2019Q2
3060,銘異MIN AIK,108/04/16,14.05,2019-04-16,2019Q2
