公司代號,公司名稱,日期,季底月均價,日期_西元,year_quarter
3164,景岳生技GenMont,106/09/11,25.01,2017-09-11,2017Q3
3705,永信Y.S.H.,105/10/11,40.08,2016-10-11,2016Q4
4104,佳醫EXCELSIOR,106/06/23,45.32,2017-06-23,2017Q2
4106,雃博APEX,105/10/06,31.6,2016-10-06,2016Q4
4108,懷特PhytoHealth,106/02/18,26.98,2017-02-18,2017Q1
4119,旭富SCI,105/10/04,61.99,2016-10-04,2016Q4
4133,亞諾法Abnova,106/09/18,40.13,2017-09-18,2017Q3
4137,麗豐-KYCHLITINA,106/03/07,112.98,2017-03-07,2017Q1
4141,龍燈-KYRotam,105/10/04,28.37,2016-10-04,2016Q4
4142,國光生技ADIM,106/02/21,19.99,2017-02-21,2017Q1
4144,康聯-KYColand,105/12/08,37.66,2016-12-08,2016Q4
4148,全宇生技-KYACBT,106/09/28,103.41,2017-09-28,2017Q3
4164,承業生醫CHC,105/10/06,38.7,2016-10-06,2016Q4
4190,佐登-KYJDS,105/10/13,66.43,2016-10-13,2016Q4
4737,華廣BIONIME,106/04/26,56.5,2017-04-26,2017Q2
4746,台耀化學FRMSL,106/01/18,73.0,2017-01-18,2017Q1
6452,康友-KYPharmally,105/10/21,420.47,2016-10-21,2016Q4
2616,山隆SLC,106/07/19,32.49,2017-07-19,2017Q3
6505,台塑化FPCC,106/06/27,106.05,2017-06-27,2017Q2
8926,台汽電TCC,106/07/25,23.17,2017-07-25,2017Q3
9908,大台北瓦斯GTG,106/06/21,25.13,2017-06-21,2017Q2
9918,欣天然S.S.N.G.,106/03/13,31.68,2017-03-13,2017Q1
9926,新海瓦斯S.H.,105/11/14,40.09,2016-11-14,2016Q4
9931,欣高Hsin Kao,106/05/26,30.56,2017-05-26,2017Q2
9937,全國加油站NPC,106/04/12,38.58,2017-04-12,2017Q2
1437,勤益控GTM,106/02/16,17.44,2017-02-16,2017Q1
2302,麗正Rectron,105/10/07,5.82,2016-10-07,2016Q4
2303,聯電UMC,106/09/05,15.99,2017-09-05,2017Q3
2311,日月光A. S. E.,106/07/27,36.16,2017-07-27,2017Q3
2325,矽品Siliconware,106/05/31,47.64,2017-05-31,2017Q2
2329,華泰OSE,105/10/04,9.46,2016-10-04,2016Q4
2330,台積電TSMC,106/09/20,217.74,2017-09-20,2017Q3
2337,旺宏MXIC,106/09/21,47.54,2017-09-21,2017Q3
2338,光罩TMC,106/08/17,17.28,2017-08-17,2017Q3
2344,華邦電WEC,106/09/21,25.61,2017-09-21,2017Q3
2351,順德SDI Corporation,106/09/30,74.46,2017-09-30,2017Q3
2363,矽統SiS,106/09/05,7.92,2017-09-05,2017Q3
2369,菱生LPI,106/09/28,16.66,2017-09-28,2017Q3
2379,瑞昱RT,106/02/13,108.99,2017-02-13,2017Q1
2388,威盛VIA,106/09/22,11.71,2017-09-22,2017Q3
2401,凌陽Sunplus,106/09/14,17.14,2017-09-14,2017Q3
2408,南亞科NTC,106/09/30,78.41,2017-09-30,2017Q3
2434,統懋Mospec,106/09/30,7.13,2017-09-30,2017Q3
2436,偉詮電Weltrend,106/05/04,28.1,2017-05-04,2017Q2
2441,超豐GTK,106/07/25,49.51,2017-07-25,2017Q3
2449,京元電子KYEC,106/06/27,30.37,2017-06-27,2017Q2
2451,創見Transcend,106/04/26,88.0,2017-04-26,2017Q2
2454,聯發科MediaTek,106/08/02,284.55,2017-08-02,2017Q3
2458,義隆Elan,106/07/26,43.71,2017-07-26,2017Q3
2481,強茂Pan Jit,106/09/15,22.77,2017-09-15,2017Q3
3006,晶豪科ESMT,106/08/28,43.01,2017-08-28,2017Q3
3014,聯陽ITE,106/06/06,33.9,2017-06-06,2017Q2
3016,嘉晶PRECISION,106/03/31,24.97,2017-03-31,2017Q1
3034,聯詠NOVATEK,106/05/08,114.93,2017-05-08,2017Q2
3035,智原Faraday,106/09/05,44.82,2017-09-05,2017Q3
3041,揚智Ali,106/08/29,21.53,2017-08-29,2017Q3
3054,立萬利LIWANLI,105/11/22,20.11,2016-11-22,2016Q4
3094,聯傑國際DAVICOM,106/06/06,23.74,2017-06-06,2017Q2
3189,景碩KINSUS,106/08/16,78.91,2017-08-16,2017Q3
3257,虹冠電CMC,106/08/29,62.12,2017-08-29,2017Q3
3413,京鼎Fiti,106/08/31,227.05,2017-08-31,2017Q3
3443,創意GUC,106/08/30,199.9,2017-08-30,2017Q3
3519,綠能GET,105/10/07,17.82,2016-10-07,2016Q4
3532,台勝科FST,106/03/23,104.18,2017-03-23,2017Q1
3536,誠創科技STI,106/03/31,20.28,2017-03-31,2017Q1
3545,敦泰FocalTech,106/02/22,39.99,2017-02-22,2017Q1
3579,尚志SCSC,106/09/30,16.72,2017-09-30,2017Q3
3583,辛耘Scientech,106/09/30,66.98,2017-09-30,2017Q3
3588,通嘉LD,105/10/04,29.53,2016-10-04,2016Q4
3661,世芯-KYAlchip,106/09/30,84.16,2017-09-30,2017Q3
3686,達能科技Danen,106/02/18,7.49,2017-02-18,2017Q1
4919,新唐科技NTC,106/09/13,59.01,2017-09-13,2017Q3
4952,凌通科技Generalplus,106/09/30,47.98,2017-09-30,2017Q3
4968,立積Richwave,106/05/17,113.9,2017-05-17,2017Q2
5269,祥碩科技Asmedia,106/07/27,342.22,2017-07-27,2017Q3
5285,界霖Jih Lin,106/09/22,67.11,2017-09-22,2017Q3
5305,敦南LSC,106/09/15,35.57,2017-09-15,2017Q3
5471,松翰SONIX,106/05/02,33.31,2017-05-02,2017Q2
6202,盛群HOLTEK,106/05/02,56.43,2017-05-02,2017Q2
6239,力成PTI,106/07/24,88.89,2017-07-24,2017Q3
6243,迅杰ENE,106/08/31,18.11,2017-08-31,2017Q3
6257,矽格SIGURD,106/07/24,26.1,2017-07-24,2017Q3
6271,同欣電子THEIL,106/03/14,129.55,2017-03-14,2017Q1
6415,矽力-KYSilergy,106/09/25,676.41,2017-09-25,2017Q3
6451,訊芯-KYShunSin,105/10/04,104.39,2016-10-04,2016Q4
6525,捷敏-KYGEM,106/03/20,63.03,2017-03-20,2017Q1
6531,愛普科技AP Memory,106/04/19,81.98,2017-04-19,2017Q2
6533,晶心科ANDES,106/03/16,137.18,2017-03-16,2017Q1
6552,易華電JMC,106/08/29,36.25,2017-08-29,2017Q3
6573,虹揚-KYHY,106/09/30,39.95,2017-09-30,2017Q3
8016,矽創Sitronix,105/10/27,90.14,2016-10-27,2016Q4
8081,致新GMT,105/11/24,67.57,2016-11-24,2016Q4
8110,華東科技WALTON,106/09/18,15.03,2017-09-18,2017Q3
8131,福懋科技FATC,106/09/27,33.41,2017-09-27,2017Q3
8150,南茂ChipMOS,106/06/12,29.09,2017-06-12,2017Q2
8261,富鼎先進APEC,106/03/30,25.3,2017-03-30,2017Q1
8271,宇瞻Apacer,106/06/03,39.95,2017-06-03,2017Q2
2301,光寶科LTC,106/03/17,43.66,2017-03-17,2017Q1
2305,全友MII,105/10/05,7.35,2016-10-05,2016Q4
2324,仁寶Compal,106/09/15,21.82,2017-09-15,2017Q3
2331,精英Elitegroup,106/03/09,22.52,2017-03-09,2017Q1
2352,佳世達Qisda,106/06/12,22.16,2017-06-12,2017Q2
2353,宏碁ACER,106/05/26,15.91,2017-05-26,2017Q2
2356,英業達Inventec,106/07/12,23.65,2017-07-12,2017Q3
2357,華碩Asustek,106/04/05,250.98,2017-04-05,2017Q2
2362,藍天CLEVO,106/09/08,31.07,2017-09-08,2017Q3
2365,昆盈KYE,106/09/14,10.25,2017-09-14,2017Q3
2376,技嘉GIGABYTE,105/12/26,39.12,2016-12-26,2016Q4
2377,微星MSI,105/10/31,65.86,2016-10-31,2016Q4
2380,虹光Avision,106/03/01,6.83,2017-03-01,2017Q1
2382,廣達QCI,106/07/25,69.64,2017-07-25,2017Q3
2387,精元Sunrex,106/03/22,18.67,2017-03-22,2017Q1
2395,研華Advantech,106/02/10,218.0,2017-02-10,2017Q1
2397,友通DFI,106/09/30,62.49,2017-09-30,2017Q3
2399,映泰Biostar,106/07/19,15.53,2017-07-19,2017Q3
2405,浩鑫Shuttle,106/08/07,11.58,2017-08-07,2017Q3
2417,圓剛AVerMedia,106/09/20,12.66,2017-09-20,2017Q3
2424,隴華Lung Hwa,106/05/04,27.58,2017-05-04,2017Q2
2425,承啟CHAINTECH,105/10/06,17.29,2016-10-06,2016Q4
2442,新美齊Jean,106/01/24,8.16,2017-01-24,2017Q1
2465,麗臺Leadtek,105/10/31,7.85,2016-10-31,2016Q4
3002,歐格Ahoku,106/05/12,13.47,2017-05-12,2017Q2
3005,神基MTC,106/02/02,42.44,2017-02-02,2017Q1
3013,晟銘電UNEEC,106/04/12,20.19,2017-04-12,2017Q2
3017,奇鋐AVC,106/09/11,27.97,2017-09-11,2017Q3
3022,威強電IEI,106/03/23,45.52,2017-03-23,2017Q1
3057,喬鼎Promise.,105/10/03,12.98,2016-10-03,2016Q4
3060,銘異MIN AIK,105/10/04,29.24,2016-10-04,2016Q4
3231,緯創Wistron,106/06/26,25.87,2017-06-26,2017Q2
3416,融程電WinMate,106/05/24,57.28,2017-05-24,2017Q2
3494,誠研HiTi,106/09/30,12.83,2017-09-30,2017Q3
3515,華擎ASROCK,106/08/29,79.73,2017-08-29,2017Q3
3701,大眾控FICG,105/12/27,6.33,2016-12-27,2016Q4
3706,神達MHC,106/06/27,36.14,2017-06-27,2017Q2
4916,事欣科PARPRO,105/10/05,35.99,2016-10-05,2016Q4
4938,和碩Pegatron,106/07/13,84.73,2017-07-13,2017Q3
5215,科嘉-KYKO JA,106/05/03,28.5,2017-05-03,2017Q2
5258,虹堡Castles,106/02/02,30.88,2017-02-02,2017Q1
5264,鎧勝-KYCasetek,105/10/05,106.99,2016-10-05,2016Q4
6117,迎廣IN WIN,106/04/21,17.55,2017-04-21,2017Q2
6128,上福GPI,106/09/29,44.77,2017-09-29,2017Q3
6166,凌華ADLINK,106/02/09,65.75,2017-02-09,2017Q1
6206,飛捷FLYTECH,105/10/05,90.34,2016-10-05,2016Q4
6230,超眾CCI,105/10/04,99.09,2016-10-04,2016Q4
6235,華孚科技Waffer,106/03/23,17.35,2017-03-23,2017Q1
6277,宏正ATEN,106/04/05,77.31,2017-04-05,2017Q2
6414,樺漢ENNOCONN,105/10/07,460.17,2016-10-07,2016Q4
6579,研揚AAEON,106/08/23,105.2,2017-08-23,2017Q3
8114,振樺電子POSIFLEX,105/10/12,149.32,2016-10-12,2016Q4
8163,達方電子DARFON,106/05/24,27.56,2017-05-24,2017Q2
8210,勤誠興業CHENBRO,106/06/03,51.47,2017-06-03,2017Q2
9912,偉聯科技AIC,106/06/21,7.83,2017-06-21,2017Q2
2323,中環CMC,106/09/12,4.47,2017-09-12,2017Q3
2340,光磊OPTO,106/09/21,19.52,2017-09-21,2017Q3
2349,錸德RITEK,106/02/08,5.28,2017-02-08,2017Q1
2374,佳能Ability,106/08/29,23.71,2017-08-29,2017Q3
2393,億光Everlight,105/10/04,46.87,2016-10-04,2016Q4
2406,國碩Gigastorage,106/02/15,18.15,2017-02-15,2017Q1
2409,友達AUO,106/06/28,12.51,2017-06-28,2017Q2
2426,鼎元Tyntek,106/06/06,13.44,2017-06-06,2017Q2
2438,翔耀Enlight,105/10/04,7.94,2016-10-04,2016Q4
2448,晶電Epistar,106/09/15,38.47,2017-09-15,2017Q3
2466,冠西電Cosmo,106/07/12,38.11,2017-07-12,2017Q3
2486,一詮I-Chiun,106/09/15,11.83,2017-09-15,2017Q3
2489,瑞軒Amtran,105/10/25,16.58,2016-10-25,2016Q4
2491,吉祥全Infodisc,106/03/14,7.35,2017-03-14,2017Q1
2499,東貝UNI,105/10/03,12.56,2016-10-03,2016Q4
3008,大立光LARGAN,106/08/25,5604.64,2017-08-25,2017Q3
3019,亞洲光學ASIA,106/09/08,120.22,2017-09-08,2017Q3
3024,憶聲ACN,106/04/27,7.25,2017-04-27,2017Q2
3031,佰鴻BRIGHT,106/04/13,17.31,2017-04-13,2017Q2
3038,全台EDT,106/03/08,10.48,2017-03-08,2017Q1
3049,和鑫SINTEK,106/02/18,11.12,2017-02-18,2017Q1
3050,鈺德U-Tech,106/09/06,11.95,2017-09-06,2017Q3
3051,力特Optimax,105/12/29,4.44,2016-12-29,2016Q4
3059,華晶科Altek,106/08/24,33.41,2017-08-24,2017Q3
3149,正達國際G-TECH,106/08/31,25.38,2017-08-31,2017Q3
3356,奇偶科技GeoVision,105/10/07,40.88,2016-10-07,2016Q4
3383,新世紀GPI,105/10/03,2.75,2016-10-03,2016Q4
3406,玉晶光GENIUS,106/09/05,449.06,2017-09-05,2017Q3
3437,榮創AOT,106/08/07,36.86,2017-08-07,2017Q3
3454,晶睿VIVOTEK,106/09/30,96.27,2017-09-30,2017Q3
3481,群創光電INX,106/06/26,14.6,2017-06-26,2017Q2
3504,揚明光Young Optics,106/09/20,77.35,2017-09-20,2017Q3
3514,昱晶能源GINTECH,105/10/19,18.03,2016-10-19,2016Q4
3535,晶彩科Favite,106/03/02,12.33,2017-03-02,2017Q1
3557,嘉威光電Gamma,106/09/04,6.55,2017-09-04,2017Q3
3561,昇陽光電SEC,105/10/14,13.45,2016-10-14,2016Q4
3576,新日光NSP,105/10/07,14.9,2016-10-07,2016Q4
3591,艾笛森EDISON OPTO,106/02/17,14.97,2017-02-17,2017Q1
3622,洋華YFO,106/08/30,16.84,2017-08-30,2017Q3
3669,圓展科技AVI,106/02/23,21.53,2017-02-23,2017Q1
3673,"TPK-KYTPK Holding Co., Ltd.",106/08/25,114.52,2017-08-25,2017Q3
3698,隆達電子Lextar,106/04/27,18.19,2017-04-27,2017Q2
4934,太極能源Tainergy,105/10/07,12.77,2016-10-07,2016Q4
4935,茂林-KYGLT,105/10/13,44.06,2016-10-13,2016Q4
4942,嘉彰Chia Chang,106/02/08,23.76,2017-02-08,2017Q1
4956,光鋐科技Epileds,105/10/25,22.26,2016-10-25,2016Q4
4960,奇美材料CMMT,106/04/19,15.22,2017-04-19,2017Q2
4976,佳凌科技CALIN,106/09/06,48.76,2017-09-06,2017Q3
5234,達興材料DAXIN,106/09/11,49.85,2017-09-11,2017Q3
5243,乙盛-KYESON,106/08/07,46.2,2017-08-07,2017Q3
5484,慧友EverFocus,105/10/28,5.37,2016-10-28,2016Q4
6116,彩晶HannStar,106/09/06,12.73,2017-09-06,2017Q3
6120,達運DARWIN,106/09/08,27.37,2017-09-08,2017Q3
6131,悠克國際YOKO,106/04/28,17.12,2017-04-28,2017Q2
6164,華興電子LEDTECH,106/02/18,13.25,2017-02-18,2017Q1
6168,宏齊HARVATEK CORPOR,106/09/30,15.23,2017-09-30,2017Q3
6176,瑞儀ROEC,106/08/04,74.14,2017-08-04,2017Q3
6209,今國光學KINKO,106/09/11,52.51,2017-09-11,2017Q3
6226,光鼎電子Para Light,106/04/05,9.94,2017-04-05,2017Q2
6278,台表科TSMT,106/03/17,26.99,2017-03-17,2017Q1
6405,悅城ONANO,106/09/08,27.11,2017-09-08,2017Q3
6431,光麗-KYKSKL,106/07/19,10.46,2017-07-19,2017Q3
6443,元晶TSEC,105/10/06,9.97,2016-10-06,2016Q4
6456,GIS-KYGIS,106/08/30,329.76,2017-08-30,2017Q3
6477,安集Anji,106/09/28,22.53,2017-09-28,2017Q3
8072,陞泰科技AV TECH,106/03/17,23.04,2017-03-17,2017Q1
8105,凌巨GiantPlus,106/09/01,23.95,2017-09-01,2017Q3
8215,明基材料BMC,106/09/20,19.9,2017-09-20,2017Q3
2314,台揚MTI,106/09/11,38.37,2017-09-11,2017Q3
2332,友訊D-Link,106/03/22,11.43,2017-03-22,2017Q1
2345,智邦Accton,106/09/30,91.74,2017-09-30,2017Q3
2412,中華電信CHT,105/10/24,104.16,2016-10-24,2016Q4
2419,仲琦Hitron,106/03/29,22.73,2017-03-29,2017Q1
2439,美律Merry,106/08/02,217.67,2017-08-02,2017Q3
2444,友旺Abo-Com,106/09/30,30.24,2017-09-30,2017Q3
2450,神腦Senao,106/07/20,52.3,2017-07-20,2017Q3
2455,全新VPEC,106/07/27,59.56,2017-07-27,2017Q3
2485,兆赫Zinwell,105/10/06,28.4,2016-10-06,2016Q4
2498,宏達電HTC,105/10/11,74.59,2016-10-11,2016Q4
3025,星通Loop,106/08/30,21.84,2017-08-30,2017Q3
3027,盛達BILLION,106/02/20,11.81,2017-02-20,2017Q1
3045,台灣大哥大TWM,106/06/28,107.32,2017-06-28,2017Q2
3047,訊舟EDIMAX,106/03/23,10.51,2017-03-23,2017Q1
3062,建漢CyberTAN,106/03/23,19.24,2017-03-23,2017Q1
3311,閎暉Silitech,106/09/06,21.59,2017-09-06,2017Q3
3380,明泰Alpha,106/06/16,23.01,2017-06-16,2017Q2
3419,譁裕WHAYU,106/06/02,20.26,2017-06-02,2017Q2
3596,智易科技Arcadyan,105/10/04,52.48,2016-10-04,2016Q4
3682,亞太電信APT,106/06/29,10.32,2017-06-29,2017Q2
3694,海華AzureWave,106/08/30,17.15,2017-08-30,2017Q3
3704,合勤控Unizyx,106/03/24,14.91,2017-03-24,2017Q1
4904,遠傳Far EasTone,106/06/26,72.02,2017-06-26,2017Q2
4906,正文Gemtek,106/05/22,24.32,2017-05-22,2017Q2
4977,眾達-KYPCL,106/09/20,134.1,2017-09-20,2017Q3
4984,科納-KYCoAdna,105/10/04,32.5,2016-10-04,2016Q4
5388,中磊SERCOMM,106/09/15,81.89,2017-09-15,2017Q3
6136,富爾特FTC,106/03/20,23.85,2017-03-20,2017Q1
6142,友勁CAMEO,106/03/30,8.58,2017-03-30,2017Q1
6152,百一PRIME,106/02/07,9.52,2017-02-07,2017Q1
6216,居易Draytek Corp.,106/02/06,29.03,2017-02-06,2017Q1
6283,淳安電子SOE,106/05/19,47.76,2017-05-19,2017Q2
6285,啟碁WNC,106/08/07,91.84,2017-08-07,2017Q3
6442,光紅建聖Ezconn,106/05/02,46.88,2017-05-02,2017Q2
8011,台通光電TTCC,106/03/22,23.18,2017-03-22,2017Q1
8101,華冠Arima Comm.,106/02/06,4.39,2017-02-06,2017Q1
1471,首利SL,106/03/22,5.27,2017-03-22,2017Q1
1582,信錦SYNCMOLD,106/09/19,70.64,2017-09-19,2017Q3
2059,川湖king slide,106/05/04,402.0,2017-05-04,2017Q2
2308,台達電Delta Electronics,106/02/18,159.74,2017-02-18,2017Q1
2313,華通COMPEQ MFG.,106/09/21,34.58,2017-09-21,2017Q3
2316,楠梓電WUS,106/09/25,20.68,2017-09-25,2017Q3
2327,國巨Yageo,106/09/08,214.81,2017-09-08,2017Q3
2328,廣宇Pan-International,106/03/23,26.93,2017-03-23,2017Q1
2355,敬鵬Chin-Poon,105/10/03,57.36,2016-10-03,2016Q4
2367,燿華Unitech,106/04/10,11.15,2017-04-10,2017Q2
2368,金像GCE,106/03/24,10.06,2017-03-24,2017Q1
2375,智寶Teapo,106/08/30,29.53,2017-08-30,2017Q3
2383,台光電EMC,106/08/21,140.69,2017-08-21,2017Q3
2385,群光Chicony,106/05/17,73.16,2017-05-17,2017Q2
2392,正崴FOXLINK,106/05/24,41.35,2017-05-24,2017Q2
2402,毅嘉ICHIA,106/03/23,19.91,2017-03-23,2017Q1
2413,環科UMEC,106/09/20,20.53,2017-09-20,2017Q3
2415,錩新Cx Tech,106/02/20,32.6,2017-02-20,2017Q1
2420,新巨Zippy,106/03/31,34.53,2017-03-31,2017Q1
2421,建準Sunon,106/09/05,52.14,2017-09-05,2017Q3
2428,興勤TKS,106/08/22,96.5,2017-08-22,2017Q3
2431,聯昌Lien Chang,106/09/21,17.83,2017-09-21,2017Q3
2440,太空梭Space Shuttle,106/06/27,10.3,2017-06-27,2017Q2
2443,新利虹LEADDATA LTD,106/06/08,6.81,2017-06-08,2017Q2
2456,奇力新Chilisin,106/09/05,87.42,2017-09-05,2017Q3
2457,飛宏Phihong,106/04/26,13.41,2017-04-26,2017Q2
2460,建通Gem,106/06/05,11.94,2017-06-05,2017Q2
2462,良得電LINETEK,106/09/30,28.34,2017-09-30,2017Q3
2467,志聖C Sun,106/09/14,27.62,2017-09-14,2017Q3
2472,立隆電LEION,106/09/21,44.87,2017-09-21,2017Q3
2476,鉅祥GS,106/02/14,25.45,2017-02-14,2017Q1
2478,大毅Ta-I,106/09/08,26.78,2017-09-08,2017Q3
2483,百容ECE,106/09/30,22.05,2017-09-30,2017Q3
2484,希華Siward,106/04/26,19.99,2017-04-26,2017Q2
2492,華新科WTC,106/09/19,74.02,2017-09-19,2017Q3
2493,揚博AMPOC,106/03/09,25.94,2017-03-09,2017Q1
3003,健和興KST,106/09/12,67.32,2017-09-12,2017Q3
3011,今皓JH,106/03/01,7.83,2017-03-01,2017Q1
3015,全漢SPI,106/03/17,22.08,2017-03-17,2017Q1
3021,鴻名企業WELLTEND,106/09/22,17.71,2017-09-22,2017Q3
3023,信邦SINBON,106/09/28,78.59,2017-09-28,2017Q3
3026,禾伸堂HOLY  STONE,106/04/25,40.95,2017-04-25,2017Q2
3032,偉訓COMPUCASE,105/10/05,41.28,2016-10-05,2016Q4
3037,欣興Unimicron,106/07/31,17.33,2017-07-31,2017Q3
3042,晶技TXC,106/02/16,40.21,2017-02-16,2017Q1
3044,健鼎Tripod,106/08/29,104.75,2017-08-29,2017Q3
3058,立德Leader,105/12/26,10.06,2016-12-26,2016Q4
3090,日電貿NDB,106/06/26,28.27,2017-06-26,2017Q2
3229,晟鈦CHEER TIME,106/07/03,18.5,2017-07-03,2017Q3
3296,勝德POWERTECH,106/07/13,21.2,2017-07-13,2017Q3
3308,聯德電子BESTEC,106/09/18,8.58,2017-09-18,2017Q3
3321,同泰電子UNIFLEX,106/07/20,16.27,2017-07-20,2017Q3
3338,泰碩TAISOL,106/04/10,27.62,2017-04-10,2017Q2
3376,新日興SZS,105/10/21,83.94,2016-10-21,2016Q4
3432,台端TAI TWUN,106/06/20,13.44,2017-06-20,2017Q2
3501,維熹科技Well Shin,106/04/05,52.86,2017-04-05,2017Q2
3533,嘉澤LOTES,106/09/06,198.44,2017-09-06,2017Q3
3550,聯穎CTC,106/04/17,15.99,2017-04-17,2017Q2
3593,力銘科技logah,106/09/20,14.05,2017-09-20,2017Q3
3605,宏致電子ACES,106/09/15,29.02,2017-09-15,2017Q3
3607,谷崧精密Coxon,105/10/04,27.57,2016-10-04,2016Q4
3645,達邁科技TMT,106/05/16,40.59,2017-05-16,2017Q2
3653,健策JENTECH,106/06/22,73.64,2017-06-22,2017Q2
3679,新至陞科技Nishoku,106/05/26,71.29,2017-05-26,2017Q2
4545,銘鈺MAP,105/10/06,35.38,2016-10-06,2016Q4
4912,聯德控股-KYLemtech,106/09/06,247.45,2017-09-06,2017Q3
4915,致伸Primax,106/08/25,70.92,2017-08-25,2017Q3
4927,泰鼎-KYApex,105/10/05,22.96,2016-10-05,2016Q4
4943,康控-KYCONCRAFT,106/07/27,212.61,2017-07-27,2017Q3
4958,臻鼎-KYZDT,106/08/09,66.41,2017-08-09,2017Q3
4999,鑫禾科技Sinher,105/10/24,51.43,2016-10-24,2016Q4
5469,瀚宇博德Board,105/12/01,15.75,2016-12-01,2016Q4
6108,競國實業APCB INC.,106/09/19,31.77,2017-09-19,2017Q3
6115,鎰勝I-SHENG,106/03/24,44.12,2017-03-24,2017Q1
6133,金橋Golden Bridge,106/09/22,12.26,2017-09-22,2017Q3
6141,柏承科技Plotech,106/07/31,19.95,2017-07-31,2017Q3
6153,嘉聯益Career Tech.,106/09/20,23.14,2017-09-20,2017Q3
6155,鈞寶電子KC,106/05/02,20.01,2017-05-02,2017Q2
6165,捷泰JTT,106/06/12,47.56,2017-06-12,2017Q2
6191,精成科技GBM,106/03/30,13.21,2017-03-30,2017Q1
6197,佳必琪JPC,106/03/24,30.51,2017-03-24,2017Q1
6205,詮欣COXOC,106/03/15,35.45,2017-03-15,2017Q1
6213,聯茂ITEQ,106/09/18,59.03,2017-09-18,2017Q3
6224,聚鼎科技PTTC.,106/05/11,57.71,2017-05-11,2017Q2
6251,定穎電子DYNAMIC,106/08/30,12.55,2017-08-30,2017Q3
6269,台郡FLEXIUM,106/08/02,121.62,2017-08-02,2017Q3
6282,康舒AcBel,106/02/09,24.25,2017-02-09,2017Q1
6412,群光電能Chicony Power,106/06/14,58.66,2017-06-14,2017Q2
6422,君耀-KYBrightKing,106/04/10,65.36,2017-04-10,2017Q2
6449,鈺邦APAQ,106/09/11,40.83,2017-09-11,2017Q3
8039,台虹TAIFLEX,106/09/05,50.93,2017-09-05,2017Q3
8046,南電N.P.C.,106/04/13,24.74,2017-04-13,2017Q2
8103,瀚荃CviLux,106/03/20,31.59,2017-03-20,2017Q1
8213,志超tpt,105/10/03,32.49,2016-10-03,2016Q4
8249,菱光科技CSI,106/08/24,25.09,2017-08-24,2017Q3
2347,聯強Synnex,106/09/18,35.77,2017-09-18,2017Q3
2414,精技UTE,106/09/06,20.4,2017-09-06,2017Q3
2430,燦坤TKE,105/10/04,24.32,2016-10-04,2016Q4
2459,敦吉Audix,106/03/23,40.46,2017-03-23,2017Q1
3010,華立Wahlee,106/08/21,50.42,2017-08-21,2017Q3
3028,增你強Zenitron,106/06/27,18.46,2017-06-27,2017Q2
3033,威健WEIKENG,106/03/20,16.74,2017-03-20,2017Q1
3036,文曄Wintech,106/08/31,48.57,2017-08-31,2017Q3
3048,益登EDOM,106/03/16,16.01,2017-03-16,2017Q1
3055,蔚華科SPIROX,106/09/30,21.19,2017-09-30,2017Q3
3209,全科科技ALLTEK,106/03/01,22.41,2017-03-01,2017Q1
3312,弘憶股G.M.I,106/01/11,6.06,2017-01-11,2017Q1
3315,宣昶MAXTEK,106/09/21,26.84,2017-09-21,2017Q3
3528,安馳科技ANSTEK,106/09/11,36.3,2017-09-11,2017Q3
3702,大聯大WPG,106/08/01,39.74,2017-08-01,2017Q3
5434,崇越TOPCO,106/02/23,77.64,2017-02-23,2017Q1
6145,勁永PQI,106/02/22,13.43,2017-02-22,2017Q1
6189,豐藝Promate,106/03/20,28.23,2017-03-20,2017Q1
6281,全國電E-LIFE MALL,106/06/01,62.32,2017-06-01,2017Q2
8070,長華電材CHANG WAH,106/03/30,145.7,2017-03-30,2017Q1
8112,至上Supreme,106/06/26,31.11,2017-06-26,2017Q2
2427,三商電MDS,106/07/14,9.08,2017-07-14,2017Q3
2453,凌群SYSCOM,106/09/08,13.75,2017-09-08,2017Q3
2468,華經FIS,105/10/03,11.4,2016-10-03,2016Q4
2471,資通ARES,106/04/06,16.64,2017-04-06,2017Q2
2480,敦陽科Stark,106/09/13,35.52,2017-09-13,2017Q3
3029,零壹ZERO ONE,106/09/18,19.92,2017-09-18,2017Q3
3130,一零四104 CORPORATION,106/05/26,151.3,2017-05-26,2017Q2
4994,傳奇X-LEGEND,105/11/17,58.96,2016-11-17,2016Q4
5203,訊連CyberLink,105/12/30,62.03,2016-12-30,2016Q4
6112,聚碩SYSAGE,106/07/21,28.99,2017-07-21,2017Q3
6183,關貿網路TRADE-VAN,106/09/30,29.03,2017-09-30,2017Q3
6214,精誠SYSTEX,106/03/20,58.96,2017-03-20,2017Q1
2312,金寶Kinpo Electronics,106/02/07,10.38,2017-02-07,2017Q1
2317,鴻海Hon Hai,106/06/27,110.45,2017-06-27,2017Q2
2354,鴻準FoxconnTechnology,106/08/08,92.93,2017-08-08,2017Q3
2359,所羅門Solomon,106/09/07,23.67,2017-09-07,2017Q3
2360,致茂Chroma,106/09/21,104.67,2017-09-21,2017Q3
2373,震旦行Aurora,106/09/30,85.36,2017-09-30,2017Q3
2390,云辰Everspring,105/12/05,12.79,2016-12-05,2016Q4
2404,漢唐UIS,106/07/03,53.84,2017-07-03,2017Q3
2423,固緯GW,106/08/25,25.94,2017-08-25,2017Q3
2433,互盛電ASC,106/06/27,42.1,2017-06-27,2017Q2
