代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),季度,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
2440,太空梭,15.8,+0.65,+4.29,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.13,0.04,0.16,0.19,-0.03,0.02,-0.03,0.02,-0.01,-0.12,-0.12,-0.21
2444,兆勁,12.1,-0.15,-1.22,0.06,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.09,-0.07,0.08,0.09,-0.04,-0.06,0.15,0.57,-0.06,0.03,-0.1,0.06
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
2460,建通,16.45,-0.35,-2.08,0,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.03,0,-0.05,-0.04,0.02,-0.03,0.04,0.05,-0.05,0.08,-0.06,-0.02
2465,麗臺,47.6,0,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0,-0.02,-0.01,-0.1,1.35,0.02,-0.01,-0.08,-0.06,-0.12,-0.12,-0.31
2466,冠西電,108.5,+4,+3.83,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.17,-0.24,-0.13,-0.12,-0.08,-0.01,0.05,-0.14,-0.07,0.03,-0.01,0.29
2485,兆赫,11.5,-0.05,-0.43,0.47,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.34,-0.43,1.07,2.16,-0.63,0.11,2.83,0.27,-0.95,-0.11,-1.33,1.31
2491,吉祥全,11.1,+0.05,+0.45,0.32,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.41,1.8,0.12,-0.32,-0.02,-0.07,-0.02,0.84,0.03,0.03,-0.05,0.13
2498,宏達電,36.9,-0.15,-0.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.66,3.32,4.83,3.33,4.94,-27.8,4.56,4.49,23.1,12.9,2.08,2.2
2547,日勝生,12.65,+0.25,+2.02,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.43,-0.38,-0.63,-0.92,-0.47,-0.61,-0.97,-0.91,-0.92,2.91,-0.77,0.01
2601,益航,6.48,-0.09,-1.37,-3.07,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.87,1.36,-3.57,-4.02,-0.27,-0.84,-14.8,-4.2,-6.71,0.61,-3.68,-1.5
2616,山隆,16.15,-0.45,-2.71,0.16,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.2,0.18,0.53,-0.15,0.07,0.1,0.32,-0.04,0.08,0.11,0.46,0.05
2642,宅配通,28,-0.4,-1.41,0.08,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.02,0.07,0.02,0.24,0.02,0.45,0.03,-0.22,0.2,0.09,0.01,0
2712,遠雄來,18.4,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.01,0,0,0,0,0,0,0.02,0.01,0.01,0.01,0.01
2722,夏都,27.5,-0.5,-1.79,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0,0,0.01,0,0,0,0.02,0.02,0,0.02,0.01,0.01
2911,麗嬰房,5.08,-0.07,-1.36,0.11,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.29,-0.12,-0.21,0.03,-0.02,-0.1,0.39,0.08,0.16,0.11,0.07,1.23
2913,農林,15.45,+0.05,+0.32,1.35,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.83,1.11,1.47,2.79,1.53,2.08,1.3,1.6,0.7,0.58,1.93,0.24
2939,永邑-KY,28.85,+1.7,+6.26,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,0.01,-0.19,0.39
3011,今皓,12.6,-0.15,-1.18,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.09,0.05,0.05,-0.08,0.11,0.06,-0.03,0.15,0.06,0.02,0.03,0.13
3018,隆銘綠能,21.85,+0.4,+1.86,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.01,-0.02,0,0,-0.01,-0.02,-0.01,0,-0.02,-0.04,-0.02,-0.06
3041,揚智,23.55,-0.15,-0.63,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.21,0.06,0.11,0.35,0.23,0.11,0.73,0.25,0.19,0.22,0.11,-3
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
3048,益登,23.8,0,0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.48,-0.49,-0.71,-0.77,-0.68,-0.63,-0.54,-0.63,-0.81,-0.63,-0.83,-1.19
3049,精金,6.88,-0.08,-1.15,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.75,-0.81,-0.09,0.3,-0.33,-0.66,0.61,-1.13,-1.12,-0.83,-1.31,1.74
3054,立萬利,22.8,+0.8,+3.64,0.12,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.11,-0.02,0.11,0.17,0.03,0.01,0.12,0.01,0.29,0.14,0.45,-0.02
3055,蔚華科,48.05,-0.35,-0.72,0.6,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.13,-0.06,0.16,0.11,0,0.04,0.16,6.04,0.04,0.03,0,0.54
3057,喬鼎,8.18,-0.09,-1.09,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.2,-0.12,0.03,0.31,-0.06,-0.09,0.33,-0.37,-0.1,0.05,-0.15,-0.99
3058,立德,10.25,-0.15,-1.44,0,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.04,-0.11,0.33,-0.2,0.22,0.07,-0.01,-0.79,0.16,0.08,0.13,0.14
3092,鴻碩,19.25,-0.5,-2.53,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.03,-0.03,-0.04,-0.04,-0.02,-0.02,-0.08,-0.1,-0.05,0.01,0,-0.03
3149,正達,29.8,-0.35,-1.16,-1.55,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.45,-0.46,-0.31,-5.33,3.35,-21.2,-0.86,-4.23,6.37,3.42,1.41,-0.34
3321,同泰,7.08,+0.36,+5.36,0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.14,-0.2,-0.22,0.18,-0.07,-0.08,0.31,0.11,-0.09,0.04,-0.17,0.23
3419,譁裕,14.55,+0.15,+1.04,0.1,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0,0.05,-0.01,0.01,0.03,-0.09,0.06,0.11,-0.03,0.34,0.25,0.46
3432,台端,13.8,+0.65,+4.94,0.09,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.01,-0.03,0.05,0.02,0.03,0.06,0.26,0.14,0.08,0.17,-0.02,0.36
3437,榮創,15.15,-0.15,-0.98,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.06,-0.02,0.12,0.19,0.01,0.07,0.12,0.05,0.01,-0.03,-0.06,0.03
3494,誠研,14.55,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.01,-0.13,0.24,0.23,-0.13,-0.05,-0.02,0.04,-0.13,-0.02,-0.09,0.16
3504,揚明光,44.35,+0.35,+0.8,0.15,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.19,0.19,0.25,0.15,0.23,0.12,0.3,0.1,0.04,0.07,-0.02,0.11
3518,柏騰,17.75,0,0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.12,-0.27,-0.08,0.02,0.21,0.15,0.1,-0.24,0.1,-0.54,-0.11,-0.25
3530,晶相光,55.4,-0.7,-1.25,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,0.05,0.01,0.1
3543,州巧,17.4,+0.3,+1.75,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
3550,聯穎,12.6,-0.05,-0.4,0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.03,-0.07,0.11,0.33,-0.02,-0.08,0.39,-0.31,-0.23,0.04,-0.12,0.2
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
3576,聯合再生,8.2,+0.1,+1.23,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.15,0.65,-0.45,-0.61,-0.74,-0.34,-0.96,-0.49,-0.53,0.66,-0.89,0.12
3593,力銘,9.85,-0.15,-1.5,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.01,-0.01,0.22,-0.1,-0.31,-0.02,0.13,-0.2,0,-0.1,-0.05,-0.26
3686,達能,14.1,-0.4,-2.76,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.14,-0.16,0.12,0.23,-0.02,0.01,0.08,0.01,-0.05,0.04,0,0.05
3714,富采,35.15,+0.2,+0.57,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
4108,懷特,13.15,0,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.04,0.05,-0.14,0.04,0.03,0.06,0.17,0.04,0.03,0.03,0.15,0.04
4142,國光生,18.55,-0.15,-0.8,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.06,-0.09,-0.14,0.18,-0.04,0.09,-0.01,0.03,-0.1,0.03,-0.05,-0.23
4190,佐登-KY,34.5,+0.4,+1.17,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,-0.26,0.08,0.18,0.04,0.02,0.16,0.11,0.11,0.05,0,0.08
4426,利勤,11.2,-0.2,-1.75,0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.03,-0.05,0.03,0.14,-0.1,-0.08,0.33,0,-0.15,0.04,-0.19,0.21
4526,東台,21.5,-1,-4.44,0.28,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.98,-0.41,0.89,1.72,-0.62,-0.54,2.23,-0.71,-0.31,0.19,-0.75,0.65
4540,全球傳動,36.6,-0.05,-0.14,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,-0.18,-0.08,-0.36
4555,氣立,34.75,+0.35,+1.02,0,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.06,-0.04,0.13,0.13,0.01,-0.03,0.14,-0.14,-0.04,-0.09,-0.12,0.01
4562,穎漢,40.9,+0.55,+1.36,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,-0.1,-0.15,0.12,-0.01,-0.04,-0.15,0
4564,元翎,19.4,+0.65,+3.47,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,-0.02,-0.41
4737,華廣,55,+5,+10,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.07,-0.23,-0.12,-0.21,-0.14,-0.12,-0.15,-0.25,-0.08,-0.16,-0.01,-0.19
4764,雙鍵,39,-0.2,-0.51,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,-0.13,0.09,,0.05,-0.13,0.05
4807,日成-KY,17.7,+1.6,+9.94,0.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,0.11,-0.03,0.21,-0.03,-0.01,-0.03,0.09
4927,泰鼎-KY,22.5,-0.65,-2.81,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.13,-0.22,-0.08,-0.34,0.01,-0.64,-0.81,-0.31,0.03,-0.16,-0.11,-0.54
4934,太極,9.9,0,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.08,-0.24,0.43,0.44,0.31,-0.26,0.56,-0.13,-0.21,-0.01,-0.22,0.04
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
4943,康控-KY,12,0,0,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,0.01,-0.01,0.17,-0.03,0.09,-0.01,-0.03,-0.04,-0.07,-0.1,-0.26
4949,有成精密,38.5,-0.8,-2.04,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
4956,光鋐,21.35,+0.75,+3.64,0,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.01,0.01,0,0.13,-0.04,-0.15,0.34,0.02,-0.11,-0.21,-0.15,0.11
4960,誠美材,12.25,-0.15,-1.21,0.7,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.38,-0.34,2.04,2.85,-0.04,0.22,2.57,0.09,-1.38,-1.22,0.22,3.01
4976,佳凌,25.8,+0.3,+1.18,0,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.02,-0.02,0.04,0.02,-0.01,0,0.07,-0.01,-0.06,-0.01,-0.04,0.05
4989,榮科,14.6,-0.05,-0.34,0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,0.12,,-0.12,-0.23,0.28
5484,慧友,37.55,0,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.09,-0.11,0.09,0.15,-0.23,0.07,0.18,0.02,0.16,0.03,-0.06,0.05
5531,鄉林,9.71,-0.11,-1.12,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.56,-0.14,0.29,1.29,-0.38,-0.82,1.34,-4.04,-0.5,-2.37,-2.11,-1.04
5546,永固-KY,28,+0.15,+0.54,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
5608,四維航,16.3,-0.1,-0.61,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.55,-0.34,0.04,0.27,-0.35,-0.08,-0.39,0.39,-0.8,-0.77,-0.19,-0.99
5907,大洋-KY,8.64,-0.34,-3.79,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.31,0.62,-0.35,-0.92,0.11,0.26,-5.69,0.44,-3.42,1.13,-0.1,0.48
6112,邁達特,43.5,-0.55,-1.25,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.05,0.05,0.09,0.09,-0.02,0.07,0.23,0.02,0.02,0.05,0.04,0.13
6116,彩晶,6.98,0,0,-1.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.59,0.4,-8.2,-2.78,5.24,-1.05,1.15,-2.99,-1.38,-3.01,0.53,-1
6141,柏承,9.4,-0.05,-0.53,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.04,0.09,0.13,0.24,-0.11,0,-0.12,-0.29,0.07,-0.11,-0.4,0.05
6142,友勁,8.62,+0.04,+0.47,0.5,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.12,0.17,0.67,0.57,0.18,0.21,0.34,-0.04,3.6,0.01,0.01,0.23
6152,百一,9.01,-0.06,-0.66,0.15,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.1,-0.26,0.14,0.36,0,-0.05,0.96,0.26,-0.12,0.46,-0.05,0.05
6153,嘉聯益,11.4,+0.25,+2.24,0.65,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.58,0.31,0.49,0.72,0.61,0.16,2.11,0.72,-0.21,0.57,-0.19,1.98
6168,宏齊,15.9,0,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.29,-0.18,0.41,0.66,-0.18,-0.31,0.94,-0.04,-0.23,-0.05,-0.08,0.31
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
6202,盛群,38.75,+0.2,+0.52,0.25,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.16,0.16,0.44,0.45,0.1,0.3,0.49,0.11,0.22,0.17,0.2,0.25
6209,今國光,23.5,-0.45,-1.88,0,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.21,0.01,0.08,-0.13,0.19,0.06,-0.27,-0.51,0.21,0,0.33,0.18
6225,天瀚,12.35,-0.55,-4.26,0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.01,-0.03,0,-0.03,-0.02,0,0.1,0.09,0,0.04,0.04,-0.02
6226,光鼎,7.28,+0.05,+0.69,0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.02,-0.21,0.09,0.15,-0.06,-0.16,0.03,-0.07,-0.09,0,0.22,0.36
6269,台郡,49.8,-0.6,-1.19,0.37,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.53,-0.72,0.68,1.26,0.71,-2.02,3.33,0.57,-0.96,-0.14,-1.94,2.11
6282,康舒,26.05,-0.2,-0.76,0.69,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.84,0.42,1.23,2.33,0.45,0.1,1.74,0.37,0.62,0.28,-0.19,0.09
6405,悅城,21.6,-0.55,-2.48,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.03,-0.02,0.08,0.11,-0.01,0.02,0.17,-0.72,-0.15,0.08,-0.15,0.13
6426,統新,59.1,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.02,-0.03,0.18,0.08,-0.02,-0.04,0.22,-0.36,-0.07,0.07,-0.08,0.13
6431,光麗-KY,18.75,+0.45,+2.46,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.03,0.02,-0.02,-0.03,0.04,0.01,0.21,0.08,0,0.09,0.04,0.18
6443,元晶,14.15,0,0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.14,-0.23,-0.17,-0.2,-0.19,-0.19,-0.08,-0.11,-0.26,-0.19,-0.33,-0.29
6477,安集,27.9,-0.2,-0.71,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,-0.07,-0.09,-0.21,-0.05,-0.03,-0.09,-0.07,-0.08,-0.08,-0.07,-0.16
6541,泰福-KY,63.5,+0.7,+1.11,0.17,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,-0.01,,-0.03,1,-0.15,0.14,0.08
6550,北極星藥業-KY,40.25,+3.65,+9.97,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6573,虹揚-KY,11.25,-0.3,-2.6,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,-0.13,-0.04,-0.05
6598,ABC-KY,18.85,-0.15,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6645,金萬林-創,21.85,+0.35,+1.63,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6657,華安,59.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6668,中揚光,33.95,+0.25,+0.74,0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,0.01,0.03
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
6674,鋐寶科技,16.95,+0.1,+0.59,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,0.03,0.24
6695,芯鼎,41.6,-0.05,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6698,旭暉應材,27.2,+0.45,+1.68,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6706,惠特,66.5,-0.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6770,力積電,14.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6794,向榮生技-創,64.8,+1.5,+2.37,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6838,台新藥,24.3,+0.15,+0.62,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6885,全福生技,23.3,-0.2,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6901,鑽石投資,22.65,+0.6,+2.72,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6902,GOGOLOOK-創,98,-1.5,-1.51,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6919,康霈*,616,+4,+0.65,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6928,攸泰科技,44.3,-1.1,-2.42,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6949,沛爾生醫-創,125.5,+0.5,+0.4,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6969,成信實業*-創,26.75,-0.75,-2.73,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
8101,華冠,16.1,0,0,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.28,-0.24,-0.3,-0.94,-0.99,-0.15,-0.95,0.2,-0.35,-0.99,0.91,-4.05
8110,華東,11.8,-0.05,-0.42,0.18,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.09,-0.52,0.17,1.12,-0.46,-0.44,1.78,-0.04,-0.28,0.25,-0.57,1.11
8201,無敵,11.85,+0.1,+0.85,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.43,0,0.53,0.32,0.09,0.04,0.57,-0.11,0.6,0.05,-0.05,0.12
8411,福貞-KY,12.35,+0.55,+4.66,0,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.12,-0.08,0,-0.21,0,-0.1,0.16,-0.06,0.05,0.21,0.14,-0.25
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
8429,金麗-KY,8.56,0,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.01,-0.07,-0.01,-0.06,0,-0.05,-0.17,-0.22,0.16,-0.08,-0.14,0.98
8443,阿瘦,11.6,+0.05,+0.43,0.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.05,0,0.06,0.09,0.02,0.04,0.08,0.06,0.05,-0.01,-0.05,0.09
8488,吉源-KY,11.85,+0.3,+2.6,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,0.34,,,-0.44,-0.26,0.12,-0.4,-0.25,-0.67
9912,偉聯,11.7,+0.05,+0.43,0,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.07,-0.04,-0.08,-0.01,-0.06,0.02,0.08,-0.01,-0.01,-0.01,-0.02,0.01
9914,美利達,131.5,-1,-0.75,2.98,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,3.92,2.3,4.88,4.99,2.62,0.26,5.49,2.35,0.49,2.22,2.13,4.08
9919,康那香,15.55,-0.45,-2.81,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.09,-0.16,0.04,0.21,-0.05,-0.18,0.16,-0.21,-0.08,0.02,-0.19,-5
9928,中視,15.6,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.09,0.15,0.19,0.22,0.09,0.33,0.35,0.14,0.23,0.17,0.22,0.18
9929,秋雨,13.75,+0.4,+3,0.26,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.12,-0.1,-0.01,-0.03,-0.02,-0.03,0.15,0,-0.08,3.21,0,-0.04
9955,佳龍,29.15,+2.65,+10,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.03,-0.01,-0.01,0.02,-0.04,-0.1,0.08,-0.01,-0.01,0,-0.05,-0.01
