年度,月份,市場別,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
2017,10,國內上市,1101,台泥,水泥工業,8387381,8071192,8261376,3.917500661612312,1.5252301795729912,77339459,71286099,8.491641547112852,-
2017,10,國內上市,1102,亞泥,水泥工業,5840273,5806573,5513659,0.5803767557903775,5.923725061705848,51189309,49616878,3.1691453863743706,-
2017,10,國內上市,1103,嘉泥,水泥工業,167398,177734,299070,-5.815432050142348,-44.02715083425285,1732626,2403650,-27.91687641711564,-
2017,10,國內上市,1104,環泥,水泥工業,336159,403016,385127,-16.589167675725033,-12.714766817179788,3624014,3747842,-3.3039813311233504,-
2017,10,國內上市,1108,幸福,水泥工業,259826,267312,393978,-2.800472855689232,-34.050632268806886,2852787,3557672,-19.813096879082725,-
2017,10,國內上市,1109,信大,水泥工業,377596,521034,364969,-27.52948943830921,3.459745896226803,4121004,3390672,21.539447047664886,-
2017,10,國內上市,1110,東泥,水泥工業,170205,232565,110525,-26.81400898673489,53.99683329563448,1311819,1198236,9.479184401069572,主要係因子公司東南資產開發股份有限公司於本月認列收入
2017,10,國內上市,1201,味全,食品工業,1559834,1685062,1522441,-7.431655333750331,2.4561214523255743,14729165,14823250,-0.6347123606496551,-
2017,10,國內上市,1203,味王,食品工業,513465,543886,519767,-5.593267706835624,-1.212466355116812,5157934,5262412,-1.9853633656961864,-
2017,10,國內上市,1210,大成,食品工業,6551300,7052418,6502286,-7.105619661228248,0.7537964340541158,62851044,61715145,1.840551456210627,-
2017,10,國內上市,1213,大飲,食品工業,42390,61395,39048,-30.95528951869045,8.558696988322065,578381,574727,0.635780118212647,-
2017,10,國內上市,1215,卜蜂,食品工業,1689595,1700740,1540044,-0.6553029857591401,9.710826443919784,16449123,14867891,10.635213830932711,-
2017,10,國內上市,1216,統一,食品工業,33118533,35792013,33945525,-7.469487675923676,-2.436232758220708,338156924,352967979,-4.196146925837712,-
2017,10,國內上市,1217,愛之味,食品工業,261965,456849,257937,-42.6582962860814,1.5616216362910322,3633876,3571386,1.7497408569110144,-
2017,10,國內上市,1218,泰山,食品工業,646029,702927,666446,-8.094439394133389,-3.06356403969714,6566875,6861057,-4.287706690091628,-
2017,10,國內上市,1219,福壽,食品工業,911115,905236,894761,0.6494439019217089,1.82775065073243,8928702,8912677,0.1798000757797012,-
2017,10,國內上市,1220,台榮,食品工業,187754,196312,254440,-4.359387098088757,-26.20892941361421,1887582,2379718,-20.68043356397691,-
2017,10,國內上市,1225,福懋油,食品工業,874672,884524,941735,-1.1138194102138552,-7.121217752340096,8844793,8869549,-0.2791122750435225,-
2017,10,國內上市,1227,佳格,食品工業,2094827,3096087,1883037,-32.33953051060904,11.247256426719176,21465549,21430033,0.1657300294404586,-
2017,10,國內上市,1229,聯華,食品工業,407067,404314,395946,0.6809064242148429,2.8087163401069843,3986566,4344458,-8.237897569731368,-
2017,10,國內上市,1231,聯華食,食品工業,575902,566665,510753,1.63006361783417,12.755480633496036,5888544,5465719,7.735944712854796,-
2017,10,國內上市,1232,大統益,食品工業,1359056,1411977,1522468,-3.748007226746611,-10.733361883468158,14059150,14248179,-1.326688835113596,-
2017,10,國內上市,1233,天仁,食品工業,163721,186498,159467,-12.212999603212904,2.6676365643048405,1772908,1760030,0.7316920734305665,-
2017,10,國內上市,1234,黑松,食品工業,753622,805520,818890,-6.442794716456451,-7.970301261463689,7799947,7448404,4.719709081301176,-
2017,10,國內上市,1235,興泰,食品工業,5169,25839,6922,-79.99535585742483,-25.325050563420977,68887,109312,-36.9813012295082,-
2017,10,國內上市,1236,宏亞,食品工業,155260,233746,158127,-33.57747298349491,-1.8130995971592452,1445655,1632508,-11.44576320606086,-
2017,10,國內上市,1256,鮮活果汁-KY,食品工業,172155,343372,131744,-49.86341344081637,30.673882681564248,2577137,2342832,10.000930497790709,-
2017,10,國內上市,1301,台塑,塑膠工業,16581143,17594800,15132776,-5.76111692090845,9.571059533293823,170222983,144858875,17.509529878649133,-
2017,10,國內上市,1303,南亞,塑膠工業,26062520,26587765,22769489,-1.97551392529609,14.46247212662524,250705775,225383514,11.235187769767402,-
2017,10,國內上市,1304,台聚,塑膠工業,4754780,5279293,4386303,-9.935288683541527,8.400628045987704,47608490,43152306,10.326641639962416,-
2017,10,國內上市,1305,華夏,塑膠工業,1090093,1184397,1038061,-7.962195108565793,5.012422198695452,12018078,11691429,2.793918519284512,-
2017,10,國內上市,1307,三芳,塑膠工業,782311,896942,975090,-12.780202064347527,-19.770380170035587,8435377,9260001,-8.905225820169997,-
2017,10,國內上市,1308,亞聚,塑膠工業,574113,585591,467221,-1.96007110765022,22.87825247580909,5381015,4489804,19.84966381605968,-
2017,10,國內上市,1309,台達化,塑膠工業,1724003,2007684,1421600,-14.129763448829596,21.27201744513225,16072107,13134022,22.370032576464396,-
2017,10,國內上市,1310,台苯,塑膠工業,1231120,1321553,1153534,-6.8429340329143065,6.725939590857314,12177851,11420602,6.630552399952297,-
2017,10,國內上市,1312,國喬,塑膠工業,2025626,2064839,1798221,-1.8990826887713763,12.646109682847658,19100767,15914851,20.01850975544792,-
2017,10,國內上市,1313,聯成,塑膠工業,4161561,4657393,4187541,-10.646127565356842,-0.6204118359676956,40367548,33226549,21.491846775902005,-
2017,10,國內上市,1314,中石化,塑膠工業,2542398,2368886,2295220,7.324624317084064,10.769250877911483,26931464,21380257,25.96417339604477,-
2017,10,國內上市,1315,達新,塑膠工業,169833,215116,208363,-21.050502984436303,-18.49176677241161,2249875,2438403,-7.731617784262896,-
2017,10,國內上市,1316,上曜,建材營造,239622,181402,62997,32.09446422861931,280.3704938330397,844322,475740,77.47551183419515,增加房地收入
2017,10,國內上市,1319,東陽,汽車工業,2021742,2005463,2202785,0.8117327519879449,-8.218822989987675,20008968,19804784,1.0309832210237688,-
2017,10,國內上市,1321,大洋,塑膠工業,353993,417033,368798,-15.116309740476174,-4.014392702780384,3649609,3671832,-0.605229215280002,-
2017,10,國內上市,1323,永裕,塑膠工業,296872,300731,251178,-1.283206586617276,18.191879862089834,2656269,2600592,2.140935602355156,-
2017,10,國內上市,1324,地球,塑膠工業,115690,107845,107146,7.274328897955399,7.9741660911279935,1001998,1016974,-1.4726040193751266,-
2017,10,國內上市,1325,恆大,塑膠工業,83092,74969,74618,10.835145193346584,11.35650915328741,731448,800881,-8.669577627637564,-
2017,10,國內上市,1326,台化,塑膠工業,31681227,29617886,26143482,6.966537044541261,21.182124860032037,291311076,263157003,10.69858399322172,-
2017,10,國內上市,1337,再生-KY,塑膠工業,392664,359863,480795,9.114857598586129,-18.33026549776932,3864019,4764401,-18.89811541891625,-
2017,10,國內上市,1338,廣華-KY,汽車工業,708815,696520,607908,1.765204157813128,16.599057752159865,6437025,5887686,9.330303959823944,-
2017,10,國內上市,1339,昭輝,汽車工業,244889,241299,228138,1.48778072018533,7.342485688486793,2275138,1959487,16.108859104449277,-
2017,10,國內上市,1340,勝悅-KY,塑膠工業,298548,343881,287800,-13.182757988955482,3.73453787352328,2831914,2735141,3.538135693918522,-
2017,10,國內上市,1402,遠東新,紡織纖維,18506751,19051418,18223348,-2.8589315503969317,1.555164287045388,178169606,177681837,0.2745182108849989,-
2017,10,國內上市,1409,新纖,紡織纖維,3237766,3309765,2959400,-2.1753508179583747,9.406163411502332,30340597,28370834,6.942915389797847,-
2017,10,國內上市,1410,南染,紡織纖維,41559,43789,44980,-5.09260316517847,-7.605602489995554,447710,499742,-10.411772474596892,-
2017,10,國內上市,1413,宏洲,紡織纖維,256082,228963,164392,11.844271781903627,55.77522020536279,2594819,1777049,46.018427178991686,化纖市場回溫出貨增加
2017,10,國內上市,1414,東和,紡織纖維,59824,43260,85786,38.289412852519646,-30.26367938824517,634793,827461,-23.28423937804924,-
2017,10,國內上市,1416,廣豐,其他,31927,30358,27400,5.16832465906845,16.521897810218977,2181801,3523506,-38.07869207544985,-
2017,10,國內上市,1417,嘉裕,紡織纖維,164350,124841,206863,31.647455563476743,-20.55128273301654,1729886,2494618,-30.65527467532103,-
2017,10,國內上市,1418,東華,紡織纖維,202065,109209,160908,85.02595939895063,25.57797002013573,1435865,1441200,-0.3701776297529836,-
2017,10,國內上市,1419,新紡,紡織纖維,152643,133261,153822,14.544390331754975,-0.7664703358427273,1170680,1095762,6.8370686335171325,-
2017,10,國內上市,1423,利華,紡織纖維,67146,49491,57829,35.67315269442929,16.111293641598508,493152,556894,-11.445984334541222,-
2017,10,國內上市,1432,大魯閣,運動休閒,112234,96230,101775,16.630988257300217,10.276590518300171,1030464,781158,31.91492630172129,-
2017,10,國內上市,1434,福懋,紡織纖維,3214669,3340026,3225615,-3.7531743764868897,-0.3393461401934204,34144083,33551074,1.767481422502302,-
2017,10,國內上市,1435,中福,其他,3008,3044,2733,-1.1826544021024967,10.062202707647272,28872,23922,20.69224981188864,-
2017,10,國內上市,1436,華友聯,建材營造,143702,124859,120815,15.091423125285322,18.94383975499731,1622178,994067,63.185982433779614,累計營收較去年增加之原因，係今年銷售狀況較去年增加
2017,10,國內上市,1437,勤益控,其他,41045,40018,41685,2.566345144684892,-1.535324457238815,461229,479222,-3.754627291735354,-
2017,10,國內上市,1438,三地開發,建材營造,0,17,0,-100.0,,39,59,-33.898305084745765,106年1-10月銷售商品39仟元，105年1-10月銷售商品59仟元，故營業收入變化大。
2017,10,國內上市,1439,雋揚,建材營造,27199,17821,25777,52.62330957858706,5.516545757846142,216580,287778,-24.74059865590837,-
2017,10,國內上市,1440,南紡,紡織纖維,1812447,1791643,1650926,1.161168826602175,9.783660806117297,17329873,16117143,7.52447254454465,-
2017,10,國內上市,1441,大東,紡織纖維,130174,143939,120637,-9.563078804215674,7.905534786176712,1357412,1333192,1.8166925694123577,-
2017,10,國內上市,1442,名軒,建材營造,148965,210588,179346,-29.26235113111858,-16.939881569703257,2571471,5031908,-48.89670081408484,-
