年度,月份,市場別,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
2020,11,國內上市,1101,台泥,水泥工業,10889658,10293900,11678701,5.787485792556757,-6.756256539147633,103432050,110452510,-6.356089146367068,-
2020,11,國內上市,1102,亞泥,水泥工業,7923604,7433331,8000839,6.595602967229631,-0.9653362603596948,69921108,81226325,-13.918168771023431,-
2020,11,國內上市,1103,嘉泥,水泥工業,208929,165638,186042,26.135910841715067,12.302060824975008,1856092,1725914,7.542554264001566,-
2020,11,國內上市,1104,環泥,水泥工業,488513,495885,493403,-1.4866350061002047,-0.9910762601767724,4870949,4548073,7.099182444960756,-
2020,11,國內上市,1108,幸福,水泥工業,402129,381651,345873,5.365635095938436,16.264929612892594,4142126,3353847,23.503725721537087,-
2020,11,國內上市,1109,信大,水泥工業,719102,789783,870651,-8.949420283799475,-17.40640049801815,6722314,7129805,-5.715317599850207,-
2020,11,國內上市,1110,東泥,水泥工業,149741,143594,151996,4.280819532849562,-1.4835916734650911,1430359,1434156,-0.2647550196770784,-
2020,11,國內上市,1201,味全,食品工業,1588873,1654044,1557497,-3.940100747017613,2.01451431367123,17184961,18729640,-8.24724340670723,-
2020,11,國內上市,1203,味王,食品工業,481337,435262,585177,10.58557834132086,-17.745058332777944,5507986,5844140,-5.7519840387122825,-
2020,11,國內上市,1210,大成,食品工業,7431123,7578191,6902836,-1.940674232148543,7.653187762247285,72313859,71108595,1.6949624725393604,-
2020,11,國內上市,1213,大飲,食品工業,25440,26380,24689,-3.56330553449583,3.041840495767346,378364,406798,-6.98970988057955,-
2020,11,國內上市,1215,卜蜂,食品工業,1851586,1913473,1856161,-3.2342761042355965,-0.2464764640567278,20131767,19339751,4.09527506326219,-
2020,11,國內上市,1216,統一,食品工業,35858206,36463221,34315274,-1.6592472727519052,4.496341774802673,413133859,414642826,-0.3639197172556411,-
2020,11,國內上市,1217,愛之味,食品工業,284591,266129,277877,6.9372372045136,2.416176941596462,4336069,4176573,3.818824667975395,-
2020,11,國內上市,1218,泰山,食品工業,670202,676243,582987,-0.8933179345294517,14.960024837603584,7776069,7470425,4.091387036212799,-
2020,11,國內上市,1219,福壽,食品工業,1086305,1099296,976184,-1.1817563240473905,11.280762643108266,11144695,11103988,0.3665980186578011,-
2020,11,國內上市,1220,台榮,食品工業,218974,241613,290788,-9.369942842479505,-24.69634235250423,2516468,2675400,-5.940494879270389,-
2020,11,國內上市,1225,福懋油,食品工業,900073,817026,872342,10.164548007040167,3.1789137746434317,9206627,9734272,-5.420487531065497,-
2020,11,國內上市,1227,佳格,食品工業,3556835,2812353,3406880,26.47185470671712,4.40153454186822,30593718,27117441,12.819340143489203,-
2020,11,國內上市,1229,聯華,食品工業,701599,807007,649360,-13.061596739557402,8.044690156461748,8608377,7342173,17.245630142466,-
2020,11,國內上市,1231,聯華食,食品工業,702239,708224,665580,-0.8450716157599856,5.507827759247574,7896107,7677254,2.8506676996749096,-
2020,11,國內上市,1232,大統益,食品工業,1594098,1516071,1438896,5.1466586987021055,10.786186075991594,15595930,15534247,0.3970775023726609,-
2020,11,國內上市,1233,天仁,食品工業,186443,147219,210241,26.643300117512005,-11.31939060411623,1752965,2069075,-15.277841547551445,-
2020,11,國內上市,1234,黑松,食品工業,737796,753787,746375,-2.121421568692482,-1.1494222073354547,8360600,8228081,1.61056994942077,-
2020,11,國內上市,1235,興泰,食品工業,8146,6355,1886,28.18253343823761,331.91940615058326,69856,60071,16.289057948094754,較去年差異為本月處分667萬透過損益按公允價值衡量之金融資產
2020,11,國內上市,1236,宏亞,食品工業,143333,112963,165237,26.88490921806255,-13.25611091946719,1406104,1590761,-11.608091976104518,-
2020,11,國內上市,1256,鮮活果汁-KY,食品工業,231589,250600,197746,-7.586193136472466,17.114379051915083,3189405,3226557,-1.1514440935027648,-
2020,11,國內上市,1301,台塑,塑膠工業,18212643,16712494,16319772,8.976212646658242,11.598636304477782,166103281,192199930,-13.577866027318532,-
2020,11,國內上市,1303,南亞,塑膠工業,26310187,24739023,23539431,6.350954118115335,11.770700829599493,245021504,262396075,-6.62150567610434,-
2020,11,國內上市,1304,台聚,塑膠工業,5133507,4622066,4549681,11.065203309515702,12.8322403262998,44384335,51094690,-13.133174895473482,-
2020,11,國內上市,1305,華夏,塑膠工業,1525029,1386393,1229172,9.99976197225462,24.069617596235517,12051858,13885286,-13.20410685094999,-
2020,11,國內上市,1307,三芳,塑膠工業,731314,841490,798139,-13.092966048319052,-8.372601764855496,7747896,9503630,-18.474351379420284,-
2020,11,國內上市,1308,亞聚,塑膠工業,576968,458950,574097,25.714783745506047,0.5000897060949631,5021353,6197861,-18.982484441003116,-
2020,11,國內上市,1309,台達化,塑膠工業,1622907,1419625,1464141,14.319415338557718,10.843627765358663,13709597,16273479,-15.75497163206466,-
2020,11,國內上市,1310,台苯,塑膠工業,975087,709251,836946,37.48123019918195,16.50536593758737,7241539,11303886,-35.93761472824478,-
2020,11,國內上市,1312,國喬,塑膠工業,1685135,1567152,1665015,7.528497554800045,1.2083975219442469,14723471,18844297,-21.8677619016512,-
2020,11,國內上市,1313,聯成,塑膠工業,5696942,4936665,5763335,15.400619649095088,-1.1519892562205736,45742581,57202274,-20.033631879739605,-
2020,11,國內上市,1314,中石化,塑膠工業,1390823,1294775,1447104,7.418122839875654,-3.8892159789482994,15703933,27862418,-43.637580198531225,-
2020,11,國內上市,1315,達新,塑膠工業,179377,214384,207533,-16.329110381371745,-13.566998983294225,2025332,2254549,-10.166867076297745,-
2020,11,國內上市,1316,上曜,建材營造,144820,63269,46963,128.89566770456307,208.37041926623087,1202090,511553,134.98835897746665,本年度增加房地收入
2020,11,國內上市,1319,東陽,汽車工業,1610814,1488561,2110602,8.212831049584128,-23.679879010822503,15726629,19687862,-20.120178615636377,-
2020,11,國內上市,1321,大洋,塑膠工業,471422,454209,373757,3.7896651101145062,26.130614276120586,4510791,4252271,6.079574890687823,-
2020,11,國內上市,1323,永裕,塑膠工業,313683,293385,297615,6.918554118308707,5.398921425331385,3103698,3316472,-6.415673040508106,-
2020,11,國內上市,1324,地球,塑膠工業,76948,82168,93162,-6.352838087820076,-17.404091797084646,953038,1044238,-8.733641181416496,-
2020,11,國內上市,1325,恆大,塑膠工業,293910,474557,55641,-38.06644934117503,428.2255890440503,3761395,706876,432.11525076533934,受新冠肺炎影響致營收增加
2020,11,國內上市,1326,台化,塑膠工業,23935729,22525959,23934947,6.2584238921859,0.0032671891857542,227046097,299977103,-24.31219092078505,-
2020,11,國內上市,1337,再生-KY,塑膠工業,120963,104094,115355,16.205544988183757,4.86151445537688,871148,1132474,-23.075673260489864,-
2020,11,國內上市,1338,廣華-KY,汽車工業,677998,636462,703700,6.526076969245611,-3.6524086968878784,5435181,6717423,-19.088302165875216,-
2020,11,國內上市,1339,昭輝,汽車工業,201196,199428,251926,0.8865354915057063,-20.136865587513796,1922890,2404670,-20.035181542581725,-
2020,11,國內上市,1340,勝悅-KY,塑膠工業,69788,63877,94317,9.253721996962913,-26.00697647295821,608170,1066775,-42.98985259309601,-
2020,11,國內上市,1341,富林-KY,塑膠工業,234269,243484,242337,-3.7846429334165697,-3.3292481131647254,2343765,2746309,-14.657636850041271,-
2020,11,國內上市,1342,八貫,其他,105110,118416,93229,-11.23665720848534,12.743888704158577,1383129,1292581,7.005208957891227,-
2020,11,國內上市,1402,遠東新,紡織纖維,18791926,16790724,19378156,11.918497379862831,-3.025210448300653,186325363,229693707,-18.88094565864619,-
2020,11,國內上市,1409,新纖,紡織纖維,2551167,2763433,2755876,-7.681242859877551,-7.428091829966225,28142933,35448659,-20.60931557382749,-
2020,11,國內上市,1410,南染,紡織纖維,37087,34020,33974,9.015285126396238,9.162889268263967,374117,368007,1.6602945052675628,-
2020,11,國內上市,1413,宏洲,紡織纖維,183846,141414,153412,30.005515719801437,19.838083070424737,1402396,2763639,-49.25545630236076,-
2020,11,國內上市,1414,東和,紡織纖維,59309,66216,60305,-10.431013652289478,-1.6516043445817097,615101,721927,-14.797341005392513,-
2020,11,國內上市,1416,廣豐,其他,16677,15564,17969,7.1511179645335385,-7.190160832544938,193717,240207,-19.35414038724933,-
2020,11,國內上市,1417,嘉裕,紡織纖維,107100,92852,144440,15.344849868608108,-25.85156466352811,968329,1261995,-23.269981259830665,-
2020,11,國內上市,1418,東華,紡織纖維,11414,5172,17183,120.68832173240526,-33.57388116161322,88251,206302,-57.22242149857975,因客戶受新冠狀肺炎疫情之影響調降開工率，造成亞克力纖維市場需求停滯。
2020,11,國內上市,1419,新紡,紡織纖維,229060,220587,246266,3.841114843576457,-6.9867541601357885,1916444,1887601,1.5280241957913776,-
2020,11,國內上市,1423,利華,紡織纖維,12038,14604,21416,-17.57052862229526,-43.78968995143818,190599,443315,-57.00596641214487,11月份整體市場概況與9月份說明大致相同。
2020,11,國內上市,1432,大魯閣,運動休閒,67819,105628,79771,-35.79448631044799,-14.982888518383874,1061748,1075951,-1.3200415260546252,-
2020,11,國內上市,1434,福懋,紡織纖維,2253131,2374609,2671814,-5.115705364546332,-15.67036477838652,26255069,33912597,-22.58018753326382,-
2020,11,國內上市,1435,中福,其他,1151,1268,2500,-9.227129337539433,-53.96,13797,19937,-30.797010583337517,倉儲收入減少
2020,11,國內上市,1436,華友聯,建材營造,19566,92570,494240,-78.86356270930106,-96.04119456134671,1629330,1549308,5.165015606967756,本月營收減少係當月交屋數減少
