公司代號,年度,月份,加權(A/B)平均價,year_quarter
1414,106,9,6.33,2017Q3
1414,106,12,7.33,2017Q4
1414,107,3,7.67,2018Q1
1414,107,6,7.96,2018Q2
1414,107,9,7.73,2018Q3
1414,107,12,7.15,2018Q4
1414,108,3,7.25,2019Q1
1414,108,6,6.86,2019Q2
1414,108,9,7.03,2019Q3
1414,108,12,7.15,2019Q4
1414,109,3,5.78,2020Q1
1414,109,6,7.24,2020Q2
1414,109,9,8.58,2020Q3
1414,109,12,14.49,2020Q4
1414,110,3,14.1,2021Q1
1414,110,6,18.54,2021Q2
1414,110,9,16.29,2021Q3
1414,110,12,19.46,2021Q4
1414,111,3,17.93,2022Q1
1414,111,6,17.53,2022Q2
1414,111,9,17.51,2022Q3
1414,111,12,17.48,2022Q4
1414,112,3,17.79,2023Q1
1414,112,6,17.58,2023Q2
1414,112,9,17.58,2023Q3
1414,112,12,17.63,2023Q4
1414,113,3,19.07,2024Q1
1414,113,6,22.05,2024Q2
1414,113,9,22.73,2024Q3
1414,113,12,24.39,2024Q4
1414,114,3,21.72,2025Q1
1416,105,3,18.69,2016Q1
1416,105,6,19.28,2016Q2
1416,105,9,22.46,2016Q3
1416,105,12,25.13,2016Q4
1416,106,3,28.49,2017Q1
1416,106,6,27.91,2017Q2
1416,106,9,21.44,2017Q3
1416,106,12,16.73,2017Q4
1416,107,3,16.15,2018Q1
1416,107,6,17.78,2018Q2
1416,107,9,15.1,2018Q3
1416,107,12,14.37,2018Q4
1416,108,3,14.97,2019Q1
1416,108,6,15.48,2019Q2
1416,108,9,14.01,2019Q3
1416,108,12,13.46,2019Q4
1416,109,3,12.25,2020Q1
1416,109,6,13.62,2020Q2
1416,109,9,14.11,2020Q3
1416,109,12,11.84,2020Q4
1416,110,3,11.08,2021Q1
1416,110,6,11.24,2021Q2
1416,110,9,10.71,2021Q3
1416,110,12,11.18,2021Q4
1416,111,3,11.65,2022Q1
1416,111,6,11.06,2022Q2
1416,111,9,10.65,2022Q3
1416,111,12,10.35,2022Q4
1416,112,3,10.97,2023Q1
1416,112,6,11.94,2023Q2
1416,112,9,10.29,2023Q3
1416,112,12,11.64,2023Q4
1416,113,3,12.95,2024Q1
1416,113,6,12.58,2024Q2
1416,113,9,12.67,2024Q3
1416,113,12,13.13,2024Q4
1416,114,3,12.66,2025Q1
1417,105,3,5.48,2016Q1
1417,105,6,4.51,2016Q2
1417,105,9,5.39,2016Q3
1417,105,12,5.34,2016Q4
1417,106,3,5.64,2017Q1
1417,106,6,4.89,2017Q2
1417,106,9,4.89,2017Q3
1417,106,12,4.69,2017Q4
1417,107,3,4.61,2018Q1
1417,107,6,6.53,2018Q2
1417,107,9,5.0,2018Q3
1417,107,12,5.28,2018Q4
1417,108,3,5.65,2019Q1
1417,108,6,6.09,2019Q2
1417,108,9,9.34,2019Q3
1417,108,12,10.34,2019Q4
1417,109,3,8.26,2020Q1
1417,109,6,9.44,2020Q2
1417,109,9,11.94,2020Q3
1417,109,12,11.2,2020Q4
1417,110,3,11.86,2021Q1
1417,110,6,16.22,2021Q2
1417,110,9,14.16,2021Q3
1417,110,12,14.58,2021Q4
1417,111,3,13.64,2022Q1
1417,111,6,10.83,2022Q2
1417,111,9,10.64,2022Q3
1417,111,12,14.86,2022Q4
1417,112,3,13.68,2023Q1
1417,112,6,13.96,2023Q2
1417,112,9,13.31,2023Q3
1417,112,12,11.99,2023Q4
1417,113,3,11.52,2024Q1
1417,113,6,11.32,2024Q2
1417,113,9,10.43,2024Q3
1417,113,12,9.87,2024Q4
1417,114,3,9.27,2025Q1
1418,105,3,5.57,2016Q1
1418,105,6,4.48,2016Q2
1418,105,9,4.46,2016Q3
1418,105,12,5.74,2016Q4
1418,106,3,6.28,2017Q1
1418,106,6,6.03,2017Q2
1418,106,9,4.7,2017Q3
1418,106,12,7.89,2017Q4
1418,107,3,9.47,2018Q1
1418,107,6,10.26,2018Q2
1418,107,9,7.97,2018Q3
1418,107,12,6.76,2018Q4
1418,108,3,8.46,2019Q1
1418,108,6,7.51,2019Q2
1418,108,9,6.8,2019Q3
1418,108,12,5.82,2019Q4
1418,109,3,6.02,2020Q1
1418,109,6,5.76,2020Q2
1418,109,9,7.88,2020Q3
1418,109,12,7.21,2020Q4
1418,110,3,7.09,2021Q1
1418,110,6,11.03,2021Q2
1418,110,9,11.07,2021Q3
1418,110,12,11.34,2021Q4
1418,111,3,15.76,2022Q1
1418,111,6,16.85,2022Q2
1418,111,9,15.03,2022Q3
1418,111,12,14.17,2022Q4
1418,112,3,14.07,2023Q1
1418,112,6,21.06,2023Q2
1418,112,9,23.51,2023Q3
1418,112,12,20.78,2023Q4
1418,113,3,32.92,2024Q1
1418,113,6,35.71,2024Q2
1418,113,9,33.14,2024Q3
1418,113,12,28.92,2024Q4
1418,114,3,26.89,2025Q1
1419,105,3,36.2,2016Q1
1419,105,6,41.76,2016Q2
1419,105,9,39.82,2016Q3
1419,105,12,39.49,2016Q4
1419,106,3,40.01,2017Q1
1419,106,6,40.73,2017Q2
1419,106,9,41.79,2017Q3
1419,106,12,44.09,2017Q4
1419,107,3,47.6,2018Q1
1419,107,6,47.45,2018Q2
1419,107,9,44.06,2018Q3
1419,107,12,42.28,2018Q4
1419,108,3,42.27,2019Q1
1419,108,6,42.79,2019Q2
1419,108,9,41.84,2019Q3
1419,108,12,42.31,2019Q4
1419,109,3,38.41,2020Q1
1419,109,6,44.72,2020Q2
1419,109,9,44.48,2020Q3
1419,109,12,42.31,2020Q4
1419,110,3,40.63,2021Q1
1419,110,6,40.58,2021Q2
1419,110,9,41.35,2021Q3
1419,110,12,42.93,2021Q4
1419,111,3,42.33,2022Q1
1419,111,6,41.7,2022Q2
1419,111,9,39.67,2022Q3
1419,111,12,40.07,2022Q4
1419,112,3,41.37,2023Q1
1419,112,6,44.72,2023Q2
1419,112,9,43.0,2023Q3
1419,112,12,46.97,2023Q4
1419,113,3,45.19,2024Q1
1419,113,6,48.26,2024Q2
1419,113,9,47.06,2024Q3
1419,113,12,44.68,2024Q4
1419,114,3,43.67,2025Q1
1423,105,3,6.71,2016Q1
1423,105,6,6.29,2016Q2
1423,105,9,6.64,2016Q3
1423,105,12,6.84,2016Q4
1423,106,3,7.44,2017Q1
1423,106,6,6.95,2017Q2
1423,106,9,7.4,2017Q3
1423,106,12,8.35,2017Q4
1423,107,3,9.45,2018Q1
1423,107,6,10.08,2018Q2
1423,107,9,10.21,2018Q3
1423,107,12,10.44,2018Q4
1423,108,3,10.3,2019Q1
1423,108,6,10.35,2019Q2
1423,108,9,10.42,2019Q3
1423,108,12,10.36,2019Q4
1423,109,3,9.62,2020Q1
1423,109,6,14.93,2020Q2
1423,109,9,14.85,2020Q3
1423,109,12,15.43,2020Q4
1423,110,3,21.19,2021Q1
1423,110,6,21.79,2021Q2
1423,110,9,18.14,2021Q3
1423,110,12,19.72,2021Q4
1423,111,3,19.87,2022Q1
1423,111,6,19.54,2022Q2
1423,111,9,19.4,2022Q3
1423,111,12,20.11,2022Q4
1423,112,3,20.67,2023Q1
1423,112,6,22.98,2023Q2
1423,112,9,23.64,2023Q3
1423,112,12,31.01,2023Q4
1423,113,3,31.07,2024Q1
1423,113,6,41.52,2024Q2
1423,113,9,44.89,2024Q3
1423,113,12,36.87,2024Q4
1423,114,3,37.05,2025Q1
1432,105,3,22.61,2016Q1
1432,105,6,21.44,2016Q2
1432,105,9,18.73,2016Q3
1432,105,12,16.84,2016Q4
1432,106,3,15.49,2017Q1
1432,106,6,14.88,2017Q2
1432,106,9,14.38,2017Q3
1432,106,12,13.35,2017Q4
1432,107,3,11.67,2018Q1
1432,107,6,10.23,2018Q2
1432,107,9,8.8,2018Q3
1432,107,12,10.11,2018Q4
1432,108,3,9.07,2019Q1
1432,108,6,7.23,2019Q2
1432,108,9,7.13,2019Q3
1432,108,12,6.72,2019Q4
1432,109,3,4.55,2020Q1
1432,109,6,6.27,2020Q2
1432,109,9,11.26,2020Q3
1432,109,12,15.22,2020Q4
1432,110,3,15.52,2021Q1
1432,110,6,13.77,2021Q2
1432,110,9,13.6,2021Q3
1432,110,12,12.08,2021Q4
1432,111,3,15.8,2022Q1
1432,111,6,12.87,2022Q2
1432,111,9,12.55,2022Q3
1432,111,12,12.02,2022Q4
1432,112,3,18.69,2023Q1
1432,112,6,18.73,2023Q2
1432,112,9,16.74,2023Q3
1432,112,12,18.17,2023Q4
1432,113,3,20.86,2024Q1
1432,113,6,17.73,2024Q2
1432,113,9,18.21,2024Q3
1432,113,12,20.08,2024Q4
1432,114,3,19.12,2025Q1
1434,105,3,31.47,2016Q1
1434,105,6,31.02,2016Q2
1434,105,9,29.93,2016Q3
1434,105,12,29.58,2016Q4
1434,106,3,31.78,2017Q1
1434,106,6,30.61,2017Q2
1434,106,9,30.66,2017Q3
1434,106,12,30.66,2017Q4
1434,107,3,31.55,2018Q1
1434,107,6,34.31,2018Q2
1434,107,9,35.95,2018Q3
1434,107,12,34.64,2018Q4
1434,108,3,36.29,2019Q1
1434,108,6,38.93,2019Q2
1434,108,9,34.42,2019Q3
1434,108,12,34.08,2019Q4
1434,109,3,30.42,2020Q1
1434,109,6,38.08,2020Q2
1434,109,9,32.33,2020Q3
1434,109,12,30.6,2020Q4
1434,110,3,30.62,2021Q1
1434,110,6,31.83,2021Q2
1434,110,9,29.83,2021Q3
1434,110,12,28.58,2021Q4
1434,111,3,28.16,2022Q1
1434,111,6,26.48,2022Q2
1434,111,9,27.16,2022Q3
1434,111,12,26.49,2022Q4
1434,112,3,27.83,2023Q1
1434,112,6,28.03,2023Q2
1434,112,9,25.58,2023Q3
1434,112,12,25.33,2023Q4
1434,113,3,22.6,2024Q1
1434,113,6,22.62,2024Q2
1434,113,9,19.91,2024Q3
1434,113,12,19.25,2024Q4
1434,114,3,19.15,2025Q1
1435,105,3,4.83,2016Q1
1435,105,6,4.17,2016Q2
1435,105,9,4.4,2016Q3
1435,105,12,4.19,2016Q4
1435,106,3,6.21,2017Q1
1435,106,6,5.5,2017Q2
1435,106,9,5.48,2017Q3
1435,106,12,5.32,2017Q4
1435,107,3,5.58,2018Q1
1435,107,6,5.54,2018Q2
1435,107,9,5.45,2018Q3
1435,107,12,5.51,2018Q4
1435,108,3,5.5,2019Q1
1435,108,6,5.35,2019Q2
1435,108,9,5.72,2019Q3
1435,108,12,7.07,2019Q4
1435,109,3,8.15,2020Q1
1435,109,6,8.62,2020Q2
1435,109,9,12.64,2020Q3
1435,109,12,23.29,2020Q4
1435,110,3,25.23,2021Q1
1435,110,6,19.86,2021Q2
1435,110,9,22.09,2021Q3
1435,110,12,28.69,2021Q4
1435,111,3,59.05,2022Q1
1435,111,6,54.47,2022Q2
1435,112,3,34.39,2023Q1
1435,112,9,40.24,2023Q3
1435,112,12,44.35,2023Q4
1435,113,3,49.54,2024Q1
1435,113,6,47.54,2024Q2
1435,113,9,45.45,2024Q3
1435,113,12,34.18,2024Q4
1435,114,3,40.56,2025Q1
1436,105,3,40.03,2016Q1
1436,105,6,39.79,2016Q2
1436,105,9,40.25,2016Q3
1436,105,12,39.27,2016Q4
1436,106,3,38.38,2017Q1
1436,106,6,38.11,2017Q2
1436,106,9,37.92,2017Q3
1436,106,12,39.95,2017Q4
1436,107,3,39.93,2018Q1
1436,107,6,39.61,2018Q2
1436,107,9,37.3,2018Q3
1436,107,12,36.93,2018Q4
1436,108,3,39.95,2019Q1
1436,108,6,40.81,2019Q2
1436,108,9,35.87,2019Q3
1436,108,12,38.49,2019Q4
1436,109,3,37.39,2020Q1
1436,109,6,38.49,2020Q2
1436,109,9,37.23,2020Q3
1436,109,12,38.74,2020Q4
1436,110,3,39.22,2021Q1
1436,110,6,39.74,2021Q2
1436,110,9,48.31,2021Q3
1436,110,12,53.8,2021Q4
1436,111,3,60.21,2022Q1
1436,111,6,65.96,2022Q2
1436,111,9,56.33,2022Q3
1436,111,12,56.27,2022Q4
1436,112,3,56.34,2023Q1
1436,112,6,60.78,2023Q2
1436,112,9,65.42,2023Q3
1436,112,12,78.9,2023Q4
1436,113,3,104.15,2024Q1
1436,113,6,155.81,2024Q2
1436,113,9,146.08,2024Q3
1436,113,12,123.8,2024Q4
1436,114,3,138.23,2025Q1
1437,105,3,12.38,2016Q1
1437,105,6,14.42,2016Q2
1437,105,9,15.01,2016Q3
1437,105,12,16.16,2016Q4
1437,106,3,18.81,2017Q1
1437,106,6,18.01,2017Q2
1437,106,9,17.44,2017Q3
1437,106,12,17.45,2017Q4
1437,107,3,17.83,2018Q1
1437,107,6,20.1,2018Q2
1437,107,9,18.43,2018Q3
1437,107,12,17.92,2018Q4
1437,108,3,18.71,2019Q1
1437,108,6,21.04,2019Q2
1437,108,9,22.77,2019Q3
1437,108,12,25.22,2019Q4
1437,109,3,19.37,2020Q1
1437,109,6,21.89,2020Q2
1437,109,9,22.93,2020Q3
1437,109,12,24.08,2020Q4
1437,110,3,23.82,2021Q1
1437,110,6,25.16,2021Q2
1437,110,9,24.8,2021Q3
1437,110,12,25.56,2021Q4
1437,111,3,28.33,2022Q1
1437,111,6,25.13,2022Q2
1437,111,9,24.92,2022Q3
1437,111,12,26.27,2022Q4
1437,112,3,29.3,2023Q1
1437,112,6,29.09,2023Q2
1437,112,9,28.41,2023Q3
1437,112,12,30.14,2023Q4
1437,113,3,31.65,2024Q1
1437,113,6,37.99,2024Q2
1437,113,9,35.33,2024Q3
1437,113,12,33.67,2024Q4
1437,114,3,34.25,2025Q1
1438,105,3,4.39,2016Q1
1438,105,6,4.06,2016Q2
1438,105,9,4.13,2016Q3
1438,105,12,3.95,2016Q4
1438,106,3,4.93,2017Q1
1438,106,6,5.01,2017Q2
1438,106,9,4.99,2017Q3
1438,106,12,5.05,2017Q4
1438,107,3,6.97,2018Q1
1438,107,6,7.59,2018Q2
1438,107,9,7.62,2018Q3
1438,107,12,7.64,2018Q4
1438,108,3,9.51,2019Q1
1438,108,6,10.55,2019Q2
1438,108,9,12.95,2019Q3
1438,108,12,13.19,2019Q4
1438,109,3,10.69,2020Q1
1438,109,6,12.51,2020Q2
1438,109,9,14.06,2020Q3
1438,109,12,12.35,2020Q4
1438,110,3,19.11,2021Q1
1438,110,6,30.36,2021Q2
1438,110,9,31.22,2021Q3
1438,110,12,30.37,2021Q4
1438,111,3,30.53,2022Q1
1438,111,6,31.34,2022Q2
1438,111,9,32.25,2022Q3
1438,111,12,31.76,2022Q4
1438,112,3,35.17,2023Q1
1438,112,6,30.51,2023Q2
1438,112,9,30.06,2023Q3
1438,112,12,31.6,2023Q4
1438,113,3,44.41,2024Q1
1438,113,6,60.99,2024Q2
1438,113,9,69.66,2024Q3
1438,113,12,55.87,2024Q4
1438,114,3,49.08,2025Q1
1439,105,3,13.54,2016Q1
1439,105,6,13.02,2016Q2
1439,105,9,17.75,2016Q3
1439,105,12,16.13,2016Q4
1439,106,3,24.08,2017Q1
1439,106,6,22.05,2017Q2
1439,106,9,20.27,2017Q3
1439,106,12,20.13,2017Q4
1439,107,3,26.07,2018Q1
1439,107,6,41.58,2018Q2
1439,107,9,28.27,2018Q3
1439,107,12,35.16,2018Q4
1439,108,3,30.3,2019Q1
1439,108,6,31.44,2019Q2
1439,108,9,29.66,2019Q3
1439,108,12,33.3,2019Q4
1439,109,3,31.08,2020Q1
1439,109,6,37.2,2020Q2
1439,109,9,28.88,2020Q3
1439,109,12,28.25,2020Q4
1439,110,3,25.92,2021Q1
1439,110,6,24.87,2021Q2
1439,110,9,22.57,2021Q3
1439,110,12,23.76,2021Q4
1439,111,3,22.83,2022Q1
1439,111,6,19.94,2022Q2
1439,111,9,19.75,2022Q3
1439,111,12,21.48,2022Q4
1439,112,3,24.99,2023Q1
1439,112,6,22.47,2023Q2
1439,112,9,23.3,2023Q3
1439,112,12,24.68,2023Q4
1439,113,3,26.59,2024Q1
1439,113,6,28.93,2024Q2
1439,113,9,32.6,2024Q3
1439,113,12,31.76,2024Q4
1439,114,3,32.21,2025Q1
1440,105,3,13.94,2016Q1
1440,105,6,12.4,2016Q2
1440,105,9,12.5,2016Q3
1440,105,12,12.41,2016Q4
1440,106,3,14.99,2017Q1
1440,106,6,13.22,2017Q2
1440,106,9,13.78,2017Q3
1440,106,12,13.58,2017Q4
1440,107,3,13.27,2018Q1
1440,107,6,14.63,2018Q2
1440,107,9,13.34,2018Q3
1440,107,12,12.27,2018Q4
1440,108,3,12.27,2019Q1
1440,108,6,12.18,2019Q2
1440,108,9,11.45,2019Q3
1440,108,12,10.52,2019Q4
1440,109,3,8.49,2020Q1
1440,109,6,12.53,2020Q2
1440,109,9,12.3,2020Q3
1440,109,12,15.06,2020Q4
1440,110,3,17.95,2021Q1
1440,110,6,28.98,2021Q2
1440,110,9,23.7,2021Q3
1440,110,12,25.84,2021Q4
1440,111,3,23.19,2022Q1
1440,111,6,20.11,2022Q2
1440,111,9,17.7,2022Q3
1440,111,12,17.3,2022Q4
1440,112,3,17.29,2023Q1
1440,112,6,16.45,2023Q2
1440,112,9,14.96,2023Q3
1440,112,12,16.39,2023Q4
1440,113,3,15.21,2024Q1
1440,113,6,18.0,2024Q2
1440,113,9,15.81,2024Q3
1440,113,12,14.76,2024Q4
1440,114,3,14.33,2025Q1
1441,105,3,7.17,2016Q1
1441,105,6,7.77,2016Q2
1441,105,9,7.36,2016Q3
1441,105,12,6.23,2016Q4
1441,106,3,7.16,2017Q1
1441,106,6,7.92,2017Q2
1441,106,9,7.38,2017Q3
1441,106,12,6.83,2017Q4
1441,107,3,13.01,2018Q1
1441,107,6,15.34,2018Q2
1441,107,9,13.21,2018Q3
1441,107,12,13.16,2018Q4
1441,108,3,14.32,2019Q1
1441,108,6,14.66,2019Q2
1441,108,9,9.5,2019Q3
1441,108,12,9.6,2019Q4
1441,109,3,6.71,2020Q1
1441,109,6,7.98,2020Q2
1441,109,9,9.09,2020Q3
1441,109,12,8.42,2020Q4
1441,110,3,8.24,2021Q1
1441,110,6,11.78,2021Q2
1441,110,9,9.51,2021Q3
1441,110,12,9.34,2021Q4
1441,111,3,8.52,2022Q1
1441,111,6,8.13,2022Q2
1441,111,9,8.07,2022Q3
1441,111,12,7.91,2022Q4
1441,112,3,8.13,2023Q1
1441,112,6,8.11,2023Q2
1441,112,9,13.1,2023Q3
1441,112,12,13.99,2023Q4
1441,113,3,13.77,2024Q1
1441,113,6,13.5,2024Q2
1441,113,9,16.21,2024Q3
1441,113,12,14.11,2024Q4
1441,114,3,13.59,2025Q1
1442,105,3,18.65,2016Q1
1442,105,6,20.38,2016Q2
1442,105,9,19.95,2016Q3
1442,105,12,17.86,2016Q4
1442,106,3,19.39,2017Q1
1442,106,6,22.02,2017Q2
1442,106,9,19.97,2017Q3
1442,106,12,18.43,2017Q4
1442,107,3,19.17,2018Q1
1442,107,6,19.82,2018Q2
1442,107,9,16.75,2018Q3
1442,107,12,15.66,2018Q4
1442,108,3,15.51,2019Q1
1442,108,6,16.59,2019Q2
1442,108,9,16.11,2019Q3
1442,108,12,19.05,2019Q4
1442,109,3,15.45,2020Q1
1442,109,6,17.79,2020Q2
1442,109,9,19.28,2020Q3
1442,109,12,17.9,2020Q4
1442,110,3,18.2,2021Q1
1442,110,6,18.9,2021Q2
1442,110,9,22.01,2021Q3
1442,110,12,22.69,2021Q4
1442,111,3,22.99,2022Q1
1442,111,6,22.27,2022Q2
1442,111,9,28.63,2022Q3
1442,111,12,36.37,2022Q4
1442,112,3,32.71,2023Q1
1442,112,6,32.16,2023Q2
1442,112,9,35.3,2023Q3
1442,112,12,38.25,2023Q4
1442,113,3,41.69,2024Q1
1442,113,6,62.1,2024Q2
1442,113,9,68.77,2024Q3
1442,113,12,75.27,2024Q4
1442,114,3,80.73,2025Q1
1443,105,3,5.19,2016Q1
1443,105,6,4.78,2016Q2
1443,105,9,4.7,2016Q3
1443,105,12,4.51,2016Q4
1443,106,3,6.14,2017Q1
1443,106,6,5.71,2017Q2
1443,106,9,5.87,2017Q3
1443,106,12,5.2,2017Q4
1443,107,3,5.75,2018Q1
1443,107,6,6.16,2018Q2
1443,107,9,7.0,2018Q3
1443,107,12,6.79,2018Q4
1443,108,3,7.04,2019Q1
1443,108,6,7.93,2019Q2
1443,108,9,9.44,2019Q3
1443,108,12,9.73,2019Q4
1443,109,3,8.76,2020Q1
1443,109,6,9.07,2020Q2
1443,109,9,8.85,2020Q3
1443,109,12,10.86,2020Q4
1443,110,3,11.11,2021Q1
1443,110,6,16.06,2021Q2
1443,110,9,15.06,2021Q3
1443,110,12,16.8,2021Q4
1443,111,3,15.88,2022Q1
1443,111,6,16.6,2022Q2
1443,111,9,20.11,2022Q3
1443,111,12,21.04,2022Q4
1443,112,3,30.23,2023Q1
1443,112,6,28.94,2023Q2
1443,112,9,28.26,2023Q3
1443,112,12,28.57,2023Q4
1443,113,3,28.46,2024Q1
1443,113,6,31.53,2024Q2
1443,113,9,32.09,2024Q3
1443,113,12,31.85,2024Q4
1443,114,3,30.35,2025Q1
1444,105,3,9.76,2016Q1
1444,105,6,8.74,2016Q2
1444,105,9,8.51,2016Q3
1444,105,12,8.44,2016Q4
1444,106,3,8.43,2017Q1
1444,106,6,8.04,2017Q2
1444,106,9,10.99,2017Q3
1444,106,12,11.69,2017Q4
1444,107,3,11.18,2018Q1
1444,107,6,11.28,2018Q2
1444,107,9,11.08,2018Q3
1444,107,12,10.31,2018Q4
1444,108,3,10.04,2019Q1
1444,108,6,9.99,2019Q2
1444,108,9,9.25,2019Q3
1444,108,12,9.44,2019Q4
1444,109,3,7.26,2020Q1
1444,109,6,7.69,2020Q2
1444,109,9,12.07,2020Q3
1444,109,12,13.1,2020Q4
1444,110,3,12.04,2021Q1
1444,110,6,12.85,2021Q2
1444,110,9,11.88,2021Q3
1444,110,12,11.12,2021Q4
1444,111,3,10.47,2022Q1
1444,111,6,10.56,2022Q2
1444,111,9,11.52,2022Q3
1444,111,12,10.45,2022Q4
1444,112,3,10.55,2023Q1
1444,112,6,11.1,2023Q2
1444,112,9,10.75,2023Q3
1444,112,12,10.52,2023Q4
1444,113,3,9.6,2024Q1
1444,113,6,9.78,2024Q2
1444,113,9,9.23,2024Q3
1444,113,12,9.2,2024Q4
1444,114,3,8.31,2025Q1
1445,105,3,9.53,2016Q1
1445,105,6,9.64,2016Q2
1445,105,9,9.42,2016Q3
1445,105,12,9.33,2016Q4
1445,106,3,9.25,2017Q1
1445,106,6,8.79,2017Q2
1445,106,9,8.54,2017Q3
1445,106,12,8.32,2017Q4
1445,107,3,8.42,2018Q1
1445,107,6,8.18,2018Q2
1445,107,9,7.89,2018Q3
1445,107,12,8.02,2018Q4
1445,108,3,7.84,2019Q1
1445,108,6,7.64,2019Q2
1445,108,9,7.07,2019Q3
1445,108,12,7.04,2019Q4
1445,109,3,6.73,2020Q1
1445,109,6,9.12,2020Q2
1445,109,9,9.25,2020Q3
1445,109,12,11.56,2020Q4
1445,110,3,13.07,2021Q1
1445,110,6,12.25,2021Q2
1445,110,9,12.28,2021Q3
1445,110,12,15.56,2021Q4
1445,111,3,15.99,2022Q1
1445,111,6,15.48,2022Q2
1445,111,9,16.07,2022Q3
1445,111,12,16.04,2022Q4
1445,112,3,16.13,2023Q1
1445,112,6,21.15,2023Q2
1445,112,9,21.1,2023Q3
1445,112,12,21.15,2023Q4
1445,113,3,23.42,2024Q1
1445,113,6,22.23,2024Q2
1445,113,9,19.16,2024Q3
1445,113,12,16.96,2024Q4
1445,114,3,16.83,2025Q1
1446,105,3,20.93,2016Q1
1446,105,6,18.51,2016Q2
1446,105,9,18.14,2016Q3
1446,105,12,17.76,2016Q4
1446,106,3,21.27,2017Q1
1446,106,6,24.01,2017Q2
1446,106,9,21.63,2017Q3
1446,106,12,21.36,2017Q4
1446,107,3,22.89,2018Q1
1446,107,6,24.81,2018Q2
1446,107,9,26.25,2018Q3
1446,107,12,24.04,2018Q4
1446,108,3,25.88,2019Q1
1446,108,6,29.63,2019Q2
1446,108,9,31.38,2019Q3
1446,108,12,36.05,2019Q4
1446,109,3,24.52,2020Q1
1446,109,6,29.52,2020Q2
1446,109,9,32.49,2020Q3
1446,109,12,30.64,2020Q4
1446,110,3,30.19,2021Q1
1446,110,6,33.69,2021Q2
1446,110,9,31.9,2021Q3
1446,110,12,33.89,2021Q4
1446,111,3,31.49,2022Q1
1446,111,6,32.77,2022Q2
1446,111,9,36.26,2022Q3
1446,111,12,30.33,2022Q4
1446,112,3,32.03,2023Q1
1446,112,6,35.36,2023Q2
1446,112,9,38.6,2023Q3
1446,112,12,37.6,2023Q4
1446,113,3,34.59,2024Q1
1446,113,6,55.64,2024Q2
1446,113,9,47.28,2024Q3
1446,113,12,48.7,2024Q4
1446,114,3,36.92,2025Q1
1447,105,3,8.78,2016Q1
1447,105,6,6.95,2016Q2
1447,105,9,7.64,2016Q3
1447,105,12,8.39,2016Q4
1447,106,3,8.59,2017Q1
1447,106,6,7.99,2017Q2
1447,106,9,8.3,2017Q3
1447,106,12,8.89,2017Q4
1447,107,3,8.12,2018Q1
1447,107,6,8.45,2018Q2
1447,107,9,9.29,2018Q3
1447,107,12,8.12,2018Q4
1447,108,3,7.81,2019Q1
1447,108,6,7.49,2019Q2
1447,108,9,7.03,2019Q3
1447,108,12,7.04,2019Q4
1447,109,3,5.48,2020Q1
1447,109,6,6.7,2020Q2
1447,109,9,7.11,2020Q3
1447,109,12,8.85,2020Q4
1447,110,3,9.75,2021Q1
1447,110,6,12.9,2021Q2
1447,110,9,11.0,2021Q3
1447,110,12,10.21,2021Q4
1447,111,3,9.28,2022Q1
1447,111,6,8.12,2022Q2
1447,111,9,8.89,2022Q3
1447,111,12,7.87,2022Q4
1447,112,3,8.17,2023Q1
1447,112,6,7.97,2023Q2
1447,112,9,7.52,2023Q3
1447,112,12,8.06,2023Q4
1447,113,3,8.21,2024Q1
1447,113,6,10.1,2024Q2
1447,113,9,8.59,2024Q3
1447,113,12,7.47,2024Q4
1447,114,3,7.12,2025Q1
1449,105,3,5.15,2016Q1
1449,105,6,3.8,2016Q2
1449,105,9,4.47,2016Q3
1449,105,12,4.1,2016Q4
1449,106,3,5.4,2017Q1
1449,106,6,5.5,2017Q2
1449,106,9,5.31,2017Q3
1449,106,12,5.46,2017Q4
1449,107,3,6.12,2018Q1
1449,107,6,5.57,2018Q2
1449,107,9,4.86,2018Q3
1449,107,12,4.99,2018Q4
1449,108,3,4.73,2019Q1
1449,108,6,4.5,2019Q2
1449,108,9,4.64,2019Q3
1449,108,12,11.97,2019Q4
1449,109,3,11.57,2020Q1
1449,109,6,18.02,2020Q2
1449,109,9,17.65,2020Q3
1449,109,12,29.41,2020Q4
1449,110,3,22.19,2021Q1
1449,110,6,16.71,2021Q2
1449,110,9,15.7,2021Q3
1449,110,12,15.05,2021Q4
1449,111,3,13.49,2022Q1
1449,111,6,10.96,2022Q2
1449,111,9,14.18,2022Q3
1449,111,12,16.28,2022Q4
1449,112,3,15.8,2023Q1
1449,112,6,20.5,2023Q2
1449,112,9,18.32,2023Q3
1449,112,12,22.03,2023Q4
1449,113,3,20.38,2024Q1
1449,113,6,18.99,2024Q2
1449,113,9,18.96,2024Q3
1449,113,12,25.36,2024Q4
1449,114,3,17.93,2025Q1
1451,105,3,24.06,2016Q1
1451,105,6,24.58,2016Q2
1451,105,9,23.69,2016Q3
1451,105,12,24.17,2016Q4
1451,106,3,27.04,2017Q1
1451,106,6,25.42,2017Q2
1451,106,9,23.37,2017Q3
1451,106,12,27.74,2017Q4
1451,107,3,24.22,2018Q1
1451,107,6,25.83,2018Q2
1451,107,9,24.35,2018Q3
1451,107,12,25.87,2018Q4
1451,108,3,27.87,2019Q1
1451,108,6,28.0,2019Q2
1451,108,9,23.17,2019Q3
1451,108,12,21.07,2019Q4
