公司代號,年度,月份,收盤價,year_quarter
1259,105,3,71.1,2016Q1
1259,105,6,71.1,2016Q2
1259,105,9,87.7,2016Q3
1259,105,12,76.5,2016Q4
1259,106,3,77.5,2017Q1
1259,106,6,96.7,2017Q2
1259,106,9,82.9,2017Q3
1259,106,12,89.4,2017Q4
1259,107,3,81.1,2018Q1
1259,107,6,76.3,2018Q2
1259,107,9,70.0,2018Q3
1259,107,12,64.8,2018Q4
1259,108,3,67.7,2019Q1
1259,108,6,69.0,2019Q2
1259,108,9,68.8,2019Q3
1259,108,12,77.0,2019Q4
1259,109,3,63.2,2020Q1
1259,109,6,68.9,2020Q2
1259,109,9,66.4,2020Q3
1259,109,12,70.0,2020Q4
1259,110,3,69.8,2021Q1
1259,110,6,67.0,2021Q2
1259,110,9,69.9,2021Q3
1259,110,12,68.5,2021Q4
1259,111,3,67.5,2022Q1
1259,111,6,68.0,2022Q2
1259,111,9,72.7,2022Q3
1259,111,12,73.6,2022Q4
1259,112,3,74.4,2023Q1
1259,112,6,74.5,2023Q2
1259,112,9,74.6,2023Q3
1259,112,12,76.8,2023Q4
1259,113,3,74.9,2024Q1
1259,113,6,71.8,2024Q2
1259,113,9,68.4,2024Q3
1259,113,12,63.5,2024Q4
1259,114,3,60.0,2025Q1
1264,105,3,193.0,2016Q1
1264,105,6,186.5,2016Q2
1264,105,9,192.0,2016Q3
1264,105,12,201.5,2016Q4
1264,106,3,237.0,2017Q1
1264,106,6,253.0,2017Q2
1264,106,9,224.0,2017Q3
1264,106,12,235.0,2017Q4
1264,107,3,229.0,2018Q1
1264,107,6,209.0,2018Q2
1264,107,9,209.5,2018Q3
1264,107,12,194.0,2018Q4
1264,108,3,213.0,2019Q1
1264,108,6,221.0,2019Q2
1264,108,9,224.5,2019Q3
1264,108,12,222.0,2019Q4
1264,109,3,196.0,2020Q1
1264,109,6,216.5,2020Q2
1264,109,9,220.0,2020Q3
1264,109,12,244.5,2020Q4
1264,110,3,275.5,2021Q1
1264,110,6,302.0,2021Q2
1264,110,9,301.5,2021Q3
1264,110,12,293.0,2021Q4
1264,111,3,282.0,2022Q1
1264,111,6,256.0,2022Q2
1264,111,9,256.5,2022Q3
1264,111,12,257.0,2022Q4
1264,112,3,269.0,2023Q1
1264,112,6,289.0,2023Q2
1264,112,9,286.5,2023Q3
1264,112,12,291.5,2023Q4
1264,113,3,305.0,2024Q1
1264,113,6,319.0,2024Q2
1264,113,9,315.5,2024Q3
1264,113,12,312.5,2024Q4
1264,114,3,306.5,2025Q1
1336,105,3,7.99,2016Q1
1336,105,6,10.4,2016Q2
1336,105,9,9.25,2016Q3
1336,105,12,8.7,2016Q4
1336,106,3,11.7,2017Q1
1336,106,6,17.7,2017Q2
1336,106,9,21.45,2017Q3
1336,106,12,19.0,2017Q4
1336,107,3,17.2,2018Q1
1336,107,6,17.05,2018Q2
1336,107,9,16.45,2018Q3
1336,107,12,15.1,2018Q4
1336,108,3,15.15,2019Q1
1336,108,6,14.3,2019Q2
1336,108,9,14.3,2019Q3
1336,108,12,15.35,2019Q4
1336,109,3,13.25,2020Q1
1336,109,6,16.1,2020Q2
1336,109,9,16.8,2020Q3
1336,109,12,24.5,2020Q4
1336,110,3,25.75,2021Q1
1336,110,6,23.85,2021Q2
1336,110,9,21.75,2021Q3
1336,110,12,21.4,2021Q4
1336,111,3,19.95,2022Q1
1336,111,6,19.35,2022Q2
1336,111,9,25.1,2022Q3
1336,111,12,24.6,2022Q4
1336,112,3,26.7,2023Q1
1336,112,6,24.2,2023Q2
1336,112,9,22.25,2023Q3
1336,112,12,21.2,2023Q4
1336,113,3,20.5,2024Q1
1336,113,6,20.3,2024Q2
1336,113,9,26.5,2024Q3
1336,113,12,24.7,2024Q4
1336,114,3,24.25,2025Q1
1565,105,3,657.0,2016Q1
1565,105,6,723.0,2016Q2
1565,105,9,729.0,2016Q3
1565,105,12,615.0,2016Q4
1565,106,3,615.0,2017Q1
1565,106,6,636.0,2017Q2
1565,106,9,644.0,2017Q3
1565,106,12,975.0,2017Q4
1565,107,3,848.0,2018Q1
1565,107,6,698.0,2018Q2
1565,107,9,671.0,2018Q3
1565,107,12,538.0,2018Q4
1565,108,3,600.0,2019Q1
1565,108,6,551.0,2019Q2
1565,108,9,443.0,2019Q3
1565,108,12,454.5,2019Q4
1565,109,3,311.0,2020Q1
1565,109,6,353.0,2020Q2
1565,109,9,283.5,2020Q3
1565,109,12,280.0,2020Q4
1565,110,3,344.5,2021Q1
1565,110,6,341.0,2021Q2
1565,110,9,303.0,2021Q3
1565,110,12,313.5,2021Q4
1565,111,3,287.5,2022Q1
1565,111,6,263.0,2022Q2
1565,111,9,226.0,2022Q3
1565,111,12,246.5,2022Q4
1565,112,3,259.0,2023Q1
1565,112,6,231.5,2023Q2
1565,112,9,192.5,2023Q3
1565,112,12,190.0,2023Q4
1565,113,3,189.5,2024Q1
1565,113,6,188.0,2024Q2
1565,113,9,197.0,2024Q3
1565,113,12,197.5,2024Q4
1565,114,3,186.5,2025Q1
1569,105,3,9.58,2016Q1
1569,105,6,9.5,2016Q2
1569,105,9,20.7,2016Q3
1569,105,12,32.1,2016Q4
1569,106,3,28.35,2017Q1
1569,106,6,37.2,2017Q2
1569,106,9,40.25,2017Q3
1569,106,12,39.3,2017Q4
1569,107,3,38.65,2018Q1
1569,107,6,26.6,2018Q2
1569,107,9,16.6,2018Q3
1569,107,12,12.45,2018Q4
1569,108,3,20.55,2019Q1
1569,108,6,19.05,2019Q2
1569,108,9,22.0,2019Q3
1569,108,12,25.75,2019Q4
1569,109,3,14.95,2020Q1
1569,109,6,26.0,2020Q2
1569,109,9,26.9,2020Q3
1569,109,12,28.5,2020Q4
1569,110,3,30.75,2021Q1
1569,110,6,25.6,2021Q2
1569,110,9,26.6,2021Q3
1569,110,12,25.5,2021Q4
1569,111,3,25.05,2022Q1
1569,111,6,24.2,2022Q2
1569,111,9,23.8,2022Q3
1569,111,12,22.0,2022Q4
1569,112,3,25.4,2023Q1
1569,112,6,24.0,2023Q2
1569,112,9,22.65,2023Q3
1569,112,12,23.8,2023Q4
1569,113,3,24.6,2024Q1
1569,113,6,24.5,2024Q2
1569,113,9,35.5,2024Q3
1569,113,12,50.7,2024Q4
1569,114,3,74.2,2025Q1
1570,105,3,16.35,2016Q1
1570,105,6,14.45,2016Q2
1570,105,9,15.2,2016Q3
1570,105,12,14.0,2016Q4
1570,106,3,13.85,2017Q1
1570,106,6,14.75,2017Q2
1570,106,9,16.1,2017Q3
1570,106,12,14.9,2017Q4
1570,107,3,14.15,2018Q1
1570,107,6,13.8,2018Q2
1570,107,9,13.05,2018Q3
1570,107,12,12.2,2018Q4
1570,108,3,13.7,2019Q1
1570,108,6,13.7,2019Q2
1570,108,9,12.55,2019Q3
1570,108,12,14.15,2019Q4
1570,109,3,12.1,2020Q1
1570,109,6,14.1,2020Q2
1570,109,9,13.25,2020Q3
1570,109,12,13.15,2020Q4
1570,110,3,15.2,2021Q1
1570,110,6,16.75,2021Q2
1570,110,9,19.85,2021Q3
1570,110,12,23.25,2021Q4
1570,111,3,18.7,2022Q1
1570,111,6,16.6,2022Q2
1570,111,9,15.85,2022Q3
1570,111,12,16.85,2022Q4
1570,112,3,17.9,2023Q1
1570,112,6,19.5,2023Q2
1570,112,9,20.05,2023Q3
1570,112,12,21.2,2023Q4
1570,113,3,33.0,2024Q1
1570,113,6,32.2,2024Q2
1570,113,9,29.65,2024Q3
1570,113,12,29.05,2024Q4
1570,114,3,25.85,2025Q1
1580,105,3,116.5,2016Q1
1580,105,6,106.5,2016Q2
1580,105,9,142.0,2016Q3
1580,105,12,141.5,2016Q4
1580,106,3,139.0,2017Q1
1580,106,6,178.0,2017Q2
1580,106,9,154.5,2017Q3
1580,106,12,170.0,2017Q4
1580,107,3,163.5,2018Q1
1580,107,6,152.5,2018Q2
1580,107,9,138.5,2018Q3
1580,107,12,111.5,2018Q4
1580,108,3,120.0,2019Q1
1580,108,6,116.0,2019Q2
1580,108,9,104.5,2019Q3
1580,108,12,116.5,2019Q4
1580,109,3,84.0,2020Q1
1580,109,6,87.8,2020Q2
1580,109,9,76.4,2020Q3
1580,109,12,85.2,2020Q4
1580,110,3,108.5,2021Q1
1580,110,6,108.5,2021Q2
1580,110,9,101.0,2021Q3
1580,110,12,106.0,2021Q4
1580,111,3,107.0,2022Q1
1580,111,6,90.9,2022Q2
1580,111,9,90.4,2022Q3
1580,111,12,90.9,2022Q4
1580,112,3,101.5,2023Q1
1580,112,6,124.5,2023Q2
1580,112,9,127.0,2023Q3
1580,112,12,153.0,2023Q4
1580,113,3,160.0,2024Q1
1580,113,6,161.0,2024Q2
1580,113,9,151.5,2024Q3
1580,113,12,147.5,2024Q4
1580,114,3,146.5,2025Q1
1584,105,3,13.5,2016Q1
1584,105,6,13.9,2016Q2
1584,105,9,14.1,2016Q3
1584,105,12,14.3,2016Q4
1584,106,3,17.5,2017Q1
1584,106,6,12.1,2017Q2
1584,106,9,11.85,2017Q3
1584,106,12,11.55,2017Q4
1584,107,3,11.3,2018Q1
1584,107,6,8.17,2018Q2
1584,107,9,7.76,2018Q3
1584,107,12,6.78,2018Q4
1584,108,3,8.06,2019Q1
1584,108,6,9.45,2019Q2
1584,108,9,9.19,2019Q3
1584,108,12,9.2,2019Q4
1584,109,3,7.19,2020Q1
1584,109,6,7.93,2020Q2
1584,109,9,8.99,2020Q3
1584,109,12,11.85,2020Q4
1584,110,3,12.15,2021Q1
1584,110,6,16.05,2021Q2
1584,110,9,18.35,2021Q3
1584,110,12,17.65,2021Q4
1584,111,3,17.3,2022Q1
1584,111,6,18.0,2022Q2
1584,111,9,17.1,2022Q3
1584,111,12,22.35,2022Q4
1584,112,3,31.05,2023Q1
1584,112,6,38.1,2023Q2
1584,112,9,37.55,2023Q3
1584,112,12,35.7,2023Q4
1584,113,3,35.25,2024Q1
1584,113,6,33.1,2024Q2
1584,113,9,38.1,2024Q3
1584,113,12,28.85,2024Q4
1584,114,3,28.0,2025Q1
1586,105,3,31.5,2016Q1
1586,105,6,32.15,2016Q2
1586,105,9,22.6,2016Q3
1586,105,12,23.5,2016Q4
1586,106,3,29.2,2017Q1
1586,106,6,29.2,2017Q2
1586,106,9,44.7,2017Q3
1586,106,12,48.45,2017Q4
1586,107,3,46.4,2018Q1
1586,107,6,41.0,2018Q2
1586,107,9,38.0,2018Q3
1586,107,12,35.85,2018Q4
1586,108,3,34.15,2019Q1
1586,108,6,34.6,2019Q2
1586,108,9,32.8,2019Q3
1586,108,12,34.9,2019Q4
1586,109,3,33.8,2020Q1
1586,109,6,37.6,2020Q2
1586,109,9,41.4,2020Q3
1586,109,12,42.7,2020Q4
1586,110,3,44.55,2021Q1
1586,110,6,42.85,2021Q2
1586,110,9,39.9,2021Q3
1586,110,12,41.85,2021Q4
1586,111,3,40.05,2022Q1
1586,111,6,38.05,2022Q2
1586,111,9,37.0,2022Q3
1586,111,12,33.5,2022Q4
1586,112,3,33.25,2023Q1
1586,112,6,33.4,2023Q2
1586,112,9,33.7,2023Q3
1586,112,12,33.7,2023Q4
1586,113,3,32.0,2024Q1
1586,113,6,31.55,2024Q2
1586,113,9,33.0,2024Q3
1586,113,12,27.4,2024Q4
1586,114,3,29.55,2025Q1
1591,105,3,19.2,2016Q1
1591,105,6,23.45,2016Q2
1591,105,9,32.8,2016Q3
1591,105,12,23.9,2016Q4
1591,106,3,21.15,2017Q1
1591,106,6,29.95,2017Q2
1591,106,9,30.0,2017Q3
1591,106,12,35.2,2017Q4
1591,107,3,39.6,2018Q1
1591,107,6,35.0,2018Q2
1591,107,9,32.3,2018Q3
1591,107,12,40.4,2018Q4
1591,108,3,39.9,2019Q1
1591,108,6,34.3,2019Q2
1591,108,9,22.85,2019Q3
1591,108,12,22.85,2019Q4
1591,109,3,17.5,2020Q1
1591,109,6,20.9,2020Q2
1591,109,9,15.85,2020Q3
1591,109,12,19.4,2020Q4
1591,110,3,18.5,2021Q1
1591,110,6,16.6,2021Q2
1591,110,9,15.85,2021Q3
1591,110,12,14.7,2021Q4
1591,111,3,21.75,2022Q1
1591,111,6,19.6,2022Q2
1591,111,9,14.6,2022Q3
1591,111,12,16.8,2022Q4
1591,112,3,27.4,2023Q1
1591,112,6,35.35,2023Q2
1591,112,9,41.9,2023Q3
1591,112,12,51.5,2023Q4
1591,113,3,66.9,2024Q1
1591,113,6,68.7,2024Q2
1591,113,9,46.6,2024Q3
1591,113,12,53.0,2024Q4
1591,114,3,45.8,2025Q1
1593,105,3,41.3,2016Q1
1593,105,6,39.85,2016Q2
1593,105,9,39.1,2016Q3
1593,105,12,39.7,2016Q4
1593,106,3,40.2,2017Q1
1593,106,6,41.05,2017Q2
1593,106,9,42.0,2017Q3
1593,106,12,50.8,2017Q4
1593,107,3,52.0,2018Q1
1593,107,6,46.9,2018Q2
1593,107,9,43.4,2018Q3
1593,107,12,40.95,2018Q4
1593,108,3,51.7,2019Q1
1593,108,6,56.7,2019Q2
1593,108,9,48.05,2019Q3
1593,108,12,50.8,2019Q4
1593,109,3,41.8,2020Q1
1593,109,6,53.8,2020Q2
1593,109,9,59.0,2020Q3
1593,109,12,74.6,2020Q4
1593,110,3,129.0,2021Q1
1593,110,6,102.5,2021Q2
1593,110,9,90.3,2021Q3
1593,110,12,83.1,2021Q4
1593,111,3,71.1,2022Q1
1593,111,6,49.25,2022Q2
1593,111,9,55.5,2022Q3
1593,111,12,68.3,2022Q4
1593,112,3,74.8,2023Q1
1593,112,6,79.7,2023Q2
1593,112,9,64.3,2023Q3
1593,112,12,51.9,2023Q4
1593,113,3,47.35,2024Q1
1593,113,6,40.0,2024Q2
1593,113,9,43.25,2024Q3
1593,113,12,36.4,2024Q4
1593,114,3,36.4,2025Q1
1595,105,3,55.5,2016Q1
1595,105,6,47.8,2016Q2
1595,105,9,43.4,2016Q3
1595,105,12,39.95,2016Q4
1595,106,3,51.9,2017Q1
1595,106,6,50.8,2017Q2
1595,106,9,67.3,2017Q3
1595,106,12,62.3,2017Q4
1595,107,3,66.2,2018Q1
1595,107,6,62.6,2018Q2
1595,107,9,50.4,2018Q3
1595,107,12,45.5,2018Q4
1595,108,3,46.65,2019Q1
1595,108,6,41.65,2019Q2
1595,108,9,41.25,2019Q3
1595,108,12,39.6,2019Q4
1595,109,3,25.9,2020Q1
1595,109,6,35.4,2020Q2
1595,109,9,31.25,2020Q3
1595,109,12,32.7,2020Q4
1595,110,3,31.5,2021Q1
1595,110,6,31.8,2021Q2
1595,110,9,39.05,2021Q3
1595,110,12,46.55,2021Q4
1595,111,3,41.95,2022Q1
1595,111,6,39.2,2022Q2
1595,111,9,36.6,2022Q3
1595,111,12,38.2,2022Q4
1595,112,3,39.3,2023Q1
1595,112,6,40.4,2023Q2
1595,112,9,39.2,2023Q3
1595,112,12,37.75,2023Q4
1595,113,3,35.95,2024Q1
1595,113,6,37.75,2024Q2
1595,113,9,45.25,2024Q3
1595,113,12,52.8,2024Q4
1595,114,3,38.55,2025Q1
1599,105,3,68.5,2016Q1
1599,105,6,57.6,2016Q2
1599,105,9,53.8,2016Q3
1599,105,12,49.35,2016Q4
1599,106,3,54.1,2017Q1
1599,106,6,51.2,2017Q2
1599,106,9,41.35,2017Q3
1599,106,12,42.5,2017Q4
1599,107,3,38.7,2018Q1
1599,107,6,36.7,2018Q2
1599,107,9,39.2,2018Q3
1599,107,12,35.65,2018Q4
1599,108,3,41.0,2019Q1
1599,108,6,44.5,2019Q2
1599,108,9,40.5,2019Q3
1599,108,12,36.95,2019Q4
1599,109,3,26.85,2020Q1
1599,109,6,30.7,2020Q2
1599,109,9,31.85,2020Q3
1599,109,12,37.2,2020Q4
1599,110,3,41.85,2021Q1
1599,110,6,42.6,2021Q2
1599,110,9,39.15,2021Q3
1599,110,12,50.7,2021Q4
1599,111,3,52.5,2022Q1
1599,111,6,43.7,2022Q2
1599,111,9,40.7,2022Q3
1599,111,12,39.1,2022Q4
1599,112,3,38.8,2023Q1
1599,112,6,38.0,2023Q2
1599,112,9,35.75,2023Q3
1599,112,12,35.4,2023Q4
1599,113,3,32.3,2024Q1
1599,113,6,32.0,2024Q2
1599,113,9,32.9,2024Q3
1599,113,12,30.6,2024Q4
1599,114,3,29.2,2025Q1
1742,105,3,11.45,2016Q1
1742,105,6,12.1,2016Q2
1742,105,9,13.6,2016Q3
1742,105,12,11.1,2016Q4
1742,106,3,11.7,2017Q1
1742,106,6,11.2,2017Q2
1742,106,9,10.7,2017Q3
1742,106,12,10.15,2017Q4
1742,107,3,15.7,2018Q1
1742,107,6,20.55,2018Q2
1742,107,9,19.7,2018Q3
1742,107,12,17.4,2018Q4
1742,108,3,20.85,2019Q1
1742,108,6,19.65,2019Q2
1742,108,9,20.15,2019Q3
1742,108,12,20.25,2019Q4
1742,109,3,19.25,2020Q1
1742,109,6,21.65,2020Q2
1742,109,9,21.85,2020Q3
1742,109,12,20.0,2020Q4
1742,110,3,17.8,2021Q1
1742,110,6,15.2,2021Q2
1742,110,9,21.1,2021Q3
1742,110,12,19.75,2021Q4
1742,111,3,21.85,2022Q1
1742,111,6,21.75,2022Q2
1742,111,9,20.1,2022Q3
1742,111,12,14.65,2022Q4
1742,112,3,15.0,2023Q1
1742,112,6,19.25,2023Q2
1742,112,9,16.5,2023Q3
1742,112,12,17.45,2023Q4
1742,113,3,16.95,2024Q1
1742,113,6,17.4,2024Q2
1742,113,9,17.9,2024Q3
1742,113,12,17.2,2024Q4
1742,114,3,17.7,2025Q1
1777,105,3,95.9,2016Q1
1777,105,6,105.5,2016Q2
1777,105,9,99.1,2016Q3
1777,105,12,97.2,2016Q4
1777,106,3,96.9,2017Q1
1777,106,6,90.2,2017Q2
1777,106,9,87.7,2017Q3
1777,106,12,72.0,2017Q4
1777,107,3,73.5,2018Q1
1777,107,6,78.7,2018Q2
1777,107,9,79.7,2018Q3
1777,107,12,78.3,2018Q4
1777,108,3,77.9,2019Q1
1777,108,6,78.0,2019Q2
1777,108,9,75.6,2019Q3
1777,108,12,82.9,2019Q4
1777,109,3,70.7,2020Q1
1777,109,6,89.4,2020Q2
1777,109,9,74.9,2020Q3
1777,109,12,77.2,2020Q4
1777,110,3,96.8,2021Q1
1777,110,6,78.8,2021Q2
1777,110,9,69.4,2021Q3
1777,110,12,65.3,2021Q4
1777,111,3,65.8,2022Q1
1777,111,6,64.8,2022Q2
1777,111,9,73.6,2022Q3
1777,111,12,84.2,2022Q4
1777,112,3,83.1,2023Q1
1777,112,6,89.4,2023Q2
1777,112,9,88.6,2023Q3
1777,112,12,85.2,2023Q4
1777,113,3,84.3,2024Q1
1777,113,6,92.3,2024Q2
1777,113,9,97.8,2024Q3
1777,113,12,94.2,2024Q4
1777,114,3,100.0,2025Q1
1781,105,3,23.4,2016Q1
1781,105,6,20.0,2016Q2
1781,105,9,19.95,2016Q3
1781,105,12,19.5,2016Q4
1781,106,3,18.95,2017Q1
1781,106,6,16.05,2017Q2
1781,106,9,12.85,2017Q3
1781,106,12,11.95,2017Q4
1781,107,3,16.1,2018Q1
1781,107,6,14.45,2018Q2
1781,107,9,12.0,2018Q3
1781,107,12,10.0,2018Q4
1781,108,3,10.9,2019Q1
1781,108,6,9.52,2019Q2
1781,108,9,9.3,2019Q3
1781,108,12,8.79,2019Q4
1781,109,3,9.95,2020Q1
1781,109,6,30.7,2020Q2
1781,109,9,25.65,2020Q3
1781,109,12,26.0,2020Q4
1781,110,3,22.2,2021Q1
1781,110,6,21.35,2021Q2
1781,110,9,14.55,2021Q3
1781,110,12,15.65,2021Q4
1781,111,3,15.0,2022Q1
1781,111,6,13.7,2022Q2
1781,111,9,14.45,2022Q3
1781,111,12,15.25,2022Q4
1781,112,3,15.2,2023Q1
1781,112,6,14.25,2023Q2
1781,112,9,11.35,2023Q3
1781,112,12,16.95,2023Q4
1781,113,3,15.65,2024Q1
1781,113,6,21.9,2024Q2
1781,113,9,16.4,2024Q3
1781,113,12,17.95,2024Q4
1781,114,3,15.6,2025Q1
1784,105,3,31.5,2016Q1
1784,105,6,28.95,2016Q2
1784,105,9,32.8,2016Q3
1784,105,12,30.3,2016Q4
1784,106,3,28.55,2017Q1
1784,106,6,28.8,2017Q2
1784,106,9,28.0,2017Q3
1784,106,12,27.0,2017Q4
1784,107,3,27.3,2018Q1
1784,107,6,26.45,2018Q2
1784,107,9,30.1,2018Q3
1784,107,12,26.4,2018Q4
1784,108,3,34.95,2019Q1
1784,108,6,40.05,2019Q2
1784,108,9,46.0,2019Q3
1784,108,12,40.55,2019Q4
1784,109,3,27.8,2020Q1
1784,109,6,39.2,2020Q2
1784,109,9,39.0,2020Q3
1784,109,12,40.4,2020Q4
1784,110,3,39.7,2021Q1
1784,110,6,42.05,2021Q2
1784,110,9,43.05,2021Q3
1784,110,12,39.6,2021Q4
1784,111,3,37.4,2022Q1
1784,111,6,40.0,2022Q2
1784,111,9,39.4,2022Q3
1784,111,12,43.9,2022Q4
1784,112,3,46.95,2023Q1
1784,112,6,66.9,2023Q2
1784,112,9,66.5,2023Q3
1784,112,12,58.1,2023Q4
1784,113,3,62.4,2024Q1
1784,113,6,127.0,2024Q2
1784,113,9,100.0,2024Q3
1784,113,12,79.5,2024Q4
1784,114,3,84.2,2025Q1
1785,105,3,18.9,2016Q1
1785,106,3,13.1,2017Q1
1785,106,6,12.55,2017Q2
1785,106,9,16.0,2017Q3
1785,106,12,21.2,2017Q4
1785,107,3,22.15,2018Q1
1785,107,6,22.0,2018Q2
1785,107,9,21.5,2018Q3
1785,107,12,18.25,2018Q4
1785,108,3,18.6,2019Q1
1785,108,6,21.05,2019Q2
1785,108,9,23.55,2019Q3
1785,108,12,22.45,2019Q4
1785,109,3,16.05,2020Q1
1785,109,6,37.5,2020Q2
1785,109,9,42.45,2020Q3
1785,109,12,43.5,2020Q4
1785,110,3,45.3,2021Q1
1785,110,6,46.45,2021Q2
1785,110,9,51.2,2021Q3
1785,110,12,51.1,2021Q4
1785,111,3,51.1,2022Q1
1785,111,6,40.9,2022Q2
1785,111,9,29.9,2022Q3
1785,111,12,32.05,2022Q4
1785,112,3,36.55,2023Q1
1785,112,6,38.35,2023Q2
1785,112,9,36.45,2023Q3
1785,112,12,38.85,2023Q4
1785,113,3,49.55,2024Q1
1785,113,6,65.3,2024Q2
1785,113,9,65.2,2024Q3
1785,113,12,62.7,2024Q4
1785,114,3,59.0,2025Q1
1788,105,3,101.0,2016Q1
1788,105,6,95.0,2016Q2
1788,105,9,90.0,2016Q3
1788,105,12,92.0,2016Q4
1788,106,3,99.0,2017Q1
1788,106,6,92.1,2017Q2
1788,106,9,93.0,2017Q3
1788,106,12,95.5,2017Q4
1788,107,3,105.0,2018Q1
1788,107,6,104.5,2018Q2
1788,107,9,100.0,2018Q3
1788,107,12,98.0,2018Q4
1788,108,3,105.5,2019Q1
1788,108,6,104.5,2019Q2
1788,108,9,103.0,2019Q3
1788,108,12,105.0,2019Q4
1788,109,3,100.0,2020Q1
1788,109,6,111.5,2020Q2
1788,109,9,108.0,2020Q3
1788,109,12,121.5,2020Q4
1788,110,3,130.0,2021Q1
1788,110,6,135.0,2021Q2
1788,110,9,135.0,2021Q3
1788,110,12,147.0,2021Q4
1788,111,3,147.5,2022Q1
1788,111,6,155.0,2022Q2
1788,111,9,150.0,2022Q3
1788,111,12,144.0,2022Q4
1788,112,3,144.5,2023Q1
1788,112,6,147.0,2023Q2
1788,112,9,139.0,2023Q3
1788,112,12,135.5,2023Q4
1788,113,3,140.5,2024Q1
1788,113,6,138.0,2024Q2
1788,113,9,138.0,2024Q3
1788,113,12,139.5,2024Q4
1788,114,3,141.5,2025Q1
1799,105,3,32.2,2016Q1
1799,105,6,28.3,2016Q2
1799,105,9,25.0,2016Q3
1799,105,12,20.7,2016Q4
1799,106,3,23.8,2017Q1
1799,106,6,25.5,2017Q2
1799,106,9,22.7,2017Q3
1799,106,12,20.6,2017Q4
1799,107,3,18.85,2018Q1
1799,107,6,17.45,2018Q2
1799,107,9,16.5,2018Q3
1799,107,12,11.0,2018Q4
1799,108,3,12.3,2019Q1
1799,108,6,9.8,2019Q2
1799,108,9,10.8,2019Q3
1799,108,12,9.88,2019Q4
1799,109,3,8.69,2020Q1
1799,109,6,23.45,2020Q2
1799,109,9,16.5,2020Q3
1799,109,12,17.35,2020Q4
1799,110,3,16.75,2021Q1
1799,110,6,15.6,2021Q2
1799,110,9,15.9,2021Q3
1799,110,12,15.9,2021Q4
1799,111,3,14.1,2022Q1
1799,111,6,12.45,2022Q2
1799,111,9,10.5,2022Q3
1799,111,12,16.05,2022Q4
1799,112,3,19.95,2023Q1
1799,112,6,22.2,2023Q2
1799,112,9,21.4,2023Q3
1799,112,12,41.3,2023Q4
1799,113,3,69.5,2024Q1
1799,113,6,130.0,2024Q2
1799,113,9,108.0,2024Q3
1799,113,12,64.3,2024Q4
1799,114,3,67.5,2025Q1
1813,105,3,28.7,2016Q1
1813,105,6,28.15,2016Q2
1813,105,9,23.85,2016Q3
1813,105,12,23.45,2016Q4
1813,106,3,23.5,2017Q1
1813,106,6,22.8,2017Q2
1813,106,9,20.45,2017Q3
1813,106,12,20.75,2017Q4
1813,107,3,20.15,2018Q1
1813,107,6,18.6,2018Q2
1813,107,9,20.5,2018Q3
1813,107,12,19.1,2018Q4
1813,108,3,25.1,2019Q1
1813,108,6,27.85,2019Q2
1813,108,9,27.5,2019Q3
1813,108,12,27.1,2019Q4
1813,109,3,19.25,2020Q1
1813,109,6,22.65,2020Q2
1813,109,9,19.0,2020Q3
1813,109,12,19.2,2020Q4
1813,110,3,19.1,2021Q1
1813,110,6,19.35,2021Q2
1813,110,9,17.75,2021Q3
1813,110,12,18.2,2021Q4
1813,111,3,19.15,2022Q1
1813,111,6,18.45,2022Q2
1813,111,9,21.1,2022Q3
1813,111,12,22.8,2022Q4
1813,112,3,22.55,2023Q1
1813,112,6,21.0,2023Q2
1813,112,9,19.65,2023Q3
1813,112,12,20.8,2023Q4
1813,113,3,20.45,2024Q1
1813,113,6,20.8,2024Q2
1813,113,9,19.55,2024Q3
1813,113,12,18.3,2024Q4
1813,114,3,17.05,2025Q1
1815,105,3,11.45,2016Q1
1815,105,6,11.25,2016Q2
1815,105,9,13.75,2016Q3
1815,105,12,13.3,2016Q4
1815,106,3,15.85,2017Q1
1815,106,6,14.35,2017Q2
1815,106,9,14.95,2017Q3
1815,106,12,22.75,2017Q4
1815,107,3,19.35,2018Q1
1815,107,6,18.35,2018Q2
1815,107,9,16.4,2018Q3
1815,107,12,15.5,2018Q4
1815,108,3,17.0,2019Q1
1815,108,6,15.2,2019Q2
1815,108,9,14.0,2019Q3
1815,108,12,12.95,2019Q4
1815,109,3,8.98,2020Q1
1815,109,6,10.9,2020Q2
1815,109,9,10.2,2020Q3
1815,109,12,14.6,2020Q4
1815,110,3,15.5,2021Q1
1815,110,6,19.1,2021Q2
1815,110,9,16.9,2021Q3
1815,110,12,17.35,2021Q4
1815,111,3,15.25,2022Q1
1815,111,6,12.75,2022Q2
1815,111,9,12.3,2022Q3
1815,111,12,11.65,2022Q4
1815,112,3,12.15,2023Q1
1815,112,6,13.55,2023Q2
1815,112,9,16.5,2023Q3
1815,112,12,15.65,2023Q4
1815,113,3,18.7,2024Q1
1815,113,6,25.7,2024Q2
1815,113,9,21.1,2024Q3
1815,113,12,26.4,2024Q4
1815,114,3,30.2,2025Q1
2035,105,3,46.0,2016Q1
2035,105,6,44.8,2016Q2
2035,105,9,47.7,2016Q3
2035,106,6,46.7,2017Q2
2035,106,9,46.0,2017Q3
2035,106,12,47.0,2017Q4
2035,107,3,45.0,2018Q1
2035,107,6,44.0,2018Q2
2035,107,9,44.95,2018Q3
2035,107,12,46.0,2018Q4
2035,108,3,41.3,2019Q1
