公司代號,年度,月份,收盤價,year_quarter
3095,112,12,29.7,2023Q4
3095,113,3,33.5,2024Q1
3095,113,6,45.05,2024Q2
3095,113,9,53.5,2024Q3
3095,113,12,42.6,2024Q4
3095,114,3,35.95,2025Q1
3105,105,3,63.8,2016Q1
3105,105,6,65.3,2016Q2
3105,105,9,92.0,2016Q3
3105,105,12,90.9,2016Q4
3105,106,3,135.0,2017Q1
3105,106,6,167.0,2017Q2
3105,106,9,197.5,2017Q3
3105,106,12,283.0,2017Q4
3105,107,3,314.5,2018Q1
3105,107,6,219.5,2018Q2
3105,107,9,134.5,2018Q3
3105,107,12,118.0,2018Q4
3105,108,3,217.5,2019Q1
3105,108,6,199.0,2019Q2
3105,108,9,278.5,2019Q3
3105,108,12,294.0,2019Q4
3105,109,3,263.5,2020Q1
3105,109,6,299.0,2020Q2
3105,109,9,286.5,2020Q3
3105,109,12,346.0,2020Q4
3105,110,3,391.0,2021Q1
3105,110,6,375.0,2021Q2
3105,110,9,310.0,2021Q3
3105,110,12,374.5,2021Q4
3105,111,3,266.0,2022Q1
3105,111,6,192.5,2022Q2
3105,111,9,123.5,2022Q3
3105,111,12,136.5,2022Q4
3105,112,3,182.5,2023Q1
3105,112,6,164.0,2023Q2
3105,112,9,129.0,2023Q3
3105,112,12,159.0,2023Q4
3105,113,3,146.0,2024Q1
3105,113,6,174.5,2024Q2
3105,113,9,136.5,2024Q3
3105,113,12,112.0,2024Q4
3105,114,3,98.5,2025Q1
3114,105,3,12.6,2016Q1
3114,105,6,11.55,2016Q2
3114,105,9,11.5,2016Q3
3114,105,12,10.35,2016Q4
3114,106,3,12.1,2017Q1
3114,106,6,11.7,2017Q2
3114,106,9,16.2,2017Q3
3114,106,12,16.4,2017Q4
3114,107,3,20.8,2018Q1
3114,107,6,39.6,2018Q2
3114,107,9,34.35,2018Q3
3114,107,12,27.5,2018Q4
3114,108,3,37.4,2019Q1
3114,108,6,35.6,2019Q2
3114,108,9,32.2,2019Q3
3114,108,12,30.2,2019Q4
3114,109,3,18.95,2020Q1
3114,109,6,22.45,2020Q2
3114,109,9,17.85,2020Q3
3114,109,12,22.4,2020Q4
3114,110,3,23.25,2021Q1
3114,110,6,24.55,2021Q2
3114,110,9,26.05,2021Q3
3114,110,12,29.15,2021Q4
3114,111,3,27.05,2022Q1
3114,111,6,26.0,2022Q2
3114,111,9,26.35,2022Q3
3114,111,12,25.3,2022Q4
3114,112,3,27.15,2023Q1
3114,112,6,27.25,2023Q2
3114,112,9,27.35,2023Q3
3114,112,12,26.95,2023Q4
3114,113,3,27.55,2024Q1
3114,113,6,28.7,2024Q2
3114,113,9,25.85,2024Q3
3114,113,12,25.8,2024Q4
3114,114,3,25.05,2025Q1
3115,105,3,11.9,2016Q1
3115,105,9,13.25,2016Q3
3115,105,12,10.4,2016Q4
3115,106,3,12.5,2017Q1
3115,106,9,11.5,2017Q3
3115,106,12,11.4,2017Q4
3115,107,3,25.15,2018Q1
3115,107,6,27.8,2018Q2
3115,107,9,25.2,2018Q3
3115,107,12,19.9,2018Q4
3115,108,3,21.0,2019Q1
3115,108,9,15.5,2019Q3
3115,108,12,12.3,2019Q4
3115,109,3,9.25,2020Q1
3115,109,6,14.0,2020Q2
3115,109,9,17.3,2020Q3
3115,109,12,17.5,2020Q4
3115,110,3,15.65,2021Q1
3115,110,6,14.05,2021Q2
3115,110,9,13.1,2021Q3
3115,110,12,15.6,2021Q4
3115,111,3,11.9,2022Q1
3115,111,9,11.5,2022Q3
3115,111,12,11.15,2022Q4
3115,112,3,11.2,2023Q1
3115,112,6,11.4,2023Q2
3115,112,9,10.4,2023Q3
3115,112,12,10.4,2023Q4
3115,113,3,10.45,2024Q1
3115,113,6,10.1,2024Q2
3115,113,9,9.09,2024Q3
3115,113,12,9.36,2024Q4
3115,114,3,12.7,2025Q1
3118,105,3,37.8,2016Q1
3118,105,6,34.25,2016Q2
3118,105,9,32.4,2016Q3
3118,105,12,30.3,2016Q4
3118,106,3,31.45,2017Q1
3118,106,6,32.0,2017Q2
3118,106,9,32.55,2017Q3
3118,106,12,32.45,2017Q4
3118,107,3,35.1,2018Q1
3118,107,6,31.0,2018Q2
3118,107,9,30.55,2018Q3
3118,107,12,28.3,2018Q4
3118,108,3,29.2,2019Q1
3118,108,6,27.75,2019Q2
3118,108,9,27.45,2019Q3
3118,108,12,27.0,2019Q4
3118,109,3,23.15,2020Q1
3118,109,6,35.5,2020Q2
3118,109,9,29.55,2020Q3
3118,109,12,29.95,2020Q4
3118,110,3,30.85,2021Q1
3118,110,6,31.25,2021Q2
3118,110,9,29.9,2021Q3
3118,110,12,29.95,2021Q4
3118,111,3,29.9,2022Q1
3118,111,6,27.05,2022Q2
3118,111,9,25.3,2022Q3
3118,111,12,27.65,2022Q4
3118,112,3,30.35,2023Q1
3118,112,6,30.0,2023Q2
3118,112,9,30.35,2023Q3
3118,112,12,30.45,2023Q4
3118,113,3,31.2,2024Q1
3118,113,6,35.85,2024Q2
3118,113,9,32.75,2024Q3
3118,113,12,32.0,2024Q4
3118,114,3,33.25,2025Q1
3122,105,3,20.1,2016Q1
3122,105,6,18.55,2016Q2
3122,105,9,17.45,2016Q3
3122,105,12,15.8,2016Q4
3122,106,3,15.65,2017Q1
3122,106,6,15.95,2017Q2
3122,106,9,16.1,2017Q3
3122,106,12,16.8,2017Q4
3122,107,3,18.05,2018Q1
3122,107,6,18.55,2018Q2
3122,107,9,15.85,2018Q3
3122,107,12,15.3,2018Q4
3122,108,3,12.7,2019Q1
3122,108,6,13.1,2019Q2
3122,108,9,14.15,2019Q3
3122,108,12,12.05,2019Q4
3122,109,3,8.19,2020Q1
3122,109,6,11.0,2020Q2
3122,109,9,11.65,2020Q3
3122,109,12,18.65,2020Q4
3122,110,3,49.5,2021Q1
3122,110,6,37.05,2021Q2
3122,110,9,44.2,2021Q3
3122,110,12,57.5,2021Q4
3122,111,3,68.9,2022Q1
3122,111,6,38.5,2022Q2
3122,111,9,25.5,2022Q3
3122,111,12,25.05,2022Q4
3122,112,3,27.4,2023Q1
3122,112,6,28.4,2023Q2
3122,112,9,36.0,2023Q3
3122,112,12,45.6,2023Q4
3122,113,3,37.4,2024Q1
3122,113,6,56.5,2024Q2
3122,113,9,39.8,2024Q3
3122,113,12,31.0,2024Q4
3122,114,3,26.5,2025Q1
3128,105,3,14.2,2016Q1
3128,105,6,12.6,2016Q2
3128,105,9,11.35,2016Q3
3128,105,12,11.3,2016Q4
3128,106,3,12.15,2017Q1
3128,106,6,11.45,2017Q2
3128,106,9,11.45,2017Q3
3128,106,12,11.0,2017Q4
3128,107,3,15.0,2018Q1
3128,107,6,15.15,2018Q2
3128,107,9,12.05,2018Q3
3128,107,12,14.0,2018Q4
3128,108,3,14.8,2019Q1
3128,108,6,14.6,2019Q2
3128,108,9,13.75,2019Q3
3128,108,12,13.2,2019Q4
3128,109,3,11.4,2020Q1
3128,109,6,12.7,2020Q2
3128,109,9,13.0,2020Q3
3128,109,12,15.7,2020Q4
3128,110,3,20.2,2021Q1
3128,110,6,21.0,2021Q2
3128,110,9,19.2,2021Q3
3128,110,12,23.2,2021Q4
3128,111,3,19.5,2022Q1
3128,111,6,18.0,2022Q2
3128,111,9,30.75,2022Q3
3128,111,12,41.45,2022Q4
3128,112,3,41.7,2023Q1
3128,112,6,45.5,2023Q2
3128,112,9,29.5,2023Q3
3128,112,12,30.2,2023Q4
3128,113,3,31.8,2024Q1
3128,113,6,30.95,2024Q2
3128,113,9,29.4,2024Q3
3128,113,12,27.45,2024Q4
3128,114,3,22.7,2025Q1
3131,105,3,245.5,2016Q1
3131,105,6,217.0,2016Q2
3131,105,9,182.0,2016Q3
3131,105,12,187.5,2016Q4
3131,106,3,178.5,2017Q1
3131,106,6,196.0,2017Q2
3131,106,9,192.5,2017Q3
3131,106,12,174.0,2017Q4
3131,107,3,173.0,2018Q1
3131,107,6,143.0,2018Q2
3131,107,9,117.5,2018Q3
3131,107,12,105.5,2018Q4
3131,108,3,118.0,2019Q1
3131,108,6,129.5,2019Q2
3131,108,9,152.0,2019Q3
3131,108,12,278.5,2019Q4
3131,109,3,191.0,2020Q1
3131,109,6,255.5,2020Q2
3131,109,9,376.0,2020Q3
3131,109,12,397.5,2020Q4
3131,110,3,348.0,2021Q1
3131,110,6,427.5,2021Q2
3131,110,9,352.0,2021Q3
3131,110,12,378.0,2021Q4
3131,111,3,333.5,2022Q1
3131,111,6,231.0,2022Q2
3131,111,9,209.0,2022Q3
3131,111,12,227.0,2022Q4
3131,112,3,308.5,2023Q1
3131,112,6,543.0,2023Q2
3131,112,9,507.0,2023Q3
3131,112,12,596.0,2023Q4
3131,113,3,877.0,2024Q1
3131,113,6,1355.0,2024Q2
3131,113,9,1740.0,2024Q3
3131,113,12,1485.0,2024Q4
3131,114,3,925.0,2025Q1
3141,105,3,35.4,2016Q1
3141,105,6,54.4,2016Q2
3141,105,9,42.4,2016Q3
3141,105,12,39.9,2016Q4
3141,106,3,34.9,2017Q1
3141,106,6,34.6,2017Q2
3141,106,9,36.4,2017Q3
3141,106,12,38.9,2017Q4
3141,107,3,34.55,2018Q1
3141,107,6,33.8,2018Q2
3141,107,9,37.5,2018Q3
3141,107,12,35.15,2018Q4
3141,108,3,45.7,2019Q1
3141,108,6,34.05,2019Q2
3141,108,9,31.5,2019Q3
3141,108,12,30.5,2019Q4
3141,109,3,19.0,2020Q1
3141,109,6,23.8,2020Q2
3141,109,9,28.85,2020Q3
3141,109,12,41.55,2020Q4
3141,110,3,73.1,2021Q1
3141,110,6,140.5,2021Q2
3141,110,9,156.0,2021Q3
3141,110,12,255.0,2021Q4
3141,111,3,185.5,2022Q1
3141,111,9,88.2,2022Q3
3141,111,12,76.9,2022Q4
3141,112,3,105.5,2023Q1
3141,112,6,102.0,2023Q2
3141,112,9,89.3,2023Q3
3141,112,12,100.0,2023Q4
3141,113,3,77.9,2024Q1
3141,113,6,95.3,2024Q2
3141,113,9,94.3,2024Q3
3141,113,12,74.6,2024Q4
3141,114,3,63.5,2025Q1
3152,105,3,180.5,2016Q1
3152,105,6,179.0,2016Q2
3152,105,9,219.0,2016Q3
3152,105,12,237.5,2016Q4
3152,106,3,298.0,2017Q1
3152,106,6,370.0,2017Q2
3152,106,9,423.0,2017Q3
3152,106,12,399.0,2017Q4
3152,107,3,268.0,2018Q1
3152,107,6,253.5,2018Q2
3152,107,9,207.0,2018Q3
3152,107,12,245.0,2018Q4
3152,108,3,245.0,2019Q1
3152,108,6,241.5,2019Q2
3152,108,9,257.0,2019Q3
3152,108,12,352.0,2019Q4
3152,109,3,266.0,2020Q1
3152,109,6,411.0,2020Q2
3152,109,9,392.0,2020Q3
3152,109,12,510.0,2020Q4
3152,110,3,571.0,2021Q1
3152,110,6,505.0,2021Q2
3152,110,9,344.5,2021Q3
3152,110,12,351.5,2021Q4
3152,111,3,271.0,2022Q1
3152,111,6,184.0,2022Q2
3152,111,9,154.0,2022Q3
3152,111,12,182.5,2022Q4
3152,112,3,234.5,2023Q1
3152,112,6,214.0,2023Q2
3152,112,9,209.0,2023Q3
3152,112,12,245.0,2023Q4
3152,113,3,234.0,2024Q1
3152,113,6,206.0,2024Q2
3152,113,9,177.5,2024Q3
3152,113,12,180.5,2024Q4
3152,114,3,137.5,2025Q1
3162,105,3,5.95,2016Q1
3162,105,6,5.71,2016Q2
3162,105,9,6.76,2016Q3
3162,105,12,6.19,2016Q4
3162,106,3,6.38,2017Q1
3162,106,6,15.25,2017Q2
3162,106,9,32.55,2017Q3
3162,106,12,39.8,2017Q4
3162,107,3,27.2,2018Q1
3162,107,6,25.75,2018Q2
3162,107,9,25.0,2018Q3
3162,107,12,23.85,2018Q4
3162,108,3,20.0,2019Q1
3162,108,6,17.3,2019Q2
3162,108,9,16.4,2019Q3
3162,108,12,11.7,2019Q4
3162,109,3,6.17,2020Q1
3162,109,6,9.5,2020Q2
3162,109,9,15.55,2020Q3
3162,109,12,16.4,2020Q4
3162,110,3,27.2,2021Q1
3162,110,6,27.0,2021Q2
3162,110,9,51.5,2021Q3
3162,110,12,46.0,2021Q4
3162,111,3,42.1,2022Q1
3162,111,6,38.95,2022Q2
3162,111,9,47.3,2022Q3
3162,111,12,49.25,2022Q4
3162,112,3,60.5,2023Q1
3162,112,6,52.3,2023Q2
3162,112,9,49.1,2023Q3
3162,112,12,49.9,2023Q4
3162,113,3,38.45,2024Q1
3162,113,6,31.2,2024Q2
3162,113,9,34.65,2024Q3
3162,113,12,38.85,2024Q4
3162,114,3,50.8,2025Q1
3163,105,3,45.25,2016Q1
3163,105,6,45.3,2016Q2
3163,105,9,52.1,2016Q3
3163,105,12,47.95,2016Q4
3163,106,3,61.6,2017Q1
3163,106,6,46.5,2017Q2
3163,106,9,45.1,2017Q3
3163,106,12,43.4,2017Q4
3163,107,3,36.3,2018Q1
3163,107,6,43.15,2018Q2
3163,107,9,33.55,2018Q3
3163,107,12,38.05,2018Q4
3163,108,3,46.9,2019Q1
3163,108,6,41.6,2019Q2
3163,108,9,47.9,2019Q3
3163,108,12,51.2,2019Q4
3163,109,3,29.65,2020Q1
3163,109,6,52.3,2020Q2
3163,109,9,62.8,2020Q3
3163,109,12,53.0,2020Q4
3163,110,3,54.9,2021Q1
3163,110,6,44.7,2021Q2
3163,110,9,37.95,2021Q3
3163,110,12,42.05,2021Q4
3163,111,3,47.85,2022Q1
3163,111,6,44.0,2022Q2
3163,111,9,49.85,2022Q3
3163,111,12,49.5,2022Q4
3163,112,3,56.5,2023Q1
3163,112,6,60.2,2023Q2
3163,112,9,97.1,2023Q3
3163,112,12,88.4,2023Q4
3163,113,3,102.0,2024Q1
3163,113,6,137.0,2024Q2
3163,113,9,157.5,2024Q3
3163,113,12,141.5,2024Q4
3163,114,3,172.5,2025Q1
3169,105,3,27.7,2016Q1
3169,105,6,24.3,2016Q2
3169,105,9,24.65,2016Q3
3169,105,12,22.3,2016Q4
3169,106,3,23.65,2017Q1
3169,106,6,26.15,2017Q2
3169,106,9,29.55,2017Q3
3169,106,12,29.55,2017Q4
3169,107,3,27.25,2018Q1
3169,107,6,27.1,2018Q2
3169,107,9,26.45,2018Q3
3169,107,12,30.1,2018Q4
3169,108,3,43.45,2019Q1
3169,108,6,41.3,2019Q2
3169,108,9,40.9,2019Q3
3169,108,12,37.95,2019Q4
3169,109,3,27.8,2020Q1
3169,109,6,38.45,2020Q2
3169,109,9,35.45,2020Q3
3169,109,12,60.2,2020Q4
3169,110,3,201.0,2021Q1
3169,110,6,190.0,2021Q2
3169,110,9,134.5,2021Q3
3169,110,12,277.0,2021Q4
3169,111,3,215.0,2022Q1
3169,111,6,126.0,2022Q2
3169,111,9,92.0,2022Q3
3169,111,12,99.0,2022Q4
3169,112,3,124.5,2023Q1
3169,112,6,125.0,2023Q2
3169,112,9,114.5,2023Q3
3169,112,12,133.0,2023Q4
3169,113,3,125.0,2024Q1
3169,113,6,126.5,2024Q2
3169,113,9,114.0,2024Q3
3169,113,12,104.5,2024Q4
3169,114,3,96.2,2025Q1
3171,105,3,20.65,2016Q1
3171,105,6,19.35,2016Q2
3171,105,9,19.85,2016Q3
3171,105,12,19.2,2016Q4
3171,106,3,17.6,2017Q1
3171,106,6,15.95,2017Q2
3171,106,9,15.5,2017Q3
3171,106,12,13.8,2017Q4
3171,107,3,14.9,2018Q1
3171,107,6,14.7,2018Q2
3171,107,9,12.4,2018Q3
3171,107,12,9.94,2018Q4
3171,108,3,10.65,2019Q1
3171,108,6,14.0,2019Q2
3171,108,12,14.05,2019Q4
3171,109,3,14.85,2020Q1
3171,109,6,24.75,2020Q2
3171,109,9,22.0,2020Q3
3171,109,12,21.9,2020Q4
3171,110,3,25.65,2021Q1
3171,110,6,25.75,2021Q2
3171,110,9,21.05,2021Q3
3171,110,12,21.0,2021Q4
3171,111,3,21.15,2022Q1
3171,111,6,17.85,2022Q2
3171,111,9,15.8,2022Q3
3171,111,12,16.25,2022Q4
3171,112,3,18.05,2023Q1
3171,112,6,18.85,2023Q2
3171,112,9,18.3,2023Q3
3171,112,12,20.3,2023Q4
3171,113,3,29.8,2024Q1
3171,113,6,29.95,2024Q2
3171,113,9,26.5,2024Q3
3171,113,12,36.0,2024Q4
3171,114,3,39.75,2025Q1
3176,105,3,70.7,2016Q1
3176,105,6,82.0,2016Q2
3176,105,9,70.0,2016Q3
3176,105,12,79.3,2016Q4
3176,106,3,60.0,2017Q1
3176,106,6,53.2,2017Q2
3176,106,9,44.7,2017Q3
3176,106,12,35.4,2017Q4
3176,107,3,38.35,2018Q1
3176,107,6,32.6,2018Q2
3176,107,9,49.3,2018Q3
3176,107,12,45.05,2018Q4
3176,108,3,59.0,2019Q1
3176,108,6,75.7,2019Q2
3176,108,9,63.1,2019Q3
3176,108,12,62.1,2019Q4
3176,109,3,48.2,2020Q1
3176,109,6,85.5,2020Q2
3176,109,9,64.6,2020Q3
3176,109,12,59.2,2020Q4
3176,110,3,65.7,2021Q1
3176,110,6,65.3,2021Q2
3176,110,9,57.2,2021Q3
3176,110,12,57.4,2021Q4
3176,111,3,52.3,2022Q1
3176,111,6,42.9,2022Q2
3176,111,9,33.7,2022Q3
3176,111,12,33.6,2022Q4
3176,112,3,32.55,2023Q1
3176,112,6,33.2,2023Q2
3176,112,9,33.85,2023Q3
3176,112,12,44.8,2023Q4
3176,113,3,38.95,2024Q1
3176,113,6,45.65,2024Q2
3176,113,9,38.5,2024Q3
3176,113,12,32.4,2024Q4
3176,114,3,31.75,2025Q1
3188,105,3,9.97,2016Q1
3188,105,6,14.6,2016Q2
3188,105,9,16.35,2016Q3
3188,105,12,15.9,2016Q4
3188,106,3,19.1,2017Q1
3188,106,6,20.25,2017Q2
3188,106,9,18.8,2017Q3
3188,106,12,18.1,2017Q4
3188,107,3,16.9,2018Q1
3188,107,6,15.95,2018Q2
3188,107,9,19.05,2018Q3
3188,107,12,17.85,2018Q4
3188,108,3,19.05,2019Q1
3188,108,6,21.5,2019Q2
3188,108,9,19.5,2019Q3
3188,108,12,17.95,2019Q4
3188,109,3,13.65,2020Q1
3188,109,6,14.6,2020Q2
3188,109,9,13.85,2020Q3
3188,109,12,14.15,2020Q4
3188,110,3,13.85,2021Q1
3188,110,6,14.25,2021Q2
3188,110,9,18.7,2021Q3
3188,110,12,17.8,2021Q4
3188,111,3,16.3,2022Q1
3188,111,6,15.85,2022Q2
3188,111,9,11.15,2022Q3
3188,111,12,12.5,2022Q4
3188,112,3,12.95,2023Q1
3188,112,6,14.9,2023Q2
3188,112,9,16.25,2023Q3
3188,112,12,16.55,2023Q4
3188,113,3,28.2,2024Q1
3188,113,6,30.95,2024Q2
3188,113,9,34.8,2024Q3
3188,113,12,27.75,2024Q4
3188,114,3,27.9,2025Q1
3191,105,3,17.35,2016Q1
3191,105,6,12.55,2016Q2
3191,105,9,15.4,2016Q3
3191,105,12,11.8,2016Q4
3191,106,3,17.85,2017Q1
3191,106,6,23.3,2017Q2
3191,106,9,18.0,2017Q3
3191,106,12,15.8,2017Q4
3191,107,3,18.55,2018Q1
3191,107,6,18.1,2018Q2
3191,107,9,18.95,2018Q3
3191,107,12,14.8,2018Q4
3191,108,3,18.4,2019Q1
3191,108,6,17.0,2019Q2
3191,108,9,42.0,2019Q3
3191,108,12,45.3,2019Q4
3191,109,3,39.6,2020Q1
3191,109,6,48.4,2020Q2
3191,109,9,38.0,2020Q3
3191,109,12,11.2,2020Q4
3191,110,3,7.12,2021Q1
3191,110,6,6.1,2021Q2
3191,110,9,8.11,2021Q3
3191,110,12,7.8,2021Q4
3191,111,3,10.85,2022Q1
3191,111,6,9.27,2022Q2
3191,111,9,9.2,2022Q3
3191,111,12,6.99,2022Q4
3191,112,3,8.1,2023Q1
3191,112,6,8.37,2023Q2
3191,112,9,13.0,2023Q3
3191,112,12,11.25,2023Q4
3191,113,3,21.95,2024Q1
3191,113,6,21.95,2024Q2
3191,113,9,18.3,2024Q3
3191,113,12,18.25,2024Q4
3191,114,3,16.85,2025Q1
3202,105,3,9.95,2016Q1
3202,105,6,12.7,2016Q2
3202,105,9,13.9,2016Q3
3202,105,12,12.7,2016Q4
3202,106,3,12.6,2017Q1
3202,106,6,13.3,2017Q2
3202,106,9,23.95,2017Q3
3202,106,12,24.1,2017Q4
3202,107,3,19.55,2018Q1
3202,107,6,14.0,2018Q2
3202,107,9,13.5,2018Q3
3202,107,12,14.9,2018Q4
3202,108,3,19.0,2019Q1
3202,108,6,20.9,2019Q2
3202,108,9,18.35,2019Q3
3202,108,12,18.55,2019Q4
3202,109,3,14.85,2020Q1
3202,109,6,18.45,2020Q2
3202,109,9,25.75,2020Q3
3202,109,12,19.15,2020Q4
3202,110,3,18.15,2021Q1
3202,110,6,14.2,2021Q2
3202,110,9,14.0,2021Q3
3202,110,12,20.4,2021Q4
3202,111,3,17.5,2022Q1
3202,111,6,13.7,2022Q2
3202,111,9,15.1,2022Q3
3202,111,12,14.35,2022Q4
3202,112,3,15.5,2023Q1
3202,112,6,20.5,2023Q2
3202,112,9,15.1,2023Q3
3202,112,12,15.1,2023Q4
3202,113,3,12.05,2024Q1
3202,113,6,18.45,2024Q2
3202,113,9,15.9,2024Q3
3202,113,12,6.7,2024Q4
3202,114,3,4.26,2025Q1
3205,105,3,298.0,2016Q1
3205,105,6,181.0,2016Q2
3205,105,9,154.0,2016Q3
3205,105,12,125.5,2016Q4
3205,106,3,121.0,2017Q1
3205,106,6,103.0,2017Q2
3205,106,9,74.0,2017Q3
3205,106,12,71.6,2017Q4
3205,107,3,79.0,2018Q1
3205,107,6,63.2,2018Q2
3205,107,9,52.6,2018Q3
3205,107,12,46.2,2018Q4
3205,108,3,48.9,2019Q1
3205,108,6,47.6,2019Q2
3205,108,9,53.4,2019Q3
3205,108,12,51.8,2019Q4
3205,109,3,30.05,2020Q1
3205,109,6,42.2,2020Q2
3205,109,9,34.4,2020Q3
3205,109,12,34.2,2020Q4
3205,110,3,32.3,2021Q1
3205,110,6,27.9,2021Q2
3205,110,9,26.0,2021Q3
3205,110,12,27.5,2021Q4
3205,111,3,23.6,2022Q1
3205,111,6,40.0,2022Q2
3205,111,9,46.55,2022Q3
3205,111,12,40.7,2022Q4
3205,112,3,39.8,2023Q1
3205,112,6,52.3,2023Q2
3205,112,9,41.85,2023Q3
3205,112,12,52.2,2023Q4
3205,113,3,42.4,2024Q1
3205,113,6,47.0,2024Q2
3205,113,9,37.45,2024Q3
3205,113,12,31.95,2024Q4
3205,114,3,29.65,2025Q1
3206,105,3,21.9,2016Q1
3206,105,6,23.8,2016Q2
3206,105,9,21.65,2016Q3
3206,105,12,23.05,2016Q4
3206,106,3,22.45,2017Q1
3206,106,6,22.25,2017Q2
3206,106,9,24.9,2017Q3
3206,106,12,25.35,2017Q4
3206,107,3,22.95,2018Q1
3206,107,6,21.65,2018Q2
3206,107,9,23.0,2018Q3
3206,107,12,23.0,2018Q4
3206,108,3,26.25,2019Q1
3206,108,6,26.45,2019Q2
3206,108,9,31.4,2019Q3
3206,108,12,33.65,2019Q4
3206,109,3,24.05,2020Q1
3206,109,6,28.7,2020Q2
3206,109,9,30.15,2020Q3
3206,109,12,37.45,2020Q4
3206,110,3,36.75,2021Q1
3206,110,6,33.2,2021Q2
3206,110,9,30.05,2021Q3
3206,110,12,29.85,2021Q4
3206,111,3,28.9,2022Q1
3206,111,6,26.75,2022Q2
3206,111,9,28.2,2022Q3
3206,111,12,29.45,2022Q4
3206,112,3,31.45,2023Q1
3206,112,6,39.0,2023Q2
3206,112,9,46.75,2023Q3
3206,112,12,44.8,2023Q4
3206,113,3,47.35,2024Q1
3206,113,6,49.7,2024Q2
3206,113,9,48.0,2024Q3
3206,113,12,42.5,2024Q4
3206,114,3,42.45,2025Q1
3207,105,3,7.0,2016Q1
3207,105,6,8.01,2016Q2
3207,105,9,12.0,2016Q3
3207,105,12,10.65,2016Q4
3207,106,3,11.2,2017Q1
3207,106,6,11.5,2017Q2
3207,106,9,10.0,2017Q3
3207,106,12,9.79,2017Q4
3207,107,3,10.2,2018Q1
3207,107,6,11.7,2018Q2
3207,107,9,10.85,2018Q3
3207,107,12,13.0,2018Q4
3207,108,3,10.6,2019Q1
3207,108,6,13.0,2019Q2
3207,108,9,13.45,2019Q3
3207,108,12,13.1,2019Q4
3207,109,3,10.95,2020Q1
3207,109,6,11.65,2020Q2
3207,109,9,10.4,2020Q3
3207,109,12,9.7,2020Q4
3207,110,3,13.5,2021Q1
3207,110,6,10.65,2021Q2
3207,110,9,15.85,2021Q3
3207,110,12,22.9,2021Q4
3207,111,3,24.05,2022Q1
3207,111,6,30.1,2022Q2
3207,111,9,41.7,2022Q3
3207,111,12,48.8,2022Q4
3207,112,3,73.9,2023Q1
3207,112,6,95.8,2023Q2
3207,112,9,74.4,2023Q3
3207,112,12,81.1,2023Q4
3207,113,3,129.0,2024Q1
3207,113,6,145.5,2024Q2
3207,113,9,138.5,2024Q3
3207,113,12,91.4,2024Q4
3207,114,3,95.4,2025Q1
3211,105,3,49.8,2016Q1
3211,105,6,47.5,2016Q2
3211,105,9,42.05,2016Q3
3211,105,12,37.1,2016Q4
3211,106,3,41.8,2017Q1
3211,106,6,39.3,2017Q2
3211,106,9,39.85,2017Q3
3211,106,12,44.85,2017Q4
3211,107,3,41.9,2018Q1
3211,107,6,40.85,2018Q2
3211,107,9,43.45,2018Q3
3211,107,12,45.0,2018Q4
3211,108,3,50.7,2019Q1
3211,108,6,50.7,2019Q2
3211,108,9,52.6,2019Q3
3211,108,12,60.9,2019Q4
3211,109,3,62.6,2020Q1
3211,109,6,76.2,2020Q2
3211,109,9,80.2,2020Q3
3211,109,12,84.4,2020Q4
3211,110,3,122.5,2021Q1
3211,110,6,111.5,2021Q2
3211,110,9,96.6,2021Q3
3211,110,12,102.5,2021Q4
3211,111,3,111.5,2022Q1
3211,111,6,71.3,2022Q2
3211,111,9,70.6,2022Q3
3211,111,12,73.0,2022Q4
3211,112,3,82.7,2023Q1
3211,112,6,79.2,2023Q2
3211,112,9,80.3,2023Q3
3211,112,12,89.9,2023Q4
3211,113,3,94.4,2024Q1
3211,113,6,99.4,2024Q2
3211,113,9,104.0,2024Q3
3211,113,12,210.0,2024Q4
3211,114,3,171.0,2025Q1
3213,105,3,40.5,2016Q1
3213,105,6,37.4,2016Q2
3213,105,9,34.8,2016Q3
3213,105,12,38.05,2016Q4
3213,106,3,48.9,2017Q1
3213,106,6,50.7,2017Q2
3213,106,9,57.7,2017Q3
3213,106,12,56.5,2017Q4
3213,107,3,53.9,2018Q1
3213,107,6,47.6,2018Q2
3213,107,9,42.25,2018Q3
3213,107,12,36.95,2018Q4
3213,108,3,43.5,2019Q1
3213,108,6,44.15,2019Q2
3213,108,9,46.15,2019Q3
3213,108,12,47.4,2019Q4
3213,109,3,43.1,2020Q1
3213,109,6,50.6,2020Q2
3213,109,9,45.75,2020Q3
3213,109,12,49.95,2020Q4
3213,110,3,59.7,2021Q1
3213,110,6,61.4,2021Q2
3213,110,9,59.1,2021Q3
3213,110,12,60.9,2021Q4
3213,111,3,56.4,2022Q1
3213,111,6,42.55,2022Q2
3213,111,9,41.5,2022Q3
3213,111,12,44.0,2022Q4
3213,112,3,52.8,2023Q1
3213,112,6,60.4,2023Q2
3213,112,9,74.0,2023Q3
3213,112,12,86.9,2023Q4
3213,113,3,90.1,2024Q1
3213,113,6,113.0,2024Q2
3213,113,9,109.5,2024Q3
3213,113,12,86.2,2024Q4
3213,114,3,115.5,2025Q1
3217,105,3,13.8,2016Q1
3217,105,6,13.3,2016Q2
3217,105,9,18.0,2016Q3
3217,105,12,21.3,2016Q4
3217,106,3,28.3,2017Q1
3217,106,6,26.5,2017Q2
3217,106,9,29.9,2017Q3
3217,106,12,31.95,2017Q4
