股票代號,民國年,月份,民國年月,西元季,西元Q,日期,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1203,105,6,10506,2021Q2,2021Q2,,,,,,
1203,105,9,10509,2021Q2,2021Q2,,,,,,
1203,105,12,10512,2021Q2,2021Q2,,,,,,
1203,106,3,10603,2021Q2,2021Q2,,,,,,
1203,106,6,10606,2021Q2,2021Q2,,,,,,
1203,106,9,10609,2021Q2,2021Q2,,,,,,
1203,106,12,10612,2021Q2,2021Q2,,,,,,
1203,107,3,10703,2021Q2,2021Q2,,,,,,
1203,107,6,10706,2021Q2,2021Q2,,,,,,
1203,107,9,10709,2021Q2,2021Q2,,,,,,
1203,107,12,10712,2021Q2,2021Q2,,,,,,
1203,108,3,10803,2021Q2,2021Q2,,,,,,
1203,108,6,10806,2021Q2,2021Q2,,,,,,
1203,108,9,10809,2021Q2,2021Q2,,,,,,
1203,108,12,10812,2021Q2,2021Q2,,,,,,
1203,109,3,10903,2021Q2,2021Q2,,,,,,
1203,109,6,10906,2021Q2,2021Q2,,,,,,
1203,109,9,10909,2021Q2,2021Q2,,,,,,
1203,109,12,10912,2021Q2,2021Q2,,,,,,
1203,110,3,11003,2021Q2,2021Q2,,,,,,
1203,110,6,11006,2021Q2,2021Q2,,,,,,
1203,110,9,11009,2021Q2,2021Q2,,,,,,
1203,110,12,11012,2021Q2,2021Q2,,,,,,
1203,111,3,11103,2021Q2,2021Q2,,,,,,
1203,111,6,11106,2021Q2,2021Q2,,,,,,
1203,111,9,11109,2021Q2,2021Q2,,,,,,
1203,111,12,11112,2021Q2,2021Q2,,,,,,
1203,112,3,11203,2021Q2,2021Q2,,,,,,
1203,112,6,11206,2021Q2,2021Q2,,,,,,
1203,112,9,11209,2021Q2,2021Q2,,,,,,
1203,112,12,11212,2021Q2,2021Q2,,,,,,
1203,113,3,11303,2021Q2,2021Q2,,,,,,
1203,113,6,11306,2021Q2,2021Q2,,,,,,
1203,113,9,11309,2021Q2,2021Q2,,,,,,
1203,113,12,11312,2021Q2,2021Q2,,,,,,
1203,114,3,11403,2021Q2,2021Q2,,,,,,
1210,105,3,10503,2021Q2,2021Q2,,,,,,
1210,105,6,10506,2021Q2,2021Q2,,,,,,
1210,105,9,10509,2021Q2,2021Q2,,,,,,
1210,105,12,10512,2021Q2,2021Q2,,,,,,
1210,106,3,10603,2021Q2,2021Q2,,,,,,
1210,106,6,10606,2021Q2,2021Q2,,,,,,
1210,106,9,10609,2021Q2,2021Q2,,,,,,
1210,106,12,10612,2021Q2,2021Q2,,,,,,
1210,107,3,10703,2021Q2,2021Q2,,,,,,
1210,107,6,10706,2021Q2,2021Q2,,,,,,
1210,107,9,10709,2021Q2,2021Q2,,,,,,
1210,107,12,10712,2021Q2,2021Q2,,,,,,
1210,108,3,10803,2021Q2,2021Q2,,,,,,
1210,108,6,10806,2021Q2,2021Q2,,,,,,
1210,108,9,10809,2021Q2,2021Q2,,,,,,
1210,108,12,10812,2021Q2,2021Q2,,,,,,
1210,109,3,10903,2021Q2,2021Q2,,,,,,
1210,109,6,10906,2021Q2,2021Q2,,,,,,
1210,109,9,10909,2021Q2,2021Q2,,,,,,
1210,109,12,10912,2021Q2,2021Q2,,,,,,
1210,110,3,11003,2021Q2,2021Q2,,,,,,
1210,110,6,11006,2021Q2,2021Q2,,,,,,
1210,110,9,11009,2021Q2,2021Q2,,,,,,
1210,110,12,11012,2021Q2,2021Q2,,,,,,
1210,111,3,11103,2021Q2,2021Q2,,,,,,
1210,111,6,11106,2021Q2,2021Q2,,,,,,
1210,111,9,11109,2021Q2,2021Q2,,,,,,
1210,111,12,11112,2021Q2,2021Q2,,,,,,
1210,112,3,11203,2021Q2,2021Q2,,,,,,
1210,112,6,11206,2021Q2,2021Q2,,,,,,
1210,112,9,11209,2021Q2,2021Q2,,,,,,
1210,112,12,11212,2021Q2,2021Q2,,,,,,
1210,113,3,11303,2021Q2,2021Q2,,,,,,
1210,113,6,11306,2021Q2,2021Q2,,,,,,
1210,113,9,11309,2021Q2,2021Q2,,,,,,
1210,113,12,11312,2021Q2,2021Q2,,,,,,
1210,114,3,11403,2021Q2,2021Q2,,,,,,
1213,105,3,10503,2021Q2,2021Q2,,,,,,
1213,105,6,10506,2021Q2,2021Q2,,,,,,
1213,105,9,10509,2021Q2,2021Q2,,,,,,
1213,105,12,10512,2021Q2,2021Q2,,,,,,
1213,106,3,10603,2021Q2,2021Q2,,,,,,
1213,106,6,10606,2021Q2,2021Q2,,,,,,
1213,106,9,10609,2021Q2,2021Q2,,,,,,
1213,106,12,10612,2021Q2,2021Q2,,,,,,
1213,107,3,10703,2021Q2,2021Q2,,,,,,
1213,107,6,10706,2021Q2,2021Q2,,,,,,
1213,107,9,10709,2021Q2,2021Q2,,,,,,
1213,107,12,10712,2021Q2,2021Q2,,,,,,
1213,108,3,10803,2021Q2,2021Q2,,,,,,
1213,108,6,10806,2021Q2,2021Q2,,,,,,
1213,108,9,10809,2021Q2,2021Q2,,,,,,
1213,108,12,10812,2021Q2,2021Q2,,,,,,
1213,109,3,10903,2021Q2,2021Q2,,,,,,
1213,109,6,10906,2021Q2,2021Q2,,,,,,
1213,109,9,10909,2021Q2,2021Q2,,,,,,
1213,109,12,10912,2021Q2,2021Q2,,,,,,
1213,110,3,11003,2021Q2,2021Q2,,,,,,
1213,110,6,11006,2021Q2,2021Q2,,,,,,
1213,110,9,11009,2021Q2,2021Q2,,,,,,
1213,110,12,11012,2021Q2,2021Q2,,,,,,
1213,111,3,11103,2021Q2,2021Q2,,,,,,
1213,111,6,11106,2021Q2,2021Q2,,,,,,
1213,111,9,11109,2021Q2,2021Q2,,,,,,
1213,111,12,11112,2021Q2,2021Q2,,,,,,
1213,112,3,11203,2021Q2,2021Q2,,,,,,
1213,112,6,11206,2021Q2,2021Q2,,,,,,
1213,112,9,11209,2021Q2,2021Q2,,,,,,
1213,112,12,11212,2021Q2,2021Q2,,,,,,
1213,113,3,11303,2021Q2,2021Q2,,,,,,
1213,113,6,11306,2021Q2,2021Q2,,,,,,
1213,113,9,11309,2021Q2,2021Q2,,,,,,
1213,113,12,11312,2021Q2,2021Q2,,,,,,
1213,114,3,11403,2021Q2,2021Q2,,,,,,
1215,105,3,10503,2021Q2,2021Q2,,,,,,
1215,105,6,10506,2021Q2,2021Q2,,,,,,
1215,105,9,10509,2021Q2,2021Q2,,,,,,
1215,105,12,10512,2021Q2,2021Q2,,,,,,
1215,106,3,10603,2021Q2,2021Q2,,,,,,
1215,106,6,10606,2021Q2,2021Q2,,,,,,
1215,106,9,10609,2021Q2,2021Q2,,,,,,
1215,106,12,10612,2021Q2,2021Q2,,,,,,
1215,107,3,10703,2021Q2,2021Q2,,,,,,
1215,107,6,10706,2021Q2,2021Q2,,,,,,
1215,107,9,10709,2021Q2,2021Q2,,,,,,
1215,107,12,10712,2021Q2,2021Q2,,,,,,
1215,108,3,10803,2021Q2,2021Q2,,,,,,
1215,108,6,10806,2021Q2,2021Q2,,,,,,
1215,108,9,10809,2021Q2,2021Q2,,,,,,
1215,108,12,10812,2021Q2,2021Q2,,,,,,
1215,109,3,10903,2021Q2,2021Q2,,,,,,
1215,109,6,10906,2021Q2,2021Q2,,,,,,
1215,109,9,10909,2021Q2,2021Q2,,,,,,
1215,109,12,10912,2021Q2,2021Q2,,,,,,
1215,110,3,11003,2021Q2,2021Q2,,,,,,
1215,110,6,11006,2021Q2,2021Q2,,,,,,
1215,110,9,11009,2021Q2,2021Q2,,,,,,
1215,110,12,11012,2021Q2,2021Q2,,,,,,
1215,111,3,11103,2021Q2,2021Q2,,,,,,
1215,111,6,11106,2021Q2,2021Q2,,,,,,
1215,111,9,11109,2021Q2,2021Q2,,,,,,
1215,111,12,11112,2021Q2,2021Q2,,,,,,
1215,112,3,11203,2021Q2,2021Q2,,,,,,
1215,112,6,11206,2021Q2,2021Q2,,,,,,
1215,112,9,11209,2021Q2,2021Q2,,,,,,
1215,112,12,11212,2021Q2,2021Q2,,,,,,
1215,113,3,11303,2021Q2,2021Q2,,,,,,
1215,113,6,11306,2021Q2,2021Q2,,,,,,
1215,113,9,11309,2021Q2,2021Q2,,,,,,
1215,113,12,11312,2021Q2,2021Q2,,,,,,
1215,114,3,11403,2021Q2,2021Q2,,,,,,
1216,105,3,10503,2021Q2,2021Q2,,,,,,
1216,105,6,10506,2021Q2,2021Q2,,,,,,
1216,105,9,10509,2021Q2,2021Q2,,,,,,
1216,105,12,10512,2021Q2,2021Q2,,,,,,
1216,106,3,10603,2021Q2,2021Q2,,,,,,
1216,106,6,10606,2021Q2,2021Q2,,,,,,
1216,106,9,10609,2021Q2,2021Q2,,,,,,
1216,106,12,10612,2021Q2,2021Q2,,,,,,
1216,107,3,10703,2021Q2,2021Q2,,,,,,
1216,107,6,10706,2021Q2,2021Q2,,,,,,
1216,107,9,10709,2021Q2,2021Q2,,,,,,
1216,107,12,10712,2021Q2,2021Q2,,,,,,
1216,108,3,10803,2021Q2,2021Q2,,,,,,
1216,108,6,10806,2021Q2,2021Q2,,,,,,
1216,108,9,10809,2021Q2,2021Q2,,,,,,
1216,108,12,10812,2021Q2,2021Q2,,,,,,
1216,109,3,10903,2021Q2,2021Q2,,,,,,
1216,109,6,10906,2021Q2,2021Q2,,,,,,
1216,109,9,10909,2021Q2,2021Q2,,,,,,
1216,109,12,10912,2021Q2,2021Q2,,,,,,
1216,110,3,11003,2021Q2,2021Q2,,,,,,
1216,110,6,11006,2021Q2,2021Q2,,,,,,
1216,110,9,11009,2021Q2,2021Q2,,,,,,
1216,110,12,11012,2021Q2,2021Q2,,,,,,
1216,111,3,11103,2021Q2,2021Q2,,,,,,
1216,111,6,11106,2021Q2,2021Q2,,,,,,
1216,111,9,11109,2021Q2,2021Q2,,,,,,
1216,111,12,11112,2021Q2,2021Q2,,,,,,
1216,112,3,11203,2021Q2,2021Q2,,,,,,
1216,112,6,11206,2021Q2,2021Q2,,,,,,
1216,112,9,11209,2021Q2,2021Q2,,,,,,
1216,112,12,11212,2021Q2,2021Q2,,,,,,
1216,113,3,11303,2021Q2,2021Q2,,,,,,
1216,113,6,11306,2021Q2,2021Q2,,,,,,
1216,113,9,11309,2021Q2,2021Q2,,,,,,
1216,113,12,11312,2021Q2,2021Q2,,,,,,
1216,114,3,11403,2021Q2,2021Q2,,,,,,
1217,105,3,10503,2021Q2,2021Q2,,,,,,
1217,105,6,10506,2021Q2,2021Q2,,,,,,
1217,105,9,10509,2021Q2,2021Q2,,,,,,
1217,105,12,10512,2021Q2,2021Q2,,,,,,
1217,106,3,10603,2021Q2,2021Q2,,,,,,
1217,106,6,10606,2021Q2,2021Q2,,,,,,
1217,106,9,10609,2021Q2,2021Q2,,,,,,
1217,106,12,10612,2021Q2,2021Q2,,,,,,
1217,107,3,10703,2021Q2,2021Q2,,,,,,
1217,107,6,10706,2021Q2,2021Q2,,,,,,
1217,107,9,10709,2021Q2,2021Q2,,,,,,
1217,107,12,10712,2021Q2,2021Q2,,,,,,
1217,108,3,10803,2021Q2,2021Q2,,,,,,
1217,108,6,10806,2021Q2,2021Q2,,,,,,
1217,108,9,10809,2021Q2,2021Q2,,,,,,
1217,108,12,10812,2021Q2,2021Q2,,,,,,
1217,109,3,10903,2021Q2,2021Q2,,,,,,
1217,109,6,10906,2021Q2,2021Q2,,,,,,
1217,109,9,10909,2021Q2,2021Q2,,,,,,
1217,109,12,10912,2021Q2,2021Q2,,,,,,
1217,110,3,11003,2021Q2,2021Q2,,,,,,
1217,110,6,11006,2021Q2,2021Q2,,,,,,
1217,110,9,11009,2021Q2,2021Q2,,,,,,
1217,110,12,11012,2021Q2,2021Q2,,,,,,
1217,111,3,11103,2021Q2,2021Q2,,,,,,
1217,111,6,11106,2021Q2,2021Q2,,,,,,
1217,111,9,11109,2021Q2,2021Q2,,,,,,
1217,111,12,11112,2021Q2,2021Q2,,,,,,
1217,112,3,11203,2021Q2,2021Q2,,,,,,
1217,112,6,11206,2021Q2,2021Q2,,,,,,
1217,112,9,11209,2021Q2,2021Q2,,,,,,
1217,112,12,11212,2021Q2,2021Q2,,,,,,
1217,113,3,11303,2021Q2,2021Q2,,,,,,
1217,113,6,11306,2021Q2,2021Q2,,,,,,
1217,113,9,11309,2021Q2,2021Q2,,,,,,
1217,113,12,11312,2021Q2,2021Q2,,,,,,
1217,114,3,11403,2021Q2,2021Q2,,,,,,
1218,105,3,10503,2021Q2,2021Q2,,,,,,
1218,105,6,10506,2021Q2,2021Q2,,,,,,
1218,105,9,10509,2021Q2,2021Q2,,,,,,
