季度,代碼,名稱,營業收入,營業損益,業外收入,稅前損益,稅後損益,每股EPS
2020Q4,3205,佰研,"558,190","-71,804","-2,196","-74,000","-74,488",-2.27
2020Q4,3206,志豐,"3,390,130","208,627","-5,679","202,948","156,384",2.90
2020Q4,3207,耀勝,"720,430","-20,658","2,958","-17,700","-20,464",-0.39
2020Q4,3211,順達,"19,348,270","1,343,585",907,"1,344,492","1,035,255",7.02
2020Q4,3213,茂訊,"2,975,830","371,213","50,543","421,756","329,496",5.51
2020Q4,3217,優群,"2,598,400","779,942","-20,314","759,628","611,709",7.20
2020Q4,3218,大學光,"2,053,140","596,515","5,615","602,130","484,153",6.35
2020Q4,3219,倚強股份,"89,930","48,814","-1,633","47,181","47,181",0.76
2020Q4,3221,台嘉碩,"2,136,210","12,786","-94,179","-81,393","-67,773",-0.68
2020Q4,3224,三顧,"1,576,080","-80,265","-11,910","-92,175","-82,495",-1.42
2020Q4,3226,至寶電,"2,494,950","448,289","-45,637","402,652","323,569",5.02
2020Q4,3227,原相,"8,148,020","1,838,500","-61,772","1,776,728","1,438,645",10.60
2020Q4,3228,金麗科,"378,260","73,805","-4,490","69,315","69,315",1.02
2020Q4,3230,錦明,"1,217,810","54,603","-15,967","38,636","12,269",0.21
2020Q4,3232,昱捷,"752,180","-6,773","25,095","18,322","14,989",0.35
2020Q4,3234,光環,"1,522,130","42,212","-34,474","7,738","1,651",0.10
2020Q4,3236,千如,"2,020,660","101,406","7,406","108,812","73,862",0.79
2020Q4,3252,海灣,"282,850","-84,275","-9,270","-93,545","-94,439",-1.84
2020Q4,3259,鑫創,"650,500","-140,295","66,592","-73,703","-78,355",-1.21
2020Q4,3260,威剛,"32,227,330","1,888,095","86,042","1,974,137","1,361,192",6.10
2020Q4,3264,欣銓,"9,674,950","2,229,664","19,658","2,249,322","1,782,498",3.78
2020Q4,3265,台星科,"2,613,530","227,031",715,"227,746","209,398",1.54
2020Q4,3268,海德威,"1,165,890","10,103","19,944","30,047","30,047",0.90
2020Q4,3272,東碩,"5,102,430","216,701","-1,126","215,575","178,898",3.47
2020Q4,3276,宇環,"1,255,710","-111,780","83,250","-28,530","-28,542",0.18
2020Q4,3284,太普高,"681,960","-29,230","-66,555","-95,785","-80,225",-1.49
2020Q4,3285,微端,"951,080","55,158","-13,588","41,570","30,598",0.66
2020Q4,3287,廣寰科,"677,200","77,855","15,125","92,980","89,930",1.68
2020Q4,3288,點晶,"100,510","-21,797","13,740","-8,057","-8,057",-0.35
2020Q4,3289,宜特,"3,042,860","227,045","30,233","257,278","230,007",2.80
2020Q4,3290,東浦,"1,689,050","98,928","37,097","136,025","61,121",0.61
2020Q4,3293,鈊象,"8,425,860","4,236,441","-166,536","4,069,905","3,410,296",48.38
2020Q4,3294,英濟,"5,093,360","217,382","-33,748","183,634","86,477",0.65
2020Q4,3297,杭特,"200,280","-42,467","-25,576","-68,043","-68,686",-1.91
2020Q4,3303,岱稜,"2,368,110","290,745","-99,446","191,299","144,527",1.54
2020Q4,3306,鼎天,"1,058,960","-23,772","44,077","20,305","17,877",0.35
2020Q4,3310,佳穎,"1,090,430","88,610","-33,986","54,624","39,167",0.78
2020Q4,3313,斐成,"72,400","-21,277","-10,417","-31,694","-28,415",-0.30
2020Q4,3317,尼克森,"2,480,400","256,409","-18,587","237,822","185,931",3.04
2020Q4,3322,建舜電,"2,937,400","51,676","-52,069",-393,"-10,356",-0.41
2020Q4,3323,加百裕,"12,167,420","439,114","9,856","448,970","336,554",4.14
2020Q4,3324,雙鴻,"12,214,200","1,561,600","-154,772","1,406,828","1,127,148",12.88
2020Q4,3325,旭品,"2,201,880","274,727","-67,357","207,370","154,710",2.06
2020Q4,3332,幸康,"1,051,890","100,935","40,956","141,891","122,220",2.54
2020Q4,3339,泰谷,"636,980","-54,214","1,099","-53,115","-53,117",-1.23
2020Q4,3354,律勝,"289,720","-40,912","-18,320","-59,232","-51,751",-0.74
2020Q4,3360,尚立,"14,264,220","153,935","-53,375","100,560","69,212",1.01
2020Q4,3362,先進光,"3,193,610","9,278","-1,229,601","-1,220,323","-1,006,370",-8.90
2020Q4,3363,上詮,"1,614,480","83,469","16,188","99,657","94,844",1.09
2020Q4,3372,典範,"1,210,130","-8,530","-2,510","-11,040","-11,040",-0.06
2020Q4,3373,熱映,"2,616,670","951,198","-32,155","919,043","736,350",17.01
2020Q4,3374,精材,"7,277,590","1,762,948","-35,503","1,727,445","1,727,445",6.37
2020Q4,3379,彬台,"506,810","-102,055","116,286","14,231","17,805",0.47
2020Q4,3388,崇越電,"7,912,550","500,517","24,134","524,651","411,733",5.32
2020Q4,3390,旭軟,"657,010","-122,357","-31,799","-154,156","-123,696",-1.83
2020Q4,3402,漢科,"2,847,830","282,705","8,137","290,842","211,571",2.94
2020Q4,3426,台興,"592,840","72,855","4,035","76,890","57,079",2.16
2020Q4,3434,哲固,"521,610","-12,118","3,975","-8,143","-10,150",-0.45
2020Q4,3438,類比科,"1,279,270","131,851","-12,117","119,734","109,251",1.88
2020Q4,3441,聯一光,"276,200","-14,515","5,705","-8,810","-15,645",-0.40
2020Q4,3444,利機,"964,460","118,685","6,510","125,195","106,431",2.72
2020Q4,3455,由田,"2,303,490","329,838","-57,572","272,266","241,299",4.03
2020Q4,3465,進泰電子,"351,180","47,360","-1,123","46,237","43,712",1.54
2020Q4,3466,致振,"1,013,500","-60,978","-90,558","-151,536","-151,619",-2.49
2020Q4,3479,安勤,"4,689,320","268,000","56,740","324,740","255,559",3.23
2020Q4,3483,力致,"5,862,430","490,476","-70,668","419,808","295,400",4.36
2020Q4,3484,崧騰,"4,657,740","431,974","-32,100","399,874","362,621",5.20
2020Q4,3489,森寶,"1,755,250","31,879","1,480","33,359","26,543",0.32
2020Q4,3490,單井,"450,370","30,692","15,081","45,773","56,865",1.00
2020Q4,3491,昇達科,"1,481,480","178,341","24,384","202,725","156,162",2.03
2020Q4,3492,長盛,"675,890","20,692","-2,334","18,358","14,984",0.42
2020Q4,3498,陽程,"1,906,810","-48,771","-3,666","-52,437","-36,442",-0.58
2020Q4,3499,環天科,"416,260","-57,266","19,063","-38,203","-27,192",-0.49
2020Q4,3508,位速,"933,620","-357,504","183,010","-174,494","-174,136",-1.71
2020Q4,3511,矽瑪,"1,029,860","110,232","-13,022","97,210","76,304",1.10
2020Q4,3512,皇龍,"2,411,730","203,100","4,781","207,881","202,826",2.63
2020Q4,3516,亞帝歐,"701,470","-13,211","31,465","18,254","18,044",0.35
2020Q4,3520,振維,"1,107,310","28,804",177,"28,981","22,152",0.31
2020Q4,3521,鴻翊,"317,170","-46,320","4,525","-41,795","-41,795",-0.89
2020Q4,3522,御頂,"969,470","-261,970","-207,890","-469,860","-441,219",-6.19
2020Q4,3523,迎輝,"255,850","-81,926","-4,981","-86,907","-86,907",-0.95
2020Q4,3526,凡甲,"2,142,010","605,034","12,443","617,477","519,416",7.25
2020Q4,3527,聚積,"1,901,220","22,382","41,609","63,991","67,909",1.61
2020Q4,3529,力旺,"1,776,650","822,586","8,209","830,795","706,845",9.52
2020Q4,3531,先益,"1,697,600","78,593","-5,751","72,842","42,032",0.84
2020Q4,3537,堡達,"2,883,250","231,320","-42,401","188,919","150,287",2.81
2020Q4,3540,曜越,"5,253,030","627,618","-37,959","589,659","476,716",7.06
2020Q4,3541,西柏,"1,658,750","183,514","-36,822","146,692","121,047",2.35
2020Q4,3546,宇峻,"1,550,380","332,969","11,353","344,322","283,003",6.20
2020Q4,3548,兆利,"5,546,230","309,010","59,207","368,217","302,684",5.03
2020Q4,3551,世禾,"2,064,160","334,195","2,783","336,978","252,059",4.44
2020Q4,3552,同致,"7,091,500","150,717","144,262","294,979","279,009",3.26
2020Q4,3555,重鵬,"152,060","-31,299","-24,117","-55,416","-63,403",-1.78
2020Q4,3556,禾瑞亞,"1,224,400","269,443",514,"269,957","231,643",3.88
2020Q4,3558,神準,"7,766,450","552,468","-27,566","524,902","445,690",7.67
2020Q4,3564,其陽,"1,761,490","81,250","-14,040","67,210","53,148",0.90
2020Q4,3567,逸昌,"386,740","100,050",-264,"99,786","79,752",2.35
2020Q4,3570,大塚,"1,129,670","162,555","2,036","164,591","136,279",8.00
2020Q4,3577,泓格,"757,990","47,174","1,911","49,085","39,983",0.76
2020Q4,3580,友威科,"538,330","50,703","25,850","76,553","70,772",1.84
2020Q4,3581,博磊,"1,198,500","124,569","33,063","157,632","116,528",1.50
2020Q4,3587,閎康,"3,061,570","443,466","8,226","451,692","385,077",6.18
2020Q4,3594,磐儀,"1,510,320","36,044","-17,161","18,883","8,436",0.16
2020Q4,3597,映興,"830,260","75,252","-7,638","67,614","43,469",1.28
2020Q4,3609,東林,"463,810","-20,546","14,749","-5,797","-5,923",-0.19
2020Q4,3611,鼎翰,"5,683,810","917,306","26,183","943,489","715,352",16.84
2020Q4,3615,安可,"795,800","-34,874","62,381","27,507","29,554",0.29
2020Q4,3623,富晶通,"326,660","-47,861","14,551","-33,310","-32,645",-1.12
2020Q4,3624,光頡,"2,126,190","201,559","-9,409","192,150","171,519",1.44
2020Q4,3625,西勝,"2,223,820","-110,026","-30,407","-140,433","-164,158",-2.11
2020Q4,3628,盈正,"2,361,920","52,953","7,736","60,689","42,626",0.93
2020Q4,3629,地心引力,"797,720","78,120","-52,733","25,387","23,420",0.70
2020Q4,3630,新鉅科,"2,692,590","-353,092","87,483","-265,609","-276,891",-1.50
2020Q4,3631,晟楠,"264,080","-30,893","19,009","-11,884","-9,615",-0.13
2020Q4,3632,研勤,"407,700","-139,996","-77,001","-216,997","-221,630",-5.00
2020Q4,3642,駿熠電,"301,060","-79,200","-67,425","-146,625","-146,648",-4.46
2020Q4,3646,艾恩特,"583,630","59,632","-2,680","56,952","45,590",1.16
2020Q4,3652,精聯,"1,997,610","19,000",672,"19,672","17,056",0.36
2020Q4,3663,鑫科,"2,398,410","70,121","-9,666","60,455","47,325",0.64
2020Q4,3664,安瑞-KY,"506,500","-75,699","-12,568","-88,267","-103,239",-2.10
2020Q4,3666,光耀,"1,833,580","120,459","10,449","130,908","130,960",2.71
2020Q4,3672,康聯訊,"800,490","26,030","8,462","34,492","17,860",0.52
2020Q4,3675,德微,"1,537,470","133,446","-20,864","112,582","93,681",2.10
2020Q4,3680,家登,"2,512,680","98,033","519,075","617,108","491,655",6.18
2020Q4,3684,榮昌,"522,000","72,874","-10,782","62,092","48,770",2.03
2020Q4,3685,元創精密,"969,500","-15,170","23,695","8,525","9,488",0.10
2020Q4,3687,歐買尬,"1,301,990","177,635","27,251","204,886","159,351",1.49
2020Q4,3689,湧德,"4,980,910","68,656","44,929","113,585","90,940",1.37
2020Q4,3691,碩禾,"8,834,840","227,638","-100,989","126,649","68,124",3.18
2020Q4,3693,營邦,"2,991,520","142,630","-37,059","105,571","82,381",2.14
2020Q4,3707,漢磊,"5,741,460","-475,407","-14,601","-490,008","-484,787",-1.64
2020Q4,3709,鑫聯大投控,"18,763,720","320,377","-24,236","296,141","204,290",2.67
2020Q4,3710,連展投控,"7,738,760","32,187","-170,754","-138,567","-165,284",-0.78
2020Q4,3713,新晶投控,"169,020","3,261","1,362","4,623","3,796",0.07
2020Q4,4102,永日,"463,210","29,407","-1,050","28,357","29,912",0.73
2020Q4,4105,東洋,"4,221,840","957,379","244,146","1,201,525","978,677",3.72
2020Q4,4107,邦特,"1,947,660","606,718","-4,925","601,793","488,665",7.05
2020Q4,4109,加捷生醫,"270,290","-48,331","6,679","-41,652","-32,697",-0.46
2020Q4,4111,濟生,"979,360","75,553","5,872","81,425","59,141",1.04
2020Q4,4113,聯上,"219,990","-43,727","-61,612","-105,339","-105,916",-0.50
2020Q4,4114,健喬,"3,038,290","112,721","384,924","497,645","474,603",2.46
2020Q4,4116,明基醫,"1,400,850","97,211","8,460","105,671","84,119",1.39
2020Q4,4120,友華,"5,383,660","117,711","132,172","249,883","106,878",2.30
2020Q4,4121,優盛,"3,678,970","147,836","32,557","180,393","153,821",1.84
2020Q4,4123,晟德,"717,050","-471,782","6,469,131","5,997,349","4,886,452",8.50
2020Q4,4126,太醫,"2,171,820","440,916","-18,208","422,708","328,723",4.53
2020Q4,4127,天良,"431,080","-50,680","2,086","-48,594","-51,637",-1.13
2020Q4,4128,中天,"1,601,400","-1,104,489","1,623,910","519,421","519,839",1.68
2020Q4,4129,聯合,"2,342,230","89,878","19,277","109,155","101,312",1.24
2020Q4,4130,健亞,"472,720","39,497","1,259","40,756","38,731",0.37
2020Q4,4131,晶宇,"93,350","-33,426","4,497","-28,929","-28,929",-0.56
2020Q4,4138,曜亞,"1,009,310","140,848","7,842","148,690","116,642",3.87
2020Q4,4139,馬光-KY,"910,240","60,893","46,534","107,427","99,480",1.81
2020Q4,4147,中裕,"722,490","-132,760","-50,544","-183,304","-183,304",-0.73
2020Q4,4152,台微體,"101,930","-1,011,344","29,167","-982,177","-983,309",-12.42
2020Q4,4153,鈺緯,"736,930","70,537","-42,982","27,555","17,418",0.26
2020Q4,4154,康樂-KY,"550,230","-34,908","5,294","-29,614","-31,580",-1.16
2020Q4,4157,太景*-KY,"23,420","-307,319","-99,555","-406,874","-404,819",-0.56
2020Q4,4160,創源,"443,130","-21,575","3,299","-18,276","-15,410",-0.65
2020Q4,4161,聿新科,"485,600","-42,233","-21,460","-63,693","-62,212",-1.24
2020Q4,4162,智擎,"1,056,010","809,705","-57,230","752,475","604,281",4.15
2020Q4,4163,鐿鈦,"1,961,110","331,051","-33,480","297,571","243,487",5.11
2020Q4,4167,展旺,"1,827,240","230,554","20,387","250,941","250,941",0.88
2020Q4,4168,醣聯,450,"-214,119","52,708","-161,411","-162,731",-1.83
2020Q4,4171,瑞基,"857,030","355,406","-16,463","338,943","263,734",6.34
2020Q4,4173,久裕,"1,251,400","48,329","14,388","62,717","47,249",0.72
2020Q4,4174,浩鼎,"140,890","-1,465,881","-27,810","-1,493,691","-1,489,897",-7.34
2020Q4,4175,杏一,"5,927,460","151,463","-20,842","130,621","104,456",3.50
2020Q4,4183,福永生技,"477,600","44,159","-4,086","40,073","31,701",1.33
2020Q4,4188,安克,"63,940","-56,263","13,238","-43,025","-43,025",-0.67
2020Q4,4192,杏國,"13,340","-395,645","-3,273","-398,918","-398,918",-3.83
2020Q4,4198,環瑞醫,"101,360","-134,382","19,567","-114,815","-114,865",-1.87
2020Q4,4205,中華食,"1,647,870","409,629","13,602","423,231","339,841",4.21
2020Q4,4207,環泰,"3,897,340","301,393","11,050","312,443","218,959",0.92
2020Q4,4303,信立,"332,960","9,497","-36,220","-26,723","-28,429",-0.41
2020Q4,4304,勝昱,"406,040","-29,218","-11,178","-40,396","-40,940",-1.14
2020Q4,4305,世坤,"1,005,070","162,316","-19,369","142,947","114,356",2.08
2020Q4,4401,東隆興,"3,151,680","74,590","21,147","95,737","86,362",0.70
2020Q4,4402,福大,"119,600","-38,381","-11,735","-50,116","-50,116",-1.09
2020Q4,4406,新昕纖,"369,220","-37,505","-12,175","-49,680","-48,917",-0.94
2020Q4,4413,飛寶企業,"450,280","-19,939","-7,968","-27,907","-27,907",-0.89
2020Q4,4416,三圓,"135,750","1,609","-125,594","-123,985","-108,838",-1.95
2020Q4,4417,金洲,"2,632,080","351,877","175,412","527,289","411,092",3.76
2020Q4,4419,元勝,"1,560","-18,725","-31,221","-49,946","-49,946",-1.33
2020Q4,4420,光明,"591,740",790,"-10,070","-9,280","-18,664",-0.46
2020Q4,4429,聚紡,"628,810","-39,947","5,986","-33,961","-42,648",-1.24
2020Q4,4430,耀億,"2,000,570","-3,846","-23,121","-26,967","-13,526",-0.24
2020Q4,4432,銘旺實,"1,569,090","-15,591","32,397","16,806","-8,862",-0.18
2020Q4,4433,興采,"2,107,820","94,485","266,334","360,819","337,711",7.82
2020Q4,4502,健信,"1,453,090","-102,877","-34,878","-137,755","-123,212",-2.40
2020Q4,4503,金雨,"200,850","-22,653","6,851","-15,802","-11,884",-0.30
2020Q4,4506,崇友,"4,393,400","834,225","40,451","874,676","725,709",4.10
2020Q4,4510,高鋒,"1,608,740","-51,888","30,184","-21,704","-11,668",-0.11
2020Q4,4513,福裕,"1,116,870","-37,937","-1,897","-39,834","-38,882",-0.51
2020Q4,4523,永彰,"675,390","-275,981","-12,674","-288,655","-303,181",-4.74
2020Q4,4527,方土霖,"2,606,790","241,029","19,577","260,606","209,737",2.72
2020Q4,4528,江興鍛,"2,264,350","278,744","14,181","292,925","233,175",3.05
2020Q4,4529,淳紳,"7,910","-155,124","-104,763","-259,887","-259,887",-3.15
2020Q4,4530,宏易,"37,430","-14,244","-8,083","-22,327","-22,827",-0.49
2020Q4,4533,協易機,"2,642,150","-137,183","129,573","-7,610","15,672",0.10
2020Q4,4534,慶騰,"1,099,000","-45,937","-16,219","-62,156","-62,093",-0.72
2020Q4,4535,至興,"2,112,010","171,790","8,568","180,358","143,338",1.36
2020Q4,4538,大詠城,"302,940","15,991","12,409","28,400","24,529",0.49
2020Q4,4541,晟田,"902,460","-156,536","37,371","-119,165","-77,141",-1.13
2020Q4,4542,科嶠,"545,050","26,149","-6,673","19,476","19,157",0.67
2020Q4,4543,萬在,"811,050","29,825","-13,434","16,391","10,698",0.19
2020Q4,4549,桓達,"1,006,710","258,453","37,798","296,251","229,869",5.49
2020Q4,4550,長佳,"1,331,750","80,669","24,330","104,999","85,792",2.27
2020Q4,4554,橙的,"353,850","4,656","7,007","11,663","5,085",0.24
2020Q4,4556,旭然,"509,120","28,722","-2,578","26,144","20,785",0.50
2020Q4,4561,健椿,"953,220","97,951","7,076","105,027","85,238",1.46
2020Q4,4563,百德,"2,094,090","-230,162","-207,166","-437,328","-352,551",-6.70
2020Q4,4568,科際精密,"1,192,650","200,652","-4,620","196,032","146,284",4.93
2020Q4,4580,捷流閥業,"2,400,050","429,061","-22,421","406,640","295,197",7.55
2020Q4,4609,唐鋒,"397,530","-85,458","34,690","-50,768","-50,768",-1.06
2020Q4,4702,中美實,"958,740","-38,966","84,894","45,928","43,590",0.60
2020Q4,4706,大恭,"1,300,700","93,020","21,911","114,931","96,588",1.22
2020Q4,4707,磐亞,--,"41,846","214,456","256,302","247,931",0.82
2020Q4,4711,永純,"810,060","43,200","15,669","58,869","55,516",0.91
2020Q4,4712,南璋,"18,920","-62,960","-44,867","-107,827","-107,827",-1.54
2020Q4,4714,永捷,"339,180","-24,343","13,165","-11,178","-5,403",0.54
2020Q4,4716,大立,"834,580","-15,800","35,853","20,053","18,345",0.26
2020Q4,4721,美琪瑪,"2,234,580","151,426","9,632","161,058","123,268",1.64
2020Q4,4726,永昕,"665,340","35,398","-7,431","27,967","30,948",0.24
2020Q4,4728,雙美,"855,850","332,314","5,445","337,759","238,077",4.37
2020Q4,4729,熒茂,"913,440","-141,333","30,645","-110,688","-126,355",-1.10
2020Q4,4735,豪展,"2,600,120","664,422","-15,497","648,925","520,070",14.66
2020Q4,4736,泰博,"5,903,530","1,981,521","2,108","1,983,629","1,577,264",17.08
2020Q4,4741,泓瀚,"584,800","26,795","7,603","34,398","28,733",0.91
2020Q4,4743,合一,"41,610","-673,174","423,234","-249,940","-251,679",-0.68
2020Q4,4744,皇將,"1,027,750","104,939","-19,981","84,958","67,869",1.52
2020Q4,4745,合富-KY,"4,721,940","338,017","-23,079","314,938","208,916",1.61
2020Q4,4747,強生,"424,020","76,010",544,"76,554","63,561",2.12
2020Q4,4754,國碳科,"508,710","73,802","-4,803","68,999","54,313",2.52
2020Q4,4760,勤凱,"1,213,540","165,166","2,025","167,191","135,570",4.74
2020Q4,4767,誠泰科技,"1,067,050","90,573","-3,895","86,678","72,101",2.31
2020Q4,4803,VHQ-KY,"1,077,300","-693,614","-617,995","-1,311,609","-1,314,579",-21.66
2020Q4,4804,大略-KY,"329,840","-11,448","-19,796","-31,244","-31,244",0.21
2020Q4,4806,昇華,"118,630","-87,537","-25,924","-113,461","-116,382",-2.77
2020Q4,4903,聯光通,"1,019,120","-166,110","-26,550","-192,660","-193,034",-1.82
2020Q4,4905,台聯電,"64,470","-39,451","70,990","31,539","32,399",0.93
2020Q4,4907,富宇,"1,645,300","181,260",-738,"180,522","141,348",1.20
2020Q4,4908,前鼎,"740,790","158,979","-18,543","140,436","121,375",1.55
2020Q4,4909,新復興,"681,300","-38,552","-22,989","-61,541","14,868",0.16
2020Q4,4911,德英,"28,230","-15,474","2,416","-13,058","-14,302",-0.26
2020Q4,4924,欣厚-KY,"588,970","32,076","4,428","36,504","35,106",0.94
2020Q4,4931,新盛力,"1,626,740","80,466","2,709","83,175","63,245",1.02
2020Q4,4933,友輝,"2,725,280","265,544","-32,342","233,202","199,456",2.53
2020Q4,4939,亞電,"1,743,220","209,602","17,584","227,186","158,414",1.61
2020Q4,4944,兆遠,"371,060","-242,559","108,964","-133,595","-133,595",-1.46
2020Q4,4946,辣椒,"84,250","-56,440","-22,801","-79,241","-79,154",-4.90
2020Q4,4950,牧東,"101,540","-56,603","-135,421","-192,024","-191,419",-4.18
2020Q4,4953,緯軟,"5,100,900","484,575","64,719","549,294","465,889",7.06
2020Q4,4966,譜瑞-KY,"15,279,590","3,683,867","15,160","3,699,027","3,505,796",44.86
2020Q4,4971,IET-KY,"667,110","45,541","23,279","68,820","65,923",1.84
2020Q4,4972,湯石照明,"808,980","86,753","16,534","103,287","79,054",2.08
2020Q4,4973,廣穎,"4,370,100","49,350","33,243","82,593","72,890",1.15
2020Q4,4974,亞泰,"3,989,380","531,721","-66,791","464,930","374,250",5.16
2020Q4,4979,華星光,"1,166,850","-168,581","80,391","-88,190","-88,190",-0.75
2020Q4,4987,科誠,"987,830","135,149","-6,327","128,822","94,731",3.76
2020Q4,4991,環宇-KY,"1,481,860","187,530","-289,532","-102,002","-113,916",-1.28
2020Q4,4995,晶達,"963,210","79,215","-1,091","78,124","69,207",1.66
2020Q4,5009,榮剛,"7,640,500","130,964","145,285","276,249","257,911",0.50
2020Q4,5011,久陽,"1,825,710","-59,071","-12,833","-71,904","-66,246",-1.66
2020Q4,5013,強新,"5,765,790","432,072","-36,288","395,784","317,843",1.58
2020Q4,5014,建錩,"14,276,010","103,847","123,762","227,609","173,225",1.06
2020Q4,5015,華祺,"2,127,030","164,856","-28,377","136,479","117,475",1.94
2020Q4,5016,松和,"2,387,160","202,316","-2,401","199,915","156,611",3.15
2020Q4,5102,富強,"571,050","24,504","33,251","57,755","50,795",0.79
2020Q4,5201,凱衛,"309,930","85,673","24,019","109,692","95,141",3.10
2020Q4,5202,力新,"218,800","-75,122","58,424","-16,698","-16,964",-0.55
2020Q4,5205,中茂,"27,690","-12,727","2,146","-10,581","-10,581",-0.58
2020Q4,5206,坤悅,"2,734,890","533,052","29,066","562,118","484,987",3.11
2020Q4,5209,新鼎,"2,846,550","136,440","6,028","142,468","136,334",5.74
2020Q4,5210,寶碩,"225,170","-103,398","18,048","-85,350","-78,360",-1.26
2020Q4,5211,蒙恬,"156,170","-20,350","5,588","-14,762","-12,414",-0.31
2020Q4,5212,凌網,"1,008,640","131,609","1,246","132,855","114,622",3.20
2020Q4,5213,亞昕,"5,584,960","750,245","-96,660","653,585","598,035",1.76
2020Q4,5220,萬達光電,"1,180,420","251,384","-22,116","229,268","186,889",4.71
2020Q4,5223,安力-KY,"2,075,280","408,535","-42,388","366,147","283,484",6.56
2020Q4,5227,立凱-KY,"142,710","-377,283","-301,917","-679,200","-679,200",-4.73
2020Q4,5230,雷笛克光學,"1,009,000","7,223","-9,096","-1,873","-2,985",-0.06
2020Q4,5245,智晶,"1,347,660","96,731","11,865","108,596","89,536",1.99
2020Q4,5251,天鉞電,"207,060","-73,586","4,894","-68,692","-55,011",-1.60
2020Q4,5263,智崴,"1,062,900","-22,524","-19,314","-41,838","-51,758",-0.88
2020Q4,5272,笙科,"445,010","-39,813","6,353","-33,460","-33,447",-0.61
2020Q4,5274,信驊,"3,063,550","1,270,781","-43,733","1,227,048","1,004,689",29.38
2020Q4,5276,達輝-KY,"617,790","7,704","19,268","26,972","7,407",0.19
2020Q4,5278,尚凡,"1,028,890","244,757","-1,111","243,646","189,100",12.33
2020Q4,5281,大峽谷-KY,"901,290","60,660","9,042","69,702","52,417",1.41
2020Q4,5287,數字,"1,539,780","721,558","57,235","778,793","622,171",14.74
2020Q4,5289,宜鼎,"7,152,020","1,207,293","-39,697","1,167,596","940,533",11.46
2020Q4,5291,邑昇,"1,198,210","87,521","-3,131","84,390","70,571",1.86
2020Q4,5299,杰力,"1,953,970","426,694","-23,369","403,325","326,434",9.26
2020Q4,5301,寶得利,"132,750","-298,081","-37,170","-335,251","-335,251",-3.51
2020Q4,5302,太欣,"28,020","-80,695","19,271","-61,424","-61,435",-0.37
2020Q4,5306,桂盟,"6,130,480","1,974,277","5,128","1,979,405","1,514,646",12.02
2020Q4,5309,系統電,"1,326,690","-101,844","1,761","-100,083","-100,083",-0.64
2020Q4,5310,天剛,"104,890","-59,069","-62,156","-121,225","-127,032",-2.61
2020Q4,5312,寶島科,"3,062,040","126,049","246,516","372,565","305,212",5.13
2020Q4,5314,世紀,"19,790","-28,646","-1,691","-30,337","-30,355",-0.51
2020Q4,5315,光聯,"1,791,570","94,383","2,842","97,225","92,720",0.90
2020Q4,5321,友銓,"2,077,090","-22,929","-102,855","-125,784","-128,010",-3.73
2020Q4,5324,士開,"369,550","-292,798","229,468","-63,330","-61,400",0.11
2020Q4,5328,華容,"846,650","22,193","5,243","27,436","20,831",0.12
2020Q4,5340,建榮,"1,450,110","87,114","-12,436","74,678","95,733",0.49
2020Q4,5344,立衛,"351,770","36,765","5,324","42,089","42,095",0.53
2020Q4,5345,天揚,"31,370","-147,653","-2,833","-150,486","-150,499",-3.34
2020Q4,5346,力晶,"22,050","-532,992","-1,524,879","-2,057,871","-2,072,476",4.22
2020Q4,5347,世界,"33,131,200","7,416,206","151,001","7,567,207","6,305,520",3.85
2020Q4,5348,系通,"97,230","-17,866",-476,"-18,342","-18,342",-0.71
2020Q4,5351,鈺創,"3,550,540","-222,561","-34,014","-256,575","-268,444",-1.14
2020Q4,5353,台林,"1,325,180","53,650","14,903","68,553","65,956",0.88
2020Q4,5355,佳總,"644,820","-125,261","129,454","4,193","10,312",0.08
2020Q4,5356,協益,"3,597,720","93,061","36,453","129,514","246,951",2.40
2020Q4,5364,力麗店,"469,470","-3,302","-13,520","-16,822","-20,434",-2.11
2020Q4,5371,中光電,"42,438,340","692,089","1,144,607","1,836,696","1,395,156",3.59
2020Q4,5381,合正,"343,450",-852,"3,579","2,727","2,635",0.01
2020Q4,5383,金利,"1,026,360","-62,976","20,121","-42,855","-44,348",-0.81
2020Q4,5386,青雲,"2,186,120","31,527","-1,440","30,087","24,008",1.02
2020Q4,5387,茂德,"882,260","290,981","2,590","293,571","173,082",3.85
2020Q4,5392,應華,"10,898,500","117,841","-62,448","55,393","-82,648",-0.73
2020Q4,5398,慕康生醫,"367,880","12,283","5,327","17,610","16,661",0.34
2020Q4,5403,中菲,"2,339,720","345,561","72,417","417,978","337,280",5.20
2020Q4,5410,國眾,"3,548,850","143,192","66,960","210,152","172,916",2.01
2020Q4,5425,台半,"10,390,280","1,261,593","67,221","1,328,814","992,349",2.29
2020Q4,5426,振發,"1,530,500","-14,188","-28,059","-42,247","-43,494",-0.26
2020Q4,5432,達威,"56,150",519,"-3,157","-2,638","-5,793",-0.28
2020Q4,5438,東友,"1,277,550","-79,064","83,976","4,912",799,0.01
2020Q4,5439,高技,"2,493,550","388,285","-20,859","367,426","294,907",3.43
2020Q4,5443,均豪,"3,460,390","77,609","128,153","205,762","160,618",0.93
2020Q4,5450,寶聯通,"2,675,590","113,455","-25,868","87,587","66,465",0.54
2020Q4,5452,佶優,"4,877,350","260,610","-19,989","240,621","153,494",0.84
2020Q4,5455,昇益,"1,980","-19,216","5,471","-13,745","-13,745",-0.21
